INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10445714	1	4	45	714	15	-1	1	-1	-1	北冥之银皮护肩	14	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	77	61	192	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	14	1	1	1	250	-1	0	0	0	-1	-1
10445715	1	4	45	715	15	-1	1	-1	-1	北冥之银皮护肩	15	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	86	68	194	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	15	1	1	1	250	-1	0	0	0	-1	-1
10445716	1	4	45	716	15	-1	1	-1	-1	北冥之银皮护肩	16	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	95	76	195	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	16	1	1	1	250	-1	0	0	0	-1	-1
10445717	1	4	45	717	15	-1	1	-1	-1	北冥之银皮护肩	17	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	105	84	196	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	17	1	1	1	250	-1	0	0	0	-1	-1
10445718	1	4	45	718	15	-1	1	-1	-1	北冥之银皮护肩	18	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	116	92	197	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	18	1	1	1	250	-1	0	0	0	-1	-1
10445719	1	4	45	719	15	-1	1	-1	-1	北冥之银皮护肩	19	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	127	101	199	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	42	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	19	1	1	1	250	-1	0	0	0	-1	-1
10445720	1	4	45	720	15	-1	1	-1	-1	北冥之银皮护肩	20	-1	上等兽皮加工而成的护肩，有很强的抗打击性。	139	111	200	3	3	-1	-1	Shoulder_2	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	20	1	1	1	250	-1	0	0	0	-1	-1
10445721	1	4	45	721	15	-1	1	-1	-1	北冥之皮麟护肩	21	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	151	120	189	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	21	1	1	1	250	-1	0	0	0	-1	-1
10445722	1	4	45	722	15	-1	1	-1	-1	北冥之皮麟护肩	22	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	164	131	190	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	22	1	1	1	250	-1	0	0	0	-1	-1
10445723	1	4	45	723	15	-1	1	-1	-1	北冥之皮麟护肩	23	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	177	141	191	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	23	1	1	1	250	-1	0	0	0	-1	-1
10445724	1	4	45	724	15	-1	1	-1	-1	北冥之皮麟护肩	24	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	191	152	192	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	24	1	1	1	250	-1	0	0	0	-1	-1
10445725	1	4	45	725	15	-1	1	-1	-1	北冥之皮麟护肩	25	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	206	164	194	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	25	1	1	1	250	-1	0	0	0	-1	-1
10445726	1	4	45	726	15	-1	1	-1	-1	北冥之皮麟护肩	26	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	221	176	195	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	26	1	1	1	250	-1	0	0	0	-1	-1
10445727	1	4	45	727	15	-1	1	-1	-1	北冥之皮麟护肩	27	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	237	189	196	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	27	1	1	1	250	-1	0	0	0	-1	-1
10445728	1	4	45	728	15	-1	1	-1	-1	北冥之皮麟护肩	28	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	254	203	197	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	28	1	1	1	250	-1	0	0	0	-1	-1
10445729	1	4	45	729	15	-1	1	-1	-1	北冥之皮麟护肩	29	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	271	216	199	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	29	1	1	1	250	-1	0	0	0	-1	-1
10445730	1	4	45	730	15	-1	1	-1	-1	北冥之皮麟护肩	30	-1	猎取白麟虎的皮麟制成，可抵御敌人突袭。	289	231	200	3	3	-1	-1	Shoulder_3	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	30	1	1	1	250	-1	0	0	0	-1	-1
10445731	1	4	45	731	15	-1	1	-1	-1	北冥之瑶仙护肩	31	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	307	245	189	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	31	2	2	1	250	-1	0	0	0	-1	-1
10445732	1	4	45	732	15	-1	1	-1	-1	北冥之瑶仙护肩	32	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	326	260	190	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	32	2	2	1	250	-1	0	0	0	-1	-1
10445733	1	4	45	733	15	-1	1	-1	-1	北冥之瑶仙护肩	33	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	345	276	191	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	33	2	2	1	250	-1	0	0	0	-1	-1
10445734	1	4	45	734	15	-1	1	-1	-1	北冥之瑶仙护肩	34	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	365	292	192	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	34	2	2	1	250	-1	0	0	0	-1	-1
10445735	1	4	45	735	15	-1	1	-1	-1	北冥之瑶仙护肩	35	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	386	308	194	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	35	2	2	1	250	-1	0	0	0	-1	-1
10445736	1	4	45	736	15	-1	1	-1	-1	北冥之瑶仙护肩	36	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	407	325	195	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	36	2	2	1	250	-1	0	0	0	-1	-1
10445737	1	4	45	737	15	-1	1	-1	-1	北冥之瑶仙护肩	37	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	429	343	196	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	37	2	2	1	250	-1	0	0	0	-1	-1
10445738	1	4	45	738	15	-1	1	-1	-1	北冥之瑶仙护肩	38	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	452	361	197	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	38	2	2	1	250	-1	0	0	0	-1	-1
10445739	1	4	45	739	15	-1	1	-1	-1	北冥之瑶仙护肩	39	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	475	380	199	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	106	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	39	2	2	1	250	-1	0	0	0	-1	-1
10445740	1	4	45	740	15	-1	1	-1	-1	北冥之瑶仙护肩	40	-1	据说乃瑶池仙女猎仙兔，以其皮缝制而成，虽名为瑶仙，但血腥气较重，不过防御力很强。	499	399	200	3	3	-1	-1	Shoulder_4	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	40	2	2	1	250	-1	0	0	0	-1	-1
10445741	1	4	45	741	15	-1	1	-1	-1	北冥之韶华护肩	41	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	523	418	189	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	41	2	2	1	250	-1	0	0	0	-1	-1
10445742	1	4	45	742	15	-1	1	-1	-1	北冥之韶华护肩	42	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	548	438	190	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	42	2	2	1	250	-1	0	0	0	-1	-1
10445743	1	4	45	743	15	-1	1	-1	-1	北冥之韶华护肩	43	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	573	458	191	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	43	2	2	1	250	-1	0	0	0	-1	-1
10445744	1	4	45	744	15	-1	1	-1	-1	北冥之韶华护肩	44	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	599	479	192	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	44	2	2	1	250	-1	0	0	0	-1	-1
10445745	1	4	45	745	15	-1	1	-1	-1	北冥之韶华护肩	45	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	626	500	194	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	45	2	2	1	250	-1	0	0	0	-1	-1
10445746	1	4	45	746	15	-1	1	-1	-1	北冥之韶华护肩	46	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	653	522	195	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	46	2	2	1	250	-1	0	0	0	-1	-1
10445747	1	4	45	747	15	-1	1	-1	-1	北冥之韶华护肩	47	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	681	544	196	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	47	2	2	1	250	-1	0	0	0	-1	-1
10445748	1	4	45	748	15	-1	1	-1	-1	北冥之韶华护肩	48	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	710	568	197	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	48	2	2	1	250	-1	0	0	0	-1	-1
10445749	1	4	45	749	15	-1	1	-1	-1	北冥之韶华护肩	49	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	739	591	199	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	49	2	2	1	250	-1	0	0	0	-1	-1
10445750	1	4	45	750	15	-1	1	-1	-1	北冥之韶华护肩	50	-1	由蜀中碧鳞巴蛇颈下的蛇皮炼制而成，柔软如棉，可御突袭。	769	615	200	3	3	-1	-1	Shoulder_5	护肩	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	50	2	2	1	250	-1	0	0	0	-1	-1
10445751	1	4	45	751	15	-1	1	-1	-1	北冥之银霄护肩	51	-1	异常华丽的银霄皮麟制作而成，会泛出金色的光芒，防御力很强。	799	639	201	3	3	-1	-1	Shoulder_6	护肩	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	51	2	2	1	250	-1	0	0	0	-1	-1
10445752	1	4	45	752	15	-1	1	-1	-1	北冥之银霄护肩	52	-1	异常华丽的银霄皮麟制作而成，会泛出金色的光芒，防御力很强。	830	664	202	3	3	-1	-1	Shoulder_6	护肩	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	52	2	2	1	250	-1	0	0	0	-1	-1
10445753	1	4	45	753	15	-1	1	-1	-1	北冥之银霄护肩	53	-1	异常华丽的银霄皮麟制作而成，会泛出金色的光芒，防御力很强。	861	688	204	3	3	-1	-1	Shoulder_6	护肩	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	53	2	2	1	250	-1	0	0	0	-1	-1
10445754	1	4	45	754	15	-1	1	-1	-1	北冥之银霄护肩	54	-1	异常华丽的银霄皮麟制作而成，会泛出金色的光芒，防御力很强。	893	714	205	3	3	-1	-1	Shoulder_6	护肩	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	54	2	2	1	250	-1	0	0	0	-1	-1
10445755	1	4	45	755	15	-1	1	-1	-1	北冥之银霄护肩	55	-1	异常华丽的银霄皮麟制作而成，会泛出金色的光芒，防御力很强。	926	740	206	3	3	-1	-1	Shoulder_6	护肩	1	1	-1	-1	170	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	55	2	2	1	250	-1	0	0	0	-1	-1
