INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
519	 Phong LÕc Nguy®t	TalentSkillEmei3_11	Tam	#{WUDAO_20230613_99}	#{WUDAO_20230613_299}	20	40	60	80	100	2
520	Trß¶ng Giang và Hoàng Hà Nh§p Trän	TalentSkillEmei3_3	Tam	#{WUDAO_20230613_100}	#{WUDAO_20230613_300}	3	6	9	12	15	3
521	Thiên tinh Ngßng Huy	TalentSkillXingXiu2_15	Tam	#{WUDAO_20230613_101}	#{WUDAO_20230613_301}	9	8	7	6	5	1
522	Minh Tinh Y¬m Nh§t	TalentSkillXingXiu3_2	Tam	#{WUDAO_20230613_102}	#{WUDAO_20230613_302}	11	12	13	14	15	3
523	Thiên Tàn Thü	TalentSkillXingXiu2_16	Tam	#{WUDAO_20230613_103}	#{WUDAO_20230613_303}	1500	3000	4500	6000	7500	1
524	Ðµc Nh§p phª phü	TalentSkillXingXiu3_1	Tam	#{WUDAO_20230613_104}	#{WUDAO_20230613_304}	3	6	9	12	15	2
525	Hình H°n Câu Di®t	TalentSkillXingXiu3_3	Tam	#{WUDAO_20230613_105}	#{WUDAO_20230613_305}	8	16	24	32	40	3
526	Tr· bàn tay D¸ch Thª	TalentSkillXingXiu_15	Tam	#{WUDAO_20230613_106}	#{WUDAO_20230613_306}	20	40	60	80	100	1
527	Thñc C¯t ChuÏ Tâm	TalentSkillXingXiu3_4	Tam	#{WUDAO_20230613_107}	#{WUDAO_20230613_307}	2	4	6	8	10	3
528	Thiên ð¸a Quy Nh¤t	TalentSkillXingXiu_9	Tam	#{WUDAO_20230613_108}	#{WUDAO_20230613_308}	4	8	12	16	20	1
529	Thiên tinh Cao Chiªu	TalentSkillXingXiu2_15	Tam	#{WUDAO_20230613_109}	#{WUDAO_20230613_309}	2	4	6	8	10	2
530	U Minh dçn ðµ	TalentSkillXingXiu2_1	Tam	#{WUDAO_20230613_110}	#{WUDAO_20230613_310}	4	8	12	16	20	3
531	Thü Thích Bách Ðµc	TalentSkillXingXiu3_5	Tam	#{WUDAO_20230613_111}	#{WUDAO_20230613_311}	3.4	3.8	4.2	4.6	5	1
532	Phong Kinh Tuy®t MÕch	TalentSkillXingXiu3_8	Tam	#{WUDAO_20230613_112}	#{WUDAO_20230613_312}	2.9	2.8	2.7	2.6	2.5	3
533	Vî Châm Phá Chß¾ng	TalentSkillXingXiu_14	Tam	#{WUDAO_20230613_113}	#{WUDAO_20230613_313}	3	6	9	12	15	1
534	Ðòi mÕng Thü	TalentSkillXingXiu3_1	Tam	#{WUDAO_20230613_114}	#{WUDAO_20230613_314}	1	2	4	6	8	2
535	Hoá Hü Giäi ¿u	TalentSkillXingXiu_15	Tam	#{WUDAO_20230613_115}	#{WUDAO_20230613_315}	10	20	30	40	50	3
536	Nguy®t Tr¥m Vînh DÕ	TalentSkillXingXiu3_6	Tam	#{WUDAO_20230613_116}	#{WUDAO_20230613_316}	3.3	3.6	3.9	4.2	4.5	1
537	L¤y thúng úp voi	TalentSkillXingXiu3_5	Tam	#{WUDAO_20230613_117}	#{WUDAO_20230613_317}	6	12	18	24	30	3
538	M®nh Huy«n cß¶i	TalentSkillXingXiu3_7	Tam	#{WUDAO_20230613_118}	#{WUDAO_20230613_318}	4	8	12	16	20	1
539	Kim tiên Vô CÑu	TalentSkillXingXiu_9	Tam	#{WUDAO_20230613_119}	#{WUDAO_20230613_319}	6	12	18	24	30	2
540	Th¥n QuÖ Ð°ng Kh¤p	TalentSkillXingXiu_9	Tam	#{WUDAO_20230613_120}	#{WUDAO_20230613_320}	1.2	2.4	3.6	4.8	6	3
541	Càn Khôn Nh¤t Chï	TalentSkillTianLong3_2	Tam	#{WUDAO_20230613_121}	#{WUDAO_20230613_321}	10	20	30	40	50	1
542	Ð¢ng Long gi§n dæ	TalentSkillTianLong3_7	Tam	#{WUDAO_20230613_122}	#{WUDAO_20230613_322}	5	10	15	20	25	3
543	Xung Vân Phá Vø	TalentSkillTianLong3_3	Tam	#{WUDAO_20230613_123}	#{WUDAO_20230613_323}	1	2	4	6	8	1
544	Phong th¥n Tuy®t MÕch	TalentSkillTianLong3_5	Tam	#{WUDAO_20230613_124}	#{WUDAO_20230613_324}	4	8	12	16	20	2
545	Kim ô Thß¶ng Chiªu	TalentSkillTianLong3_8	Tam	#{WUDAO_20230613_125}	#{WUDAO_20230613_325}	10	20	30	40	50	3
546	L¸ch huyªt kiªm Khí	TalentSkillTianLong3_4	Tam	#{WUDAO_20230613_126}	#{WUDAO_20230613_326}	200	400	600	800	1000	1
547	ÐoÕn Kích Tàn Lân	TalentSkillTianLong_15	Tam	#{WUDAO_20230613_127}	#{WUDAO_20230613_327}	4	8	12	16	20	3
548	Kiªm Tâm Th¤u Giáp	TalentSkillTianLong2_2	Tam	#{WUDAO_20230613_128}	#{WUDAO_20230613_328}	3	6	9	12	15	1
549	Thôi Dß½ng ÐoÕn Nguy®t	TalentSkillTianLong3_6	Tam	#{WUDAO_20230613_129}	#{WUDAO_20230613_329}	4	8	12	16	20	2
550	Chính Ni®m H¢ng T°n	TalentSkillTianLong3_9	Tam	#{WUDAO_20230613_130}	#{WUDAO_20230613_330}	1	2	3	4	5	3
551	Sát Ni®m vô thß¶ng	TalentSkillTianLong2_12	Tam	#{WUDAO_20230613_131}	#{WUDAO_20230613_331}	11	12	13	14	15	1
552	Ð§p n°i dìm thuy«n	TalentSkillTianLong3_13	Tam	#{WUDAO_20230613_132}	#{WUDAO_20230613_332}	2	4	6	8	10	3
553	TÑ hÕnh tÑ hÕnh tß½ng thông	TalentSkillTianLong3_10	Tam	#{WUDAO_20230613_133}	#{WUDAO_20230613_333}	1	2	3	4	5	1
554	Tà dß½ng Chiªu Huyªt	TalentSkillTianLong3_4	Tam	#{WUDAO_20230613_134}	#{WUDAO_20230613_334}	2.7	2.4	2.1	1.8	1.5	2
555	Ðiêu Hoa Thñc Anh	TalentSkillTianLong_15	Tam	#{WUDAO_20230613_135}	#{WUDAO_20230613_335}	2	4	6	8	10	3
556	Bóng kiªm Liên T§p	TalentSkillTianLong3_11	Tam	#{WUDAO_20230613_136}	#{WUDAO_20230613_336}	10	20	30	40	50	1
557	Liên hoàn di®u thü	TalentSkillTianLong3_11	Tam	#{WUDAO_20230613_137}	#{WUDAO_20230613_337}	10	20	30	40	50	3
558	T§t Chï xuyên tim	TalentSkillTianLong3_12	Tam	#{WUDAO_20230613_138}	#{WUDAO_20230613_338}	8	16	24	32	40	1
559	Lâm HÕ Chi Thª	TalentSkillTianLong2_1	Tam	#{WUDAO_20230613_139}	#{WUDAO_20230613_339}	14	28	42	56	70	2
560	Thái S½n Áp Ðïnh	TalentSkillTianLong2_1	Tam	#{WUDAO_20230613_140}	#{WUDAO_20230613_340}	1	2	3	4	5	3
561	Hàn quang Ánh Nguy®t	TalentSkillTianShan2_16	Tam	#{WUDAO_20230613_141}	#{WUDAO_20230613_341}	17	19	21	23	25	1
562	Cu¯i nåm tr¶i giá rét	TalentSkillTianShan2_16	Tam	#{WUDAO_20230613_142}	#{WUDAO_20230613_342}	3.4	3.8	4.2	4.6	5	3
563	Sóc Phong Lçm Tuyªt	TalentSkillTianShan_12	Tam	#{WUDAO_20230613_143}	#{WUDAO_20230613_343}	6	12	18	24	30	1
564	T¥m Mai Trøc Änh	TalentSkillTianShan3_3	Tam	#{WUDAO_20230613_144}	#{WUDAO_20230613_344}	20	40	60	80	100	2
565	Chim di«u t×ng ngày	TalentSkillTianShan_4	Tam	#{WUDAO_20230613_145}	#{WUDAO_20230613_345}	3	6	9	12	15	3
566	Hàn Bång Ph÷c Bµ	TalentSkillTianShan3_1	Tam	#{WUDAO_20230613_146}	#{WUDAO_20230613_346}	120	240	360	480	600	1
567	Thiên thu Hàn Tuyªt	TalentSkillTianShan3_4	Tam	#{WUDAO_20230613_147}	#{WUDAO_20230613_347}	25	50	75	100	125	3
568	Khúc ngß¶i trong	TalentSkillTianShan3_12	Tam	#{WUDAO_20230613_148}	#{WUDAO_20230613_348}	2;2	4;4	6;6	8;8	10;10	1
569	Sß½ng Ngßng Hàn Tø	TalentSkillTianShan_14	Tam	#{WUDAO_20230613_149}	#{WUDAO_20230613_349}	2	4	6	9	12	2
570	T½ bông Liên Änh	TalentSkillTianShan3_5	Tam	#{WUDAO_20230613_150}	#{WUDAO_20230613_350}	2	4	6	8	10	3
571	Sát ý không thôi	TalentSkillTianShan3_6	Tam	#{WUDAO_20230613_151}	#{WUDAO_20230613_351}	3.3	3.6	3.9	4.2	4.5	1
572	Phøng Vû Lång Tiêu	TalentSkillTianShan_12	Tam	#{WUDAO_20230613_152}	#{WUDAO_20230613_352}	1	2	3	4	5	3
573	C§p Phong Nhi Thí	TalentSkillTianShan2_14	Tam	#{WUDAO_20230613_153}	#{WUDAO_20230613_353}	80	90	100	110	120	1
574	Phá Bång Tài Tuyªt	TalentSkillTianShan3_9	Tam	#{WUDAO_20230613_154}	#{WUDAO_20230613_354}	12	24	36	48	60	2
575	Bång tuyªt không tiªng ðµng	TalentSkillTianShan3_1	Tam	#{WUDAO_20230613_155}	#{WUDAO_20230613_355}	8	16	24	32	40	3
576	Lan Tuyªt bay tán loÕn	TalentSkillTianShan3_7	Tam	#{WUDAO_20230613_156}	#{WUDAO_20230613_356}	6	12	18	24	30	1
577	Liên Hàn mùa ðông	TalentSkillTianShan3_11	Tam	#{WUDAO_20230613_157}	#{WUDAO_20230613_357}	8	16	24	32	40	3
578	Ung Trung Tróc Biªt	TalentSkillTianShan3_8	Tam	#{WUDAO_20230613_158}	#{WUDAO_20230613_358}	0.6;2.4	1.2;4.8	1.8;7.2	2.4;9.6	3;12	1
579	Sát tâm Th¤u C¯t	TalentSkillTianShan3_10	Tam	#{WUDAO_20230613_159}	#{WUDAO_20230613_359}	36	37	38	40	42	2
580	Bi ca Kích Trúc	TalentSkillTianShan3_12	Tam	#{WUDAO_20230613_160}	#{WUDAO_20230613_360}	6	12	18	24	30	3
581	LÕc Anh Ði¬m Tinh	TalentSkillXiaoYao2_11	Tam	#{WUDAO_20230613_161}	#{WUDAO_20230613_361}	10	20	30	40	50	1
582	Thß½ng Häi Thång Ðào	TalentSkillXiaoYao_11	Tam	#{WUDAO_20230613_162}	#{WUDAO_20230613_362}	20	40	60	80	100	3
583	Chï Tø Phß½ng Hoa	TalentSkillXiaoYao2_12	Tam	#{WUDAO_20230613_163}	#{WUDAO_20230613_363}	5	10	15	20	25	1
584	Mßa to Lung Nguy®t	TalentSkillXiaoYao2_15	Tam	#{WUDAO_20230613_164}	#{WUDAO_20230613_364}	5	10	15	20	25	2
585	Uyên Tâm t×ng bß¾c	TalentSkillXiaoYao3_1	Tam	#{WUDAO_20230613_165}	#{WUDAO_20230613_365}	30	60	90	120	150	3
586	Hoa r½i Th¶i Tiên	TalentSkillXiaoYao2_13	Tam	#{WUDAO_20230613_166}	#{WUDAO_20230613_366}	8	16	24	32	40	1
587	Trong nháy m¡t Phá Vân	TalentSkillXiaoYao2_12	Tam	#{WUDAO_20230613_167}	#{WUDAO_20230613_367}	12	24	36	48	60	3
588	Tri«u Âm b®nh kinh phong	TalentSkillXiaoYao2_16	Tam	#{WUDAO_20230613_168}	#{WUDAO_20230613_368}	3	6	9	12	15	1
589	Häi ðß¶ng Thôi Thø	TalentSkillXiaoYao2_16	Tam	#{WUDAO_20230613_169}	#{WUDAO_20230613_369}	0.6	1.2	1.8	2.4	3	2
590	B¢ng Phong Thi®t Li­u	TalentSkillXiaoYao_10	Tam	#{WUDAO_20230613_170}	#{WUDAO_20230613_370}	10	20	30	40	50	3
591	Døc Quan mßa bøi	TalentSkillXiaoYao2_9	Tam	#{WUDAO_20230613_171}	#{WUDAO_20230613_371}	11	12	13	14	15	1
592	CØu Phø Vãn Tình	TalentSkillXiaoYao3_4	Tam	#{WUDAO_20230613_172}	#{WUDAO_20230613_372}	1	2	3	4	5	3
593	N½i ðây s¾m chi«u	TalentSkillXiaoYao3_2	Tam	#{WUDAO_20230613_173}	#{WUDAO_20230613_373}	10	20	30	40	50	1
594	Chï Tø Phß½ng Hoa	TalentSkillXiaoYao2_12	Tam	#{WUDAO_20230613_174}	#{WUDAO_20230613_374}	5	10	15	20	25	2
595	Ðào ch£t cøt chân tay Ý	TalentSkillXiaoYao3_5	Tam	#{WUDAO_20230613_175}	#{WUDAO_20230613_375}	10	20	30	40	50	3
596	Nguy®t ÐoÕ Xuân Quy	TalentSkillXiaoYao2_13	Tam	#{WUDAO_20230613_176}	#{WUDAO_20230613_376}	20	40	60	80	100	1
597	Tùng Phong Hám NhÕc	TalentSkillXiaoYao_3	Tam	#{WUDAO_20230613_177}	#{WUDAO_20230613_377}	14	28	42	56	70	3
598	Mµ Tuyªt Tr× Quang	TalentSkillXiaoYao3_3	Tam	#{WUDAO_20230613_178}	#{WUDAO_20230613_378}	10	20	30	40	50	1
599	Thanh Liên Tri«n Bµ	TalentSkillXiaoYao_8	Tam	#{WUDAO_20230613_179}	#{WUDAO_20230613_379}	6	12	18	24	30	2
600	ThuÏ Vân LÕc Tñ	TalentSkillXiaoYao2_16	Tam	#{WUDAO_20230613_180}	#{WUDAO_20230613_380}	3	7	10	14	18	3
601	Xuân s¡c Liêu Nhân	TalentSkillManTuo3_1	Tam	#{WUDAO_20230613_181}	#{WUDAO_20230613_381}	2	4	6	8	10	1
602	Nghênh Hàn H°i Tuyªt	TalentSkillManTuo3_6	Tam	#{WUDAO_20230613_182}	#{WUDAO_20230613_382}	4	8	12	16	20	3
603	Cô Phß½ng Xuyªt Chi	TalentSkillManTuo3_2	Tam	#{WUDAO_20230613_183}	#{WUDAO_20230613_383}	7	14	21	28	35	1
604	Ngâm Khô Mµc	TalentSkillManTuo2_10	Tam	#{WUDAO_20230613_184}	#{WUDAO_20230613_384}	4	8	12	16	20	2
605	Ng÷c Ch¤n Kim Thanh	TalentSkillManTuo_13	Tam	#{WUDAO_20230613_185}	#{WUDAO_20230613_385}	12	24	36	48	60	3
606	Thu ba gþn sóng	TalentSkillManTuo3_3	Tam	#{WUDAO_20230613_186}	#{WUDAO_20230613_386}	2	4	6	8	10	1
607	H°i Phong trång r¢m	TalentSkillManTuo3_7	Tam	#{WUDAO_20230613_187}	#{WUDAO_20230613_387}	2	4	6	8	10	3
608	Lân Xuân Th¶i	TalentSkillManTuo3_4	Tam	#{WUDAO_20230613_188}	#{WUDAO_20230613_388}	4.8	4.6	4.4	4.2	4	1
609	Xuân phong T¯ng Noãn	TalentSkillManTuo3_5	Tam	#{WUDAO_20230613_189}	#{WUDAO_20230613_389}	2	4	6	8	10	2
610	Phøng Kh¤p Côn S½n	TalentSkillManTuo_10	Tam	#{WUDAO_20230613_190}	#{WUDAO_20230613_390}	2	4	6	8	10	3
611	Xuân hàn chßa xong	TalentSkillManTuo3_8	Tam	#{WUDAO_20230613_191}	#{WUDAO_20230613_391}	5	6	8	10	12	1
612	Tuý Xuân Yên	TalentSkillManTuo3_9	Tam	#{WUDAO_20230613_192}	#{WUDAO_20230613_392}	17	19	21	23	25	3
613	Ðông phong Phá	TalentSkillManTuo3_3	Tam	#{WUDAO_20230613_193}	#{WUDAO_20230613_393}	3	6	9	12	15	1
614	Tß½ng tß Thi®t Chi	TalentSkillManTuo2_16	Tam	#{WUDAO_20230613_194}	#{WUDAO_20230613_394}	2	4	6	8	10	2
615	Huy«n ngoÕi chi âm	TalentSkillManTuo3_10	Tam	#{WUDAO_20230613_195}	#{WUDAO_20230613_395}	0.6	1.2	1.8	2.4	3	3
616	Không phø ðêm ð©p	TalentSkillManTuo3_3	Tam	#{WUDAO_20230613_196}	#{WUDAO_20230613_396}	16	17	18	19	20	1
617	Th¤u C¯t Sinh Hß½ng	TalentSkillManTuo_12	Tam	#{WUDAO_20230613_197}	#{WUDAO_20230613_397}	10	20	30	40	50	3
618	Vân Tiêu Vû Tª	TalentSkillManTuo2_13	Tam	#{WUDAO_20230613_198}	#{WUDAO_20230613_398}	10	20	30	40	50	1
619	Ngân Bình SÕ Phá	TalentSkillManTuo_10	Tam	#{WUDAO_20230613_199}	#{WUDAO_20230613_399}	2	4	6	8	10	2
620	S½ Änh hoa mai	TalentSkillManTuo_12	Tam	#{WUDAO_20230613_200}	#{WUDAO_20230613_400}	7	14	21	28	35	3
621	Thiên Hành Hæu Thß¶ng	TalentSkillERenGu2_9	Mµt	#{WUDAO_20240730_01}	#{WUDAO_20240730_63}	5					1
622	Oän Tâm Liêm·th¥n uy	TalentSkillERenGu_12	Mµt	#{WUDAO_20240730_02}	#{WUDAO_20240730_64}	20	40	60	80	100	1
623	ºa Chß¾ng Doanh Thân	TalentSkillERenGu_7	Mµt	#{WUDAO_20240730_03}	#{WUDAO_20240730_65}	4	8	12	16	20	3
624	Tråm l¥n không sót mµt	TalentSkillERenGu_8	Mµt	#{WUDAO_20240730_04}	#{WUDAO_20240730_66}	2	4	6	8	10	1
625	M£c Ni®m Quy Tr¥n	TalentSkillERenGu_8	Mµt	#{WUDAO_20240730_05}	#{WUDAO_20240730_67}	3	6	9	12	15	2
626	Tråm tr§n tråm th¡ng	TalentSkillERenGu_16	Mµt	#{WUDAO_20240730_06}	#{WUDAO_20240730_68}	4	8	12	16	20	3
627	Nän lòng thoái chí	TalentSkillERenGu_14	Mµt	#{WUDAO_20240730_07}	#{WUDAO_20240730_69}	2	4	6	8	10	1
628	H°n Tiêu Phách Tän	TalentSkillERenGu2_1	Mµt	#{WUDAO_20240730_08}	#{WUDAO_20240730_70}	2	4	6	8	10	3
629	Không ngß¶i B¤t Oan	TalentSkillERenGu_11	Mµt	#{WUDAO_20240730_09}	#{WUDAO_20240730_71}	11	12	13	14	15	1
630	H°ng tr¥n ¿ng Lân	TalentSkillERenGu_8	Mµt	#{WUDAO_20240730_10}	#{WUDAO_20240730_72}	6	7	8	9	10	2
631	Thu¯c và kim châm cÑu không có hi®u quä	TalentSkillERenGu_9	Mµt	#{WUDAO_20240730_11}	#{WUDAO_20240730_73}	62	64	66	68	70	3
632	VÕn kiªp b¤t phøc	TalentSkillERenGu2_10	Mµt	#{WUDAO_20240730_12}	#{WUDAO_20240730_74}	10					1
633	Oän Tâm Liêm·th¥n uy	TalentSkillERenGu_12	Mµt	#{WUDAO_20240730_13}	#{WUDAO_20240730_75}	20	40	60	80	100	1
634	Thª Nan Do KÖ	TalentSkillERenGu2_1	Mµt	#{WUDAO_20240730_14}	#{WUDAO_20240730_76}	0.2	0.4	0.6	0.8	1	3
635	Phi H°n CØu Tiêu	TalentSkillERenGu_11	Mµt	#{WUDAO_20240730_15}	#{WUDAO_20240730_77}	100	200	300	400	500	1
636	Ðµng C¯t Thß½ng Cân	TalentSkillERenGu2_5	Mµt	#{WUDAO_20240730_16}	#{WUDAO_20240730_78}	400	800	1200	1600	2000	2
637	H°n Khiên Mµng Các\u0020hÕ	TalentSkillERenGu2_2	Mµt	#{WUDAO_20240730_17}	#{WUDAO_20240730_79}	2	4	6	8	10	3
638	Kinh Tâm Tru§t Møc	TalentSkillERenGu_14	Mµt	#{WUDAO_20240730_18}	#{WUDAO_20240730_80}	7	14	21	28	35	1
639	Liêm Phong Nhiªp Phách	TalentSkillERenGu_14	Mµt	#{WUDAO_20240730_19}	#{WUDAO_20240730_81}	2	4	6	8	10	3
640	Nhân quä Hæu Chung	TalentSkillERenGu_5	Mµt	#{WUDAO_20240730_20}	#{WUDAO_20240730_82}	3	6	9	12	15	1
641	Mµt lß¾i b¡t hªt	TalentSkillERenGu2_6	Mµt	#{WUDAO_20240730_21}	#{WUDAO_20240730_83}	20	40	60	80	100	2
642	Di®t Cö T§n G¯c	TalentSkillERenGu2_3	Mµt	#{WUDAO_20240730_22}	#{WUDAO_20240730_84}	0.6	1.2	1.8	2.4	3	3
643	Oän Tâm Liêm·Tr® MÕch	TalentSkillERenGu_12	Nh¸	#{WUDAO_20240730_23}	#{WUDAO_20240730_85}	4	8	12	16	20	1
644	Oän Tâm Liêm·công tâm	TalentSkillERenGu_12	Nh¸	#{WUDAO_20240730_24}	#{WUDAO_20240730_86}	1	2	3	4	5	3
645	Vân Ách Hàn S½n	TalentSkillERenGu_11	Nh¸	#{WUDAO_20240730_25}	#{WUDAO_20240730_87}	2	4	6	8	10	1
646	Th×a c½ mà vào	TalentSkillERenGu_11	Nh¸	#{WUDAO_20240730_26}	#{WUDAO_20240730_88}	2	4	6	8	10	2
647	H½i th· mong manh	TalentSkillERenGu2_4	Nh¸	#{WUDAO_20240730_27}	#{WUDAO_20240730_89}	2	4	6	8	10	3
648	Lãnh Liêm Ph÷c Änh	TalentSkillERenGu_13	Nh¸	#{WUDAO_20240730_28}	#{WUDAO_20240730_90}	1	2	3	4	5	1
649	U¯ng máu L® Nhçn	TalentSkillERenGu_14	Nh¸	#{WUDAO_20240730_29}	#{WUDAO_20240730_91}	2	4	6	8	10	3
650	Duy Ngã tñ tÕi	TalentSkill_6	Nh¸	#{WUDAO_20240730_30}	#{WUDAO_20240730_92}	4	8	12	16	20	1
651	Ngßng chiªu sáng Tuyªt	TalentSkill_3	Nh¸	#{WUDAO_20240730_31}	#{WUDAO_20240730_93}	2	4	6	8	10	2
652	Khí ð¸nh th¥n nhàn	TalentSkill_4	Nh¸	#{WUDAO_20240730_32}	#{WUDAO_20240730_94}	6	12	18	24	30	3
653	Oän Tâm Liêm·Tr® MÕch	TalentSkillERenGu_12	Nh¸	#{WUDAO_20240730_33}	#{WUDAO_20240730_95}	4	8	12	16	20	1
654	Phòng thü kiên c¯	TalentSkillERenGu2_8	Nh¸	#{WUDAO_20240730_34}	#{WUDAO_20240730_96}	1	2	3	4	5	3
655	Vû Toä Nguy Lâu	TalentSkillERenGu_10	Nh¸	#{WUDAO_20240730_35}	#{WUDAO_20240730_97}	8	16	24	32	40	1
656	Huy Liêm m¤t h°n	TalentSkillERenGu_8	Nh¸	#{WUDAO_20240730_36}	#{WUDAO_20240730_98}	7	14	21	28	35	2
657	NØa ðêm Xà Änh	TalentSkillERenGu2_3	Nh¸	#{WUDAO_20240730_37}	#{WUDAO_20240730_99}	150	300	450	600	750	3
658	Ác mµng Tri«n Thân	TalentSkillERenGu_13	Nh¸	#{WUDAO_20240730_38}	#{WUDAO_20240730_100}	4	8	12	16	20	1
659	Thiên m®nh S· Quy	TalentSkillERenGu_9	Nh¸	#{WUDAO_20240730_39}	#{WUDAO_20240730_101}	20	40	60	80	100	3
660	Duy Ngã tñ tÕi	TalentSkill_6	Nh¸	#{WUDAO_20240730_40}	#{WUDAO_20240730_102}	4	8	12	16	20	1
661	Ngßng chiªu sáng Tuyªt	TalentSkill_3	Nh¸	#{WUDAO_20240730_41}	#{WUDAO_20240730_103}	2	4	6	8	10	2
662	Khí ð¸nh th¥n nhàn	TalentSkill_4	Nh¸	#{WUDAO_20240730_42}	#{WUDAO_20240730_104}	6	12	18	24	30	3
663	Thiên H°n Nan C¯	TalentSkillERenGu_11	Tam	#{WUDAO_20240730_43}	#{WUDAO_20240730_105}	0.1	0.2	0.3	0.4	0.5	1
664	Ð¸a H°n Nan C¯	TalentSkillERenGu_8	Tam	#{WUDAO_20240730_44}	#{WUDAO_20240730_106}	0.1	0.2	0.3	0.4	0.5	3
665	Khói ðµc Thí M®nh	TalentSkillERenGu2_3	Tam	#{WUDAO_20240730_45}	#{WUDAO_20240730_107}	3	6	9	12	15	1
666	Tam H°n Tái Li	TalentSkillERenGu_6	Tam	#{WUDAO_20240730_46}	#{WUDAO_20240730_108}	4	8	12	16	20	2
667	Thiên Khuynh Ð¸a Phúc	TalentSkillERenGu2_6	Tam	#{WUDAO_20240730_47}	#{WUDAO_20240730_109}	2	4	6	8	10	3
668	Trß¶ng H§n Vô Tuy®t	TalentSkillERenGu2_4	Tam	#{WUDAO_20240730_48}	#{WUDAO_20240730_110}	2	4	6	8	10	1
669	Cho ta s· døng	TalentSkillERenGu_9	Tam	#{WUDAO_20240730_49}	#{WUDAO_20240730_111}	5	10	15	20	25	3
670	M®nh Vçn Nghi®p Tiêu	TalentSkillERenGu_4	Tam	#{WUDAO_20240730_50}	#{WUDAO_20240730_112}	4	8	12	16	20	1
671	Hæu tình Giai Nghi®t	TalentSkillERenGu_8	Tam	#{WUDAO_20240730_51}	#{WUDAO_20240730_113}	22	24	26	28	30	2
672	H°n Th® Ðång Di®t	TalentSkillERenGu_2	Tam	#{WUDAO_20240730_52}	#{WUDAO_20240730_114}	3	6	9	12	15	3
673	Có c×u oán t¤t báo	TalentSkillERenGu_5	Tam	#{WUDAO_20240730_53}	#{WUDAO_20240730_115}	0.6	1.2	1.8	2.4	3	1
674	Trß¶ng Liêm Táng H°n	TalentSkillERenGu_2	Tam	#{WUDAO_20240730_54}	#{WUDAO_20240730_116}	0.6	1.2	1.8	2.4	3	3
675	H°n b¤t phø th¬	TalentSkillERenGu_11	Tam	#{WUDAO_20240730_55}	#{WUDAO_20240730_117}	1	2	3	4	5	1
676	Thanh Tr÷c Ch¦m Bi®n	TalentSkillERenGu2_3	Tam	#{WUDAO_20240730_56}	#{WUDAO_20240730_118}	1	2	3	4	5	2
677	Liêm Dçn Vong Xuyên	TalentSkillERenGu_4	Tam	#{WUDAO_20240730_57}	#{WUDAO_20240730_119}	0.6	1.2	1.8	2.4	3	3
678	Cñu Oán Tân Thù	TalentSkillERenGu_6	Tam	#{WUDAO_20240730_58}	#{WUDAO_20240730_120}	6	12	18	24	30	1
679	Tuyªt ð÷ng Tß¾ng Dung	TalentSkillERenGu_1	Tam	#{WUDAO_20240730_59}	#{WUDAO_20240730_121}	2	4	6	8	10	3
680	Sân H§n Câu Tiêu	TalentSkillERenGu2_6	Tam	#{WUDAO_20240730_60}	#{WUDAO_20240730_122}	20	40	60	80	100	1
681	Ti«n duyên Tái Tøc	TalentSkillERenGu_15	Tam	#{WUDAO_20240730_61}	#{WUDAO_20240730_123}	0.4	0.8	1.2	1.6	2	2
682	Chém t§n giªt tuy®t	TalentSkillERenGu_5	Tam	#{WUDAO_20240730_62}	#{WUDAO_20240730_124}	3	6	9	12	15	3
683	Dî Sân ÐoÕn V÷ng	TalentSkillShaoLin4_5	TÑ	#{WUDAO_20250327_01}	#{WUDAO_20250327_221}	2	4	6	8	10	1
684	Ðµc hành tam gi¾i	TalentSkillShaoLin4_6	TÑ	#{WUDAO_20250327_02}	#{WUDAO_20250327_222}	7	14	21	28	35	3
685	Chuông vàng Hoá Tßþng	TalentSkillShaoLin4_16	TÑ	#{WUDAO_20250327_03}	#{WUDAO_20250327_223}	15	30	45	60	75	1
686	Løc døc nghi thÑc x¯i nß¾c lên ð¥u	TalentSkillShaoLin_5	TÑ	#{WUDAO_20250327_04}	#{WUDAO_20250327_224}	1	2	3	4	5	2
687	Ma ðÕo khó ði	TalentSkillShaoLin4_7	TÑ	#{WUDAO_20250327_05}	#{WUDAO_20250327_225}	5	10	15	20	25	3
688	Th¸ Tài Bi V§t	TalentSkillShaoLin4_5	TÑ	#{WUDAO_20250327_06}	#{WUDAO_20250327_226}	3	6	9	12	15	1
689	Thª Quan nhân quä	TalentSkillShaoLin4_8	TÑ	#{WUDAO_20250327_07}	#{WUDAO_20250327_227}	10	20	30	40	50	3
690	Khi Ph§t Giáng Ách	TalentSkillShaoLin4_5	TÑ	#{WUDAO_20250327_08}	#{WUDAO_20250327_228}	2	4	6	8	10	1
691	Hành Thi Quäng Tu®	TalentSkillShaoLin5_5	TÑ	#{WUDAO_20250327_09}	#{WUDAO_20250327_229}	70	65	60	55	50	2
692	Quay lÕi Vô ¿u	TalentSkillShaoLin5_1	TÑ	#{WUDAO_20250327_10}	#{WUDAO_20250327_230}	15	30	45	60	75	3
