INT	STRING	STRING	STRING	INT	STRING	INT	INT	STRING
608	SpringFestival_Reward	SpringFestival_Reward/SpringFestival_Reward.layout.xml	SpringFestival_Reward/SpringFestival_Reward.lua	1		19	20	春节打卡打工兔-累计奖励界面
609	SpringFestival_Timing	SpringFestival_Timing/SpringFestival_Timing.layout.xml	SpringFestival_Timing/SpringFestival_Timing.lua	1		19	20	春节打卡打工兔-倒计时界面
610	FujiatianxiaTopList	FujiatianxiaTopList/FujiatianxiaTopList.layout.xml	FujiatianxiaTopList/FujiatianxiaTopList.lua	1		19	20	富甲天下排行榜界面
611	HuoCang	HuoCang/HuoCang.layout.xml	HuoCang/HuoCang.lua	2		19	20	货仓界面
612	PaoShang	PaoShang/PaoShang.layout.xml	PaoShang/PaoShang.lua	2		19	20	跑商界面
613	PaoShangQuickly	PaoShangQuickly/PaoShangQuickly.layout.xml	PaoShangQuickly/PaoShangQuickly.lua	0		19	20	跑商任务界面
614	ShangPinXinXi	ShangPinXinXi/ShangPinXinXi.layout.xml	ShangPinXinXi/ShangPinXinXi.lua	2		19	20	跑商商品信息界面
615	ValentinesDay_Guessing	ValentinesDay_Guessing/ValentinesDay_Guessing.layout.xml	ValentinesDay_Guessing/ValentinesDay_Guessing.lua	3		19	20	情人节稳活竞猜界面
616	ValentinesDay_GrandTotal	ValentinesDay_GrandTotal/ValentinesDay_GrandTotal.layout.xml	ValentinesDay_GrandTotal/ValentinesDay_GrandTotal.lua	3		19	20	情人节稳活累计界面
617	Higntlight	Higntlight/Higntlight.layout.xml	Higntlight/Higntlight.lua	1		19	20	高光时刻结算界面
618	Higntlight_Process	Higntlight_Process/Higntlight_Process.layout.xml	Higntlight_Process/Higntlight_Process.lua	0		19	20	高光时刻过程中界面
619	Profile	Profile/Profile.layout.xml	Profile/Profile.lua	3	grym	19	20	个人展示页面
620	Profile_Share	Profile_Share/Profile_Share.layout.xml	Profile_Share/Profile_Share.lua	1		19	20	个人分享页面
621	BuLaoDianTime	BuLaoDianTime/BuLaoDianTime.layout.xml	BuLaoDianTime/BuLaoDianTime.lua	0		19	20	不老殿
622	Profile_Save	Profile_Save/Profile_Save.layout.xml	Profile_Save/Profile_Save.lua	1		19	20	个人搭配保存二级页面
623	Redenvelope	Redenvelope/Redenvelope.layout.xml	Redenvelope/Redenvelope.lua	1		19	20	红包界面
624	Redenvelope_Message	Redenvelope_Message/Redenvelope_Message.layout.xml	Redenvelope_Message/Redenvelope_Message.lua	0		19	20	红包领取按钮
625	Redenvelope_Send	Redenvelope_Send/Redenvelope_Send.layout.xml	Redenvelope_Send/Redenvelope_Send.lua	1		19	20	发送红包界面
626	Bulao_Yure	Bulao_Yure/Bulao_Yure.layout.xml	Bulao_Yure/Bulao_Yure.lua	3		19	20	不老长春谷预热
627	Redenvelope_HistoryList	Redenvelope_HistoryList/Redenvelope_HistoryList.layout.xml	Redenvelope_HistoryList/Redenvelope_HistoryList.lua	1		19	20	历史红包界面
628	TargetProfile	TargetProfile/TargetProfile.layout.xml	TargetProfile/TargetProfile.lua	3		19	20	查看他人个人展示界面
629	Synthesize_Lingyu	Synthesize_Lingyu/Synthesize_Lingyu.layout.xml	Synthesize_Lingyu/Synthesize_Lingyu.lua	3		19	20	灵玉介绍
630	Lingyu	Lingyu/Lingyu.layout.xml	Lingyu/Lingyu.lua	3		19	20	灵玉
631	Lingyu_XiShuxing	Lingyu_XiShuxing/Lingyu_XiShuxing.layout.xml	Lingyu_XiShuxing/Lingyu_XiShuxing.lua	3		19	20	灵玉洗练
632	NewZhuXian_Task	NewZhuXian_Task/NewZhuXian_Task.layout.xml	NewZhuXian_Task/NewZhuXian_Task.lua	1		19	20	新主线
633	Higntlight_Process2	Higntlight_Process2/Higntlight_Process2.layout.xml	Higntlight_Process2/Higntlight_Process2.lua	1		19	20	查看他人高光时刻过程中界面
634	Profile_TagChoose	Profile_TagChoose/Profile_TagChoose.layout.xml	Profile_TagChoose/Profile_TagChoose.lua	1		19	20	个人标签选择页面
635	Profile_RideChoose	Profile_RideChoose/Profile_RideChoose.layout.xml	Profile_RideChoose/Profile_RideChoose.lua	1		19	20	个人坐骑选择页面
636	Profile_WeaponChoose	Profile_WeaponChoose/Profile_WeaponChoose.layout.xml	Profile_WeaponChoose/Profile_WeaponChoose.lua	1		19	20	个人幻武选择页面
637	TDGCX	TDGCX/TDGCX.layout.xml	TDGCX/TDGCX.lua	3		19	20	天灯共辰星
638	ShengWang_Pass	ShengWang_Pass/ShengWang_Pass.layout.xml	ShengWang_Pass/ShengWang_Pass.lua	1		19	20	声望通行证
639	ShengWang_BuySpeed	ShengWang_BuySpeed/ShengWang_BuySpeed.layout.xml	ShengWang_BuySpeed/ShengWang_BuySpeed.lua	1		19	20	声望购买
640	ShengWangAll	ShengWangAll/ShengWangAll.layout.xml	ShengWangAll/ShengWangAll.lua	1		19	20	声望界面
641	WeddingRing_EffectTransfer	WeddingRing_EffectTransfer/WeddingRing_EffectTransfer.layout.xml	WeddingRing_EffectTransfer/WeddingRing_EffectTransfer.lua	3		19	20	结婚戒指效果转移界面
642	MainMenuBar_Animate	MainMenuBar_Animate/MainMenuBar_Animate.layout.xml	MainMenuBar_Animate/MainMenuBar_Animate.lua	0		0	0	技能栏添加动画界面
643	TargetLingyu	TargetLingyu/TargetLingyu.layout.xml	TargetLingyu/TargetLingyu.lua	3		19	20	他人灵玉
644	ShengWang_Choose	ShengWang_Choose/ShengWang_Choose.layout.xml	ShengWang_Choose/ShengWang_Choose.lua	1		19	20	选择阵营
645	BuLaoDianTime_Mini	BuLaoDianTime_Mini/BuLaoDianTime_Mini.layout.xml	BuLaoDianTime_Mini/BuLaoDianTime_Mini.lua	0		19	20	不老殿mini
646	Profile_DressChoose	Profile_DressChoose/Profile_DressChoose.layout.xml	Profile_DressChoose/Profile_DressChoose.lua	1		19	20	个人时装选择页面
647	NewZhuXian_Task2	NewZhuXian_Task2/NewZhuXian_Task2.layout.xml	NewZhuXian_Task2/NewZhuXian_Task2.lua	1		19	20	新主线2
648	Wakuang	Wakuang/Wakuang.layout.xml	Wakuang/Wakuang.lua	0		19	20	场景挖矿中高级机关界面
649	Wakuang_Mini	Wakuang_Mini/Wakuang_Mini.layout.xml	Wakuang_Mini/Wakuang_Mini.lua	0		19	20	场景挖矿mini
650	ShengWang_Gift	ShengWang_Gift/ShengWang_Gift.layout.xml	ShengWang_Gift/ShengWang_Gift.lua	1		19	20	声望6选1
651	Lingyu_HuiShou	Lingyu_HuiShou/Lingyu_HuiShou.layout.xml	Lingyu_HuiShou/Lingyu_HuiShou.lua	3		19	20	灵玉回收
652	Lingyu_Zhuanyi	Lingyu_Zhuanyi/Lingyu_Zhuanyi.layout.xml	Lingyu_Zhuanyi/Lingyu_Zhuanyi.lua	3		19	20	灵玉转移
653	OptionalGiftBox_Two	OptionalGiftBox_Two/OptionalGiftBox_Two.layout.xml	OptionalGiftBox_Two/OptionalGiftBox_Two.lua	3		19	20	配表新通用二选一奖励界面
654	OptionalGiftBox_Three	OptionalGiftBox_Three/OptionalGiftBox_Three.layout.xml	OptionalGiftBox_Three/OptionalGiftBox_Three.lua	3		19	20	配表新通用三选一奖励界面
655	OptionalGiftBox_Four	OptionalGiftBox_Four/OptionalGiftBox_Four.layout.xml	OptionalGiftBox_Four/OptionalGiftBox_Four.lua	3		19	20	配表新通用四选一奖励界面
656	OptionalGiftBox_Five	OptionalGiftBox_Five/OptionalGiftBox_Five.layout.xml	OptionalGiftBox_Five/OptionalGiftBox_Five.lua	3		19	20	配表新通用五选一奖励界面
657	BuLaoDian_Shop	BuLaoDian_Shop/BuLaoDian_Shop.layout.xml	BuLaoDian_Shop/BuLaoDian_Shop.lua	3		19	20	不老殿商店
658	Cloud_Login	Cloud_Login/Cloud_Login.layout.xml	Cloud_Login/Cloud_Login.lua	1	yxzcdl	0	0	云游戏-登录界面
659	Cloud_SelectServer	Cloud_SelectServer/Cloud_SelectServer.layout.xml	Cloud_SelectServer/Cloud_SelectServer.lua	1	#N/A	0	0	云游戏-服务器选择界面
660	Cloud_Agreement	Cloud_Agreement/Cloud_Agreement.layout.xml	Cloud_Agreement/Cloud_Agreement.lua	1		0	0	云游戏-用户协议界面
661	Higntlight_Link	Higntlight_Link/Higntlight_Link.layout.xml	Higntlight_Link/Higntlight_Link.lua	1		19	20	高光时刻超链接界面
662	NewZhuXian_Gift	NewZhuXian_Gift/NewZhuXian_Gift.layout.xml	NewZhuXian_Gift/NewZhuXian_Gift.lua	1		19	20	新主线选择奖励
663	Lingyu_HeCheng	Lingyu_HeCheng/Lingyu_HeCheng.layout.xml	Lingyu_HeCheng/Lingyu_HeCheng.lua	3		19	20	灵玉合成
664	Wakuang2	Wakuang2/Wakuang2.layout.xml	Wakuang2/Wakuang2.lua	0		19	20	场景挖矿低级机关界面
665	ZhouHuoYue_Award	ZhouHuoYue_Award/ZhouHuoYue_Award.layout.xml	ZhouHuoYue_Award/ZhouHuoYue_Award.lua	3		19	20	周活跃奖励
666	DiLingDetails	DiLingDetails/DiLingDetails.layout.xml	DiLingDetails/DiLingDetails.lua	3		19	20	帝陵再现详情界面
667	ShiZhuang_ChouJiang	ShiZhuang_ChouJiang/ShiZhuang_ChouJiang.layout.xml	ShiZhuang_ChouJiang/ShiZhuang_ChouJiang.lua	1		19	20	时装抽奖
668	ShiZhuang_ZhanShi	ShiZhuang_ZhanShi/ShiZhuang_ZhanShi.layout.xml	ShiZhuang_ZhanShi/ShiZhuang_ZhanShi.lua	1		19	20	时装抽奖展示
669	ShiZhuang_ZhanShiFitting	ShiZhuang_ZhanShiFitting/ShiZhuang_ZhanShiFitting.layout.xml	ShiZhuang_ZhanShiFitting/ShiZhuang_ZhanShiFitting.lua	1		19	20	时装抽奖展示预览
670	Biwuzhaoqin_appearance	Biwuzhaoqin_appearance/Biwuzhaoqin_appearance.layout.xml	Biwuzhaoqin_appearance/Biwuzhaoqin_appearance.lua	1		19	20	比武招亲外观搭配界面
671	Biwuzhaoqin_Name	Biwuzhaoqin_Name/Biwuzhaoqin_Name.layout.xml	Biwuzhaoqin_Name/Biwuzhaoqin_Name.lua	3		19	20	比武招亲心仪对象选择界面
672	Biwuzhaoqin_Vote	Biwuzhaoqin_Vote/Biwuzhaoqin_Vote.layout.xml	Biwuzhaoqin_Vote/Biwuzhaoqin_Vote.lua	1		19	20	比武招亲投票界面
673	Biwuzhaoqin_Vote_Rank	Biwuzhaoqin_Vote_Rank/Biwuzhaoqin_Vote_Rank.layout.xml	Biwuzhaoqin_Vote_Rank/Biwuzhaoqin_Vote_Rank.lua	3		19	20	比武招亲前十投票展示界面
674	CoupleZone	CoupleZone/CoupleZone.layout.xml	CoupleZone/CoupleZone.lua	3		19	20	情侣空间界面
676	DoublePK_Buff	DoublePK_Buff/DoublePK_Buff.layout.xml	DoublePK_Buff/DoublePK_Buff.lua	1		19	20	双人pkbuff
677	DoublePK_CaiQuan	DoublePK_CaiQuan/DoublePK_CaiQuan.layout.xml	DoublePK_CaiQuan/DoublePK_CaiQuan.lua	1		19	20	双人PK猜拳
678	DoublePK_Choose	DoublePK_Choose/DoublePK_Choose.layout.xml	DoublePK_Choose/DoublePK_Choose.lua	1		19	20	双人pk选择角色
679	DoublePK_Ing	DoublePK_Ing/DoublePK_Ing.layout.xml	DoublePK_Ing/DoublePK_Ing.lua	0		19	20	双人pk等待
680	XiaLv_Task3	XiaLv_Task3/XiaLv_Task3.layout.xml	XiaLv_Task3/XiaLv_Task3.lua	1		19	20	夫妻周常任务3
681	XiaLv_Task4	XiaLv_Task4/XiaLv_Task4.layout.xml	XiaLv_Task4/XiaLv_Task4.lua	1		19	20	夫妻周常任务4
682	XiaLv_Task5	XiaLv_Task5/XiaLv_Task5.layout.xml	XiaLv_Task5/XiaLv_Task5.lua	1		19	20	夫妻周常任务5
683	XiaLv_ZhouChang	XiaLv_ZhouChang/XiaLv_ZhouChang.layout.xml	XiaLv_ZhouChang/XiaLv_ZhouChang.lua	1		19	20	夫妻周常任务界面
684	FuQi_Title	FuQi_Title/FuQi_Title.layout.xml	FuQi_Title/FuQi_Title.lua	3		19	20	夫妻自定义称号界面
685	CoupleZone_Zhanbu	CoupleZone_Zhanbu/CoupleZone_Zhanbu.layout.xml	CoupleZone_Zhanbu/CoupleZone_Zhanbu.lua	2		19	20	情侣空间占卜界面
686	CoupleZone_Calendar	CoupleZone_Calendar/CoupleZone_Calendar.layout.xml	CoupleZone_Calendar/CoupleZone_Calendar.lua	2		19	20	情侣空间日历界面
687	DoublePlay_Choose	DoublePlay_Choose/DoublePlay_Choose.layout.xml	DoublePlay_Choose/DoublePlay_Choose.lua	1		19	20	双人玩法选择角色
688	DoublePlay_Ing	DoublePlay_Ing/DoublePlay_Ing.layout.xml	DoublePlay_Ing/DoublePlay_Ing.lua	0		19	20	双人玩法等待
689	DoublePlay_Game	DoublePlay_Game/DoublePlay_Game.layout.xml	DoublePlay_Game/DoublePlay_Game.lua	0		19	20	双人玩法
691	CoupleZone_Mood	CoupleZone_Mood/CoupleZone_Mood.layout.xml	CoupleZone_Mood/CoupleZone_Mood.lua	1		19	20	情侣空间记录心情界面
692	Makefriends_Activity	Makefriends_Activity/Makefriends_Activity.layout.xml	Makefriends_Activity/Makefriends_Activity.lua	0		19	20	交友活动界面
693	Makefriends_Activity_Mini	Makefriends_Activity_Mini/Makefriends_Activity_Mini.layout.xml	Makefriends_Activity_Mini/Makefriends_Activity_Mini.lua	0		19	20	交友活动收起界面
696	Makefriends_Activity_WatchMini	Makefriends_Activity_WatchMini/Makefriends_Activity_WatchMini.layout.xml	Makefriends_Activity_WatchMini/Makefriends_Activity_WatchMini.lua	0		19	20	交友加好友收起界面
697	Makefriends_Rest	Makefriends_Rest/Makefriends_Rest.layout.xml	Makefriends_Rest/Makefriends_Rest.lua	0		19	20	交友休息室界面
698	Makefriends_Rest_Mini	Makefriends_Rest_Mini/Makefriends_Rest_Mini.layout.xml	Makefriends_Rest_Mini/Makefriends_Rest_Mini.lua	0		19	20	交友休息室收起界面
699	Makefriends_Settlement	Makefriends_Settlement/Makefriends_Settlement.layout.xml	Makefriends_Settlement/Makefriends_Settlement.lua	0		19	20	交友结算界面
700	CoupleZone_Diary	CoupleZone_Diary/CoupleZone_Diary.layout.xml	CoupleZone_Diary/CoupleZone_Diary.lua	2		19	20	情侣空间日记界面
701	XiaLv_ChooseWedding	XiaLv_ChooseWedding/XiaLv_ChooseWedding.layout.xml	XiaLv_ChooseWedding/XiaLv_ChooseWedding.lua	2		19	20	结婚选择婚礼
703	XiaLv_Divorce	XiaLv_Divorce/XiaLv_Divorce.layout.xml	XiaLv_Divorce/XiaLv_Divorce.lua	2		19	20	离婚
704	XiaLv_Wedding_Confirm	XiaLv_Wedding_Confirm/XiaLv_Wedding_Confirm.layout.xml	XiaLv_Wedding_Confirm/XiaLv_Wedding_Confirm.lua	3		19	20	结婚
705	XiaLv_Wedding	XiaLv_Wedding/XiaLv_Wedding.layout.xml	XiaLv_Wedding/XiaLv_Wedding.lua	3		19	20	结婚
706	Lingyu_JieBang	Lingyu_JieBang/Lingyu_JieBang.layout.xml	Lingyu_JieBang/Lingyu_JieBang.lua	3		19	20	灵玉解绑
707	CoupleZone_RecordDiary	CoupleZone_RecordDiary/CoupleZone_RecordDiary.layout.xml	CoupleZone_RecordDiary/CoupleZone_RecordDiary.lua	1		19	20	情侣空间记录日记界面
708	Biwuzhaoqin_Tips	Biwuzhaoqin_Tips/Biwuzhaoqin_Tips.layout.xml	Biwuzhaoqin_Tips/Biwuzhaoqin_Tips.lua	3		19	20	比武招亲倒计时提示界面
709	FriendSet	FriendSet/FriendSet.layout.xml	FriendSet/FriendSet.lua	1		19	20	好友优化好友设置界面
710	Friend_Unbound	Friend_Unbound/Friend_Unbound.layout.xml	Friend_Unbound/Friend_Unbound.lua	1		19	20	情缘好友解绑界面
711	Biwuzhaoqin_Lover	Biwuzhaoqin_Lover/Biwuzhaoqin_Lover.layout.xml	Biwuzhaoqin_Lover/Biwuzhaoqin_Lover.lua	3		19	20	比武招亲心仪对象界面
712	Biwuzhaoqin_Watch	Biwuzhaoqin_Watch/Biwuzhaoqin_Watch.layout.xml	Biwuzhaoqin_Watch/Biwuzhaoqin_Watch.lua	0		19	20	比武招亲观战界面
713	Biwuzhaoqin_Watch_Mini	Biwuzhaoqin_Watch_Mini/Biwuzhaoqin_Watch_Mini.layout.xml	Biwuzhaoqin_Watch_Mini/Biwuzhaoqin_Watch_Mini.lua	0		19	20	比武招亲观战界面
714	CiJianXiangSi	CiJianXiangSi/CiJianXiangSi.layout.xml	CiJianXiangSi/CiJianXiangSi.lua	3		19	20	此间相思界面
715	Makefriends_Question	Makefriends_Question/Makefriends_Question.layout.xml	Makefriends_Question/Makefriends_Question.lua	0		19	20	交友问答界面
716	DoublePK_Over	DoublePK_Over/DoublePK_Over.layout.xml	DoublePK_Over/DoublePK_Over.lua	0		19	20	双人PK结算界面
717	DoublePK_TopList	DoublePK_TopList/DoublePK_TopList.layout.xml	DoublePK_TopList/DoublePK_TopList.lua	1		19	20	双人PK排行榜
718	DoublePK_TopListAward	DoublePK_TopListAward/DoublePK_TopListAward.layout.xml	DoublePK_TopListAward/DoublePK_TopListAward.lua	1		19	20	双人PK排行榜
719	DoublePlay_TopList	DoublePlay_TopList/DoublePlay_TopList.layout.xml	DoublePlay_TopList/DoublePlay_TopList.lua	1		19	20	双人玩法排行榜
720	DoublePlay_TopListAward	DoublePlay_TopListAward/DoublePlay_TopListAward.layout.xml	DoublePlay_TopListAward/DoublePlay_TopListAward.lua	1		19	20	双人玩法排行榜
721	XiaLv_JinCheng	XiaLv_JinCheng/XiaLv_JinCheng.layout.xml	XiaLv_JinCheng/XiaLv_JinCheng.lua	0		19	20	结婚进程
722	XiaLv_PldgeLove	XiaLv_PldgeLove/XiaLv_PldgeLove.layout.xml	XiaLv_PldgeLove/XiaLv_PldgeLove.lua	0		19	20	结婚进程
723	DWChaiJie	DWChaiJie/DWChaiJie.layout.xml	DWChaiJie/DWChaiJie.lua	3		19	20	雕纹拆除
724	TVB_Cooperation_Information	TVB_Cooperation_Information/TVB_Cooperation_Information.layout.xml	TVB_Cooperation_Information/TVB_Cooperation_Information.lua	3		19	20	TVB合作信息界面
725	CoupleZone_JiShi	CoupleZone_JiShi/CoupleZone_JiShi.layout.xml	CoupleZone_JiShi/CoupleZone_JiShi.lua	1		19	20	情侣空间江湖纪事界面
726	FuQi_Shop	FuQi_Shop/FuQi_Shop.layout.xml	FuQi_Shop/FuQi_Shop.lua	3		19	20	夫妻商店
727	Makefriends_Show	Makefriends_Show/Makefriends_Show.layout.xml	Makefriends_Show/Makefriends_Show.lua	0		19	20	交友展示好感界面
728	Couples_Vault	Couples_Vault/Couples_Vault.layout.xml	Couples_Vault/Couples_Vault.lua	3		19	20	鸳鸯金罐界面
729	Couples_VaultSave	Couples_VaultSave/Couples_VaultSave.layout.xml	Couples_VaultSave/Couples_VaultSave.lua	3		19	20	存钱界面
730	Couples_VaultTake	Couples_VaultTake/Couples_VaultTake.layout.xml	Couples_VaultTake/Couples_VaultTake.lua	3		19	20	取钱界面
732	DoublePK_Mini	DoublePK_Mini/DoublePK_Mini.layout.xml	DoublePK_Mini/DoublePK_Mini.lua	0		19	20	双人PKMini
733	DoublePlay_CountDown	DoublePlay_CountDown/DoublePlay_CountDown.layout.xml	DoublePlay_CountDown/DoublePlay_CountDown.lua	0		19	20	双人玩法倒计时
734	DoublePlay_Over	DoublePlay_Over/DoublePlay_Over.layout.xml	DoublePlay_Over/DoublePlay_Over.lua	1		19	20	双人玩法结算
735	DoublePK_Accept	DoublePK_Accept/DoublePK_Accept.layout.xml	DoublePK_Accept/DoublePK_Accept.lua	1		19	20	双人玩法二次确认
736	ShuYou_Progress	ShuYou_Progress/ShuYou_Progress.layout.xml	ShuYou_Progress/ShuYou_Progress.lua	1		19	20	束脩之礼累计界面
737	ShuYou_DressBox	ShuYou_DressBox/ShuYou_DressBox.layout.xml	ShuYou_DressBox/ShuYou_DressBox.lua	1		19	20	束脩之礼时装选择界面
738	Makefriends_AcceptBox	Makefriends_AcceptBox/Makefriends_AcceptBox.layout.xml	Makefriends_AcceptBox/Makefriends_AcceptBox.lua	1		19	20	双人玩法二次确认
739	Makefriends_Activity_Watch1	Makefriends_Activity_Watch1/Makefriends_Activity_Watch1.layout.xml	Makefriends_Activity_Watch1/Makefriends_Activity_Watch1.lua	0		19	20	交友查看好友界面
740	Makefriends_Activity_Watch2	Makefriends_Activity_Watch2/Makefriends_Activity_Watch2.layout.xml	Makefriends_Activity_Watch2/Makefriends_Activity_Watch2.lua	0		19	20	交友查看好友点赞界面
741	FuQi_Shop_Pop	FuQi_Shop_Pop/FuQi_Shop_Pop.layout.xml	FuQi_Shop_Pop/FuQi_Shop_Pop.lua	1		19	20	夫妻商店二次确认
742	Biwuzhaoqin_Winer	Biwuzhaoqin_Winer/Biwuzhaoqin_Winer.layout.xml	Biwuzhaoqin_Winer/Biwuzhaoqin_Winer.lua	1		19	20	比武招亲获胜者界面
743	Qingyuan_Poem	Qingyuan_Poem/Qingyuan_Poem.layout.xml	Qingyuan_Poem/Qingyuan_Poem.lua	0		19	20	情缘诗句界面
744	DoublePK_Mini2	DoublePK_Mini2/DoublePK_Mini2.layout.xml	DoublePK_Mini2/DoublePK_Mini2.lua	0		19	20	双人PKMini
745	OB_Pad	OB_Pad/OB_Pad.layout.xml	OB_Pad/OB_Pad.lua	0		19	20	争霸赛解说界面
746	OB_Over	OB_Over/OB_Over.layout.xml	OB_Over/OB_Over.lua	0		19	20	争霸赛解说结算界面
747	Wakuang3	Wakuang3/Wakuang3.layout.xml	Wakuang3/Wakuang3.lua	0		19	20	场景挖矿二中低级机关界面
748	Wakuang_Mini2	Wakuang_Mini2/Wakuang_Mini2.layout.xml	Wakuang_Mini2/Wakuang_Mini2.lua	0		19	20	场景挖矿二mini
749	Wakuang4	Wakuang4/Wakuang4.layout.xml	Wakuang4/Wakuang4.lua	0		19	20	场景挖矿二中高级机关界面
750	Equip_JieBang	Equip_JieBang/Equip_JieBang.layout.xml	Equip_JieBang/Equip_JieBang.lua	3		19	20	装备解绑
751	UnionFrame	UnionFrame/UnionFrame.layout.xml	UnionFrame/UnionFrame.lua	1	tdjs	0	0	团队
752	UnionChoose	UnionChoose/UnionChoose.layout.xml	UnionChoose/UnionChoose.lua	1	tdjs	0	0	团队
753	Union_Ensure	Union_Ensure/Union_Ensure.layout.xml	Union_Ensure/Union_Ensure.lua	1	tdjs	0	0	团队
754	DiLingDetails2	DiLingDetails2/DiLingDetails2.layout.xml	DiLingDetails2/DiLingDetails2.lua	3		19	20	帝陵再现详情界面2深渊
755	DiLingShenYuan	DiLingShenYuan/DiLingShenYuan.layout.xml	DiLingShenYuan/DiLingShenYuan.lua	0		19	20	帝陵深渊小窗信息展开界面
756	DiLingShenYuan_Mini	DiLingShenYuan_Mini/DiLingShenYuan_Mini.layout.xml	DiLingShenYuan_Mini/DiLingShenYuan_Mini.lua	0		19	20	帝陵深渊小窗信息折叠界面
757	Theme_Shop	Theme_Shop/Theme_Shop.layout.xml	Theme_Shop/Theme_Shop.lua	3		19	20	主题服返场商店
758	DressPreview	DressPreview\DressPreview.layout.xml	DressPreview\DressPreview.lua	1		19	20	活动时装预览界面
759	Feipinhuishou	Feipinhuishou/Feipinhuishou.layout.xml	Feipinhuishou/Feipinhuishou.lua	3		19	20	卡级服废品回收界面
760	ShenBing_Yure	ShenBing_Yure/ShenBing_Yure.layout.xml	ShenBing_Yure/ShenBing_Yure.lua	3		19	20	神兵预热界面
761	SeventhFestivalTopListExchange	SeventhFestivalTopListExchange/SeventhFestivalTopListExchange.layout.xml	SeventhFestivalTopListExchange/SeventhFestivalTopListExchange.lua	1		19	20	七夕兑换界面
762	HuaShanLunJian_CreateManger	HuaShanLunJian_CreateManger/HuaShanLunJian_CreateManger.layout.xml	HuaShanLunJian_CreateManger/HuaShanLunJian_CreateManger.lua	2		19	20	6V6-战队信息管理
763	HuaShanLunJian_CreateTeam	HuaShanLunJian_CreateTeam/HuaShanLunJian_CreateTeam.layout.xml	HuaShanLunJian_CreateTeam/HuaShanLunJian_CreateTeam.lua	2		19	20	6V6-组建战队
764	HuaShanLunJian_CreatTeamList	HuaShanLunJian_CreatTeamList/HuaShanLunJian_CreatTeamList.layout.xml	HuaShanLunJian_CreatTeamList/HuaShanLunJian_CreatTeamList.lua	3		19	20	6V6-查看已组建战队列表
765	HuaShanLunJian_TeamInfo	HuaShanLunJian_TeamInfo/HuaShanLunJian_TeamInfo.layout.xml	HuaShanLunJian_TeamInfo/HuaShanLunJian_TeamInfo.lua	2		19	20	6V6-比赛服查看战队详细信息
766	HuaShanLunJian_ResultShow	HuaShanLunJian_ResultShow/HuaShanLunJian_ResultShow.layout.xml	HuaShanLunJian_ResultShow/HuaShanLunJian_ResultShow.lua	0		19	20	6V6-战斗结束界面
767	HuaShanLunJian_Score_Tiny	HuaShanLunJian_Score_Tiny/HuaShanLunJian_Score_Tiny.layout.xml	HuaShanLunJian_Score_Tiny/HuaShanLunJian_Score_Tiny.lua	0		19	20	6V6-战斗界面最小化
768	HuaShanLunJian_Score	HuaShanLunJian_Score/HuaShanLunJian_Score.layout.xml	HuaShanLunJian_Score/HuaShanLunJian_Score.lua	0		19	20	6V6-战斗界面
770	MengQianChen_Time	MengQianChen_Time/MengQianChen_Time.layout.xml	MengQianChen_Time/MengQianChen_Time.lua	0		19	20	梦前尘倒计时
771	MengQianChen_Letter	MengQianChen_Letter/MengQianChen_Letter.layout.xml	MengQianChen_Letter/MengQianChen_Letter.lua	0		19	20	梦前尘界面
772	PetSoul_RanSe	PetSoul_RanSe/PetSoul_RanSe.layout.xml	PetSoul_RanSe/PetSoul_RanSe.lua	3		19	20	兽魂染色界面
773	Weapon2	Weapon2/Weapon2.layout.xml	Weapon2/Weapon2.lua	3		19	20	神兵
774	Weapon2_ShengJi	Weapon2_ShengJi/Weapon2_ShengJi.layout.xml	Weapon2_ShengJi/Weapon2_ShengJi.lua	3		19	20	神兵
775	Weapon2_FenJie	Weapon2_FenJie/Weapon2_FenJie.layout.xml	Weapon2_FenJie/Weapon2_FenJie.lua	3		19	20	神兵分解
777	Weapon2_SkillJieSuo	Weapon2_SkillJieSuo/Weapon2_SkillJieSuo.layout.xml	Weapon2_SkillJieSuo/Weapon2_SkillJieSuo.lua	3		19	20	神兵
778	Weapon2_SkillXuanZe	Weapon2_SkillXuanZe/Weapon2_SkillXuanZe.layout.xml	Weapon2_SkillXuanZe/Weapon2_SkillXuanZe.lua	3		19	20	神兵
780	Weapon2_ZhuanYi	Weapon2_ZhuanYi/Weapon2_ZhuanYi.layout.xml	Weapon2_ZhuanYi/Weapon2_ZhuanYi.lua	3		19	20	神兵
781	ShenBing_Yure_Three	ShenBing_Yure_Three/ShenBing_Yure_Three.layout.xml	ShenBing_Yure_Three/ShenBing_Yure_Three.lua	3		19	20	占位
782	QiXi_Activity	QiXi_Activity/QiXi_Activity.layout.xml	QiXi_Activity/QiXi_Activity.lua	3		19	20	七夕整合界面
783	TargetWeapon2	TargetWeapon2/TargetWeapon2.layout.xml	TargetWeapon2/TargetWeapon2.lua	3		19	20	神兵
784	PetExterior_Gain	PetExterior_Gain/PetExterior_Gain.layout.xml	PetExterior_Gain/PetExterior_Gain.lua	3		19	20	兽魂皮肤拓印界面
785	PetExterior_Change	PetExterior_Change/PetExterior_Change.layout.xml	PetExterior_Change/PetExterior_Change.lua	3		19	20	兽魂皮肤更换界面
786	YanMenMeng	YanMenMeng/YanMenMeng.layout.xml	YanMenMeng/YanMenMeng.lua	0		19	20	雁门梦境
