INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT							
8142	99	2200	JD_RideHeader6_1							0	0	0	1	0		ToÕ KÜ: Phï Thuý Ngñ Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8143	99	2200	JD_RideHeader6_1							0	0	0	1	0		ToÕ KÜ: Phï Thuý Ngñ Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8144	99	2200	JD_RideHeader6_1							0	0	0	1	0		ToÕ KÜ: Phï Thuý Ngñ Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÀ¶ÒíÁúÊÞ																											
8145	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8146	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8147	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8148	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8149	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8150	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8151	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8152	99	2200	JD_RideHeader5_15							0	0	0	1	0		ToÕ KÜ: Lam Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÇàÒíÁúÊÞ																											
8153	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8154	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8155	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8156	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8157	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8158	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8159	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8160	99	2200	JD_RideHeader5_16							0	0	0	1	0		ToÕ KÜ: Thanh Dñc Long Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º°ÁÑ©ÁéÊ¨																											
8161	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8162	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8163	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8164	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8165	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8166	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8167	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8168	99	2200	JD_RideHeader6_5							0	0	0	1	0		ToÕ KÜ: NgÕo Tuyªt Linh Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º¸£ÈðÑ©õõ																											
8169	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8170	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8171	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8172	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8173	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8174	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8175	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8176	99	2200	JD_RideHeader6_9							0	0	0	1	0		ToÕ KÜ: Phúc ThuÜ Tuyªt Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ººìÃ·Èí¼Ý																											
8177	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8178	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8179	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8180	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8181	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8182	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8183	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8184	99	2200	JD_RideHeader6_10							0	0	0	1	0		ToÕ KÜ: H°ng Mai Nhuy­n Giá. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º½ðÓð																											
8185	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8186	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8187	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8188	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8189	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8190	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8191	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8192	99	2200	JD_ThaiIcons1_7							0	0	0	1	0		T÷a kÜ: Kim Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÚ¤Ð°ÊÞ																											
8193	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8194	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8195	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8196	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8197	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8198	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8199	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8200	99	2200	JD_RideHeader4_16							0	0	0	1	0		ToÕ KÜ: Minh Tà Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÁÒ»ð½ð¸Õ																											
8201	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8202	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8203	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8204	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8205	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8206	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8207	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8208	99	2200	JD_RideHeader6_11							0	0	0	1	0		ToÕ KÜ: Li®t Hoä Kim Cß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º³àÏöÑ×ÀÇ																											
8209	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8210	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8211	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8212	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8213	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8214	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8215	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8216	99	2200	JD_RideHeader6_12							0	0	0	1	0		ToÕ KÜ: Xích Tiêu Viêm Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º÷ÈÓð																											
8217	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8218	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8219	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8220	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8221	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8222	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8223	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8224	99	2200	JD_RideHeader6_13							0	0	0	1	0		ToÕ KÜ: M¸ Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÔÆË®½ð¾¦ÊÞ																											
8225	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8226	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8227	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8228	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8229	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8230	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8231	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8232	99	2200	JD_RideHeader6_15							0	0	0	1	0		ToÕ KÜ: Vân ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÓÄÀ¶º£Áú																											
8233	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8234	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8235	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8236	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8237	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8238	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8239	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8240	99	2200	JD_RideHeader7_2							0	0	0	1	0		ToÕ KÜ: U Lam Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£ºÐþÍ®º£Áú																											
8241	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8242	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8243	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8244	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8245	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8246	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
8247	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +85%.	99	0	1	18							
8248	99	2200	JD_RideHeader7_1							0	0	0	1	0		ToÕ KÜ: Huy«n Ð°ng Häi Long. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +90%.	99	0	1	18							
#×øÆï£º°µÑ×¿ªÃ÷ÊÞ																											
8249	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +10%.	99	0	1	18							
8250	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +20%.	99	0	1	18							
8251	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	18							
8252	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	18							
8253	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +75%.	99	0	1	18							
8254	99	2200	JD_RideHeader7_3							0	0	0	1	0		ToÕ KÜ: Ám Viêm Khai Minh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +80%.	99	0	1	18							
