INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT
1370	4	1115-1000	1115-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1371	4	1116-1000	1116-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1372	4	1129-1000	1129-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1373	4	1130-1000	1130-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1374	4	1213-1000	1213-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1375	4	1214-1000	1214-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1376	4	1227-1000	1227-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1377	4	1228-1000	1228-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1378	4	0720-1900	0720-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1379	4	0721-1900	0721-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1380	4	0803-1900	0803-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1381	4	0804-1900	0804-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1382	4	0817-1900	0817-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1383	4	0818-1900	0818-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1384	4	0831-1900	0831-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1385	4	0901-1900	0901-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1386	4	0914-1900	0914-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1387	4	0915-1900	0915-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1388	4	0928-1900	0928-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1389	4	0929-1900	0929-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1390	4	1012-1900	1012-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1391	4	1013-1900	1013-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1392	4	1026-1900	1026-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1393	4	1027-1900	1027-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1394	4	1109-1900	1109-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1395	4	1110-1900	1110-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1396	4	1123-1900	1123-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1397	4	1124-1900	1124-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1398	4	1207-1900	1207-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1399	4	1208-1900	1208-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1400	4	1221-1900	1221-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1401	4	1222-1900	1222-2359	0	0	执手入江湖	洛阳段誉（59,47）		Huodong_16_2	    #W所有等级达到#G30#W级的少侠，可前往#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处，参与#Y执手入江湖活动#W。届时#G段誉#W会带侠士进入三段回忆，携手共度。#G最为默契之人#W则可进入#G江湖灵犀榜#W。	0	在#G洛阳#{_INFOAIM59,47,0,段誉}#R段誉#W处参与	30
1402	4	0810-1900	0810-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1403	4	0811-1900	0811-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1404	4	0824-1900	0824-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1405	4	0825-1900	0825-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1406	4	0907-1900	0907-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1407	4	0908-1900	0908-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1408	4	0921-1900	0921-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1409	4	0922-1900	0922-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1410	4	1005-1900	1005-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1411	4	1006-1900	1006-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1412	4	1019-1900	1019-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1413	4	1020-1900	1020-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1414	4	1102-1900	1102-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1415	4	1103-1900	1103-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1416	4	1116-1900	1116-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1417	4	1117-1900	1117-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1418	4	1130-1900	1130-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1419	4	1201-1900	1201-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1420	4	1214-1900	1214-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1421	4	1215-1900	1215-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1422	4	1228-1900	1228-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1423	4	1229-1900	1229-2330	0	0	弦音会武	洛阳王语嫣（59，41）		Buff14_9	    #G活动周#W的#G周六#W、#G周日19时#W至#G23时30分#W可前往#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参加#Y弦音会武#W活动。	1	在#G洛阳#{_INFOAIM59,41,0,王语嫣}#R王语嫣#W处参与活动	60
1424	2	6-2000	6-2100	0	0	龙影古塔	繁林岛（142，174）、地火岛（79，104）、沉月岛（165，141）附近		Huodong_16_15	    龙影若幕、龙吟如雷，#G南海千洲#W上那高耸于云端的古塔，究竟隐藏着何种不祥之物？所有等级达#G50#W级的侠士，可于#G每周六20:00#W前往#G南海千洲#W三大岛屿，在#G繁林岛#{_INFOAIM142,174,657,-1}、#G地火岛#{_INFOAIM79,104,656,-1}、#G沉月岛#{_INFOAIM165,141,655,-1}#W附近，探索那些神秘的#G龙影古塔#W群，寻找隐藏其中的#Y龙之秘宝#W。	1	#G繁林岛#{_INFOAIM142,174,657,-1}W、#G地火岛#{_INFOAIM79,104,656,-1}W、#G沉月岛#{_INFOAIM165,141,655,-1}W附近	50
1428	4	0321-0000	0328-2359	0	0	蜃气萦海幻无边	苏州寇准（193,132）		Huodong_16_12	    #G2024年3月21日更新后#W至#G3月28日24时#W，所有等级达到#G30#W级的少侠可通过点击主界面的“#G蜃气翻波#W”按钮，前往#G苏州#{_INFOAIM193,132,1,寇准}#R寇准#W处接取任务参与活动，完成其委托之事。活动共有#G4#W个阶段，每个阶段的任务完成后即可累计活动进度，领取对应奖励。	1	点击主界面按钮#G蜃气翻波#W即可参加活动	30
1429	2	2-1030	2-1035	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每#G周二#W、#G四#W、#G六#W、#G日#W的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W、#G22:30#W至#G22:35#W#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得珍稀奖励！每位侠士每天可获#G3#W次#G猎煞次数#W，并与#Y血战诛邪#W共享次数。#G猎煞次数#W不足时，将无法获得奖励。	0	前往#G南海千洲诸岛#W参与活动	65
1430	2	2-1330	2-1335	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1431	2	2-1830	2-1835	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
1432	2	2-2230	2-2235	0	0	幻海降蜃	沉月岛、地火岛、繁林岛 		Huodong_16_4	    每日的#G10:30#W至#G10:35#W；#G13:30#W至#G13:35#W、#G18:30#W至#G18:35#W；#G22:30#W至#G22:35#W的#G随机时间#W内，#R蜃海幻兽#W、#R太古精怪#W将出现在#G清湖蜃景#W、#G熔岩蜃景#W、#G密林蜃景#W；#R太古精怪#W及#R奉天祭司#W将出现在#G沉月岛#W、#G地火岛#W与#G繁林岛#W。在蜃怪出现后的#G30#W分钟内前往讨伐，将有机会获得#Y盟会神工道具#W、#Y稀有配方#W、#Y淬火玉#W等珍稀奖励！每位侠士每天可领取#G3#W次#Y掉落奖励#W。	0	前往#G南海千洲诸岛#W参与活动	65
