INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
608	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100004	Thß½ng S½n Chính Tây	10	99	149
609	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100005	Nh¸ Häi Chính Tây	10	99	149
610	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100006	Thäo Nguyên Chính Tây	10	99	149
611	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100007	Liêu Tây Tây B¡c	10	99	149
612	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100008	Võ Di Chính Tây	10	99	149
613	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100009	Mai Lînh Tây B¡c	10	99	149
614	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100010	ThÕch Lâm Chính Nam	10	99	149
615	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100011	Ng÷c Khê Tây Nam	10	99	149
616	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100012	Trß¶ng BÕch S½n Tây B¡c	10	99	149
617	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100013	Hoàng Long Phü Tây B¡c	10	99	149
618	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100014	Nam Häi Chính B¡c	10	99	149
619	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100015	QuÏnh Châu Chính Tây	10	99	149
620	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100016	Nam Chiªu Tây Nam	10	99	149
621	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100017	Miêu Cß½ng Chính Ðông	10	99	149
622	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100018	NhÕn Nam Chính Nam	10	99	149
623	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100019	NhÕn B¡c Chính Tây	10	99	149
624	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100020	Tây H° Chính Tây	10	99	149
625	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100021	Long Tuy«n Chính B¡c	10	99	149
626	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100022	Thß½ng S½n Chính Tây	10	99	149
627	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100023	Nh¸ Häi Chính Tây	10	99	149
628	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100024	Thäo Nguyên Chính Tây	10	99	149
629	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100025	Liêu Tây Tây B¡c	10	99	149
630	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100026	Võ Di Chính Tây	10	99	149
631	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100027	Mai Lînh Tây B¡c	10	99	149
632	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100028	ThÕch Lâm Chính Nam	10	99	149
633	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100029	Ng÷c Khê Tây Nam	10	99	149
634	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100030	Trß¶ng BÕch S½n Tây B¡c	10	99	149
635	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100031	Hoàng Long Phü Tây B¡c	10	99	149
636	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100032	Nam Häi Chính B¡c	10	99	149
637	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100033	QuÏnh Châu Chính Tây	10	99	149
638	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100034	Nam Chiªu Tây Nam	10	99	149
639	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100035	Miêu Cß½ng Chính Ðông	10	99	149
640	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100036	NhÕn Nam Chính Nam	10	99	149
641	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100037	NhÕn B¡c Chính Tây	10	99	149
642	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100038	Tây H° Chính Tây	10	99	149
643	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100039	Long Tuy«n Chính B¡c	10	99	149
644	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100040	Thß½ng S½n Chính Tây	10	99	149
645	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100041	Nh¸ Häi Chính Tây	10	99	149
646	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100042	Thäo Nguyên Chính Tây	10	99	149
647	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100043	Liêu Tây Tây B¡c	10	99	149
648	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100044	Võ Di Chính Tây	10	99	149
649	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100045	Mai Lînh Tây B¡c	10	99	149
650	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100046	ThÕch Lâm Chính Nam	10	99	149
651	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100047	Ng÷c Khê Tây Nam	10	99	149
652	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100048	Trß¶ng BÕch S½n Tây B¡c	10	99	149
653	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100049	Hoàng Long Phü Tây B¡c	10	99	149
654	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100050	Nam Häi Chính B¡c	10	99	149
655	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100051	QuÏnh Châu Chính Tây	10	99	149
656	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100052	Nam Chiªu Tây Nam	10	99	149
657	LÕc Dß½ng	0	PhÕm Thu¥n Nhân	177	140	95	-1	-1	-1	-1	100053	Miêu Cß½ng Chính Ðông	10	99	149
658	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100000	NhÕn Nam Chính Nam	10	99	149
659	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100001	NhÕn B¡c Chính Tây	10	99	149
660	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100002	Tây H° Chính Tây	10	99	149
661	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100003	Long Tuy«n Chính B¡c	10	99	149
662	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100004	Thß½ng S½n Chính Tây	10	99	149
663	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100005	Nh¸ Häi Chính Tây	10	99	149
664	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100006	Thäo Nguyên Chính Tây	10	99	149
665	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100007	Liêu Tây Tây B¡c	10	99	149
666	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100008	Võ Di Chính Tây	10	99	149
667	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100009	Mai Lînh Tây B¡c	10	99	149
668	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100010	ThÕch Lâm Chính Nam	10	99	149
669	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100011	Ng÷c Khê Tây Nam	10	99	149
670	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100012	Trß¶ng BÕch S½n Tây B¡c	10	99	149
671	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100013	Hoàng Long Phü Tây B¡c	10	99	149
672	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100014	Nam Häi Chính B¡c	10	99	149
673	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100015	QuÏnh Châu Chính Tây	10	99	149
674	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100016	Nam Chiªu Tây Nam	10	99	149
675	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100017	Miêu Cß½ng Chính Ðông	10	99	149
676	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100018	NhÕn Nam Chính Nam	10	99	149
677	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100019	NhÕn B¡c Chính Tây	10	99	149
678	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100020	Tây H° Chính Tây	10	99	149
679	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100021	Long Tuy«n Chính B¡c	10	99	149
680	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100022	Thß½ng S½n Chính Tây	10	99	149
681	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100023	Nh¸ Häi Chính Tây	10	99	149
682	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100024	Thäo Nguyên Chính Tây	10	99	149
683	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100025	Liêu Tây Tây B¡c	10	99	149
684	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100026	Võ Di Chính Tây	10	99	149
685	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100027	Mai Lînh Tây B¡c	10	99	149
686	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100028	ThÕch Lâm Chính Nam	10	99	149
687	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100029	Ng÷c Khê Tây Nam	10	99	149
688	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100030	Trß¶ng BÕch S½n Tây B¡c	10	99	149
689	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100031	Hoàng Long Phü Tây B¡c	10	99	149
690	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100032	Nam Häi Chính B¡c	10	99	149
691	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100033	QuÏnh Châu Chính Tây	10	99	149
692	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100034	Nam Chiªu Tây Nam	10	99	149
693	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100035	Miêu Cß½ng Chính Ðông	10	99	149
694	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100036	NhÕn Nam Chính Nam	10	99	149
695	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100037	NhÕn B¡c Chính Tây	10	99	149
696	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100038	Tây H° Chính Tây	10	99	149
697	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100039	Long Tuy«n Chính B¡c	10	99	149
698	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100040	Thß½ng S½n Chính Tây	10	99	149
699	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100041	Nh¸ Häi Chính Tây	10	99	149
700	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100042	Thäo Nguyên Chính Tây	10	99	149
701	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100043	Liêu Tây Tây B¡c	10	99	149
702	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100044	Võ Di Chính Tây	10	99	149
703	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100045	Mai Lînh Tây B¡c	10	99	149
704	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100046	ThÕch Lâm Chính Nam	10	99	149
705	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100047	Ng÷c Khê Tây Nam	10	99	149
706	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100048	Trß¶ng BÕch S½n Tây B¡c	10	99	149
707	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100049	Hoàng Long Phü Tây B¡c	10	99	149
708	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100050	Nam Häi Chính B¡c	10	99	149
709	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100051	QuÏnh Châu Chính Tây	10	99	149
710	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100052	Nam Chiªu Tây Nam	10	99	149
711	Tô Châu	1	PhÕm Thu¥n Tuý	157	224	184	-1	-1	-1	-1	100053	Miêu Cß½ng Chính Ðông	10	99	149
712	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100000	NhÕn Nam Chính Nam	10	99	149
713	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100001	NhÕn B¡c Chính Tây	10	99	149
714	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100002	Tây H° Chính Tây	10	99	149
715	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100003	Long Tuy«n Chính B¡c	10	99	149
716	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100004	Thß½ng S½n Chính Tây	10	99	149
717	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100005	Nh¸ Häi Chính Tây	10	99	149
718	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100006	Thäo Nguyên Chính Tây	10	99	149
719	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100007	Liêu Tây Tây B¡c	10	99	149
720	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100008	Võ Di Chính Tây	10	99	149
721	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100009	Mai Lînh Tây B¡c	10	99	149
722	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100010	ThÕch Lâm Chính Nam	10	99	149
723	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100011	Ng÷c Khê Tây Nam	10	99	149
724	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100012	Trß¶ng BÕch S½n Tây B¡c	10	99	149
725	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100013	Hoàng Long Phü Tây B¡c	10	99	149
726	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100014	Nam Häi Chính B¡c	10	99	149
727	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100015	QuÏnh Châu Chính Tây	10	99	149
728	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100016	Nam Chiªu Tây Nam	10	99	149
729	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100017	Miêu Cß½ng Chính Ðông	10	99	149
730	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100018	NhÕn Nam Chính Nam	10	99	149
731	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100019	NhÕn B¡c Chính Tây	10	99	149
732	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100020	Tây H° Chính Tây	10	99	149
733	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100021	Long Tuy«n Chính B¡c	10	99	149
734	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100022	Thß½ng S½n Chính Tây	10	99	149
735	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100023	Nh¸ Häi Chính Tây	10	99	149
736	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100024	Thäo Nguyên Chính Tây	10	99	149
737	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100025	Liêu Tây Tây B¡c	10	99	149
738	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100026	Võ Di Chính Tây	10	99	149
739	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100027	Mai Lînh Tây B¡c	10	99	149
740	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100028	ThÕch Lâm Chính Nam	10	99	149
741	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100029	Ng÷c Khê Tây Nam	10	99	149
742	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100030	Trß¶ng BÕch S½n Tây B¡c	10	99	149
743	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100031	Hoàng Long Phü Tây B¡c	10	99	149
744	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100032	Nam Häi Chính B¡c	10	99	149
745	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100033	QuÏnh Châu Chính Tây	10	99	149
746	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100034	Nam Chiªu Tây Nam	10	99	149
747	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100035	Miêu Cß½ng Chính Ðông	10	99	149
748	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100036	NhÕn Nam Chính Nam	10	99	149
749	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100037	NhÕn B¡c Chính Tây	10	99	149
750	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100038	Tây H° Chính Tây	10	99	149
751	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100039	Long Tuy«n Chính B¡c	10	99	149
752	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100040	Thß½ng S½n Chính Tây	10	99	149
753	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100041	Nh¸ Häi Chính Tây	10	99	149
754	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100042	Thäo Nguyên Chính Tây	10	99	149
755	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100043	Liêu Tây Tây B¡c	10	99	149
756	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100044	Võ Di Chính Tây	10	99	149
757	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100045	Mai Lînh Tây B¡c	10	99	149
758	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100046	ThÕch Lâm Chính Nam	10	99	149
759	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100047	Ng÷c Khê Tây Nam	10	99	149
760	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100048	Trß¶ng BÕch S½n Tây B¡c	10	99	149
761	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100049	Hoàng Long Phü Tây B¡c	10	99	149
762	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100050	Nam Häi Chính B¡c	10	99	149
763	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100051	QuÏnh Châu Chính Tây	10	99	149
764	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100052	Nam Chiªu Tây Nam	10	99	149
765	Lâu Lan	186	PhÕm Thu¥n Hñu	86	191	130	-1	-1	-1	-1	100053	Miêu Cß½ng Chính Ðông	10	99	149
766	NhÕn Nam	18	NhÕn Nam Chính Nam Hi®u Uý	138	72	282	-1	-1	-1	-1	100000	NhÕn Nam Chính Nam	10	99	149
767	NhÕn B¡c	19	NhÕn B¡c Chính Tây Hi®u Uý	115	32	127	-1	-1	-1	-1	100001	NhÕn B¡c Chính Tây	10	99	149
768	Tây H°	30	Tây H° Chính Tây Hi®u Uý	91	39	139	-1	-1	-1	-1	100002	Tây H° Chính Tây	10	99	149
769	Long Tuy«n	31	Long Tuy«n Chính B¡c Hi®u Uý	141	63	33	-1	-1	-1	-1	100003	Long Tuy«n Chính B¡c	10	99	149
770	Thß½ng S½n	25	Thß½ng S½n Chính Tây Hi®u Uý	70	37	172	-1	-1	-1	-1	100004	Thß½ng S½n Chính Tây	10	99	149
771	Nhî Häi	24	Nh¸ Häi Chính Tây Hi®u Uý	141	34	100	-1	-1	-1	-1	100005	Nh¸ Häi Chính Tây	10	99	149
772	Thäo Nguyên	20	Thäo Nguyên Chính Tây Hi®u Uý	166	66	202	-1	-1	-1	-1	100006	Thäo Nguyên Chính Tây	10	99	149
773	Liêu Tây	21	Liêu Tây Tây B¡c Hi®u Uý	142	75	35	-1	-1	-1	-1	100007	Liêu Tây Tây B¡c	10	99	149
774	Võ Di	32	Võ Di Chính Tây Hi®u Uý	142	92	171	-1	-1	-1	-1	100008	Võ Di Chính Tây	10	99	149
775	Mai Lînh	33	Mai Lînh Tây B¡c Hi®u Uý	151	31	90	-1	-1	-1	-1	100009	Mai Lînh Tây B¡c	10	99	149
776	ThÕch Lâm	26	ThÕch Lâm Chính Nam Hi®u Uý	138	278	281	-1	-1	-1	-1	100010	ThÕch Lâm Chính Nam	10	99	149
777	Ng÷c Khê	27	Ng÷c Khê Tây Nam Hi®u Uý	136	33	251	-1	-1	-1	-1	100011	Ng÷c Khê Tây Nam	10	99	149
778	Trß¶ng BÕch S½n	22	Trß¶ng BÕch S½n Tây B¡c Hi®u Uý	119	39	63	-1	-1	-1	-1	100012	Trß¶ng BÕch S½n Tây B¡c	10	99	149
779	Hoàng Long Phü	23	Hoàng Long Phü Tây B¡c Hi®u Uý	114	28	54	-1	-1	-1	-1	100013	Hoàng Long Phü Tây B¡c	10	99	149
780	Nam Vñc	34	Nam Häi Chính B¡c Hi®u Uý	109	134	40	-1	-1	-1	-1	100014	Nam Häi Chính B¡c	10	99	149
781	QuÏnh Châu	35	QuÏnh Châu Chính Tây Hi®u Uý	110	80	139	-1	-1	-1	-1	100015	QuÏnh Châu Chính Tây	10	99	149
782	Nam Chiêu	28	Nam Chiªu Tây Nam Hi®u Uý	120	39	254	-1	-1	-1	-1	100016	Nam Chiªu Tây Nam	10	99	149
783	Miêu Cß½ng	29	Miêu Cß½ng Chính Ðông Hi®u Uý	117	281	160	-1	-1	-1	-1	100017	Miêu Cß½ng Chính Ðông	10	99	149
784	NhÕn Nam	18	NhÕn Nam Chính B¡c Hi®u Uý	139	102	38	-1	-1	-1	-1	100018	NhÕn Nam Chính Nam	10	99	149
785	NhÕn B¡c	19	NhÕn B¡c Tây B¡c Hi®u Uý	120	116	29	-1	-1	-1	-1	100019	NhÕn B¡c Chính Tây	10	99	149
786	Tây H°	30	Tây H° Tây Nam Hi®u Uý	107	45	267	-1	-1	-1	-1	100020	Tây H° Chính Tây	10	99	149
787	Long Tuy«n	31	Long Tuy«n Chính Tây Hi®u Uý	142	35	121	-1	-1	-1	-1	100021	Long Tuy«n Chính B¡c	10	99	149
788	Thß½ng S½n	25	Thß½ng S½n Chính Nam Hi®u Uý	160	146	284	-1	-1	-1	-1	100022	Thß½ng S½n Chính Tây	10	99	149
789	Nhî Häi	24	Nh¸ Häi Chính Nam Hi®u Uý	143	173	283	-1	-1	-1	-1	100023	Nh¸ Häi Chính Tây	10	99	149
790	Thäo Nguyên	20	Thäo Nguyên Tây Nam Hi®u Uý	173	97	281	-1	-1	-1	-1	100024	Thäo Nguyên Chính Tây	10	99	149
791	Liêu Tây	21	Liêu Tây Chính Tây Hi®u Uý	151	40	142	-1	-1	-1	-1	100025	Liêu Tây Tây B¡c	10	99	149
792	Võ Di	32	Võ Di Chính Nam Hi®u Uý	150	113	280	-1	-1	-1	-1	100026	Võ Di Chính Tây	10	99	149
793	Mai Lînh	33	Mai Lînh Chính Ðông Hi®u Uý	158	283	236	-1	-1	-1	-1	100027	Mai Lînh Tây B¡c	10	99	149
794	ThÕch Lâm	26	ThÕch Lâm Ðông B¡c Hi®u Uý	146	227	37	-1	-1	-1	-1	100028	ThÕch Lâm Chính Nam	10	99	149
795	Ng÷c Khê	27	Ng÷c Khê Chính Nam Hi®u Uý	142	196	280	-1	-1	-1	-1	100029	Ng÷c Khê Tây Nam	10	99	149
796	Trß¶ng BÕch S½n	22	Trß¶ng BÕch S½n Chính Ðông Hi®u Uý	147	280	154	-1	-1	-1	-1	100030	Trß¶ng BÕch S½n Tây B¡c	10	99	149
797	Hoàng Long Phü	23	Hoàng Long Phü Chính Ðông Hi®u Uý	143	290	115	-1	-1	-1	-1	100031	Hoàng Long Phü Tây B¡c	10	99	149
798	Nam Vñc	34	Nam Häi Ðông B¡c Hi®u Uý	116	293	58	-1	-1	-1	-1	100032	Nam Häi Chính B¡c	10	99	149
