INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT
915	LÕc Dß½ng	0	140	95	Thß½ng S½n Chính Tây	100004	99	149	1	0	0
916	LÕc Dß½ng	0	140	95	Nh¸ Häi Chính Tây	100005	99	149	1	0	0
917	LÕc Dß½ng	0	140	95	Thäo Nguyên Chính Tây	100006	99	149	1	0	0
918	LÕc Dß½ng	0	140	95	Liêu Tây Tây B¡c	100007	99	149	1	0	0
919	LÕc Dß½ng	0	140	95	Võ Di Chính Tây	100008	99	149	1	0	0
920	LÕc Dß½ng	0	140	95	Mai Lînh Tây B¡c	100009	99	149	1	0	0
921	LÕc Dß½ng	0	140	95	ThÕch Lâm Chính Nam	100010	99	149	1	0	0
922	LÕc Dß½ng	0	140	95	Ng÷c Khê Tây Nam	100011	99	149	1	0	0
923	LÕc Dß½ng	0	140	95	Trß¶ng BÕch S½n Tây B¡c	100012	99	149	1	0	0
924	LÕc Dß½ng	0	140	95	Hoàng Long Phü Tây B¡c	100013	99	149	1	0	0
925	LÕc Dß½ng	0	140	95	Nam Häi Chính B¡c	100014	99	149	1	0	0
926	LÕc Dß½ng	0	140	95	QuÏnh Châu Chính Tây	100015	99	149	1	0	0
927	LÕc Dß½ng	0	140	95	Nam Chiªu Tây Nam	100016	99	149	1	0	0
928	LÕc Dß½ng	0	140	95	Miêu Cß½ng Chính Ðông	100017	99	149	1	0	0
929	LÕc Dß½ng	0	140	95	NhÕn Nam Chính Nam	100018	99	149	1	0	0
930	LÕc Dß½ng	0	140	95	NhÕn B¡c Chính Tây	100019	99	149	1	0	0
931	LÕc Dß½ng	0	140	95	Tây H° Chính Tây	100020	99	149	1	0	0
932	LÕc Dß½ng	0	140	95	Long Tuy«n Chính B¡c	100021	99	149	1	0	0
933	LÕc Dß½ng	0	140	95	Thß½ng S½n Chính Tây	100022	99	149	1	0	0
934	LÕc Dß½ng	0	140	95	Nh¸ Häi Chính Tây	100023	99	149	1	0	0
935	LÕc Dß½ng	0	140	95	Thäo Nguyên Chính Tây	100024	99	149	1	0	0
936	LÕc Dß½ng	0	140	95	Liêu Tây Tây B¡c	100025	99	149	1	0	0
937	LÕc Dß½ng	0	140	95	Võ Di Chính Tây	100026	99	149	1	0	0
938	LÕc Dß½ng	0	140	95	Mai Lînh Tây B¡c	100027	99	149	1	0	0
939	LÕc Dß½ng	0	140	95	ThÕch Lâm Chính Nam	100028	99	149	1	0	0
940	LÕc Dß½ng	0	140	95	Ng÷c Khê Tây Nam	100029	99	149	1	0	0
941	LÕc Dß½ng	0	140	95	Trß¶ng BÕch S½n Tây B¡c	100030	99	149	1	0	0
942	LÕc Dß½ng	0	140	95	Hoàng Long Phü Tây B¡c	100031	99	149	1	0	0
943	LÕc Dß½ng	0	140	95	Nam Häi Chính B¡c	100032	99	149	1	0	0
944	LÕc Dß½ng	0	140	95	QuÏnh Châu Chính Tây	100033	99	149	1	0	0
945	LÕc Dß½ng	0	140	95	Nam Chiªu Tây Nam	100034	99	149	1	0	0
946	LÕc Dß½ng	0	140	95	Miêu Cß½ng Chính Ðông	100035	99	149	1	0	0
947	LÕc Dß½ng	0	140	95	NhÕn Nam Chính Nam	100036	99	149	1	0	0
948	LÕc Dß½ng	0	140	95	NhÕn B¡c Chính Tây	100037	99	149	1	0	0
949	LÕc Dß½ng	0	140	95	Tây H° Chính Tây	100038	99	149	1	0	0
950	LÕc Dß½ng	0	140	95	Long Tuy«n Chính B¡c	100039	99	149	1	0	0
951	LÕc Dß½ng	0	140	95	Thß½ng S½n Chính Tây	100040	99	149	1	0	0
952	LÕc Dß½ng	0	140	95	Nh¸ Häi Chính Tây	100041	99	149	1	0	0
953	LÕc Dß½ng	0	140	95	Thäo Nguyên Chính Tây	100042	99	149	1	0	0
954	LÕc Dß½ng	0	140	95	Liêu Tây Tây B¡c	100043	99	149	1	0	0
955	LÕc Dß½ng	0	140	95	Võ Di Chính Tây	100044	99	149	1	0	0
956	LÕc Dß½ng	0	140	95	Mai Lînh Tây B¡c	100045	99	149	1	0	0
957	LÕc Dß½ng	0	140	95	ThÕch Lâm Chính Nam	100046	99	149	1	0	0
958	LÕc Dß½ng	0	140	95	Ng÷c Khê Tây Nam	100047	99	149	1	0	0
959	LÕc Dß½ng	0	140	95	Trß¶ng BÕch S½n Tây B¡c	100048	99	149	1	0	0
960	LÕc Dß½ng	0	140	95	Hoàng Long Phü Tây B¡c	100049	99	149	1	0	0
961	LÕc Dß½ng	0	140	95	Nam Häi Chính B¡c	100050	99	149	1	0	0
962	LÕc Dß½ng	0	140	95	QuÏnh Châu Chính Tây	100051	99	149	1	0	0
963	LÕc Dß½ng	0	140	95	Nam Chiªu Tây Nam	100052	99	149	1	0	0
964	LÕc Dß½ng	0	140	95	Miêu Cß½ng Chính Ðông	100053	99	149	1	0	0
965	Tô Châu	1	224	184	NhÕn Nam Chính Nam	100000	99	149	1	0	0
966	Tô Châu	1	224	184	NhÕn B¡c Chính Tây	100001	99	149	1	0	0
967	Tô Châu	1	224	184	Tây H° Chính Tây	100002	99	149	1	0	0
968	Tô Châu	1	224	184	Long Tuy«n Chính B¡c	100003	99	149	1	0	0
969	Tô Châu	1	224	184	Thß½ng S½n Chính Tây	100004	99	149	1	0	0
970	Tô Châu	1	224	184	Nh¸ Häi Chính Tây	100005	99	149	1	0	0
971	Tô Châu	1	224	184	Thäo Nguyên Chính Tây	100006	99	149	1	0	0
972	Tô Châu	1	224	184	Liêu Tây Tây B¡c	100007	99	149	1	0	0
973	Tô Châu	1	224	184	Võ Di Chính Tây	100008	99	149	1	0	0
974	Tô Châu	1	224	184	Mai Lînh Tây B¡c	100009	99	149	1	0	0
975	Tô Châu	1	224	184	ThÕch Lâm Chính Nam	100010	99	149	1	0	0
976	Tô Châu	1	224	184	Ng÷c Khê Tây Nam	100011	99	149	1	0	0
977	Tô Châu	1	224	184	Trß¶ng BÕch S½n Tây B¡c	100012	99	149	1	0	0
978	Tô Châu	1	224	184	Hoàng Long Phü Tây B¡c	100013	99	149	1	0	0
979	Tô Châu	1	224	184	Nam Häi Chính B¡c	100014	99	149	1	0	0
980	Tô Châu	1	224	184	QuÏnh Châu Chính Tây	100015	99	149	1	0	0
981	Tô Châu	1	224	184	Nam Chiªu Tây Nam	100016	99	149	1	0	0
982	Tô Châu	1	224	184	Miêu Cß½ng Chính Ðông	100017	99	149	1	0	0
983	Tô Châu	1	224	184	NhÕn Nam Chính Nam	100018	99	149	1	0	0
984	Tô Châu	1	224	184	NhÕn B¡c Chính Tây	100019	99	149	1	0	0
985	Tô Châu	1	224	184	Tây H° Chính Tây	100020	99	149	1	0	0
986	Tô Châu	1	224	184	Long Tuy«n Chính B¡c	100021	99	149	1	0	0
987	Tô Châu	1	224	184	Thß½ng S½n Chính Tây	100022	99	149	1	0	0
988	Tô Châu	1	224	184	Nh¸ Häi Chính Tây	100023	99	149	1	0	0
989	Tô Châu	1	224	184	Thäo Nguyên Chính Tây	100024	99	149	1	0	0
990	Tô Châu	1	224	184	Liêu Tây Tây B¡c	100025	99	149	1	0	0
991	Tô Châu	1	224	184	Võ Di Chính Tây	100026	99	149	1	0	0
992	Tô Châu	1	224	184	Mai Lînh Tây B¡c	100027	99	149	1	0	0
993	Tô Châu	1	224	184	ThÕch Lâm Chính Nam	100028	99	149	1	0	0
994	Tô Châu	1	224	184	Ng÷c Khê Tây Nam	100029	99	149	1	0	0
995	Tô Châu	1	224	184	Trß¶ng BÕch S½n Tây B¡c	100030	99	149	1	0	0
996	Tô Châu	1	224	184	Hoàng Long Phü Tây B¡c	100031	99	149	1	0	0
997	Tô Châu	1	224	184	Nam Häi Chính B¡c	100032	99	149	1	0	0
998	Tô Châu	1	224	184	QuÏnh Châu Chính Tây	100033	99	149	1	0	0
999	Tô Châu	1	224	184	Nam Chiªu Tây Nam	100034	99	149	1	0	0
1000	Tô Châu	1	224	184	Miêu Cß½ng Chính Ðông	100035	99	149	1	0	0
1001	Tô Châu	1	224	184	NhÕn Nam Chính Nam	100036	99	149	1	0	0
1002	Tô Châu	1	224	184	NhÕn B¡c Chính Tây	100037	99	149	1	0	0
1003	Tô Châu	1	224	184	Tây H° Chính Tây	100038	99	149	1	0	0
1004	Tô Châu	1	224	184	Long Tuy«n Chính B¡c	100039	99	149	1	0	0
1005	Tô Châu	1	224	184	Thß½ng S½n Chính Tây	100040	99	149	1	0	0
1006	Tô Châu	1	224	184	Nh¸ Häi Chính Tây	100041	99	149	1	0	0
1007	Tô Châu	1	224	184	Thäo Nguyên Chính Tây	100042	99	149	1	0	0
1008	Tô Châu	1	224	184	Liêu Tây Tây B¡c	100043	99	149	1	0	0
1009	Tô Châu	1	224	184	Võ Di Chính Tây	100044	99	149	1	0	0
1010	Tô Châu	1	224	184	Mai Lînh Tây B¡c	100045	99	149	1	0	0
1011	Tô Châu	1	224	184	ThÕch Lâm Chính Nam	100046	99	149	1	0	0
1012	Tô Châu	1	224	184	Ng÷c Khê Tây Nam	100047	99	149	1	0	0
1013	Tô Châu	1	224	184	Trß¶ng BÕch S½n Tây B¡c	100048	99	149	1	0	0
1014	Tô Châu	1	224	184	Hoàng Long Phü Tây B¡c	100049	99	149	1	0	0
1015	Tô Châu	1	224	184	Nam Häi Chính B¡c	100050	99	149	1	0	0
1016	Tô Châu	1	224	184	QuÏnh Châu Chính Tây	100051	99	149	1	0	0
1017	Tô Châu	1	224	184	Nam Chiªu Tây Nam	100052	99	149	1	0	0
1018	Tô Châu	1	224	184	Miêu Cß½ng Chính Ðông	100053	99	149	1	0	0
1019	Lâu Lan	246	191	130	NhÕn Nam Chính Nam	100000	99	149	1	0	0
1020	Lâu Lan	246	191	130	NhÕn B¡c Chính Tây	100001	99	149	1	0	0
1021	Lâu Lan	246	191	130	Tây H° Chính Tây	100002	99	149	1	0	0
1022	Lâu Lan	246	191	130	Long Tuy«n Chính B¡c	100003	99	149	1	0	0
1023	Lâu Lan	246	191	130	Thß½ng S½n Chính Tây	100004	99	149	1	0	0
1024	Lâu Lan	246	191	130	Nh¸ Häi Chính Tây	100005	99	149	1	0	0
1025	Lâu Lan	246	191	130	Thäo Nguyên Chính Tây	100006	99	149	1	0	0
1026	Lâu Lan	246	191	130	Liêu Tây Tây B¡c	100007	99	149	1	0	0
1027	Lâu Lan	246	191	130	Võ Di Chính Tây	100008	99	149	1	0	0
1028	Lâu Lan	246	191	130	Mai Lînh Tây B¡c	100009	99	149	1	0	0
1029	Lâu Lan	246	191	130	ThÕch Lâm Chính Nam	100010	99	149	1	0	0
1030	Lâu Lan	246	191	130	Ng÷c Khê Tây Nam	100011	99	149	1	0	0
1031	Lâu Lan	246	191	130	Trß¶ng BÕch S½n Tây B¡c	100012	99	149	1	0	0
1032	Lâu Lan	246	191	130	Hoàng Long Phü Tây B¡c	100013	99	149	1	0	0
1033	Lâu Lan	246	191	130	Nam Häi Chính B¡c	100014	99	149	1	0	0
1034	Lâu Lan	246	191	130	QuÏnh Châu Chính Tây	100015	99	149	1	0	0
1035	Lâu Lan	246	191	130	Nam Chiªu Tây Nam	100016	99	149	1	0	0
1036	Lâu Lan	246	191	130	Miêu Cß½ng Chính Ðông	100017	99	149	1	0	0
1037	Lâu Lan	246	191	130	NhÕn Nam Chính Nam	100018	99	149	1	0	0
1038	Lâu Lan	246	191	130	NhÕn B¡c Chính Tây	100019	99	149	1	0	0
1039	Lâu Lan	246	191	130	Tây H° Chính Tây	100020	99	149	1	0	0
1040	Lâu Lan	246	191	130	Long Tuy«n Chính B¡c	100021	99	149	1	0	0
1041	Lâu Lan	246	191	130	Thß½ng S½n Chính Tây	100022	99	149	1	0	0
1042	Lâu Lan	246	191	130	Nh¸ Häi Chính Tây	100023	99	149	1	0	0
1043	Lâu Lan	246	191	130	Thäo Nguyên Chính Tây	100024	99	149	1	0	0
1044	Lâu Lan	246	191	130	Liêu Tây Tây B¡c	100025	99	149	1	0	0
1045	Lâu Lan	246	191	130	Võ Di Chính Tây	100026	99	149	1	0	0
1046	Lâu Lan	246	191	130	Mai Lînh Tây B¡c	100027	99	149	1	0	0
1047	Lâu Lan	246	191	130	ThÕch Lâm Chính Nam	100028	99	149	1	0	0
1048	Lâu Lan	246	191	130	Ng÷c Khê Tây Nam	100029	99	149	1	0	0
1049	Lâu Lan	246	191	130	Trß¶ng BÕch S½n Tây B¡c	100030	99	149	1	0	0
1050	Lâu Lan	246	191	130	Hoàng Long Phü Tây B¡c	100031	99	149	1	0	0
1051	Lâu Lan	246	191	130	Nam Häi Chính B¡c	100032	99	149	1	0	0
1052	Lâu Lan	246	191	130	QuÏnh Châu Chính Tây	100033	99	149	1	0	0
1053	Lâu Lan	246	191	130	Nam Chiªu Tây Nam	100034	99	149	1	0	0
1054	Lâu Lan	246	191	130	Miêu Cß½ng Chính Ðông	100035	99	149	1	0	0
1055	Lâu Lan	246	191	130	NhÕn Nam Chính Nam	100036	99	149	1	0	0
1056	Lâu Lan	246	191	130	NhÕn B¡c Chính Tây	100037	99	149	1	0	0
1057	Lâu Lan	246	191	130	Tây H° Chính Tây	100038	99	149	1	0	0
1058	Lâu Lan	246	191	130	Long Tuy«n Chính B¡c	100039	99	149	1	0	0
1059	Lâu Lan	246	191	130	Thß½ng S½n Chính Tây	100040	99	149	1	0	0
1060	Lâu Lan	246	191	130	Nh¸ Häi Chính Tây	100041	99	149	1	0	0
1061	Lâu Lan	246	191	130	Thäo Nguyên Chính Tây	100042	99	149	1	0	0
1062	Lâu Lan	246	191	130	Liêu Tây Tây B¡c	100043	99	149	1	0	0
1063	Lâu Lan	246	191	130	Võ Di Chính Tây	100044	99	149	1	0	0
1064	Lâu Lan	246	191	130	Mai Lînh Tây B¡c	100045	99	149	1	0	0
1065	Lâu Lan	246	191	130	ThÕch Lâm Chính Nam	100046	99	149	1	0	0
1066	Lâu Lan	246	191	130	Ng÷c Khê Tây Nam	100047	99	149	1	0	0
1067	Lâu Lan	246	191	130	Trß¶ng BÕch S½n Tây B¡c	100048	99	149	1	0	0
1068	Lâu Lan	246	191	130	Hoàng Long Phü Tây B¡c	100049	99	149	1	0	0
1069	Lâu Lan	246	191	130	Nam Häi Chính B¡c	100050	99	149	1	0	0
1070	Lâu Lan	246	191	130	QuÏnh Châu Chính Tây	100051	99	149	1	0	0
1071	Lâu Lan	246	191	130	Nam Chiªu Tây Nam	100052	99	149	1	0	0
1072	Lâu Lan	246	191	130	Miêu Cß½ng Chính Ðông	100053	99	149	1	0	0
1073	NhÕn Nam	18	72	282	NhÕn Nam Chính Nam	100000	99	149	1	0	0
1074	NhÕn B¡c	19	32	127	NhÕn B¡c Chính Tây	100001	99	149	1	0	0
1075	Tây H°	30	39	139	Tây H° Chính Tây	100002	99	149	1	0	0
1076	Long Tuy«n	31	63	33	Long Tuy«n Chính B¡c	100003	99	149	1	0	0
1077	Thß½ng S½n	25	37	172	Thß½ng S½n Chính Tây	100004	99	149	1	0	0
1078	Nhî Häi	24	34	100	Nh¸ Häi Chính Tây	100005	99	149	1	0	0
1079	Thäo Nguyên	20	66	202	Thäo Nguyên Chính Tây	100006	99	149	1	0	0
1080	Liêu Tây	21	75	35	Liêu Tây Tây B¡c	100007	99	149	1	0	0
1081	Võ Di	32	92	171	Võ Di Chính Tây	100008	99	149	1	0	0
1082	Mai Lînh	33	31	90	Mai Lînh Tây B¡c	100009	99	149	1	0	0
1083	ThÕch Lâm	26	278	281	ThÕch Lâm Chính Nam	100010	99	149	1	0	0
1084	Ng÷c Khê	27	33	251	Ng÷c Khê Tây Nam	100011	99	149	1	0	0
1085	Trß¶ng BÕch S½n	22	39	63	Trß¶ng BÕch S½n Tây B¡c	100012	99	149	1	0	0
1086	Hoàng Long Phü	23	28	54	Hoàng Long Phü Tây B¡c	100013	99	149	1	0	0
1087	Nam Vñc	34	134	40	Nam Häi Chính B¡c	100014	99	149	1	0	0
1088	QuÏnh Châu	35	80	139	QuÏnh Châu Chính Tây	100015	99	149	1	0	0
1089	Nam Chiêu	28	39	254	Nam Chiªu Tây Nam	100016	99	149	1	0	0
1090	Miêu Cß½ng	29	281	160	Miêu Cß½ng Chính Ðông	100017	99	149	1	0	0
1091	NhÕn Nam	18	102	38	NhÕn Nam Chính Nam	100018	99	149	1	0	0
1092	NhÕn B¡c	19	116	29	NhÕn B¡c Chính Tây	100019	99	149	1	0	0
1093	Tây H°	30	45	267	Tây H° Chính Tây	100020	99	149	1	0	0
1094	Long Tuy«n	31	35	121	Long Tuy«n Chính B¡c	100021	99	149	1	0	0
1095	Thß½ng S½n	25	146	284	Thß½ng S½n Chính Tây	100022	99	149	1	0	0
1096	Nhî Häi	24	173	283	Nh¸ Häi Chính Tây	100023	99	149	1	0	0
1097	Thäo Nguyên	20	97	281	Thäo Nguyên Chính Tây	100024	99	149	1	0	0
1098	Liêu Tây	21	40	142	Liêu Tây Tây B¡c	100025	99	149	1	0	0
1099	Võ Di	32	113	280	Võ Di Chính Tây	100026	99	149	1	0	0
1100	Mai Lînh	33	283	236	Mai Lînh Tây B¡c	100027	99	149	1	0	0
1101	ThÕch Lâm	26	227	37	ThÕch Lâm Chính Nam	100028	99	149	1	0	0
1102	Ng÷c Khê	27	196	280	Ng÷c Khê Tây Nam	100029	99	149	1	0	0
1103	Trß¶ng BÕch S½n	22	280	154	Trß¶ng BÕch S½n Tây B¡c	100030	99	149	1	0	0
1104	Hoàng Long Phü	23	290	115	Hoàng Long Phü Tây B¡c	100031	99	149	1	0	0
1105	Nam Vñc	34	293	58	Nam Häi Chính B¡c	100032	99	149	1	0	0
1106	QuÏnh Châu	35	273	52	QuÏnh Châu Chính Tây	100033	99	149	1	0	0
1107	Nam Chiêu	28	95	40	Nam Chiªu Tây Nam	100034	99	149	1	0	0
1108	Miêu Cß½ng	29	37	251	Miêu Cß½ng Chính Ðông	100035	99	149	1	0	0
1109	NhÕn Nam	18	281	113	NhÕn Nam Chính Nam	100036	99	149	1	0	0
1110	NhÕn B¡c	19	234	24	NhÕn B¡c Chính Tây	100037	99	149	1	0	0
1111	Tây H°	30	261	231	Tây H° Chính Tây	100038	99	149	1	0	0
1112	Long Tuy«n	31	218	282	Long Tuy«n Chính B¡c	100039	99	149	1	0	0
1113	Thß½ng S½n	25	294	153	Thß½ng S½n Chính Tây	100040	99	149	1	0	0
1114	Nhî Häi	24	285	166	Nh¸ Häi Chính Tây	100041	99	149	1	0	0
1115	Thäo Nguyên	20	271	194	Thäo Nguyên Chính Tây	100042	99	149	1	0	0
1116	Liêu Tây	21	277	258	Liêu Tây Tây B¡c	100043	99	149	1	0	0
1117	Võ Di	32	255	38	Võ Di Chính Tây	100044	99	149	1	0	0
1118	Mai Lînh	33	269	37	Mai Lînh Tây B¡c	100045	99	149	1	0	0
1119	ThÕch Lâm	26	44	178	ThÕch Lâm Chính Nam	100046	99	149	1	0	0
1120	Ng÷c Khê	27	178	37	Ng÷c Khê Tây Nam	100047	99	149	1	0	0
1121	Trß¶ng BÕch S½n	22	216	282	Trß¶ng BÕch S½n Tây B¡c	100048	99	149	1	0	0
1122	Hoàng Long Phü	23	253	285	Hoàng Long Phü Tây B¡c	100049	99	149	1	0	0
1123	Nam Vñc	34	107	228	Nam Häi Chính B¡c	100050	99	149	1	0	0
1124	QuÏnh Châu	35	243	150	QuÏnh Châu Chính Tây	100051	99	149	1	0	0
1125	Nam Chiêu	28	273	241	Nam Chiªu Tây Nam	100052	99	149	1	0	0
1126	Miêu Cß½ng	29	250	45	Miêu Cß½ng Chính Ðông	100053	99	149	1	0	0
1127	LÕc Dß½ng	242	140	95	NhÕn Nam Chính Nam	100000	99	149	1	0	0
1128	LÕc Dß½ng	242	140	95	NhÕn B¡c Chính Tây	100001	99	149	1	0	0
1129	LÕc Dß½ng	242	140	95	Tây H° Chính Tây	100002	99	149	1	0	0
1130	LÕc Dß½ng	242	140	95	Long Tuy«n Chính B¡c	100003	99	149	1	0	0
1131	LÕc Dß½ng	242	140	95	Thß½ng S½n Chính Tây	100004	99	149	1	0	0
1132	LÕc Dß½ng	242	140	95	Nh¸ Häi Chính Tây	100005	99	149	1	0	0
1133	LÕc Dß½ng	242	140	95	Thäo Nguyên Chính Tây	100006	99	149	1	0	0
1134	LÕc Dß½ng	242	140	95	Liêu Tây Tây B¡c	100007	99	149	1	0	0
1135	LÕc Dß½ng	242	140	95	Võ Di Chính Tây	100008	99	149	1	0	0
1136	LÕc Dß½ng	242	140	95	Mai Lînh Tây B¡c	100009	99	149	1	0	0
1137	LÕc Dß½ng	242	140	95	ThÕch Lâm Chính Nam	100010	99	149	1	0	0
1138	LÕc Dß½ng	242	140	95	Ng÷c Khê Tây Nam	100011	99	149	1	0	0
1139	LÕc Dß½ng	242	140	95	Trß¶ng BÕch S½n Tây B¡c	100012	99	149	1	0	0
1140	LÕc Dß½ng	242	140	95	Hoàng Long Phü Tây B¡c	100013	99	149	1	0	0
1141	LÕc Dß½ng	242	140	95	Nam Häi Chính B¡c	100014	99	149	1	0	0
1142	LÕc Dß½ng	242	140	95	QuÏnh Châu Chính Tây	100015	99	149	1	0	0
1143	LÕc Dß½ng	242	140	95	Nam Chiªu Tây Nam	100016	99	149	1	0	0
1144	LÕc Dß½ng	242	140	95	Miêu Cß½ng Chính Ðông	100017	99	149	1	0	0
1145	LÕc Dß½ng	242	140	95	NhÕn Nam Chính Nam	100018	99	149	1	0	0
1146	LÕc Dß½ng	242	140	95	NhÕn B¡c Chính Tây	100019	99	149	1	0	0
1147	LÕc Dß½ng	242	140	95	Tây H° Chính Tây	100020	99	149	1	0	0
1148	LÕc Dß½ng	242	140	95	Long Tuy«n Chính B¡c	100021	99	149	1	0	0
1149	LÕc Dß½ng	242	140	95	Thß½ng S½n Chính Tây	100022	99	149	1	0	0
1150	LÕc Dß½ng	242	140	95	Nh¸ Häi Chính Tây	100023	99	149	1	0	0
1151	LÕc Dß½ng	242	140	95	Thäo Nguyên Chính Tây	100024	99	149	1	0	0
1152	LÕc Dß½ng	242	140	95	Liêu Tây Tây B¡c	100025	99	149	1	0	0
1153	LÕc Dß½ng	242	140	95	Võ Di Chính Tây	100026	99	149	1	0	0
1154	LÕc Dß½ng	242	140	95	Mai Lînh Tây B¡c	100027	99	149	1	0	0
1155	LÕc Dß½ng	242	140	95	ThÕch Lâm Chính Nam	100028	99	149	1	0	0
1156	LÕc Dß½ng	242	140	95	Ng÷c Khê Tây Nam	100029	99	149	1	0	0
1157	LÕc Dß½ng	242	140	95	Trß¶ng BÕch S½n Tây B¡c	100030	99	149	1	0	0
1158	LÕc Dß½ng	242	140	95	Hoàng Long Phü Tây B¡c	100031	99	149	1	0	0
1159	LÕc Dß½ng	242	140	95	Nam Häi Chính B¡c	100032	99	149	1	0	0
1160	LÕc Dß½ng	242	140	95	QuÏnh Châu Chính Tây	100033	99	149	1	0	0
1161	LÕc Dß½ng	242	140	95	Nam Chiªu Tây Nam	100034	99	149	1	0	0
1162	LÕc Dß½ng	242	140	95	Miêu Cß½ng Chính Ðông	100035	99	149	1	0	0
1163	LÕc Dß½ng	242	140	95	NhÕn Nam Chính Nam	100036	99	149	1	0	0
1164	LÕc Dß½ng	242	140	95	NhÕn B¡c Chính Tây	100037	99	149	1	0	0
1165	LÕc Dß½ng	242	140	95	Tây H° Chính Tây	100038	99	149	1	0	0
1166	LÕc Dß½ng	242	140	95	Long Tuy«n Chính B¡c	100039	99	149	1	0	0
1167	LÕc Dß½ng	242	140	95	Thß½ng S½n Chính Tây	100040	99	149	1	0	0
1168	LÕc Dß½ng	242	140	95	Nh¸ Häi Chính Tây	100041	99	149	1	0	0
1169	LÕc Dß½ng	242	140	95	Thäo Nguyên Chính Tây	100042	99	149	1	0	0
1170	LÕc Dß½ng	242	140	95	Liêu Tây Tây B¡c	100043	99	149	1	0	0
1171	LÕc Dß½ng	242	140	95	Võ Di Chính Tây	100044	99	149	1	0	0
1172	LÕc Dß½ng	242	140	95	Mai Lînh Tây B¡c	100045	99	149	1	0	0
1173	LÕc Dß½ng	242	140	95	ThÕch Lâm Chính Nam	100046	99	149	1	0	0
1174	LÕc Dß½ng	242	140	95	Ng÷c Khê Tây Nam	100047	99	149	1	0	0
1175	LÕc Dß½ng	242	140	95	Trß¶ng BÕch S½n Tây B¡c	100048	99	149	1	0	0
1176	LÕc Dß½ng	242	140	95	Hoàng Long Phü Tây B¡c	100049	99	149	1	0	0
1177	LÕc Dß½ng	242	140	95	Nam Häi Chính B¡c	100050	99	149	1	0	0
1178	LÕc Dß½ng	242	140	95	QuÏnh Châu Chính Tây	100051	99	149	1	0	0
1179	LÕc Dß½ng	242	140	95	Nam Chiªu Tây Nam	100052	99	149	1	0	0
1180	LÕc Dß½ng	242	140	95	Miêu Cß½ng Chính Ðông	100053	99	149	1	0	0
1181	BÕch Khê H°	613	221	55	Thäo Nguyên	20	246	186	0	1	0
1182	Thäo Nguyên	20	258	183	BÕch Khê H°	613	203	79	0	1	85
1183	Thøc tre Häi	614	129	224	Thß½ng S½n	25	46	61	0	1	0
1184	Thß½ng S½n	25	48	54	Thøc tre Häi	614	125	219	0	1	85
1185	Tây Lß½ng Phong Lâm	615	199	219	Ðôn Hoàng	8	97	45	0	1	20
1186	Ðôn Hoàng	8	93	40	Tây Lß½ng Phong Lâm	615	200	212	0	1	85
1187	B¤t Lão Trß¶ng Xuân C¯c di chï	623	220	91	ÐÕi Lý	2	138	161	1	0	10
1188	ÐÕi Lý	2	140	161	B¤t Lão Trß¶ng Xuân C¯c di chï	623	207	105	1	0	30
1195	Trß¶ng Xuân C¯c·Hoành Nhai	616	46	57	Trß¶ng Xuân C¯c·Ô Y HÕng	617	219	41	0	0	85
1196	Trß¶ng Xuân C¯c·Ô Y HÕng	617	225	40	Trß¶ng Xuân C¯c·Hoành Nhai	616	49	57	0	1	85
1197	BÕch Khê H°	613	109	108	Trß¶ng Xuân C¯c·Hoành Nhai	616	54	217	1	1	85
1198	Tây Lß½ng Phong Lâm	615	95	64	Trß¶ng Xuân C¯c·Hoành Nhai	616	54	217	1	1	85
1199	Thøc tre Häi	614	84	111	Trß¶ng Xuân C¯c·Hoành Nhai	616	54	217	1	1	85
1200	Trß¶ng Xuân C¯c·Hoành Nhai	616	50	222	BÕch Khê H°	613	118	110	1	1	85
1201	Trß¶ng Xuân C¯c·Hoành Nhai	616	50	222	Tây Lß½ng Phong Lâm	615	95	64	1	1	85
1202	Trß¶ng Xuân C¯c·Hoành Nhai	616	50	222	Thøc tre Häi	614	84	111	1	1	85
1203	T¥n Hoàng Ð¸a Cung T¥ng 1	650	25	40	T¥n Hoàng Ð¸a Cung T¥ng 2	651	235	225	0	0	0
1204	T¥n Hoàng Ð¸a Cung T¥ng 2	651	235	225	T¥n Hoàng Ð¸a Cung T¥ng 1	650	25	40	0	0	0
1205	T¥n Hoàng Ð¸a Cung T¥ng 2	651	96	164	T¥n Hoàng Ð¸a Cung T¥ng 3	652	237	216	0	0	0
1206	T¥n Hoàng Ð¸a Cung T¥ng 3	652	237	216	T¥n Hoàng Ð¸a Cung T¥ng 2	651	96	164	0	0	0
1207	Kiªm Các	7	280	81	T¥n Hoàng Ð¸a Cung T¥ng 1	650	227	224	1	0	0
1208	T¥n Hoàng Ð¸a Cung T¥ng 1	650	226	234	Kiªm Các	7	276	82	0	0	0
1209	Thanh H° äo th¸	673	104	62	Tr¥m Nguy®t Ðäo	655	192	214	0	1	50
1210	Thanh H° äo th¸	673	221	55	Dung nham äo th¸	675	200	213	0	0	50
1211	Thanh H° äo th¸	673	48	205	R×ng r§m äo th¸	674	183	212	0	0	50
1212	R×ng r§m äo th¸	674	160	42	Ph°n Lâm Ðäo	657	44	224	0	1	50
1213	R×ng r§m äo th¸	674	186	216	Thanh H° äo th¸	673	52	201	0	0	50
