INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
38000037	3	80	0	37	CircularTaskTool11_10	Toái Li®t Long Hài (7)	Thu th§p ğü 8 mänh Toái Li®t Long Hài, tìm g£p Tr¥n H÷c Tß ğ¬ ğ±i l¤y Trân Thú quı hiªm.#r#c00FF00 (SØ døng Th¥n Bí Long Hài có c½ hµi g£p ğßşc Tr¥n H÷c Tß)	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	0
38000038	3	80	0	38	CircularTaskTool11_11	Toái Li®t Long Hài (8)	Thu th§p ğü 8 mänh Toái Li®t Long Hài, tìm g£p Tr¥n H÷c Tß ğ¬ ğ±i l¤y Trân Thú quı hiªm.#r#c00FF00 (SØ døng Th¥n Bí Long Hài có c½ hµi g£p ğßşc Tr¥n H÷c Tß)	10	4	1	31	1	-1	-1	1	-1	-1	-1	-1	Ğ£c bi®t	1	0	2005	-1	0
38000039	3	80	0	39	CircularTaskTool11_3	Th¥n Bí Long Hài	KÏ ngµ ğÕo cø. #rsØ døng H§u dña theo nêu lên gây ra ğ£c thù sñ ki®n. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	4	1	1	1	300108	74	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000040	3	80	0	40	CircularTaskTool11_2	KÏ D¸ Ngß	Chüng loÕi không rõ.#rTrong khi câu cá có khä nång câu ğßşc cá này.#r#c00FF00 (Nh¤n chuµt phäi sØ døng)	1	4	1	5	99	300110	51	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000041	3	80	0	41	CircularTaskTool11_1	KÏ D¸ Thäo	Thñc v§t thân thäo, kÏ ngµ ğÕo cø. #rsØ døng H§u dña theo nêu lên gây ra kÏ ngµ sñ ki®n. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	4	1	1	1	300109	74	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000042	3	80	0	42	CircularTaskTool10_11	Chân Tâm C¥u Phúc Bao	#GtÌnh yêu c¥u phúc LoÕi#Wkhí c¥u. KÏ Phúc Thiên Quan ban cho Ğích c¥u phúc ğÕo cø, #Gvş ch°ng#Wt± ğµi TÕi#GĞÕi Lı#Wbên trong thành sØ døng có th¬ nh§n ğßşc#YChân Tâm KÏ Phúc Khí C¥u#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	4	1	10	20	335112	109	1	-1	-1	-1	0	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000043	3	80	0	43	CircularTaskTool10_13	Quan Ái C¥u Phúc Bao	#GtH¥y trò c¥u phúc LoÕi#Wkhí c¥u. KÏ Phúc Thiên Quan ban cho Ğích c¥u phúc ğÕo cø, #Gth¥y trò#Wt± ğµi TÕi#GĞÕi Lı#Wbên trong thành sØ døng có th¬ nh§n ğßşc#YQuan Ái KÏ Phúc Khí C¥u#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	4	1	10	20	335109	109	1	-1	-1	-1	0	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000044	3	80	0	44	CircularTaskTool10_12	Kim Lan C¥u Phúc Bao	#Gk?t bái c¥u phúc LoÕi#Wkhí c¥u. KÏ Phúc Thiên Quan ban cho Ğích c¥u phúc ğÕo cø, #Gkªt bái#Wt± ğµi TÕi#GĞÕi Lı#Wbên trong thành sØ døng có th¬ nh§n ğßşc#YKim Lan KÏ Phúc Khí C¥u#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	4	1	10	20	335111	109	1	-1	-1	-1	0	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000045	3	80	0	45	CircularTaskTool10_9	Ái Tâm C¥u Phúc Bao	#GtÌnh yêu c¥u phúc LoÕi#Wkhí c¥u. KÏ Phúc Thiên Quan ban cho Ğích c¥u phúc ğÕo cø, #Gvş ch°ng#Wt± ğµi TÕi#GĞÕi Lı#Wbên trong thành sØ døng có th¬ nh§n ğßşc#YÁi Tâm KÏ Phúc Khí C¥u#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	1	4	1	10	20	335113	109	1	-1	-1	-1	0	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000046	3	80	0	46	CircularTaskTool10_10	Chúc Phúc Mao Bút	C¥u phúc ğÕo cø, dùng cho Ğ¯i khí c¥u tiªn hành chúc phúc. TÕi#GĞ?i Lı(180, 180)#RKÏ Phúc Thiên Quan#WXØ Khä tham gia c¥u phúc hoÕt ğµng. #rCai ğÕo cø TÕi#GTrân Lung KÏ Cøc#W, #GT£c Binh xâm l¤n#W, #Gğánh lén môn phái#W, #GLâu Lan t¥m bäo#WhoÕt ğµng Trung r½i xu¯ng.	1	4	1	30	250	-1	-1	1	-1	-1	-1	0	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000047	3	80	0	47	TaskTools13_11	Hß½ng Cô Tiên B¯i Chúc	An công chúa Giáo n¤u nß¾ng hoÕt ğµng Ğích ğÕo cø. #rT§p T«#YH¿½ng Cô Tiên B¯i Døc#W, #YHoàng KÏ Ô Kê Thang#W, #YNgû Hành DßŞng Sinh Døc#W, #YThái ThÑc Ği«m LÕt Kê#WGiá 4Xung mÛ v¸ món ngon s¨ B¸#GTô Châu(141, 88)#RAn Dî Hiên#Wtrao t£ng#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#W. #r#G2010Niên 6Nguy®t 14Nh§t#Wh® th¯ng s¨ · t¤t cä có ğßşc#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#WĞích ngß¶i ch½i Trung l¤y mçu may m¡n Giä, t¯ng xu¤t chính là#GAn Dî Hiên tñ tay viªt kí tên änh chøp thñc v§t#W· bên trong Ğích mµt loÕt giäi thß·ng l¾n Nga! #r#GDã có th¬ dùng ån#W, l§p tÑc khôi phøc sinh m®nh 2506Ği¬m. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ dùng ån)#r#G6Nguy®t 18Nh§t#Ws¨ công b¯ Tr×u Tß·ng kªt quä, ph¥n thß·ng s¨ · HoÕch Tß·ng danh sách công b¯ H§u Ğích#G15Cá th¶i gian làm vi®c#WNµi Kı Xu¤t, Thïnh tham dñ hoÕt ğµng Ğích ngß¶i ch½i mau chóng Ğáo tài khoän trung tâm hoàn thi®n ğ¸a chï ĞÆng cá nhân tin tÑc tß li®u.	1	1600	400	10	20	333005	51	1	2	1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000048	3	80	0	48	TaskTools13_12	Thái ThÑc Ği«m LÕt Kê	An công chúa Giáo n¤u nß¾ng hoÕt ğµng Ğích ğÕo cø. #rT§p T«#YH¿½ng Cô Tiên B¯i Døc#W, #YHoàng KÏ Ô Kê Thang#W, #YNgû Hành DßŞng Sinh Døc#W, #YThái ThÑc Ği«m LÕt Kê#WGiá 4Xung mÛ v¸ món ngon s¨ B¸#GTô Châu(141, 88)#RAn Dî Hiên#Wtrao t£ng#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#W. #r#G2010Niên 6Nguy®t 14Nh§t#Wh® th¯ng s¨ · t¤t cä có ğßşc#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#WĞích ngß¶i ch½i Trung l¤y mçu may m¡n Giä, t¯ng xu¤t chính là#GAn Dî Hiên tñ tay viªt kí tên änh chøp thñc v§t#W· bên trong Ğích mµt loÕt giäi thß·ng l¾n Nga! #r#GDã có th¬ dùng ån#W, l§p tÑc khôi phøc sinh m®nh 2506Ği¬m. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ dùng ån)#r#G6Nguy®t 18Nh§t#Ws¨ công b¯ Tr×u Tß·ng kªt quä, ph¥n thß·ng s¨ · HoÕch Tß·ng danh sách công b¯ H§u Ğích#G15Cá th¶i gian làm vi®c#WNµi Kı Xu¤t, Thïnh tham dñ hoÕt ğµng Ğích ngß¶i ch½i mau chóng Ğáo tài khoän trung tâm hoàn thi®n ğ¸a chï ĞÆng cá nhân tin tÑc tß li®u.	1	1600	400	10	20	333005	51	1	2	1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000049	3	80	0	49	TaskTools13_9	Ngû Hành DßŞng Sinh Chúc	An công chúa Giáo n¤u nß¾ng hoÕt ğµng Ğích ğÕo cø. #rT§p T«#YH¿½ng Cô Tiên B¯i Døc#W, #YHoàng KÏ Ô Kê Thang#W, #YNgû Hành DßŞng Sinh Døc#W, #YThái ThÑc Ği«m LÕt Kê#WGiá 4Xung mÛ v¸ món ngon s¨ B¸#GTô Châu(141, 88)#RAn Dî Hiên#Wtrao t£ng#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#W. #r#G2010Niên 6Nguy®t 14Nh§t#Wh® th¯ng s¨ · t¤t cä có ğßşc#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#WĞích ngß¶i ch½i Trung l¤y mçu may m¡n Giä, t¯ng xu¤t chính là#GAn Dî Hiên tñ tay viªt kí tên änh chøp thñc v§t#W· bên trong Ğích mµt loÕt giäi thß·ng l¾n Nga! #r#GDã có th¬ dùng ån#W, l§p tÑc tr¸ li®u Khí 952Ği¬m. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ dùng ån)#r#G6Nguy®t 18Nh§t#Ws¨ công b¯ Tr×u Tß·ng kªt quä, ph¥n thß·ng s¨ · HoÕch Tß·ng danh sách công b¯ H§u Ğích#G15Cá th¶i gian làm vi®c#WNµi Kı Xu¤t, Thïnh tham dñ hoÕt ğµng Ğích ngß¶i ch½i mau chóng Ğáo tài khoän trung tâm hoàn thi®n ğ¸a chï ĞÆng cá nhân tin tÑc tß li®u.	1	1600	400	10	20	333105	73	1	2	1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000050	3	80	0	50	TaskTools13_13	Hoàng KÏ Ô Kê Thang	An công chúa Giáo n¤u nß¾ng hoÕt ğµng Ğích ğÕo cø. #rT§p T«#YH¿½ng Cô Tiên B¯i Døc#W, #YHoàng KÏ Ô Kê Thang#W, #YNgû Hành DßŞng Sinh Døc#W, #YThái ThÑc Ği«m LÕt Kê#WGiá 4Xung mÛ v¸ món ngon s¨ B¸#GTô Châu(141, 88)#RAn Dî Hiên#Wtrao t£ng#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#W. #r#G2010Niên 6Nguy®t 14Nh§t#Wh® th¯ng s¨ · t¤t cä có ğßşc#YThñc nh§t thñc toàn ph¥n Mî huy hi®u#WĞích ngß¶i ch½i Trung l¤y mçu may m¡n Giä, t¯ng xu¤t chính là#GAn Dî Hiên tñ tay viªt kí tên änh chøp thñc v§t#W· bên trong Ğích mµt loÕt giäi thß·ng l¾n Nga! #r#GDã có th¬ dùng ån#W, l§p tÑc tr¸ li®u Khí 952Ği¬m. #r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ dùng ån)#r#G6Nguy®t 18Nh§t#Ws¨ công b¯ Tr×u Tß·ng kªt quä, ph¥n thß·ng s¨ · HoÕch Tß·ng danh sách công b¯ H§u Ğích#G15Cá th¶i gian làm vi®c#WNµi Kı Xu¤t, Thïnh tham dñ hoÕt ğµng Ğích ngß¶i ch½i mau chóng Ğáo tài khoän trung tâm hoàn thi®n ğ¸a chï ĞÆng cá nhân tin tÑc tß li®u.	1	1600	400	10	20	333105	73	1	2	1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000052	3	80	0	52	CircularTaskTool14_14	Bánh Tr÷ng HÕ Tam TØ	3 cái bánh kªt thành 1 xâu, mùi v¸ và hình dáng khác nhau, ğßşc gói b¢ng sşi t½ 3 màu và là giai ph¦m hiªm có trong Ğoan Ng÷. Ån vào s¨ nh§n ğßşc ph¥n thß·ng ğ£c bi®t.#r#c00FF00 (Nh¤n chuµt phäi ğ¬ ån)	1	4	1	3	1	808178	114	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000053	3	80	0	53	CircularTaskTool14_15	Bánh Døc Lan Løc TØ	6 cái bánh kªt thành 1 xâu, mùi v¸ và hình dáng khác nhau, ğßşc gói b¢ng sşi t½ 3 màu và là giai ph¦m hiªm có trong Ğoan Ng÷. Ån vào s¨ nh§n ğßşc ph¥n thß·ng ğ£c bi®t.#r#c00FF00 (Nh¤n chuµt phäi ğ¬ ån)	1	4	1	3	1	808178	114	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000054	3	80	0	54	CircularTaskTool14_16	Bánh Cung Ğình	9 Bánh Chßng mùi v¸ và hình dÕng khác nhau, dùng 9 dây có màu khác nhau kªt thành 1 xâu. Ån s¨ nh§n ğßşc ph¥n thß·ng ğ£c bi®t.#r#c00FF00(Nh¤p chuµt phäi dùng)	1	4	1	3	1	808178	114	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000055	3	80	0	55	CircularTaskTool15_16	Th¥n H°n D¸ch	V§t ¤y chính là Do thßşng c± C½ ThÕch chi th¥n H°n ThÕch nóng chäy Nhi Thành, Thß Kinh Chú Khí tông sß bí phß½ng gia v¸, #GcHæa tr¸ th¥n khí#Wlà lúc ğem Triêm Phø Vu t±n hÕi phía trên, có th¬ Linh S· Tu th¥n khí nhß lúc ban ğ¥u Sinh Ban cÑng cöi, müi nh÷n! #rKhä TÕi#GTô Châu(266, 140)#RÂu Dã TØ#WXØ sØa chæa th¥n khí Th¶i sØ døng, Thß có sÇn Vu t¤t cä c¤p b§c th¥n khí Ğích sØa chæa.	1	4	1	4	200	-1	-1	-1	-1	-1	-1	-1	Th¥n khí sØa chæa	1	0	2005	-1	0
38000056	3	80	0	56	CircularTaskTool15_16	Th¥n H°n D¸ch	V§t ¤y chính là Do thßşng c± C½ ThÕch chi th¥n H°n ThÕch nóng chäy Nhi Thành, Thß Kinh Chú Khí tông sß bí phß½ng gia v¸, #GcHæa tr¸ th¥n khí#Wlà lúc ğem Triêm Phø Vu t±n hÕi phía trên, có th¬ Linh S· Tu th¥n khí nhß lúc ban ğ¥u Sinh Ban cÑng cöi, müi nh÷n! #rKhä TÕi#GTô Châu(266, 140)#RÂu Dã TØ#WXØ sØa chæa th¥n khí Th¶i sØ døng, Thß có sÇn Vu t¤t cä c¤p b§c th¥n khí Ğích sØa chæa.	1	4	1	30	200	-1	-1	-1	-1	-1	-1	-1	Th¥n khí sØa chæa	1	0	2005	-1	0
38000057	3	80	0	57	taiwanzhuanyong2_7	Nguyên bäo H°i Quy L­ Bao	ThØ L­ Bao Thành bày ğ£t B±n tài khoän TÕi Tân Thiên Long Bát Bµ S½ Tâm Thü Tr¡c Trung S· Sung Tr¸ Ğích#GnGuyên bäo#W. SØ døng L­ Bao Th¶i, có th¬ nh§n ğßşc ğ¯i Ñng mÑc Ğích#Gnguyên bäo#W. #rm²i l¥n sØ døng nhi«u nh¤t Khä nh§n ğßşc#G100000nguyên bäo#W. #Gnguyên bäo#Wtoàn bµ l¤y ra Ho£c L­ Bao m¤t ği hi®u lñc Th¶i, L­ Bao s¨ tñ hành biªn m¤t. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)#r#W	1	4	1	24	1	889892	197	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000058	3	80	0	58	taiwanzhuanyong2_6	Bäng Nguyên H°i Quy L­ Bao	ThØ L­ Bao Thành bày ğ£t B±n tài khoän TÕi Tân Thiên Long Bát Bµ S½ Tâm Thü Tr¡c Trung, thông qua Sung Tr¸ nguyên bäo thu hoÕch Ğ¡c Ğích#GBÄng Ğ¸nh nguyên bäo#WPhän Lşi. SØ døng L­ Bao Th¶i, có th¬ nh§n ğßşc ğ¯i Ñng mÑc Ğích#GBäng Ğ¸nh nguyên bäo#W. #rm²i l¥n sØ døng nhi«u nh¤t Khä nh§n ğßşc#G50000Bäng Ğ¸nh nguyên bäo#W. #GBäng Ğ¸nh nguyên bäo#Wtoàn bµ l¤y ra Ho£c L­ Bao m¤t ği hi®u lñc Th¶i, L­ Bao s¨ tñ hành biªn m¤t. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)#r#W	1	4	1	24	1	889893	197	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000059	3	80	0	59	Merchandise3_4	Không tÏ vªt Trân Châu	Các n½i tiªn c¯ng C¤p hoàng cung Ğích Trân Châu, không h« tÏ vªt nào, Nµi U¦n lßu quang uy¬n chuy¬n. Khä bán ra C¤p thß½ng nhân ğ±i l¤y nh¤t ğ¸nh Ğích ti«n tài.	1	20000	5000	4	250	-1	-1	1	-1	-1	-1	-1	KÏ V§t	10	0	2005	-1	0
38000060	3	80	0	60	CircularTaskTool64_16	100Bäng Ğ¸nh nguyên bäo	SØ døng H§u Khä nh§n ğßşc#G100Bäng Ğ¸nh nguyên bäo#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	15	4	1	24	1	330059	197	1	-1	-1	-1	4	Bäng Ğ¸nh Nguyên Bäo Phiªu	1	0	2005	-1	0
38000061	3	80	0	61	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Nh¤t Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Nh¤t Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Nh¤t Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G5#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000062	3	80	0	62	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Nh¸ Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Nh¸ Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Nh¸ Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G5#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000063	3	80	0	63	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Tam Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Tam Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Tam Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G5#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000064	3	80	0	64	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·TÑ Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt TÑ Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·TÑ Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G10#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000065	3	80	0	65	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Ngû Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Ngû Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Ngû Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G10#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000066	3	80	0	66	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Løc Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Løc Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Løc Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G10#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000067	3	80	0	67	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Th¤t Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Th¤t Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Th¤t Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G15#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000068	3	80	0	68	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Bát Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Bát Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Bát Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G15#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000069	3	80	0	69	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·CØu Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt CØu Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·CØu Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G15#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000070	3	80	0	70	CircularTaskTool80_4	Thiên Long các\u0020hÕ cû·Th§p Täi tr· v«	Dß Tân Thiên Long Bát Bµ quen biªt Th§p Täi Ğích hi®p sî, vinh quy Thiên Long giang h° là lúc, S· B¸ trao t£ng Ğích mµt ph¥n ğÕi l­. #rsØ døng H§u Tß¾ng nh§n ğßşc vînh cØu hi hæu#YdAnh hi®u: Thiên Long các\u0020hÕ cû·Th§p Täi tr· v«#W, #G5#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G20#WCá#YKim T¢m Ti#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889894	197	1	-1	-1	-1	4	Ğ£c bi®t	1	0	2005	-1	0
38000071	3	80	0	71	taiwanzhuanyong2_7	Kªt các\u0020hÕ Cµng Du·Cñu Ni®m	Giøc ngña Cµng Phó, trß¶ng kiªm ğ°ng du. #rVi thành công m¶i xói mòn các\u0020hÕ t¯t t± ğµi Nh§p Trú Tân Thiên Long Bát Bµ Ğích thiªu hi®p, chu¦n b¸ Ğích mµt ph¥n L­ Quy. #rsØ døng H§u Khä nh§n ğßşc: #G2#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #YThiên Linh Ğan#W, #YKim Cß½ng Sa#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889895	197	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000072	3	80	0	72	taiwanzhuanyong2_7	Kªt các\u0020hÕ Cµng Du·T¥m Tình	Giøc ngña Cµng Phó, trß¶ng kiªm ğ°ng du. #rVi thành công m¶i xói mòn các\u0020hÕ t¯t t± ğµi Nh§p Trú Tân Thiên Long Bát Bµ Ğích thiªu hi®p, chu¦n b¸ Ğích mµt ph¥n L­ Quy. #rsØ døng H§u Khä nh§n ğßşc: #G4#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #YThiên Linh Ğan#W, #YKim Cß½ng Sa#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889895	197	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
38000073	3	80	0	73	taiwanzhuanyong2_7	Kªt các\u0020hÕ Cµng Du·Tân Thú	Giøc ngña Cµng Phó, trß¶ng kiªm ğ°ng du. #rVi thành công m¶i xói mòn các\u0020hÕ t¯t t± ğµi Nh§p Trú Tân Thiên Long Bát Bµ Ğích thiªu hi®p, chu¦n b¸ Ğích mµt ph¥n L­ Quy. #rsØ døng H§u Khä nh§n ğßşc: #G6#WCá#YThiên Canh Cß¶ng Hoá Tinh Hoa#W, #G2#WCá#YThiên Linh Ğan#W, #G2#WCá#YKim Cß½ng Sa#W. #r#c00FF00#r#c00FF00(Hæu Ki®n Ği¬m Kích có th¬ sØ døng)	10	4	1	3	1	889895	197	1	-1	-1	-1	4	ĞÕo cø hoÕt ğµng	1	0	2005	-1	0
