INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING
264	7Thiên m· ra 10Cá Ðiêu Vån, Tr× Võ H°n Hµ Kiên ám khí cái bao tay mû	4	89	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
265	7Thiên th¤t tình Nhçn	9	89	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
266	7Thiên th¤t tình Nhçn Ðoàn B±n	9	89	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
267	7Thiên ngày xßa cänh trong m½	10	89	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
268	14Thiên m· ra 11Cá Ðiêu Vån, Tr× Hµ Kiên ám khí cái bao tay mû	5	89	20240802	20240928	1	#{JZF_230821_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_230821_15}	#{JZF_230821_16}	2	#{JZF_230821_32}
269	14Thiên Huy­n H°n	11	89	20240802	20240928	0	#{JZF_230821_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_230821_15}	#{JZF_230821_16}	-1	
270	14Thiên ThuÖ Nguy®t S½n Trang	11	89	20240802	20240928	0	#{JZF_230821_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_230821_15}	#{JZF_230821_16}	-1	
271	21Thiên m· ra 13Cá Ðiêu Vån, Tr× cái bao tay mû	6	89	20240809	20240928	1	#{JZF_230821_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_230821_17}	#{JZF_230821_18}	3	#{JZF_230821_33}
272	28Thiên Thú H°n	12	89	20240816	20240928	1	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	4	#{JZF_230821_34}
273	28Thiên Thanh Khâu(ð½n giän, khó khån)	13	89	20240816	20240928	0	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	-1	
274	28Thiên Thú H°n Chi LoÕn	14	89	20240816	20240928	0	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	-1	
275	28Thiên Vân Hi®p Phó Chiªn	19	89	20240816	20240928	0	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	-1	
276	35Thiên m· ra 15Cá Ðiêu Vån(tÕm th¶i có Ðiêu Vån toàn bµ khai höa)	7	89	20240823	20240928	1	#{JZF_230821_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_230821_21}	#{JZF_230821_22}	5	#{JZF_230821_35}
277	42Thiên Linh Võ	15	89	20240830	20240928	1	#{JZF_230821_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_230821_23}	#{JZF_230821_24}	6	#{JZF_230821_36}
278	42Thiên Phöng C¯c T¥m Ng÷c	16	89	20240830	20240928	0	#{JZF_230821_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_230821_23}	#{JZF_230821_24}	-1	
279	42Thiên Thiên Giám Tranh Phong	17	89	20240830	20240928	0	#{JZF_230821_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_230821_23}	#{JZF_230821_24}	-1	
280	49Thiên th¤t tình Nhçn Ðiêu Vån	22	89	20240906	20240928	1	#{JZF_230821_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_230821_52}	#{JZF_230821_53}	7	#{JZF_230821_58}
281	56Thiên thân ph§n h® th¯ng	23	89	20240913	20240928	1	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	8	#{JZF_230821_59}
282	56Thiên Long Änh C± Ðáp	21	89	20240913	20240928	0	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	-1	
283	56Thiên Huy­n Häi Giáng Th¥n	20	89	20240913	20240928	0	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	-1	
284	56Thiên Y Phøc Ðiêu Vån Tinh Hµi	28	89	20240913	20240928	0	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	-1	
285	63Thiên vû khí Ðiêu Vån Tinh Hµi	27	89	20240920	20240928	1	#{JZF_230821_67}	set:TimingPlay04 image:TimingPlay_YRYY1	set:TimingPlay04 image:TimingPlay_YRYY2	set:TimingPlay04 image:TimingPlay_YRYY3	#{JZF_230821_61}	#{JZF_230821_62}	9	#{JZF_230821_65}
286	70Thiên nhçn Ðiêu Vån Tinh Hµi	29	89	20240927	20240928	1	#{JZF_230821_68}	set:TimingPlay04 image:TimingPlay_CSRH1	set:TimingPlay04 image:TimingPlay_CSRH2	set:TimingPlay04 image:TimingPlay_CSRH3	#{JZF_230821_63}	#{JZF_230821_64}	10	#{JZF_230821_66}
287	0Thiên m· ra 9Cá Ðiêu Vån, Tr× vû khí Võ H°n Hµ Kiên ám khí cái bao tay mû	3	95	20240719	20240928	1	#{JZF_230821_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_230821_37}	#{JZF_230821_38}	0	#{JZF_230821_30}
288	0Thiên ð¸a cung	18	95	20240719	20240814	0	T¥n Cung Bí Cänh						-1	
289	7Thiên võ ðÕo	8	95	20240726	20240928	1	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	1	#{JZF_230821_31}
290	7Thiên m· ra 10Cá Ðiêu Vån, Tr× Võ H°n Hµ Kiên ám khí cái bao tay mû	4	95	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
291	7Thiên th¤t tình Nhçn	9	95	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
292	7Thiên th¤t tình Nhçn Ðoàn B±n	9	95	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
293	7Thiên ngày xßa cänh trong m½	10	95	20240726	20240928	0	#{JZF_230821_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_230821_13}	#{JZF_230821_14}	-1	
294	14Thiên m· ra 11Cá Ðiêu Vån, Tr× Hµ Kiên ám khí cái bao tay mû	5	95	20240802	20240928	1	#{JZF_230821_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_230821_15}	#{JZF_230821_16}	2	#{JZF_230821_32}
295	14Thiên Huy­n H°n	11	95	20240802	20240928	0	#{JZF_230821_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_230821_15}	#{JZF_230821_16}	-1	
296	14Thiên ThuÖ Nguy®t S½n Trang	11	95	20240802	20240928	0	#{JZF_230821_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_230821_15}	#{JZF_230821_16}	-1	
297	21Thiên m· ra 13Cá Ðiêu Vån, Tr× cái bao tay mû	6	95	20240809	20240928	1	#{JZF_230821_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_230821_17}	#{JZF_230821_18}	3	#{JZF_230821_33}
298	28Thiên Thú H°n	12	95	20240816	20240928	1	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	4	#{JZF_230821_34}
299	28Thiên Thanh Khâu(ð½n giän, khó khån)	13	95	20240816	20240928	0	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	-1	
300	28Thiên Thú H°n Chi LoÕn	14	95	20240816	20240928	0	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	-1	
301	28Thiên Vân Hi®p Phó Chiªn	19	95	20240816	20240928	0	#{JZF_230821_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_230821_19}	#{JZF_230821_20}	-1	
302	35Thiên m· ra 15Cá Ðiêu Vån(tÕm th¶i có Ðiêu Vån toàn bµ khai höa)	7	95	20240823	20240928	1	#{JZF_230821_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_230821_21}	#{JZF_230821_22}	5	#{JZF_230821_35}
303	42Thiên Linh Võ	15	95	20240830	20240928	1	#{JZF_230821_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_230821_23}	#{JZF_230821_24}	6	#{JZF_230821_36}
304	42Thiên Phöng C¯c T¥m Ng÷c	16	95	20240830	20240928	0	#{JZF_230821_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_230821_23}	#{JZF_230821_24}	-1	
305	42Thiên Thiên Giám Tranh Phong	17	95	20240830	20240928	0	#{JZF_230821_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_230821_23}	#{JZF_230821_24}	-1	
306	49Thiên th¤t tình Nhçn Ðiêu Vån	22	95	20240906	20240928	1	#{JZF_230821_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_230821_52}	#{JZF_230821_53}	7	#{JZF_230821_58}
307	56Thiên thân ph§n h® th¯ng	23	95	20240913	20240928	1	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	8	#{JZF_230821_59}
308	56Thiên Long Änh C± Ðáp	21	95	20240913	20240928	0	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	-1	
309	56Thiên Huy­n Häi Giáng Th¥n	20	95	20240913	20240928	0	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	-1	
310	56Thiên Y Phøc Ðiêu Vån Tinh Hµi	28	95	20240913	20240928	0	#{JZF_230821_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_230821_54}	#{JZF_230821_55}	-1	
311	63Thiên vû khí Ðiêu Vån Tinh Hµi	27	95	20240920	20240928	1	#{JZF_230821_67}	set:TimingPlay04 image:TimingPlay_YRYY1	set:TimingPlay04 image:TimingPlay_YRYY2	set:TimingPlay04 image:TimingPlay_YRYY3	#{JZF_230821_61}	#{JZF_230821_62}	9	#{JZF_230821_65}
312	70Thiên nhçn Ðiêu Vån Tinh Hµi	29	95	20240927	20240928	1	#{JZF_230821_68}	set:TimingPlay04 image:TimingPlay_CSRH1	set:TimingPlay04 image:TimingPlay_CSRH2	set:TimingPlay04 image:TimingPlay_CSRH3	#{JZF_230821_63}	#{JZF_230821_64}	10	#{JZF_230821_66}
313	0Thiên m· ra 9Cá Ðiêu Vån, Tr× vû khí Võ H°n Hµ Kiên ám khí cái bao tay mû	3	88	20240830	20241109	1	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	0	#{JZF_240717_30}
314	0Thiên bang hµi hÕn mÑc cao nh¤t 1giai ðoÕn	24	88	20240830	20241109	0	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	-1	
315	0Thiên ð¸a cung	18	88	20240830	20240925	0	T¥n Cung Bí Cänh						-1	
316	7Thiên võ ðÕo	8	88	20240906	20241109	1	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	1	#{JZF_240717_31}
317	7Thiên m· ra 10Cá Ðiêu Vån, Tr× Võ H°n Hµ Kiên ám khí cái bao tay mû	4	88	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
318	7Thiên th¤t tình Nhçn	9	88	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
319	7Thiên th¤t tình Nhçn Ðoàn B±n	9	88	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
320	7Thiên ngày xßa cänh trong m½	10	88	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
321	7Thiên bang hµi hÕn mÑc cao nh¤t 2giai ðoÕn	25	88	20240906	20241109	0	#{JZF_240717_41}	set:TimingPlay02 image:TimingPlay_QQXR1	set:TimingPlay02 image:TimingPlay_QQXR2	set:TimingPlay02 image:TimingPlay_QQXR3	#{JZF_240717_13}	#{JZF_240717_14}	-1	
322	14Thiên m· ra 11Cá Ðiêu Vån, Tr× Hµ Kiên ám khí cái bao tay mû	5	88	20240913	20241109	1	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	2	#{JZF_240717_32}
323	14Thiên Huy­n H°n	11	88	20240913	20241109	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
324	14Thiên ThuÖ Nguy®t S½n Trang	11	88	20240913	20241109	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
325	14Thiên bang hµi hÕn mÑc cao nh¤t 3giai ðoÕn	26	88	20240913	20241109	0	#{JZF_240717_42}	set:TimingPlay01 image:TimingPlay_SYRM1	set:TimingPlay01 image:TimingPlay_SYRM2	set:TimingPlay01 image:TimingPlay_SYRM3	#{JZF_240717_15}	#{JZF_240717_16}	-1	
326	21Thiên m· ra 13Cá Ðiêu Vån, Tr× cái bao tay mû	6	88	20240920	20241109	1	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	3	#{JZF_240717_33}
327	21Thiên bang hµi hÕn mÑc cao nh¤t 4giai ðoÕn	41	88	20240920	20241109	0	#{JZF_240717_43}	set:TimingPlay01 image:TimingPlay_JJBX1	set:TimingPlay01 image:TimingPlay_JJBX2	set:TimingPlay01 image:TimingPlay_JJBX3	#{JZF_240717_17}	#{JZF_240717_18}	-1	
328	28Thiên Thú H°n	12	88	20240927	20241109	1	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	4	#{JZF_240717_34}
329	28Thiên Thanh Khâu(ð½n giän, khó khån)	13	88	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
330	28Thiên Thú H°n Chi LoÕn	14	88	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
331	28Thiên Vân Hi®p Phó Chiªn	19	88	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
332	28Thiên bang hµi hÕn mÑc cao nh¤t 5giai ðoÕn	42	88	20240927	20241109	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
333	35Thiên m· ra 15Cá Ðiêu Vån(tÕm th¶i có Ðiêu Vån toàn bµ khai höa)	7	88	20241004	20241109	1	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	5	#{JZF_240717_35}
334	35Thiên bang hµi hÕn mÑc cao nh¤t 6giai ðoÕn	43	88	20241004	20241109	0	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	-1	
335	42Thiên Linh Võ	15	88	20241011	20241109	1	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	6	#{JZF_240717_36}
336	42Thiên Phöng C¯c T¥m Ng÷c	16	88	20241011	20241109	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
337	42Thiên Thiên Giám Tranh Phong	17	88	20241011	20241109	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
338	42Thiên bang hµi hÕn mÑc cao nh¤t 7giai ðoÕn	44	88	20241011	20241109	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
339	49Thiên th¤t tình Nhçn Ðiêu Vån	22	88	20241018	20241109	1	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	7	#{JZF_240717_58}
340	49Thiên bang hµi hÕn mÑc cao nh¤t 8giai ðoÕn	45	88	20241018	20241109	0	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	-1	
341	56Thiên thân ph§n h® th¯ng	23	88	20241025	20241109	1	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	8	#{JZF_240717_59}
342	56Thiên Long Änh C± Ðáp	21	88	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
343	56Thiên Huy­n Häi Giáng Th¥n	20	88	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
344	56Thiên Y Phøc Ðiêu Vån Tinh Hµi	28	88	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
345	56Thiên bang hµi hÕn mÑc cao nh¤t 9giai ðoÕn	46	88	20241025	20241109	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
346	63Thiên vû khí Ðiêu Vån Tinh Hµi	27	88	20241101	20241109	1	#{JZF_240717_67}	set:TimingPlay04 image:TimingPlay_YRYY1	set:TimingPlay04 image:TimingPlay_YRYY2	set:TimingPlay04 image:TimingPlay_YRYY3	#{JZF_240717_61}	#{JZF_240717_62}	9	#{JZF_240717_65}
347	70Thiên nhçn Ðiêu Vån Tinh Hµi	29	88	20241108	20241109	1	#{JZF_240717_68}	set:TimingPlay04 image:TimingPlay_CSRH1	set:TimingPlay04 image:TimingPlay_CSRH2	set:TimingPlay04 image:TimingPlay_CSRH3	#{JZF_240717_63}	#{JZF_240717_64}	10	#{JZF_240717_66}
348	0Thiên m· ra 9Cá Ðiêu Vån, Tr× vû khí Võ H°n Hµ Kiên ám khí cái bao tay mû	3	94	20240830	20241109	1	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	0	#{JZF_240717_30}
349	0Thiên bang hµi hÕn mÑc cao nh¤t 1giai ðoÕn	24	94	20240830	20241109	0	#{JZF_240717_40}	set:TimingPlay01 image:TimingPlay_JHCX1	set:TimingPlay01 image:TimingPlay_JHCX2	set:TimingPlay01 image:TimingPlay_JHCX3	#{JZF_240717_37}	#{JZF_240717_38}	-1	
350	0Thiên ð¸a cung	18	94	20240830	20240925	0	T¥n Cung Bí Cänh						-1	
