INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
1179	D’ Tuy™t ThiÍn Gi·m Song Si	10157025	1	54	1	20600034	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	31	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1180	D’ Tuy™t ThiÍn Gi·m To‰ Gi·p	10157026	1	55	1	20600035	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	32	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1181	D’ Tuy™t ThiÍn Gi·m Ng˜c C‚u	10157027	1	55	1	20600036	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	32	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1182	D’ Tuy™t ThiÍn Gi·m C¶m –·i	10157028	1	56	1	20600037	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	33	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1183	D’ Tuy™t ThiÍn Gi·m –o‰n Chu÷	10157029	1	56	1	20600038	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	33	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1184	NgÒ LÙi ThiÍn Gi·m Minh KÌnh	10157030	1	54	1	20600039	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	31	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1185	NgÒ LÙi ThiÍn Gi·m Song Si	10157031	1	54	1	20600040	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	31	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1186	NgÒ LÙi ThiÍn Gi·m To‰ Gi·p	10157032	1	55	1	20600041	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	32	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1187	NgÒ LÙi ThiÍn Gi·m Ng˜c C‚u	10157033	1	55	1	20600042	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	32	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1188	NgÒ LÙi ThiÍn Gi·m C¶m –·i	10157034	1	56	1	20600043	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	33	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1189	NgÒ LÙi ThiÍn Gi·m –o‰n Chu÷	10157035	1	56	1	20600044	1	-1	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	33	5000	888808	-1	Ng„ –i´n Li≠u	7	-1
1190	Ti¨u H∞i –an	30007010	1	60	1	21000004	3	21000044	1	21000049	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1191	Dﬂﬁng khÌ T‰n	30007011	1	60	1	21000004	3	21000044	1	21000049	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1192	KiÆn H‡nh T‰n	30007012	1	60	1	21000004	3	21000044	1	21000049	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1193	ThÙi H‡n –an	30007013	1	60	2	21000004	4	21000044	1	21000049	2	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1194	LuyÆn DiÆm –an	30007014	1	60	2	21000004	4	21000044	1	21000049	2	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1195	Huy´n Minh T‰n	30007015	1	60	2	21000004	4	21000044	1	21000049	2	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1196	–µc SﬂΩng Ho‡n	30007016	1	60	2	21000004	4	21000044	1	21000049	2	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1197	Minh M¯c –an	30007017	1	60	3	21000004	5	21000044	1	21000049	3	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1198	Dßt Th‚n T‰n	30007018	1	60	3	21000004	5	21000044	1	21000049	3	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	0	1	38	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1199	–’i H∞i –an	30007019	1	60	4	21000005	3	21000045	1	21000049	4	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1200	KiÆn T—c –an	30007020	1	60	4	21000005	3	21000045	1	21000049	4	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1201	Thßp to‡n th•n dﬂ˛c	30007021	1	60	4	21000005	3	21000045	1	21000049	4	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1202	Hi¨u ra –an	30007022	1	60	5	21000005	4	21000045	1	21000049	5	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1203	–o’n t‰n m·c	30007023	1	60	5	21000005	4	21000045	1	21000049	5	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1204	Thﬂ˛ng ph¶m ThÙi H‡n –an	30007024	1	60	6	21000005	5	21000045	1	21000049	6	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1205	Thﬂ˛ng ph¶m LuyÆn DiÆm –an	30007025	1	60	6	21000005	5	21000045	1	21000049	6	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1206	Thﬂ˛ng ph¶m Huy´n Minh T‰n	30007026	1	60	6	21000005	5	21000045	1	21000049	6	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1207	Thﬂ˛ng ph¶m –µc SﬂΩng Ho‡n	30007027	1	60	6	21000005	5	21000045	1	21000049	6	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	39	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1208	Ho‡n Xu‚n –an	30007028	1	60	7	21000006	3	21000046	1	21000049	7	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1209	Quy nguyÍn T‰n	30007029	1	60	7	21000006	3	21000046	1	21000049	7	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1210	Long Ün –an	30007030	1	60	7	21000006	3	21000048	1	21000049	7	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1211	Ngﬂng Th•n Ho‡n	30007031	1	60	8	21000006	4	21000046	1	21000049	8	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1212	Th•n H‡nh T‰n	30007032	1	60	8	21000006	4	21000046	1	21000049	8	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1213	Quy™t t‚m –an	30007033	1	60	8	21000006	4	21000046	1	21000049	8	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1214	Ph· Nh’c T‰n	30007034	1	60	8	21000006	4	21000046	1	21000049	8	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	40	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1215	CÒc ph¶m ThÙi H‡n –an	30007035	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1216	CÒc ph¶m LuyÆn DiÆm –an	30007036	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1217	CÒc ph¶m Huy´n Minh T‰n	30007037	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1218	CÒc ph¶m –µc SﬂΩng Ho‡n	30007038	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1219	Ho‡n h∞n Linh Lµ	30007044	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1220	Xu‚n v´ Ho· Huy™t T‰n	30007046	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1221	Linh Tham Ho’t M’ch Ho‡n	30007047	1	60	9	21000007	3	21000047	1	21000049	9	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1222	T¯ Ph·ch Tuy™t LiÍn –an	30007042	1	60	10	21000007	4	21000048	1	21000050	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1223	B·ch th‰o Gi‰i T‚m Lµ	30007043	1	60	10	21000007	4	21000048	1	21000050	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1224	Long TiÍn Ho’t HuyÆt T‰n	30007039	1	60	10	21000007	4	21000048	1	21000050	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1225	C‡n KhÙn vÙ cÒc –an	30007045	1	60	10	21000007	4	21000048	1	21000050	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	41	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1226	L’c H∞ng c·i bao tay	10112101	1	61	2	21000008	25	21000044	6	21000049	3	20308086	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1227	Phong UyÍn c·i bao tay	10112102	1	61	2	21000008	25	21000044	6	21000049	3	20308087	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1228	Tr‰m TiÍu c·i bao tay	10112103	1	61	2	21000008	25	21000044	6	21000049	3	20308088	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1229	Thanh –™ muØn v´ nh‡ c·i bao tay	10112104	1	61	2	21000008	25	21000044	6	21000049	3	20308089	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1230	L’c H∞ng c·i bao tay	10112105	1	61	5	21000009	25	21000045	6	21000049	6	20308086	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1231	Phong UyÍn c·i bao tay	10112106	1	61	5	21000009	25	21000045	6	21000049	6	20308087	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1232	Tr‰m TiÍu c·i bao tay	10112107	1	61	5	21000009	25	21000045	6	21000049	6	20308088	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1233	Thanh –™ muØn v´ nh‡ c·i bao tay	10112108	1	61	5	21000009	25	21000045	6	21000049	6	20308089	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1234	L’c H∞ng c·i bao tay	10112109	1	61	8	21000010	25	21000046	6	21000050	1	20308086	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1235	Phong UyÍn c·i bao tay	10112110	1	61	8	21000010	25	21000046	6	21000050	1	20308087	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1236	Tr‰m TiÍu c·i bao tay	10112111	1	61	8	21000010	25	21000046	6	21000050	1	20308088	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1237	Thanh –™ muØn v´ nh‡ c·i bao tay	10112112	1	61	8	21000010	25	21000046	6	21000050	1	20308089	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1238	L’c H∞ng c·i bao tay	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308086	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	9	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1239	Phong UyÍn c·i bao tay	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308087	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	9	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1240	Tr‰m TiÍu c·i bao tay	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308088	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	9	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1241	Thanh –™ muØn v´ nh‡ c·i bao tay	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308089	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	9	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1242	L’c H∞ng Hµ Uy≠n	10114015	1	61	2	21000008	25	21000044	6	21000049	3	20308136	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1243	Phong UyÍn Hµ Uy≠n	10114016	1	61	2	21000008	25	21000044	6	21000049	3	20308137	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1244	Tr‰m TiÍu Hµ Uy≠n	10114017	1	61	2	21000008	25	21000044	6	21000049	3	20308138	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1245	Thanh –™ muØn v´ nh‡ Hµ Uy≠n	10114018	1	61	2	21000008	25	21000044	6	21000049	3	20308139	1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1246	L’c H∞ng Hµ Uy≠n	10114019	1	61	5	21000009	25	21000045	6	21000049	6	20308136	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1247	Phong UyÍn Hµ Uy≠n	10114020	1	61	5	21000009	25	21000045	6	21000049	6	20308137	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1248	Tr‰m TiÍu Hµ Uy≠n	10114021	1	61	5	21000009	25	21000045	6	21000049	6	20308138	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1249	Thanh –™ muØn v´ nh‡ Hµ Uy≠n	10114022	1	61	5	21000009	25	21000045	6	21000049	6	20308139	1	-1	-1	-1	-1	-1	9	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1250	L’c H∞ng Hµ Uy≠n	10114023	1	61	8	21000010	25	21000046	6	21000050	1	20308136	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1251	Phong UyÍn Hµ Uy≠n	10114024	1	61	8	21000010	25	21000046	6	21000050	1	20308137	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1252	Tr‰m TiÍu Hµ Uy≠n	10114025	1	61	8	21000010	25	21000046	6	21000050	1	20308138	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1253	Thanh –™ muØn v´ nh‡ Hµ Uy≠n	10114026	1	61	8	21000010	25	21000046	6	21000050	1	20308139	1	-1	-1	-1	-1	-1	12	-1	-1	-1	0	1	23	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1254	L’c H∞ng Hµ Uy≠n	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308136	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	23	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1255	Phong UyÍn Hµ Uy≠n	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308137	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	23	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1256	Tr‰m TiÍu Hµ Uy≠n	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308138	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	23	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1257	Thanh –™ muØn v´ nh‡ Hµ Uy≠n	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308139	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	23	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1258	L’c H∞ng Hµ KiÍn	10115015	1	61	1	21000008	25	21000044	6	21000049	3	20308146	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1259	Phong UyÍn Hµ KiÍn	10115016	1	61	1	21000008	25	21000044	6	21000049	3	20308147	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1260	Tr‰m TiÍu Hµ KiÍn	10115017	1	61	1	21000008	25	21000044	6	21000049	3	20308148	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1261	Thanh –™ muØn v´ nh‡ Hµ KiÍn	10115018	1	61	1	21000008	25	21000044	6	21000049	3	20308149	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1262	L’c H∞ng Hµ KiÍn	10115019	1	61	4	21000009	25	21000045	6	21000049	6	20308146	1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1263	Phong UyÍn Hµ KiÍn	10115020	1	61	4	21000009	25	21000045	6	21000049	6	20308147	1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1264	Tr‰m TiÍu Hµ KiÍn	10115021	1	61	4	21000009	25	21000045	6	21000049	6	20308148	1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1265	Thanh –™ muØn v´ nh‡ Hµ KiÍn	10115022	1	61	4	21000009	25	21000045	6	21000049	6	20308149	1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1266	L’c H∞ng Hµ KiÍn	10115023	1	61	7	21000010	25	21000046	6	21000050	1	20308146	1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1267	Phong UyÍn Hµ KiÍn	10115024	1	61	7	21000010	25	21000046	6	21000050	1	20308147	1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1268	Tr‰m TiÍu Hµ KiÍn	10115025	1	61	7	21000010	25	21000046	6	21000050	1	20308148	1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1269	Thanh –™ muØn v´ nh‡ Hµ KiÍn	10115026	1	61	7	21000010	25	21000046	6	21000050	1	20308149	1	-1	-1	-1	-1	-1	11	-1	-1	-1	0	1	24	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1270	L’c H∞ng Hµ KiÍn	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308146	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	24	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1271	Phong UyÍn Hµ KiÍn	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308147	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	24	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1272	Tr‰m TiÍu Hµ KiÍn	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308148	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	24	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1273	Thanh –™ muØn v´ nh‡ Hµ KiÍn	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308149	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	24	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1274	L’c H∞ng ai lﬂng	10121017	1	61	3	21000008	25	21000044	6	21000049	3	20308156	1	-1	-1	-1	-1	-1	7	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1275	Phong UyÍn ai lﬂng	10121018	1	61	3	21000008	25	21000044	6	21000049	3	20308157	1	-1	-1	-1	-1	-1	7	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1276	Tr‰m TiÍu ai lﬂng	10121019	1	61	3	21000008	25	21000044	6	21000049	3	20308158	1	-1	-1	-1	-1	-1	7	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1277	Thanh –™ muØn v´ nh‡ ai lﬂng	10121020	1	61	3	21000008	25	21000044	6	21000049	3	20308159	1	-1	-1	-1	-1	-1	7	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1278	L’c H∞ng ai lﬂng	10121021	1	61	6	21000009	25	21000045	6	21000049	6	20308156	1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1279	Phong UyÍn ai lﬂng	10121022	1	61	6	21000009	25	21000045	6	21000049	6	20308157	1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1280	Tr‰m TiÍu ai lﬂng	10121023	1	61	6	21000009	25	21000045	6	21000049	6	20308158	1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1281	Thanh –™ muØn v´ nh‡ ai lﬂng	10121024	1	61	6	21000009	25	21000045	6	21000049	6	20308159	1	-1	-1	-1	-1	-1	10	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1282	L’c H∞ng ai lﬂng	10121025	1	61	9	21000010	25	21000046	6	21000050	1	20308156	1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1283	Phong UyÍn ai lﬂng	10121026	1	61	9	21000010	25	21000046	6	21000050	1	20308157	1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1284	Tr‰m TiÍu ai lﬂng	10121027	1	61	9	21000010	25	21000046	6	21000050	1	20308158	1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1285	Thanh –™ muØn v´ nh‡ ai lﬂng	10121028	1	61	9	21000010	25	21000046	6	21000050	1	20308159	1	-1	-1	-1	-1	-1	13	-1	-1	-1	0	1	25	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
1286	L’c H∞ng ai lﬂng	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308156	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	25	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1287	Phong UyÍn ai lﬂng	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308157	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	25	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1288	Tr‰m TiÍu ai lﬂng	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308158	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	25	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1289	Thanh –™ muØn v´ nh‡ ai lﬂng	-1	-1	61	10	21000011	25	21000047	6	21000050	2	20308159	1	-1	-1	-1	-1	-1	15	-1	-1	-1	0	1	25	3000	505020	-1	Ng„ –i´n Li≠u	7	-1
1290	L’c H∞ng nhÁn	-1	-1	61	1	21000008	25	21000044	6	21000049	3	20308116	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	12	3000	505020	-1	Ng„ –i´n Li≠u	7	6
1291	Phong UyÍn nhÁn	-1	-1	61	1	21000008	25	21000044	6	21000049	3	20308117	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	12	3000	505020	-1	Ng„ –i´n Li≠u	7	6
1292	Tr‰m TiÍu nhÁn	-1	-1	61	1	21000008	25	21000044	6	21000049	3	20308118	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	12	3000	505020	-1	Ng„ –i´n Li≠u	7	6
1293	Thanh –™ muØn v´ nh‡ nhÁn	-1	-1	61	1	21000008	25	21000044	6	21000049	3	20308119	1	-1	-1	-1	-1	-1	5	-1	-1	-1	0	1	12	3000	505020	-1	Ng„ –i´n Li≠u	7	6
1294	L’c H∞ng nhÁn	-1	-1	61	4	21000009	25	21000045	6	21000049	6	20308116	1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	12	3000	505020	-1	Ng„ –i´n Li≠u	7	7
1295	Phong UyÍn nhÁn	-1	-1	61	4	21000009	25	21000045	6	21000049	6	20308117	1	-1	-1	-1	-1	-1	8	-1	-1	-1	0	1	12	3000	505020	-1	Ng„ –i´n Li≠u	7	7
