INT	INT	INT	INT	STRING	INT	STRING	STRING
101434	3	1578	-1	Biªn äo h²n ðµn nguyên th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, tß ch¤t#Gvang dµi c± kim#Y, l?n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101440	3	1289	-1	Biªn äo h²n ðµn Siêu Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101441	3	1389	-1	Biªn äo h²n ðµn Siêu linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gvang dµi c± kim#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101442	3	1489	-1	Biªn äo h²n ðµn Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gvang dµi c± kim#Y, t¿ ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101443	3	1589	-1	Biªn äo h²n ðµn Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n#Gvang dµi c± kim#Y, t¿ ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101444	3	1689	-1	Biªn äo h²n ðµn Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính, l¾n d¥n, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101500	3	1055	-1	Biªn äo Càn Khôn Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101501	3	1155	-1	Biªn äo Càn Khôn linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101502	3	1255	-1	Biªn äo Càn Khôn Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101503	3	1355	-1	Biªn äo Càn Khôn Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101504	3	1455	-1	Biªn äo Càn Khôn th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101510	3	1166	-1	Biªn äo Càn Khôn Ð¸a Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101511	3	1266	-1	Biªn äo Càn Khôn ð¸a linh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101512	3	1366	-1	Biªn äo Càn Khôn Ð¸a Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101513	3	1466	-1	Biªn äo Càn Khôn Ð¸a Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gh½n ngß¶i#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101514	3	1566	-1	Biªn äo Càn Khôn Ð¸a th¥n thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#Gvang dµi c± kim#Y, l¾n d¥n#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101520	3	1277	-1	Biªn äo Càn Khôn Thiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101521	3	1377	-1	Biªn äo Càn Khôn Thiên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101522	3	1477	-1	Biªn äo Càn Khôn Thiên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101523	3	1577	-1	Biªn äo Càn Khôn thiên tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gsiêu phàm thoát tøc#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101524	3	1677	-1	Biªn äo Càn Khôn Thiên Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#Gvang dµi c± kim#Y, l¾n d¥n#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101530	3	1388	-1	Biªn äo Càn Khôn Nguyên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101531	3	1488	-1	Biªn äo Càn Khôn Nguyên linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#GThiên HÕ Vô Song#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101532	3	1588	-1	Biªn äo Càn Khôn Nguyên Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#GThiên HÕ Vô Song#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101533	3	1688	-1	Biªn äo Càn Khôn Nguyên Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101534	3	1788	-1	Biªn äo Càn Khôn nguyên th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, t¿ ch¤t#Gvang dµi c± kim#Y, l¾n d¥n#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101540	3	1499	-1	Biªn äo Càn Khôn Siêu Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101541	3	1599	-1	Biªn äo Càn Khôn Siêu linh thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#Gh½n ngß¶i#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101542	3	1699	-1	Biªn äo Càn Khôn Siêu Thánh Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#Gsiêu phàm thoát tøc#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101543	3	1799	-1	Biªn äo Càn Khôn Siêu Tiên Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n#Gvang dµi c± kim#Y, tß ch¤t#GThiên HÕ Vô Song#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
101544	3	1899	-1	Biªn äo Càn Khôn Siêu Th¥n Thú	-1	#e96491f#gFF0FA0	#YbIªn äo H§u, #Yngµ tính#Gngh¸ch chuy¬n Càn Khôn#Y, l?n d¥n, tß ch¤t#Gvang dµi c± kim#YÐích Trân Thú m¾i có th¬ nh§n ðßþc ThØ danh hi®u.
