INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10110041	1	1	10	41	1	398	1	-1	-1	Chu Tß¾c Quán	86	Mão quán màu h°ng, ðßþc bäo v® b·i Chu Tß¾c · phía Nam, vÕn v§t b¤t xâm, pháp lñc vô biên.	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	Mão	2100	2000	0
10110042	1	1	10	42	1	398	1	-1	-1	Huy«n Vû Quán	86	Mão quán màu ðen, ðßþc bäo v® b·i Huy«n Vû · phía B¡c, vÕn v§t b¤t xâm, pháp lñc vô biên.	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	Mão	2101	2000	0
10110043	1	1	10	43	1	398	1	-1	-1	BÕch H± Quán	86	Mão quán màu tr¡ng, ðßþc bäo v® b·i BÕch H± phía Tây, vÕn v§t b¤t xâm, pháp lñc vô biên.	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	Mão	2102	2000	0
10110044	1	1	10	44	1	398	1	-1	-1	Thanh Long Quán	86	Mão quán màu xanh, ðßþc bäo v® b·i Thanh Long · phía Ðông, vÕn v§t b¤t xâm, pháp lñc vô biên.	2590	2590	220	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Hat4_1	Mão	2103	2000	0
10110045	1	1	10	45	1	439	1	-1	-1	Thánh Linh Cân	91	Làm t× ðá ngû s¡c mà Næ Oa dùng ð¬ vá tr¶i, h¤p thø tinh hoa m£t trång m£t tr¶i, ngu°n lñc linh thiêng vô biên.	3160	3160	226	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	85	-1	-1	-1	Hat4_6	Mão	2104	2000	0
10110046	1	1	10	46	1	439	1	-1	-1	U Minh Quán	91	Ðªn t× âm phü, ðßþc luy®n b·i lØa âm phü mà thành, oán khí ð§m ð£c, ma lñc mÕnh m¨.	3160	3160	226	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	85	-1	-1	-1	Hat4_6	Mão	2105	2000	0
10110047	1	1	10	47	1	439	1	-1	-1	Lân Mân Mão	91	V§t ph¦m ðßþc Ph§t gia quý tr÷ng nh¤t, có th¬ cäm Ñng lçn nhau v¾i ngß¶i sØ døng.	3160	3160	226	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	85	-1	-1	-1	Hat4_6	Mão	2106	2000	0
10110048	1	1	10	48	1	439	1	-1	-1	Nghê Vân Vû Quán	96	Nghe nói CØu Thiên Huy«n Næ sØ døng khi múa c¥u phúc, là cñc ph¦m có th¬ g£p nhßng không th¬ c¥u.	3560	3560	232	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Hat4_6	Mão	2107	2000	0
10110049	1	1	10	49	1	439	1	-1	-1	CØu Bäo Thiên Cân	96	Trên ðó có CØu Bäo Hoa Vån, ch¸u sñ ngßng luy®n cüa thiên ð¸a tinh hoa, sÑc mÕnh d¸ thß¶ng.	3560	3560	232	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Hat4_6	Mão	2108	2000	0
10110050	1	1	10	50	1	439	1	-1	-1	Qui Nguyên Th¥n Quán	96	C± v§t thßþng c±, ðßþc sinh ra t× khi tr¶i ð¤t còn h²n ðµn, có tác døng ngßng th¥n quy nguyên, kh·i tØ h°i sinh.	3560	3560	232	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Hat4_6	Mão	2109	2000	0
10110100	1	1	10	100	1	108	1	-1	-1	Phá Ð¥u Cân	1	Tân thü Phòng Cø, không có gì giá tr¸. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	Hat1_2	Mão	16	2000	0
10111000	1	1	11	0	4	35	1	-1	-1	Tri«n Cß¾c	1	Lúc ban ð¥u C¤p Phòng Cø, tùy ý có th¬ th¤y ðßþc, bình thß¶ng ðªn cñc ði¬m. (Hæu Ki®n Ði¬m Kích có th¬ trang b¸)	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	-1	-1	Shoes1_4	Hài	7	2000	0
10111001	1	1	11	1	4	35	1	-1	-1	Thô B¯ Hài	4	Väi thô T¯ Ðích gi¥y, thích hþp m¾i vào giang h° Giä sØ døng.	50	50	117	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_4	Hài	2110	2000	0
10111002	1	1	11	2	4	273	1	-1	-1	Ma B¯ Hài	4	Hài ðßþc làm t× väi ðay, thích hþp sØ døng cho ngß¶i m¾i gia nh§p giang h°.	50	50	117	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_4	Hài	2111	2000	0
10111003	1	1	11	3	4	273	1	-1	-1	Miên B¯ Hài	4	Miên B¯ T¯ Ðích gi¥y, thích hþp m¾i vào giang h° Giä sØ døng.	50	50	117	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_4	Hài	2112	2000	0
10111004	1	1	11	4	4	38	1	-1	-1	Sa Nhung Hài	14	Hài ðßþc làm t× väi nhung, tinh xäo vô cùng, hoa mÛ d­ ch¸u.	115	115	130	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_9	Hài	2113	2000	0
10111005	1	1	11	5	4	38	1	-1	-1	Quyên Ty Hài	14	Hài làm b¢ng t½, tinh xäo vô cùng, hoa mÛ ð­ ch¸u.	115	115	130	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_9	Hài	2114	2000	0
10111006	1	1	11	6	4	282	1	-1	-1	C¦m BÕch Hài	24	Hài ðßþc làm b¢ng g¤m, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	Hài	2115	2000	0
10111007	1	1	11	7	4	291	1	-1	-1	Ty Tr×u Hài	24	Hài ðßþc làm b¢ng løa, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	Hài	2116	2000	0
10111008	1	1	11	8	4	282	1	-1	-1	Lång La Hài	24	Hài làm b¢ng Lång la, mÛ luân mÛ hoán, thoäi mái phóng khoáng.	195	195	142	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	33	-1	-1	-1	Shoes1_13	Hài	2117	2000	0
10111009	1	1	11	9	4	160	1	-1	-1	Lang Nha Hài	34	Hài nÕm rång chó sói, s½ lµ phong mang, kiên c¯ hæu lñc.	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	Hài	2118	2000	0
10111010	1	1	11	10	4	179	1	-1	-1	Lang Träo Hài	34	Hài nÕm móng vu¯t chó sói, s½ lµ phong mãng, kiên c¯ hæu lñc.	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	Hài	2119	2000	0
10111011	1	1	11	11	4	160	1	-1	-1	Lang Bì Hài	34	Hài làm b¢ng da sói, s½ lµ phong mãng, ch¡c ch¡n vô cùng.	365	365	155	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Shoes2_2	Hài	2120	2000	0
10111012	1	1	11	12	4	287	1	-1	-1	H± Nha Hài	44	Hài nÕm rång h±, phong mang t¤t lµ, bá khí th§p túc.	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	Hài	2121	2000	0
10111013	1	1	11	13	4	287	1	-1	-1	H± Träo Hài	44	Hài nÕm móng vu¯t h±, phong mang t¤t lµ, bá khí th§p túc.	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	Hài	2122	2000	0
10111014	1	1	11	14	4	287	1	-1	-1	H± Bì Hài	44	Hài làm b¢ng da h±, s½ lµ phong mãng, ng§p tràn bá khí.	610	610	167	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	57	-1	-1	-1	Shoes2_5	Hài	2123	2000	0
10111015	1	1	11	15	4	280	1	-1	-1	Giao Long Hài	54	Làm t× da thu°ng lu°ng và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_13	Hài	2124	2000	0
10111016	1	1	11	16	4	280	1	-1	-1	Ô T¢m Hài	54	Làm t× t½ t¢m ðen và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_13	Hài	2125	2000	0
10111017	1	1	11	17	4	44	1	-1	-1	Mãng Xà Hài	54	Hþp thành da cüa mãng xà và sþi Ngân ty, cäm giác m«m mÕi, có sÑc phòng ngñ r¤t mÕnh.	950	950	180	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	69	-1	-1	-1	Shoes2_14	Hài	2126	2000	0
10111018	1	1	11	18	4	277	1	-1	-1	Thiên Khu Hài	64	Trên hài có v¨ Thiên Khu Tinh Ð°, huy«n di®u vô cùng.	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2127	2000	0
10111019	1	1	11	19	4	277	1	-1	-1	Thiên C½ Hài	64	Trên Hài có v¨ Thiên c½ Tinh Ð°, huy«n di®u vô cùng.	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2128	2000	0
10111020	1	1	11	20	4	277	1	-1	-1	Thiên Toàn Hài	64	Thân hài có v¨ Thiên Toàn Tinh Ð°, huy«n di®u vô cùng.	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2129	2000	0
10111021	1	1	11	21	4	296	1	-1	-1	Thiên Quy«n Hài	64	Thân hài có v¨ Thiên Quy«n Tinh Ð°, huy«n di®u vô cùng.	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2130	2000	0
10111022	1	1	11	22	4	296	1	-1	-1	Dao Quang Hài	64	Thân hài có v¨ Dao Quang Tinh Ð°, huy«n di®u vô cùng.	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2131	2000	0
10111023	1	1	11	23	4	296	1	-1	-1	Khai Dß½ng Hài	64	Thân hài có v¨ Khai Dß½ng Tinh Ð°, huy«n di®u vô cùng.	1325	1325	192	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	81	-1	-1	-1	Shoes3_6	Hài	2132	2000	0
10111024	1	1	11	24	4	176	1	-1	-1	Tham Lang Hài	72	Dành riêng cho Tham Lang tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_13	Hài	2133	2000	0
10111025	1	1	11	25	4	176	1	-1	-1	Cñ Môn Hài	72	Dành riêng cho Th¥n Môn tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_13	Hài	2134	2000	0
10111026	1	1	11	26	4	162	1	-1	-1	Lµc T°n Hài	72	Tß½ng truy«n ðßþc chª tÕo b·i Lµc T°n Tinh Quân, tiên khí vây quanh, ánh sáng chói m¡t.	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_11	Hài	2135	2000	0
10111027	1	1	11	27	4	162	1	-1	-1	Vån Khúc Hài	72	Tß½ng truy«n ðßþc chª tÕo b·i Vån KhúcTinh Quân, tiên khí vây quanh, ánh sáng chói m¡t.	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes3_11	Hài	2136	2000	0
10111028	1	1	11	28	4	34	1	-1	-1	Phá Quân Hài	72	Tß½ng truy«n ðßþc chª tÕo b·i Phá Quân Tinh Quân, tiên khí vây quanh, ánh sáng chói m¡t.	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes1_7	Hài	2137	2000	0
10111029	1	1	11	29	4	34	1	-1	-1	Vû Khúc Hài	72	Tß½ng truy«n ðßþc chª tÕo b·i Vû Khúc Tinh Quân, tiên khí v§y quanh, ánh sáng chói m¡t.	1685	1685	202	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	91	-1	-1	-1	Shoes1_7	Hài	2138	2000	0
