INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018717	436	11	0	0	0	0	160	134	H°i Báo Thiên Sß	#{YD_20080421_102}	#{YD_20080421_103}	0		#{YD_20080421_104}	1	Lß½ng Sß Thành	0	Châu Thiên Sß	0	Châu Thiên Sß	0		42	435	-1	-1	0	1164	4657	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018718	438	11	0	0	0	0	254	145	Sinh Tài Chi ÐÕo	#{YD_20080421_106}	#{YD_20080421_107}	0		#{YD_20080421_108}	0	Châu Thiên Sß	0	Nhuª Phúc Tß¶ng	0	Nhuª Phúc Tß¶ng	0		45	-1	-1	-1	0	644	2579	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039801	4	-1	-1
1018719	470	11	0	0	0	0	243	215	CÑu Tô Châu	#{YD_20080421_112}	#{YD_20080421_113}	0		#{YD_20080421_114}	0	Nhuª Phúc Tß¶ng	1	Hô Diên Báo	1	Hô Diên Báo	0		45	439	-1	-1	0	1463	5854	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018720	472	12	0	0	0	0	228	175	LÕc Dß½ng Tào v§n sÑ	#{YD_20080421_117}	#{YD_20080421_118}	1	#{YD_20080421_119}	#{YD_20080421_120}	1	Hô Diên Báo	0	?ÔÃ÷³Ï	0	?ÔÃ÷³Ï	0		45	471	-1	-1	0	1488	5953	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018721	4	-1	-1
1018721	473	11	0	0	0	0	54	192	ÐÕi Lý Tào V§n SÑ	#{YD_20080421_121}	#{YD_20080421_122}	1	#{YD_20080421_123}	#{YD_20080421_124}	0	?ÔÃ÷³Ï	2	ÍõÈôÓí	2	ÍõÈôÓí	0		45	472	-1	-1	0	1984	7938	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018722	4	-1	-1
1018722	474	13	0	0	0	0	234	78	Tô Châu Tào v§n sÑ	#{YD_20080421_125}	#{YD_20080421_126}	1	#{YD_20080421_127}	#{YD_20080421_128}	2	ÍõÈôÓí	1	Løc Sî Tranh	1	Løc Sî Tranh	0		45	473	-1	-1	0	1736	6945	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018723	4	-1	-1
1018723	475	12	0	0	0	0	160	134	H°i Phøc Sß M®nh	#{YD_20080421_129}	#{YD_20080421_130}	0		#{YD_20080421_131}	1	Løc Sî Tranh	0	Châu Thiên Sß	0	Châu Thiên Sß	0		45	474	-1	-1	0	917	3671	-1	0		0		0	0		40004450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	0
1018724	477	11	0	0	0	0	62	88	Thí luy®n Yªn Vß½ng C± Mµ	#{YD_20080421_133}	#{YD_20080421_134}	1	#{YD_20080421_135}	#{YD_20080421_136}	0	Châu Thiên Sß	159	Yªn Bi®t Thu	159	Yªn Bi®t Thu	0		48	-1	-1	-1	0	3159	12636	-1	0		0		0	0		30505214	1	30505216	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009301	4	-1	-1
1018726	481	11	0	0	0	0	155	108	Phong Thi«n Ðài	#{YD_20080421_144}	#{YD_20080421_145}	1	#{YD_20080421_146}	#{YD_20080421_147}	0	Châu Thiên Sß	0	HÕ H¥u Nhân	0	HÕ H¥u Nhân	0		50	-1	-1	-1	0	194	777	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018729	482	20	0	0	0	0	200	67	Vi®n Trþ Tung S½n	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	9	Tu® Phß½ng	3	Sài Tiªn	3	Sài Tiªn	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018730	483	20	0	0	0	0	163	262	Vi®n Trþ Tây H°	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	9	Tu® Phß½ng	30	Tô Phi	30	Tô Phi	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018731	484	20	0	0	0	0	206	49	Vi®n Trþ Nhî Häi	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	9	Tu® Phß½ng	24	Ðao Nghiêu	24	Ðao Nghiêu	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018732	485	20	0	0	0	0	242	74	Vi®n Trþ NhÕn Nam	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	9	Tu® Phß½ng	18	Châu Vô Uý	18	Châu Vô Uý	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018733	486	20	0	0	0	0	150	122	Vi®n Trþ Long Tuy«n	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	9	Tu® Phß½ng	31	Ông Quý Chi	31	Ông Quý Chi	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018734	487	20	0	0	0	0	203	108	Vi®n Trþ Thß½ng S½n	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	9	Tu® Phß½ng	25	Tát Tang	25	Tát Tang	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018735	488	20	0	0	0	0	233	192	Vi®n Trþ NhÕn B¡c	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	9	Tu® Phß½ng	19	Khúc Ðoan	19	Khúc Ðoan	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018736	489	20	0	0	0	0	194	51	Vi®n Trþ Võ Di	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	9	Tu® Phß½ng	32	Khúc Dß½ng	32	Khúc Dß½ng	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018737	722	20	0	0	0	0	45	44	Vi®n Trþ ThÕch Lâm	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	9	Tu® Phß½ng	26	T¥n H°ng Miên	26	T¥n H°ng Miên	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018738	723	20	0	0	0	0	164	159	Vi®n Trþ Thäo Nguyên	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	9	Tu® Phß½ng	20	Tiêu Tß¶ng	20	Tiêu Tß¶ng	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018739	812	21	0	0	0	0	200	67	Vi®n Trþ Tung S½n	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	10	H°ng Thông	3	Sài Tiªn	3	Sài Tiªn	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018740	813	21	0	0	0	0	163	262	Vi®n Trþ Tây H°	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	10	H°ng Thông	30	Tô Phi	30	Tô Phi	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018741	814	21	0	0	0	0	206	49	Vi®n Trþ Nhî Häi	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	10	H°ng Thông	24	Ðao Nghiêu	24	Ðao Nghiêu	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018742	815	21	0	0	0	0	242	74	Vi®n Trþ NhÕn Nam	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	10	H°ng Thông	18	Châu Vô Uý	18	Châu Vô Uý	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018743	816	21	0	0	0	0	150	122	Vi®n Trþ Long Tuy«n	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	10	H°ng Thông	31	Ông Quý Chi	31	Ông Quý Chi	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018744	817	21	0	0	0	0	203	108	Vi®n Trþ Thß½ng S½n	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	10	H°ng Thông	25	Tát Tang	25	Tát Tang	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018745	818	21	0	0	0	0	233	192	Vi®n Trþ NhÕn B¡c	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	10	H°ng Thông	19	Khúc Ðoan	19	Khúc Ðoan	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018746	819	21	0	0	0	0	194	51	Vi®n Trþ Võ Di	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	10	H°ng Thông	32	Khúc Dß½ng	32	Khúc Dß½ng	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018747	820	21	0	0	0	0	45	44	Vi®n Trþ ThÕch Lâm	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	10	H°ng Thông	26	T¥n H°ng Miên	26	T¥n H°ng Miên	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018748	821	21	0	0	0	0	164	159	Vi®n Trþ Thäo Nguyên	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	10	H°ng Thông	20	Tiêu Tß¶ng	20	Tiêu Tß¶ng	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018749	822	22	0	0	0	0	200	67	Vi®n Trþ Tung S½n	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	11	Lâm Nham	3	Sài Tiªn	3	Sài Tiªn	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018750	823	22	0	0	0	0	163	262	Vi®n Trþ Tây H°	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	11	Lâm Nham	30	Tô Phi	30	Tô Phi	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018751	824	22	0	0	0	0	206	49	Vi®n Trþ Nhî Häi	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	11	Lâm Nham	24	Ðao Nghiêu	24	Ðao Nghiêu	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018752	825	22	0	0	0	0	242	74	Vi®n Trþ NhÕn Nam	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	11	Lâm Nham	18	Châu Vô Uý	18	Châu Vô Uý	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018753	826	22	0	0	0	0	150	122	Vi®n Trþ Long Tuy«n	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	11	Lâm Nham	31	Ông Quý Chi	31	Ông Quý Chi	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018754	827	22	0	0	0	0	203	108	Vi®n Trþ Thß½ng S½n	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	11	Lâm Nham	25	Tát Tang	25	Tát Tang	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018755	828	22	0	0	0	0	233	192	Vi®n Trþ NhÕn B¡c	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	11	Lâm Nham	19	Khúc Ðoan	19	Khúc Ðoan	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018756	829	22	0	0	0	0	194	51	Vi®n Trþ Võ Di	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	11	Lâm Nham	32	Khúc Dß½ng	32	Khúc Dß½ng	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018757	830	22	0	0	0	0	45	44	Vi®n Trþ ThÕch Lâm	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	11	Lâm Nham	26	T¥n H°ng Miên	26	T¥n H°ng Miên	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018758	831	22	0	0	0	0	164	159	Vi®n Trþ Thäo Nguyên	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	11	Lâm Nham	20	Tiêu Tß¶ng	20	Tiêu Tß¶ng	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018759	832	23	0	0	0	0	200	67	Vi®n Trþ Tung S½n	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	3	Sài Tiªn	3	Sài Tiªn	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018760	833	23	0	0	0	0	163	262	Vi®n Trþ Tây H°	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	30	Tô Phi	30	Tô Phi	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018761	834	23	0	0	0	0	206	49	Vi®n Trþ Nhî Häi	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	24	Ðao Nghiêu	24	Ðao Nghiêu	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018762	835	23	0	0	0	0	242	74	Vi®n Trþ NhÕn Nam	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	18	Châu Vô Uý	18	Châu Vô Uý	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018763	836	23	0	0	0	0	150	122	Vi®n Trþ Long Tuy«n	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	31	Ông Quý Chi	31	Ông Quý Chi	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018764	837	23	0	0	0	0	203	108	Vi®n Trþ Thß½ng S½n	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	25	Tát Tang	25	Tát Tang	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018765	838	23	0	0	0	0	233	192	Vi®n Trþ NhÕn B¡c	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	19	Khúc Ðoan	19	Khúc Ðoan	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018766	839	23	0	0	0	0	194	51	Vi®n Trþ Võ Di	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	32	Khúc Dß½ng	32	Khúc Dß½ng	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018767	840	23	0	0	0	0	45	44	Vi®n Trþ ThÕch Lâm	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	26	T¥n H°ng Miên	26	T¥n H°ng Miên	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018768	841	23	0	0	0	0	164	159	Vi®n Trþ Thäo Nguyên	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	12	Trß½ng Trung Hành	20	Tiêu Tß¶ng	20	Tiêu Tß¶ng	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018769	842	24	0	0	0	0	200	67	Vi®n Trþ Tung S½n	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	13	Bän Phàm	3	Sài Tiªn	3	Sài Tiªn	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018770	843	24	0	0	0	0	163	262	Vi®n Trþ Tây H°	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	13	Bän Phàm	30	Tô Phi	30	Tô Phi	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018771	844	24	0	0	0	0	206	49	Vi®n Trþ Nhî Häi	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	13	Bän Phàm	24	Ðao Nghiêu	24	Ðao Nghiêu	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018772	845	24	0	0	0	0	242	74	Vi®n Trþ NhÕn Nam	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	13	Bän Phàm	18	Châu Vô Uý	18	Châu Vô Uý	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018773	846	24	0	0	0	0	150	122	Vi®n Trþ Long Tuy«n	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	13	Bän Phàm	31	Ông Quý Chi	31	Ông Quý Chi	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018774	847	24	0	0	0	0	203	108	Vi®n Trþ Thß½ng S½n	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	13	Bän Phàm	25	Tát Tang	25	Tát Tang	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018775	848	24	0	0	0	0	233	192	Vi®n Trþ NhÕn B¡c	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	13	Bän Phàm	19	Khúc Ðoan	19	Khúc Ðoan	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
1018776	849	24	0	0	0	0	194	51	Vi®n Trþ Võ Di	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	13	Bän Phàm	32	Khúc Dß½ng	32	Khúc Dß½ng	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1
