INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
54362	神秘女子	1	60	243	0	10	3	-1	8	20	1	0.1	1	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	8956	1	1	-1	100	100	set:CommonNPCHeader52 image:CommonNPCHeader52_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54363	包裹	1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	8519	1	-1	-1	100	100	set:CommonNPCHeader59 image:CommonNPCHeader59_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54364	鱼篓	1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9102	1	-1	-1	100	100	set:CommonNPCHeader59 image:CommonNPCHeader59_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54365	士兵	1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9565	1	-1	-1	100	100	set:CommonNPCHeader59 image:CommonNPCHeader59_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54366		1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9573	1	-1	-1	100	100	set:CommonNPCHeader59 image:CommonNPCHeader59_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54367		1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9574	1	-1	-1	100	100	set:CommonNPCHeader59 image:CommonNPCHeader59_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54368		1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9575	1	-1	-1	100	100	set:CommonNPCHeader59 image:CommonNPCHeader59_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	4	-1
54369	沙滩椅	1	30	243	0	10	34	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9583	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54370	沙坑	1	30	243	0	10	34	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9584	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54371	夏听澜	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9586	1	1	2	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_7	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	2	0	0	0	-1
54372	云暖暖	1	30	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9600	1	1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54373	鱼丸	1	30	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9601	1	1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54374	流浪小猫 	1	30	243	0	10	3	-1	8	20	1	0.1	1	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9607	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_22	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	3	1	0	0	4	-1
54375	权位劫	1	30	243	0	10	3	-1	8	20	1	0.1	1	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9606	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	7	1	0	0	4	-1
54376	美色劫	1	30	243	0	10	3	-1	8	20	1	0.1	1	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9604	1	1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	7	1	0	0	4	-1
54377	聂小倩	1	30	243	0	10	3	-1	8	20	1	0.1	1	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9605	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	7	1	0	0	4	-1
54378		1	30	243	0	10	3	-1	8	20	1	0.1	0	0	3481	1308	3481	1308	25320	3165	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9669	1	-1	-1	100	100	set:CommonNPCHeader67 image:CommonNPCHeader67_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	7	1	0	0	4	-1
54381	沙坑	1	30	243	0	10	34	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9587	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54382	宁采臣	1	30	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9623	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54383	秋千	1	30	243	0	10	34	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9633	1	0	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	4	-1
54384	书箱	1	30	243	0	10	34	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9624	1	0	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	4	-1
54385	故人倩影	1	30	0	0	10	3	-1	8	20	1	0.1	1	0	2575	1151	2575	1151	19323	2787	0	0	1786	170	8	8	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9635	1	-1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54386	怨女	1	30	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9634	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54387	金刚经石碑	1	30	0	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	2028	193	9	9	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9622	1	-1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	4	-1
54388	人鱼公主	1	30	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9585	1	-1	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54389	沙堆	1	30	201	0	10	3	-1	8	20	1	0.1	0	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9584	0	0	-1	100	100	set:CommonNPCHeader68 image:CommonNPCHeader68_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54390	血槐姥姥	0	60	0	0	10	0	-1	9	40	3	0.99	-1	1	37480	20275	37480	20275	815000000	5511	0	0	137440	1550	111	3550	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9628	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0	-1
54391	腐秽罗刹	0	60	0	0	10	3	-1	9	20	1	0.1	-1	0	30480	20275	30480	20275	815000000	3079	0	0	137440	550	111	3550	3500	800	0	0	10	0	0	10	0	0	10	0	0	10	0	-1	-1	9632	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	7	2	0	0	0	-1
54392	腐秽罗刹	0	60	0	0	10	0	-1	9	20	1	0.1	-1	0	30480	20275	30480	20275	815000000	3079	0	0	137440	550	111	3550	3500	800	0	0	10	0	0	10	0	0	10	0	0	10	0	-1	-1	9632	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	5	0	0	0	-1
54393	嗜血病傀	0	60	0	0	10	0	-1	9	20	1	0.1	-1	0	11305	3358	11305	3358	75000	3079	0	0	26760	254	27	9	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9609	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_7	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	5	0	0	0	-1
54394	食人花	1	119	0	0	10	48	-1	8	20	1	0.1	0	0	3633	6998	182	6998	100050	645	0	0	6288	44	17	10	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9616	0	0	-1	100	100	set:FightNPCHeader14 image:FightNPCHeader14_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	10	0	0	2	2	0	0	4	-1
54395	技能2空NPC	1	119	0	0	10	48	-1	8	20	1	0.1	0	0	4598	2160	4598	2160	30101	5226	0	0	3575	154	104	136	2500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	4040	0	0	-1	100	0	set:CommonNPCHeader31 image:CommonNPCHeader31_22	1200	2400	-1	-1	-1	-1	-1	-1	-1	0	27	10	0	0	2	2	0	0	4	-1
54396	藤蔓	1	119	0	0	10	48	-1	8	20	1	0.1	0	0	2810	1257	2810	1257	104364	3042	0	0	1950	185	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9636	0	0	-1	100	100	set:CommonNPCHeader31 image:CommonNPCHeader31_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	1	0	3	1	0	0	4	-1
54397	血槐姥姥	0	60	0	0	10	3	-1	9	40	3	0.99	0	1	37480	20275	37480	20275	815000000	5511	0	0	137440	1550	111	3550	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9628	1	1	-1	100	100	set:CommonNPCHeader69 image:CommonNPCHeader69_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	7	2	0	0	0	-1
54398	沙堆	1	30	201	0	10	3	-1	8	20	1	0.1	0	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9598	0	0	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_20	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54399	年轻书生	1	30	0	0	10	3	-1	8	20	1	0.1	1	0	2575	1151	2575	1151	19323	2787	0	0	1786	170	8	8	0	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9522	1	-1	-1	100	100	set:CommonNPCHeader45 image:CommonNPCHeader45_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	4	-1
54400	喽啰	0	10	394	0	10	0	-1	9	20	1	0.1	-1	0	348	163	348	163	1267	396	0	0	122	24	2	2	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	19	650	647	304	647	304	9423	1	28	10	0	0	2	5	0	0	0	-1
54401	喽啰	0	20	792	0	10	0	-1	9	20	1	0.1	-1	0	681	319	681	319	11558	774	0	0	237	47	3	3	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	29	1092	980	460	980	460	16638	1	28	10	0	0	2	5	0	0	0	-1
54402	喽啰	0	30	1285	0	10	0	-1	9	20	1	0.1	-1	0	1013	476	1013	476	19660	1152	0	0	352	70	4	4	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	39	1624	1313	616	1313	616	25466	1	28	10	0	0	2	5	0	0	0	-1
54403	喽啰	0	40	1873	0	10	0	-1	9	20	1	0.1	-1	0	1346	632	1346	632	29376	1530	0	0	589	93	5	5	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	49	2255	1645	773	1645	773	35907	1	28	10	0	0	2	5	0	0	0	-1
54404	喽啰	0	50	2555	0	10	0	-1	9	20	1	0.1	-1	0	1762	788	1762	788	40704	1908	0	0	857	116	6	6	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	59	2981	1978	929	1978	929	47961	1	28	10	0	0	2	5	0	0	0	-1
54405	喽啰	0	60	3328	0	10	0	-1	9	20	1	0.1	-1	0	2112	944	2112	944	53644	2286	0	0	1173	139	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	69	3797	2311	1085	2311	1085	61628	1	28	10	0	0	2	5	0	0	0	-1
54406	喽啰	0	70	4199	0	10	0	-1	9	20	1	0.1	-1	0	2461	1101	2461	1101	68198	2664	0	0	1537	162	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	79	4712	2643	1241	2643	1241	76907	1	28	10	0	0	2	5	0	0	0	-1
54407	喽啰	0	80	5166	0	10	0	-1	9	20	1	0.1	-1	0	2810	1257	2810	1257	84364	3042	0	0	1950	185	8	8	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	89	5718	2976	1397	2976	1397	93799	1	28	10	0	0	2	5	0	0	0	-1
54408	喽啰	0	90	5915	0	10	0	-1	9	20	1	0.1	-1	0	3461	1413	3461	1413	102144	3420	0	0	2192	208	9	9	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	99	6479	3308	1554	3308	1554	112304	1	28	10	0	0	2	5	0	0	0	-1
54409	喽啰	0	100	6641	0	10	0	-1	9	20	1	0.1	-1	0	4177	1569	4177	1569	121536	3798	0	0	2434	231	10	10	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	109	7216	3641	1710	3641	1710	132422	1	28	10	0	0	2	5	0	0	0	-1
54410	喽啰	0	110	7335	0	10	0	-1	9	20	1	0.1	-1	0	4593	1726	4593	1726	142540	4176	0	0	2676	254	11	11	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	119	7914	3974	1866	3974	1866	154152	1	28	10	0	0	2	5	0	0	0	-1
54411	喽啰	0	120	7977	0	10	0	-1	9	20	1	0.1	-1	0	5009	1882	5009	1882	155443	4554	0	0	2918	277	12	12	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	129	8557	4306	2022	4306	2022	167055	1	28	10	0	0	2	5	0	0	0	-1
54412	喽啰	0	130	8624	0	10	0	-1	9	20	1	0.1	-1	0	5425	2038	5425	2038	168345	4932	0	0	3160	300	13	13	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	139	9204	4639	2179	4639	2179	179957	1	28	10	0	0	2	5	0	0	0	-1
54413	喽啰	0	140	9267	0	10	0	-1	9	20	1	0.1	-1	0	5841	2194	5841	2194	181248	5310	0	0	3402	324	14	14	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	149	9847	4972	2335	4972	2335	192860	1	28	10	0	0	2	5	0	0	0	-1
54414	喽啰	0	150	9847	0	10	0	-1	9	20	1	0.1	-1	0	6256	2351	6256	2351	194150	5688	0	0	3643	347	15	15	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	159	9847	5304	2491	5304	2491	205762	1	28	10	0	0	2	5	0	0	0	-1
54415	喽啰	0	160	9847	0	10	0	-1	9	20	1	0.1	-1	0	6672	2507	6672	2507	207052	6066	0	0	3885	370	16	16	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	169	9847	5637	2647	5637	2647	218664	1	28	10	0	0	2	5	0	0	0	-1
54416	喽啰	0	170	9847	0	10	0	-1	9	20	1	0.1	-1	0	7088	2663	7088	2663	219955	6444	0	0	4127	393	17	17	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	179	9847	5970	2804	5970	2804	231567	1	28	10	0	0	2	5	0	0	0	-1
54417	喽啰	0	180	9847	0	10	0	-1	9	20	1	0.1	-1	0	7504	2819	7504	2819	232857	6822	0	0	4369	416	18	18	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	189	9847	6302	2960	6302	2960	244469	1	28	10	0	0	2	5	0	0	0	-1
54418	喽啰	0	190	9847	0	10	0	-1	9	20	1	0.1	-1	0	7919	2975	7919	2975	245760	7200	0	0	4611	439	19	19	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	199	9847	6635	3116	6635	3116	257372	1	28	10	0	0	2	5	0	0	0	-1
54419	喽啰	0	200	9847	0	10	0	-1	9	20	1	0.1	-1	0	8335	3132	8335	3132	258662	7578	0	0	4853	462	20	20	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	177	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	209	9847	6668	3132	6668	3132	258662	1	28	10	0	0	2	5	0	0	0	-1
54420	恶霸	0	10	4156	0	10	0	36	9	40	3	0.1	-1	1	871	409	871	409	7920	990	0	0	306	61	5	5	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	19	6858	1619	760	1619	760	58896	1	28	10	0	0	2	3	0	0	0	-1
54421	恶霸	0	20	8355	0	10	0	36	9	40	3	0.1	-1	1	1702	799	1702	799	72240	1935	0	0	594	118	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	29	11514	2451	1151	2451	1151	103992	1	28	10	0	0	2	3	0	0	0	-1
54422	恶霸	0	30	13551	0	10	0	36	9	40	3	0.1	-1	1	2534	1190	2534	1190	122880	2880	0	0	882	176	10	10	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	39	17126	3282	1541	3282	1541	159168	1	28	10	0	0	2	3	0	0	0	-1
54423	恶霸	0	40	19745	0	10	0	36	9	40	3	0.1	-1	1	3366	1581	3366	1581	183600	3825	0	0	1474	234	12	12	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	49	23777	4114	1932	4114	1932	224424	1	28	10	0	0	2	3	0	0	0	-1
54424	恶霸	0	50	26936	0	10	0	36	9	40	3	0.1	-1	1	4407	1971	4407	1971	254400	4770	0	0	2143	291	15	15	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	59	31426	4946	2323	4946	2323	299760	1	28	10	0	0	2	3	0	0	0	-1
54425	恶霸	0	60	35084	0	10	0	36	9	40	3	0.1	-1	1	5280	2362	5280	2362	335280	5715	0	0	2933	349	17	17	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	69	40031	5777	2713	5777	2713	385176	1	28	10	0	0	2	3	0	0	0	-1
54426	恶霸	0	70	44271	0	10	0	36	9	40	3	0.1	-1	1	6153	2752	6153	2752	426240	6660	0	0	3844	406	19	19	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	79	49675	6609	3104	6609	3104	480672	1	28	10	0	0	2	3	0	0	0	-1
54427	恶霸	0	80	54455	0	10	0	36	9	40	3	0.1	-1	1	7027	3143	7027	3143	527280	7605	0	0	4876	464	22	22	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	89	60275	7440	3494	7440	3494	586248	1	28	10	0	0	2	3	0	0	0	-1
54428	恶霸	0	90	62353	0	10	0	36	9	40	3	0.1	-1	1	8652	3534	8652	3534	638400	8550	0	0	5481	522	24	24	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	99	68298	8272	3885	8272	3885	701904	1	28	10	0	0	2	3	0	0	0	-1
54429	恶霸	0	100	70002	0	10	0	36	9	40	3	0.1	-1	1	10444	3924	10444	3924	759600	9495	0	0	6085	579	27	27	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	109	76071	9104	4276	9104	4276	827640	1	28	10	0	0	2	3	0	0	0	-1
54430	恶霸	0	110	77318	0	10	0	36	9	40	3	0.1	-1	1	11484	4315	11484	4315	890880	10440	0	0	6690	637	29	29	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	119	83429	9935	4666	9935	4666	963456	1	28	10	0	0	2	3	0	0	0	-1
54431	恶霸	0	120	84094	0	10	0	36	9	40	3	0.1	-1	1	12523	4705	12523	4705	971520	11385	0	0	7295	694	31	31	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	129	90205	10767	5057	10767	5057	1044096	1	28	10	0	0	2	3	0	0	0	-1
54432	恶霸	0	130	90911	0	10	0	36	9	40	3	0.1	-1	1	13563	5096	13563	5096	1052160	12330	0	0	7900	752	34	34	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	139	97022	11598	5447	11598	5447	1124736	1	28	10	0	0	2	3	0	0	0	-1
54433	恶霸	0	140	97687	0	10	0	36	9	40	3	0.1	-1	1	14602	5487	14602	5487	1132800	13275	0	0	8505	810	36	36	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1799	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_3	1200	2400	149	103798	12430	5838	12430	5838	1205376	1	28	10	0	0	2	3	0	0	0	-1
