INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1628	2M­ b¦y r§p 90	2M­ b¦y r§p 90	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46122	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1629	2M­ b¦y r§p 100	2M­ b¦y r§p 100	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46123	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1630	2M­ b¦y r§p 110	2M­ b¦y r§p 110	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46124	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1631	2M­ khó khån b¦y r§p 65	2M­ khó khån b¦y r§p 65	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46125	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1632	2M­ khó khån b¦y r§p 70	2M­ khó khån b¦y r§p 70	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46126	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1633	2M­ khó khån b¦y r§p 80	2M­ khó khån b¦y r§p 80	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46127	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1634	2M­ khó khån b¦y r§p 90	2M­ khó khån b¦y r§p 90	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46128	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1635	2M­ khó khån b¦y r§p 100	2M­ khó khån b¦y r§p 100	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46129	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1636	2M­ khó khån b¦y r§p 110	2M­ khó khån b¦y r§p 110	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_2M­	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46130	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1637	4M­ b¦y r§p 65	4M­ b¦y r§p 65	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46131	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1638	4M­ b¦y r§p 70	4M­ b¦y r§p 70	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46132	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1639	4M­ b¦y r§p 80	4M­ b¦y r§p 80	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46133	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1640	4M­ b¦y r§p 90	4M­ b¦y r§p 90	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46134	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1641	4M­ b¦y r§p 100	4M­ b¦y r§p 100	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46135	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1642	4M­ b¦y r§p 110	4M­ b¦y r§p 110	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46136	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1643	4M­ khó khån b¦y r§p 65	4M­ khó khån b¦y r§p 65	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46137	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1644	4M­ khó khån b¦y r§p 70	4M­ khó khån b¦y r§p 70	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46138	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1645	4M­ khó khån b¦y r§p 80	4M­ khó khån b¦y r§p 80	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46139	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1646	4M­ khó khån b¦y r§p 90	4M­ khó khån b¦y r§p 90	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46140	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1647	4M­ khó khån b¦y r§p 100	4M­ khó khån b¦y r§p 100	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46141	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1648	4M­ khó khån b¦y r§p 110	4M­ khó khån b¦y r§p 110	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_4M­	-1		-1	0	0	0	0	2000	2000	4	4	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46142	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1649	6M­ b¦y r§p 65	6M­ b¦y r§p 65	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46143	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1650	6M­ b¦y r§p 70	6M­ b¦y r§p 70	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46144	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1651	6M­ b¦y r§p 80	6M­ b¦y r§p 80	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46145	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1652	6M­ b¦y r§p 90	6M­ b¦y r§p 90	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46146	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1653	6M­ b¦y r§p 100	6M­ b¦y r§p 100	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46147	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1654	6M­ b¦y r§p 110	6M­ b¦y r§p 110	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46117	Hi®u quä 2	46148	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1655	6M­ khó khån b¦y r§p 65	6M­ khó khån b¦y r§p 65	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46149	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1656	6M­ khó khån b¦y r§p 70	6M­ khó khån b¦y r§p 70	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46150	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1657	6M­ khó khån b¦y r§p 80	6M­ khó khån b¦y r§p 80	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46151	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1658	6M­ khó khån b¦y r§p 90	6M­ khó khån b¦y r§p 90	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46152	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1659	6M­ khó khån b¦y r§p 100	6M­ khó khån b¦y r§p 100	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46153	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1660	6M­ khó khån b¦y r§p 110	6M­ khó khån b¦y r§p 110	4	0	0	1	1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­ báo ðµng trß¾c	-1	Boss_BÕch Thª Kính_kÛ nång 3ð£c hi®u_6M­	-1		-1	0	0	0	0	2000	2000	6	6	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46118	Hi®u quä 2	46154	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1661	Sß TØ H¯ng b¦y r§p(65)	Sß TØ H¯ng b¦y r§p(65)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46262	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1662	Sß TØ H¯ng b¦y r§p(70)	Sß TØ H¯ng b¦y r§p(70)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46263	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1663	Sß TØ H¯ng b¦y r§p(80)	Sß TØ H¯ng b¦y r§p(80)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46264	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1664	Sß TØ H¯ng b¦y r§p(90)	Sß TØ H¯ng b¦y r§p(90)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46265	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1665	Sß TØ H¯ng b¦y r§p(100)	Sß TØ H¯ng b¦y r§p(100)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46266	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1666	Sß TØ H¯ng b¦y r§p(110)	Sß TØ H¯ng b¦y r§p(110)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46267	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1667	Sß TØ H¯ng khó khån b¦y r§p(65)	Sß TØ H¯ng khó khån b¦y r§p(65)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46268	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1668	Sß TØ H¯ng khó khån b¦y r§p(70)	Sß TØ H¯ng khó khån b¦y r§p(70)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46269	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1669	Sß TØ H¯ng khó khån b¦y r§p(80)	Sß TØ H¯ng khó khån b¦y r§p(80)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46270	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1670	Sß TØ H¯ng khó khån b¦y r§p(90)	Sß TØ H¯ng khó khån b¦y r§p(90)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46271	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1671	Sß TØ H¯ng khó khån b¦y r§p(100)	Sß TØ H¯ng khó khån b¦y r§p(100)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46272	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1672	Sß TØ H¯ng khó khån b¦y r§p(110)	Sß TØ H¯ng khó khån b¦y r§p(110)	4	0	0	1	1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_báo ðµng trß¾c	-1	Boss_th¥n khí_Huy«n Kh± kÛ nång 1_Quang Hi®u Khuyên_n± mÕnh	-1		-1	0	0	0	0	2000	2000	2	2	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	46273	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1673	Ng÷n lØa bao vây ti­u tr×	Ng÷n lØa bao vây ti­u tr×	4	0	0	1	1	Hj_Boss ð¸a cung T¥n Thüy Hoàng 17_kÛ nång Cb¦y r§p báo ðµng trß¾c	-1	Hj_Boss ð¸a cung T¥n Thüy Hoàng 17_kÛ nång Cb¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	47163	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1674	Ng÷n lØa bao vây ti­u tr×	Ng÷n lØa bao vây ti­u tr×	4	0	0	1	1	Hj_Boss ð¸a cung T¥n Thüy Hoàng 17_kÛ nång Cb¦y r§p báo ðµng trß¾c	-1	Hj_Boss ð¸a cung T¥n Thüy Hoàng 17_kÛ nång Cb¦y r§p n± mÕnh	-1		-1	0	0	0	0	3000	3000	5	5	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	47167	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
1675	Tri®u Tiê`n Tôn phân thân n± mÕnh b¦y r§p 65	Tri®u Tiê`n Tôn phân thân n± mÕnh b¦y r§p 65	4	0	0	1	1	Boss_Tri®u Tiê`n Tôn_kÛ nång 2_phân thân báo ðµng trß¾c	-1	Boss_Tri®u Tiê`n Tôn_kÛ nång 2_phân thân n± mÕnh	-1		-1	0	0	0	0	3000	3000	3	3	-1	-1	12	0	0	0	0	0	0	Hi®u quä 1	47192	Hi®u quä 2	-1	Hi®u quä 3tÖ l®	-1	Hi®u quä 3	-1	Hi®u quä 4	-1		0		0		0		0		0		0		0		0		0		0		0	
