INT	STRING
998392	Ği trß¾c#GTHiªu Lâm Tñ#{_INFOAIM144, 117, 9, Tiêu Vi­n S½n}#RTiêu Vi­n S½n#WXØ, tiêu m¤t Ki cu¯i cùng Ğích tÕp ni®m.
998393	Dß#GTHiªu Lâm Tñ#{_INFOAIM144, 117, 9, Tiêu Vi­n S½n}#RTiêu Vi­n S½n#Wnói chuy®n v¾i nhau, Tính T¥m#RTäo Ğ¸a Tång#W#{_INFOAIM156, 101, 9, Täo Ğ¸a Tång}.
998394	Thïnh hi®p sî chuy¬n cáo#GTHiªu Lâm Tñ#{_INFOAIM155, 99, 9, Tiêu Phong}#RTiêu Phong#Wtrß¾c kia ğã xong.
998474	Ği trß¾c#GL?c Dß½ng#{_INFOAIM160, 112, 0, T« Thiên Phúc}#RD¸ch hi¬u nhau#Wtham dñ#Yhoa ğång KÏ Nguy®n Phúc ğ¥y tr¶i#WhoÕt ğµng, Tính TÕi#GLÕc Dß½ng trß¾c phü quäng trß¶ng#Wcho phép c¤t cánh#Yhoa ğång#W.
998539	Ği trß¾c#GL?c Dß½ng#{_INFOAIM157, 105, 0, chï có}#Rchï có#WXØ tham dñ#YKh·i Vû nhân gian#WhoÕt ğµng, tÕo thành#G2#WNhân ğµi ngû ği trß¾c#Gtam ğÕi Chü Thành#WTiªp B±ng#Gğông ğäo V§t Vû#Wcùng múa.
998586	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998587	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998588	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998589	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998590	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998591	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998592	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998593	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998594	Thông qua thân ph§n kÛ nång chª tác%s0, trß¾c m£t Dî chª tác: %s0/%s1.
998665	#Wğ?i ngû hi®p lñc Tß¾ng#Rtham ån linh h°#Wgiao cho hai v¸#Rlinh h° trß·ng b¯i#W, H?u phän h°i#GLÕc Dß½ng#{_INFOAIM147, 98, 0, Hà Ki«n}#RHà Ki«n#WXØ trä lÕi nhi®m vø.
998681	#WtHu th§p#Ykim vån thë tre#WH§u, ğ® trình C¤p#GLÕc Dß½ng#{_INFOAIM177, 97, 0, Âu Dß½ng Nguy®t}#RÂu Dß½ng Nguy®t#W.
998774	Phân bi®t Hß¾ng#GTÔ Châu#{_INFOAIM135, 81, 1, Vân Lan Châu}#RVân Lan Châu#W, #GĞÕi Lı#{_INFOAIM245, 59, 2, Tiêu Phong}#RTiêu Phong#Whöi ngày g¥n ğây D¸ Vån.
998775	Ği trß¾c#GTHái H°#{_INFOAIM121, 208, 4, -1}#W, #{_INFOAIM114, 231, 4, -1}#W, #{_INFOAIM130, 119, 4, -1}#Wg¥n ğây phân bi®t T¥m Ğ¡c#YTr¥n HÕ Nê#W, #YLûng Trung Hoa#W, #YNguy®t Thßşng Chi#WTam V§t, Tß¾ng chúng nó giao cho#GThái H°#{_INFOAIM135, 208, 4, Mµ Dung Phøc}#RMµ Dung Phøc#Wğ¬ mà tu b±#YDø Thª Quái Thiêm#W.
998776	TÕi#GTÂy H°#{_INFOAIM75, 131, 30, -1}g¥n ğây chém giªt#G10#WChích#Rkim änh Th¥n#W.
998777	Ği trß¾c#GĞ?i Lı#{_INFOAIM130, 76, 2, Khô Vinh ĞÕi Sß}#RKhô Vinh ĞÕi Sß#Wch² Giäi ti«n cån h§u quä.
998789	Ği trß¾c#GTÔ Châu#{_INFOAIM150, 208, 1, Bách Hi¬u Sanh}#RBách Hi¬u Sanh#Wch² Giäi Tín Thßşng theo nhß l¶i tình hình cø th¬ và tï mï, Tính nh§n l¤y#YCØu Châu giang h° Chí#W.
998790	Ği trß¾c#GTÔ Châu#{_INFOAIM135, 81, 1, Vân Lan Châu}#RVân Lan Châu#WXØ, Løc Nh§p#YCØu Châu giang h° Chí·m¯i h÷a Thiên#W.
998791	Ği trß¾c#GĞ?i Lı#{_INFOAIM130, 76, 2, Khô Vinh ĞÕi Sß}#RKhô Vinh ĞÕi Sß#WXØ, Løc Nh§p#YCØu Châu giang h° Chí·Thß½ng S½n Thiên#W.
998792	Hu«#YBÚt Chß½ng Chï M£c#Wği trß¾c#GĞ¸a Hoä Ğäo#{_INFOAIM122, 211, 656, -1}#W, hOàn thành#YCØu Châu giang h° Chí#W·#YLong Tháp Thiên#WĞích trích sØa.
998793	Trß¾c sau ği trß¾c#GL?c Dß½ng#{_INFOAIM221, 174, 0, Trß½ng Phøc H±}#RTrß½ng Phøc H±#W, #GLÕc Dß½ng#{_INFOAIM226, 171, 0, Trß½ng Tiªu Sß}#RTrß½ng Tiªu Sß#WXØ hoàn thành#YĞiêu Vån Tinh Hµi#Wcao th¤p Thiên Ğích trích sØa.
998812	Thïnh cån cÑ#RLİ Linh Chi#WĞích thïnh c¥u, luy®n chª hôm nay S· Nhu Ğích ğan dßşc. #r luy®n chª chính xác Ğích ğan dßşc: #G%s0/1#W
999115	#WğI trß¾c#GLÕc Dß½ng#W#{_INFOAIM160, 157, 0, -1}XØ sØ døng#YNguy®t Quang Bäo HÕp#W, xUyên qua th¶i không. T¾i#GThúy Vân S½n#WH§u, tìm kiªm#RNgµ Không Tàn Ni®m#W.
999116	#Ws¼ døng#YT¥m Änh la bàn#W, cÅn cÑ la bàn Ğích v¸ trí chï th¸, tìm ğßşc#RTØ Hà#WH§u, Dß Chi ğ¯i thoÕi nói chuy®n v¾i nhau. #r hoàn thành lúc sau, phän h°i#GThúy Vân S½n#{_INFOAIM52, 188, 700, Ngµ Không Tàn Ni®m}#RNgµ Không Tàn Ni®m#WXØ trä lÕi nhi®m vø.
999117	#WğI trß¾c#GThüy Liêm Ğµng#{_INFOAIM156, 45, 701, tr¥m tß Ğích chí tôn Bäo}#Rtr¥m tß Ğích chí tôn Bäo#WXØ, Dß Chi ğ¯i thoÕi nói chuy®n v¾i nhau.
999118	#WğI trß¾c#GThüy Liêm Ğµng#W#{_INFOAIM158, 45, 701, -1}XØ sØ døng#YPhá C¤m Quyªt#W, bÀi tr× Thüy Liêm Ğµng c¤m chª. Hoàn thành lúc sau, phän h°i#GThüy Liêm Ğµng#{_INFOAIM156, 45, 701, tr¥m tß Ğích chí tôn Bäo}#Rtr¥m tß Ğích chí tôn Bäo#WXØ trä lÕi nhi®m vø.
999120	#WğI trß¾c#GLÕc Dß½ng#{_INFOAIM159, 109, 0, B° Ğ« Lão T±}#RB° Ğ« Lão T±#WXØ, Dß Chi ğ¯i thoÕi nói chuy®n v¾i nhau.
999137	#Ws¼ døng#Glông t½#Wsau khi biªn thân, Träo B±#GLÕc Dß½ng#Wtrong thành Ğích#RNgßu Yêu#Wmang v« C¤p#RB° Ğ« Ti¬u T±#{_INFOAIM158, 110, 0, B° Ğ« Ti¬u T±}#W.
999189	Ği trß¾c#GL?c Dß½ng#W#{_INFOAIM159, 109, 0, B° Ğ« Lão T±}#RB° Ğ« Lão T±#WXØ, Thính Ki nh¶ vã, Tính hoàn thành#Ycây nho Ğích khª ß¾c hoÕ báo#WĞích#Gkªt thúc#W.
999190	TÑc kh¡c ği trß¾c#GTHüy Liêm Ğµng#W#{_INFOAIM107, 103, 701, chí tôn Bäo}#WT¥m#Rchí tôn Bäo#W.
999192	Ği trß¾c#GVÎnh Ninh Thành#{_INFOAIM94, 53, 702, Khô Uy cây nhö}#W, #{_INFOAIM125, 54, 702, TØ Hà Ğích con l×a}#W, #{_INFOAIM127, 80, 702, ğánh r½i Kim Linh}#WsØ døng#Ychí tôn C¦m ĞÕi#Wthu th§p#RTØ Hà#Wğánh r½i Ğích v§t. Thu th§p hoàn thành H§u, Tß¾ng v§t mang v« giao cho#GThüy Liêm Ğµng#W#{_INFOAIM107, 103, 701, chí tôn Bäo}#Rchí tôn Bäo#Gphân bi®t#Wxem xét.
999194	Ği trß¾c#GVÎnh Ninh Thành#WĞích#Gtß¶ng thành dß¾i#{_INFOAIM115, 122, 702, B° Ğ« Lão T±}#W, VU xem l­ Ti«n, Tß¾ng#YVô Chü Ğích Kim C½#Wgiao cho#RB° Ğ« Lão T±#W.
999195	Ği trß¾c#GL?c Dß½ng#W#{_INFOAIM159, 109, 0, B° Ğ« Lão T±}#RB° Ğ« Lão T±#WXØ, Ğ¯i#Ycây nho Ğích khª ß¾c hoÕ báo#Wtiªn hành#Ggiäi ß¾c#W.
999411	Ği trß¾c#GTÂy H°#{_INFOAIM141, 48, 30, Kim ĞÕi Kiên}#RKim ĞÕi Kiên#W, #GNh¸ Häi#{_INFOAIM191, 269, 24, Ğào Y¬u Y¬u}#RĞào Y¬u Y¬u#W, #GNhÕn Nam#{_INFOAIM242, 73, 18, Chu Vô Uı}#RChu Vô Uı#WXØ, tìm ğßşc cäm kích Nhân#Ghöi thåm tin tÑc#W.
999412	Ği trß¾c#GTÂy H° H± Bào Thôn#Wg¥n ğây Ğích#{_INFOAIM151, 240, 30, -1}Hoà#{_INFOAIM170, 258, 30, -1}, #GNh¸ Häi Kim Thoa Thôn#Wg¥n ğây Ğích#{_INFOAIM250, 227, 24, -1}Hoà#{_INFOAIM275, 224, 24, -1}, #GNhÕn Nam Møc Vß½ng TrÕi#Wg¥n ğây Ğích#{_INFOAIM157, 179, 18, -1}Hoà#{_INFOAIM151, 206, 18, -1}XØ ğu±i ği#G20#WChích#Rma vß½ng TrÕi ti¬u yêu#W.
999413	Ği trß¾c#GTÂy H°#W#{_INFOAIM150, 168, 30, -1}, #GNh¸ Häi#W#{_INFOAIM247, 90, 24, -1}, #GNhÕn Nam#W#{_INFOAIM190, 272, 18, -1}Giá ba ch² ğ¸a ği¬m, sØ døng#YNguy®t Quang Bäo HÕp mänh nhö#Wthu th§p lßu lÕc bên ngoài Ğích#Gm£t khác mänh nhö#W.
999414	T± ğµi ği trß¾c#GL?c Dß½ng#W#{_INFOAIM52, 42, 0, -1}, #GTô Châu#W#{_INFOAIM183, 223, 1, -1}, #GĞÕi Lı#W#{_INFOAIM270, 270, 2, -1}XØ ğ¬ ğ£t#YNguy®t Quang Bäo HÕp#W, tHu th§p Nh§t Nguy®t Tinh Hoa.
999416	Thu th§p#YGIän núi ğá D¸ch#WH§u, ğ® trình C¤p#GLÕc Dß½ng#{_INFOAIM155, 112, 0, Long Ti¬u Muµi}#RLong Ti¬u Muµi#W.
999431	Vu#GTÔ Châu#WĞích#GTây Th¸#{_INFOAIM109, 135, 1, TÕ Thßşng}#W, #GPhong Ki«u Nhai#{_INFOAIM124, 113, 1, Chu Ğµi Di}#W, #{_INFOAIM123, 112, 1, Li­u Kim Thi«m}#W; #GTrÕng Nguyên Trß¶ng#{_INFOAIM187, 147, 1, Vu Sänh Sänh}#WC§p#{_INFOAIM190, 168, 1, Bao Thª Vinh}#W, #{_INFOAIM189, 173, 1, Trí Hoá}#Wg¥n ğây tra xét, Tính Ğ¯i Dî b¡t ğßşc manh m¯i tiªn hành#Gchäi vu¯t sşi#W. H§u Thïnh phän h°i#Rngß¶i n±i tiªng Ngæ#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#WXØ cho biªt, báo cho thu hoÕch.
999432	Vu#GTÔ Châu#WĞích#GTây Th¸#{_INFOAIM96, 127, 1, Ti¬u Cao}#W, #Gvån miªu#{_INFOAIM96, 89, 1, Vû M£c}#W, #{_INFOAIM96, 86, 1, Nhan Tra Tän}#W; #GB¡c Th¸#{_INFOAIM181, 74, 1, Chu Phòng Phong}#WDß#Gchş phía ğông#{_INFOAIM264, 126, 1, Vß½ng Khuê}#W, #{_INFOAIM265, 127, 1, S· Di­n}#Wtra xét, Tính Ğ¯i Dî b¡t ğßşc manh m¯i tiªn hành#Gchäi vu¯t sşi#W. H§u Thïnh phän h°i#Rngß¶i n±i tiªng Ngæ#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#WXØ cho biªt, báo cho thu hoÕch.
999433	Vu#GTÔ Châu#WĞích#Gvån miªu#W, #GTrÕng Nguyên Trß¶ng#WC§p#Gchş phía ğông#WĞ¯i Hung Án tiªn hành tra xét, Tính Ğ¯i Dî b¡t ğßşc manh m¯i tiªn hành#Gchäi vu¯t sşi Chïnh Hşp#W. Hoàn thành H§u, Thïnh phän h°i#Rngß¶i n±i tiªng Ngæ#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#WXØ cho biªt, báo cho tình hình cø th¬ và tï mï.
999434	Vu#GTÔ Châu#WĞích#GTây Th¸#{_INFOAIM106, 114, 1, Bàng Song}#W, #Gvån miªu#{_INFOAIM127, 74, 1, Phong Ba Ác}#W, #{_INFOAIM114, 72, 1, Tôn S½n}#W, #GB¡c Th¸#{_INFOAIM200, 83, 1, Tuyªt Liên Trúc}#W, #GTrÕng Nguyên Trß¶ng g¥n ğây#{_INFOAIM168, 168, 1, Vån Bác NgÕn}#WC§p#Gsân kh¤u k¸ch#{_INFOAIM177, 179, 1, Trß½ng TrÕch Ğoan}#Wtra xét, Tính Ğ¯i Dî b¡t ğßşc manh m¯i tiªn hành#Gchäi vu¯t sşi#W. H§u Thïnh phän h°i#Rngß¶i n±i tiªng Ngæ#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#WXØ cho biªt, báo cho thu hoÕch.
999435	Ği trß¾c#GTHành Tô Châu Giao#Wngån cän#{_INFOAIM149, 268, 1, Thi cu°n cuµn}#RThi cu°n cuµn#Wra khöi thành, Tính ği trß¾c#GTây H°#{_INFOAIM170, 103, 30, -1}#WsØ døng#GÁc Nhân C¯c tuy®t kÖ#Wğánh bÕi tiêu di®t#RH¡c Sam tay ğ¤m#W! H§u Thïnh phän h°i#GTô Châu#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#Rngß¶i n±i tiªng Ngæ#WXØ cho biªt, báo cho tình hình cø th¬ và tï mï.
999436	TÑc kh¡c ği trß¾c#GTHái H° ğß¶ng núi#{_INFOAIM236, 243, 4, -1}#WXØ, ğánh bÕi#RH¡c Sam tay ğ¤m#W! H§u Thïnh phän h°i#GTô Châu#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#Rngß¶i n±i tiªng Ngæ#WXØ cho biªt, báo cho tình hình cø th¬ và tï mï.
999437	TÑc kh¡c ği trß¾c#GTHái H° ğß¶ng núi#{_INFOAIM236, 243, 4, -1}#WXØ, ğánh bÕi#RH¡c Sam tay ğ¤m#W! H§u Thïnh phän h°i#GTô Châu#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#Rngß¶i n±i tiªng Ngæ#WXØ cho biªt, báo cho tình hình cø th¬ và tï mï.
999438	Ği trß¾c#GTÂy H° Khúc Vi®n Phong Hà#{_INFOAIM170, 103, 30, -1}#WsØ døng#GÁc Nhân C¯c tuy®t kÖ#Wğánh bÕi#RH¡c Sam tay ğ¤m#WC§p ğang l¦n tr¯n Ğích#RThi cu°n cuµn#{_INFOAIM213, 98, 30, Thi cu°n cuµn}#WH§u, phän h°i#GTô Châu#{_INFOAIM137, 183, 1, ngß¶i n±i tiªng Ngæ}#Rngß¶i n±i tiªng Ngæ#WXØ cho biªt, báo cho tình hình cø th¬ và tï mï.
999451	M£c#YTHi®n Tài Bào#WH§u, Ğ¯i#GThành LÕc Dß½ng#WTrung Ğích#GDu Th¥n ğµi ngû#Wtiªn hành#GPhao Hoa Nghênh Th¥n#WLai thu hoÕch chúc phúc. Hoàn thành H§u Khä phän h°i#RLong Ti¬u Muµi#W#{_INFOAIM155, 112, 0, Long Ti¬u Muµi}XØ cho biªt, báo cho r¥m rµ.
