INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT
9051	npc_2024牛小妖2.obj	1	2	1	0.15	182	183	184	1150
9052	npc_2024孙悟空boss召唤怪.obj	1	2	1	0.15	182	183	184	1339
9053	boss_2024大话孙悟空01.obj	1	2	1	0.15	182	183	184	1341
9054	ride_2024筋斗云新.obj	1	2	1	0.15	-1	-1	-1	1358
9055	HJ_npc低级马贼24.obj	1	2	1	0.15	182	183	184	1359
9056	HJ_npc中级马贼24.obj	1	2	1	0.15	182	183	184	1359
9057	HJ_npc高级马贼24.obj	1	2	1	0.15	182	183	184	1359
9058	ride_2023beigutuzi.obj	1	2	1	0.15	182	183	184	1360
9059	npc_2024孙悟空boss召唤怪缩小.obj	1	2	0.5	0.15	182	183	184	1339
9060	npc_2024恶人谷预热闻人语.obj	1	2	1	0.15	182	183	184	937
9061	npc_2024恶人谷预热正派打手.obj	1	2	1	0.15	182	183	184	1114
9062	npc_2024恶人谷预热变身书生.obj	1	2	1	0.15	182	183	184	1361
9063	pet_2024极地蝎子02.obj	1	2	1	0.15	182	183	184	1316
9064	HJ_npc林川度24.obj	1	2	1	0.15	182	183	184	940
9065	HJ_npc陈无垢24.obj	1	2	1	0.15	182	183	184	940
9066	HJ_npc探宝人24.obj	1	2	1	0.15	182	183	184	940
9067	HJ_npc主角变身僵化24.obj	1	2	1	0.15	182	183	184	1371
9068	HJ_npc禁军队长雕像24.obj	1	2	1	0.15	182	183	184	1370
9069	HJ_npc禁军百夫长雕像24.obj	1	2	1	0.15	182	183	184	1370
9070	HJ_npc禁军校尉雕像24.obj	1	2	1	0.15	182	183	184	1370
9071	HJ_npc禁军大将雕像24.obj	1	2	1	0.15	182	183	184	1370
9072	HJ_npc禁军队长24.obj	1	2	1	0.15	182	183	184	1362
9073	HJ_npc禁军百夫长24.obj	1	2	1	0.15	182	183	184	1381
9074	HJ_npc禁军校尉24.obj	1	2	1	0.15	182	183	184	1382
9075	HJ_npc禁军大将24.obj	1	2	1	0.15	182	183	184	1383
9076	HJ_npc精英怪不化骨24.obj	1	2	1	0.15	182	183	184	1363
9077	HJ_boss哈里克尸王24.obj	1	2	1.3	0.15	182	183	184	1364
9078	HJ_npc精绝墓葬召唤墓碑24.obj	1	2	1.5	0.15	182	183	184	1378
9079	npc空模型_精绝之眼陷阱特效.obj	1	2	1	0.15	182	183	184	-1
9080	npc_2024恶人谷预热施浩然.obj	1	2	1	0.15	182	183	184	1114
9081	npc空模型_精绝之眼爆炸特效.obj	1	2	1	0.15	182	183	184	-1
9082	pet_2024唐僧一级.obj	1	2	1	0.15	182	183	184	1368
9083	pet_2024唐僧一级01.obj	1	2	1	0.15	182	183	184	1368
9084	pet_2024唐僧二级.obj	1	2	1	0.15	182	183	184	1368
9085	pet_2024唐僧三级.obj	1	2	1	0.15	182	183	184	1368
9086	pet_2024唐僧四级.obj	1	2	1	0.15	182	183	184	1368
9087	pet_2024唐僧印度阿三.obj	1	2	1	0.15	182	183	184	1368
9088	pet_2024唐僧罗马勇士.obj	1	2	1	0.15	182	183	184	1368
9089	pet_2024唐僧埃及法老.obj	1	2	1	0.15	182	183	184	1368
9090	pet_2024唐僧五级.obj	1	2	1	0.15	182	183	184	1368
9091	psoul_2024骨翼五级.obj	1	2	1	0.15	182	183	184	-1
9092	psoul_2024骨翼五级01.obj	1	2	1	0.15	182	183	184	-1
9093	psoul_2024骨翼五级02.obj	1	2	1	0.15	182	183	184	-1
9094	psoul_2024骨翼五级03.obj	1	2	1	0.15	182	183	184	-1
9095	psoul_2024骨翼五级04.obj	1	2	1	0.15	182	183	184	-1
9096	psoul_2024骨翼五级05.obj	1	2	1	0.15	182	183	184	-1
9097	psoul_2024骨翼五级06.obj	1	2	1	0.15	182	183	184	-1
9098	psoul_2024骨翼五级07.obj	1	2	1	0.15	182	183	184	-1
9099	psoul_2024骨翼五级08.obj	1	2	1	0.15	182	183	184	-1
9100	npc_2024门派空宴席.obj	1	2	1	0.15	182	183	184	-1
9101	npc_2024门派满宴席.obj	1	2	1	0.15	182	183	184	-1
9102	npc_2024门派渔篓.obj	1	2	1	0.15	182	183	184	-1
9103	npc_ERG_2024掌门人.obj	1	2	1	0.15	182	183	184	940
9104	npc_ERG_2024武功传授人叶二娘.obj	1	2	1	0.15	182	183	184	940
9105	npc_ERG_2024任务发布人岳老三.obj	1	2	1	0.15	182	183	184	940
9106	npc_ERG_2024轻功传授人云中鹤.obj	1	2	1	0.15	182	183	184	940
9107	npc_ERG_2024门派拜师人段延庆.obj	1	2	1	0.15	182	183	184	940
9108	W_cloth_2024白晶晶npc.obj	1	2	1	0.15	182	183	184	1373
9109	HJ_npc黄金轮盘24.obj	1	2	1	0.15	-1	-1	-1	983
9110	npc_2024枯骨堆.obj	1	2	1	0.15	182	183	184	983
9111	npc_2024采集点一品红.obj	1	2	1	0.15	182	183	184	983
9112	npc_2024采集点鳄鱼蛋.obj	1	2	1	0.15	182	183	184	983
9113	hj_npc巨狮石像24.obj	1	2	1	0.15	-1	-1	-1	983
9114	HJ_npc灵灵鸠24.obj	1	2	1	0.15	182	183	184	940
9115	HJ_npc黄沙帮马贼24.obj	1	2	1	0.15	182	183	184	1372
9116	HJ_npc烈火帮凶寇24.obj	1	2	1	0.15	182	183	184	1372
9117	HJ_npc野风营恶徒24.obj	1	2	1	0.15	182	183	184	1372
9118	npc_2024门派鳄鱼大.obj	1	2	1	0.15	182	183	184	1380
9119	npc_2024门派鳄鱼中.obj	1	2	1	0.15	182	183	184	1380
9120	npc_2024门派鳄鱼小.obj	1	2	1	0.15	182	183	184	1380
9121	npc_ERG_2024门派传送人孙三霸.obj	1	2	1	0.15	182	183	184	940
9122	npc_ERG_2024门派辅助生活技能山曜.obj	1	2	1	0.15	182	183	184	940
9123	npc_ERG_2024门派生活技能山流儿.obj	1	2	1	0.15	182	183	184	940
9124	npc_ERG_2024坐骑讲解员印婆.obj	1	2	1	0.15	182	183	184	940
9125	npc_ERG_2024副本传送人鹿不平.obj	1	2	1	0.15	182	183	184	940
9126	npc_ERG_2024门派指路人谭青.obj	1	2	1	0.15	182	183	184	940
9127	npc_ERG_2024坐骑管理员刑万里.obj	1	2	1	0.15	182	183	184	940
9128	npc_ERG_2024门派男弟子.obj	1	2	1	0.15	182	183	184	937
9129	npc_ERG_2024门派女弟子.obj	1	2	1	0.15	182	183	184	937
9130	npc_2024恶人谷预热变身男.obj	1	2	1	0.15	182	183	184	1384
9131	npc_2024恶人谷预热变身女.obj	1	2	1	0.15	182	183	184	1384
9132	npc_2024采集点云母矿石.obj	1	2	1	0.15	182	183	184	-1
9133	npc_2024采集点造业灵菇.obj	1	2	1	0.15	182	183	184	-1
9134	npc_2024采集点长宁花.obj	1	2	1	0.15	182	183	184	-1
9135	boss_ERG_2024薄云天.obj	1	2	1	0.15	182	183	184	1385
9136	npc_2024门派副本讨恶菜鸟.obj	1	2	1	0.15	182	183	184	1114
9137	npc_2024门派副本讨恶小白.obj	1	2	1	0.15	182	183	184	1114
9138	npc_2024门派副本讨恶新丁.obj	1	2	1	0.15	182	183	184	1114
9139	npc_ERG_2024门派接引使大理.obj	1	2	1	0.15	182	183	184	940
9140	npc_2024恶人谷预热姜错.obj	1	2	1	0.15	182	183	184	983
9141	HJ_npc恶人谷推贤山魉24.obj	1	2	1	0.15	182	183	184	940
9142	HJ_npc恶人谷推贤山魍24.obj	1	2	1	0.15	182	183	184	937
9143	HJ_npc恶人谷武道长老山姥24.obj	1	2	1	0.15	182	183	184	940
9144	HJ_npc恶人谷武道长老山人木24.obj	1	2	1	0.15	182	183	184	940
9145	HJ_npc财运宝箱24.obj	1	2	1	0.15	182	183	184	1202
9146	HJ_npc财运福袋24.obj	1	2	1	0.15	182	183	184	1136
9147	HJ_npc游神花车24.obj	1	2	1	0.15	182	183	184	1149
9148	HJ_npc善财之人24.obj	1	2	1	0.15	182	183	184	1386
9149	npc_ERG_2024门派气氛齐小环.obj	1	2	1	0.15	182	183	184	937
9150	npc_ERG_2024门派气氛印祖.obj	1	2	1	0.15	182	183	184	937
9151	npc_ERG_2024门派气氛印公.obj	1	2	1	0.15	182	183	184	940
9152	npc_ERG_2024门派气氛山月.obj	1	2	1	0.15	182	183	184	940
9153	M_cloth_ERG_2024全集_雕塑.obj	1	2	1	0.15	182	183	184	983
9154	W_cloth_ERG_2024全集_雕塑.obj	1	2	1	0.15	182	183	184	983
9155	npc_2024门派猞猁公共.obj	1	2	1	0.15	182	183	184	1387
9156	HJ_npc稳活龙小妹24.obj	1	2	1	0.15	182	183	184	940
9157	HJ_npc残影17_11.obj	1	2	1	0.15	182	183	184	1003
9158	骑乘240715墨麒麟.obj	1	2	1	0.15	191	192	193	1389
9159	npc_2024恶人谷师门任务酒痴.obj	1	2	1	0.15	182	183	184	1114
9160	npc_2024冰雪节赵冰清.obj	1	2	1	0.15	182	183	184	940
9161	npc_冰雪节雪橇_冰场.obj	1	2	1	0.15	182	183	184	-1
9162	ride_2025猛兽战车冲浪板.obj	1	2	1	0.15	182	183	184	1392
9163	npc_2024冰雪节指示牌.obj	1	2	1	0.15	182	183	184	-1
9164	npc_2024冰雪节骨头.obj	1	2	1	0.15	182	183	184	-1
9165	npc_冰雪节雪橇_反向烟.obj	1	2	1	0.15	182	183	184	-1
9166	NPC_2024戴春生.obj	1	2	1	0.15	182	183	184	940
9167	npc_2024采集点蜜蜂罐子.obj	1	2	1	0.15	182	183	184	983
9168	npc_2025冰雪节预热沙漏一态.obj	1	2	1	0.15	182	183	184	983
9169	npc_2025冰雪节预热沙漏二态.obj	1	2	1	0.15	182	183	184	983
9170	npc_2025冰雪节预热沙漏三态.obj	1	2	1	0.15	182	183	184	983
9171	npc_2025冰雪节预热沙漏四态.obj	1	2	1	0.15	182	183	184	983
9172	npc_2024建筑工人呆呆牛.obj	1	2	1	0.15	182	183	184	1393
9173	buff_冰雪节打卡_技能3猛熊戏火子弹.obj	1	2	1	0.15	182	183	184	-1
9174	npc_2024旋转木马五米.obj	1	2	1	0.15	182	183	184	-1
9175	npc_2024旋转木马三米五.obj	1	2	1	0.15	182	183	184	-1
9176	npc_2024辽北小狠人.obj	1	2	1	0.15	182	183	184	937
9177	npc_2024变身推动小雪球.obj	1	2	1	0.15	182	183	184	1414
9178	npc_2024变身推动中雪球.obj	1	2	1	0.15	182	183	184	1435
9179	npc_2024变身推动大雪球.obj	1	2	1	0.15	182	183	184	1436
9180	npc_2024变身推动巨大雪球.obj	1	2	1	0.15	182	183	184	1437
9181	npc_2024变身与雪人王同行.obj	1	2	1	0.15	182	183	184	1438
9182	npc_2024变身寻梦高跷精灵.obj	1	2	1	0.15	182	183	184	1399
9183	npc_2024变身寻梦扇子精灵.obj	1	2	1	0.15	182	183	184	1427
9184	npc_2024变身舞狮.obj	1	2	1	0.15	182	183	184	1433
9185	npc_2024变身舞龙.obj	1	2	1	0.15	182	183	184	1434
9186	npc_2024奇迹圣诞树.obj	1	2	1	0.15	182	183	184	-1
9187	npc_2024采集点捕梦火种.obj	1	2	1	0.15	182	183	184	-1
9188	npc_2024奇迹发财树朱雀.obj	1	2	1	0.15	182	183	184	-1
9189	npc_2024开运金币.obj	1	2	1	0.15	182	183	184	-1
9190	npc_2024xueqianqian.obj	1	2	1	0.15	182	183	184	940
9191	npc_2024拟人粘玉米.obj	1	2	1	0.15	182	183	184	1400
9192	npc_2024拟人烤玉米.obj	1	2	1	0.15	182	183	184	983
9193	buff_冰雪节打卡_技能4天熊散花子弹.obj	1	2	1	0.15	182	183	184	-1
9194	npc_2024采集点冷面.obj	1	2	1	0.15	182	183	184	983
9195	npc_2024采集点铁锅炖.obj	1	2	1.5	0.15	182	183	184	983
9196	boss_2024熊瞎子.obj	1	2	1	0.15	182	183	184	1401
9197	npc_2024温泉蛋蛋鸡厨师.obj	1	2	1	0.15	182	183	184	1005
9198	npc_2024变身寻梦精灵.obj	1	2	1	0.15	182	183	184	1402
9199	npc_2024变身朱雀.obj	1	2	1	0.15	404	404	404	1403
9200	npc_2024冰雪节寒玉矿冰.obj	1	2	1	0.15	182	183	184	983
9201	npc_2024建筑工人蛋蛋鸡.obj	1	2	1	0.15	182	183	184	1393
9202	npc_2024建筑工人小狐仙.obj	1	2	1	0.15	182	183	184	1393
9203	npc_2024冰雪节方冰奇.obj	1	2	1	0.15	182	183	184	938
9204	npc_2024变身企鹅.obj	1	2	1	0.15	182	183	184	1404
9205	npc_2024变身小猫四足.obj	1	2	1	0.15	182	183	184	1405
9206	HJ_npc结界方碑24.obj	1	2	1	0.15	182	183	184	220
9207	npc许愿池低级小狐仙.obj	1	2	1	0.15	182	183	184	983
9208	HJ_npc开门神柱24蓝.obj	1	2	1.5	0.15	182	183	184	-1
9209	HJ_npc鞭炮桩24.obj	1	2	1.5	0.15	182	183	184	-1
9210	npc生肖福字钟1.obj	1	2	1	0.15	182	183	184	-1
9211	npc生肖福字钟2.obj	1	2	1	0.15	182	183	184	-1
9212	npc生肖福字钟3.obj	1	2	1	0.15	182	183	184	-1
9213	npc生肖福字钟4.obj	1	2	1	0.15	182	183	184	-1
9214	npc生肖福字钟5.obj	1	2	1	0.15	182	183	184	-1
9215	npc生肖福字钟6.obj	1	2	1	0.15	182	183	184	-1
9216	npc生肖福字钟7.obj	1	2	1	0.15	182	183	184	-1
9217	HJ_npc古惑猫24.obj	1	2	1	0.15	182	183	184	1005
9218	HJ_npc黑雾怪真身24.obj	1	2	1	0.15	182	183	184	1005
9219	HJ_boss黑雾怪24.obj	1	2	1	0.15	182	183	184	1442
9220	npc_2025生肖蛇.obj	1	2	1	0.15	182	183	184	940
9221	HJ_npc生肖龙24.obj	1	2	1	0.15	182	183	184	1005
9222	npc_2024青龙雕像覆雪.obj	1	2	1	0.15	182	183	184	941
9223	npc_2024白虎雕像覆雪.obj	1	2	1	0.15	182	183	184	944
9224	npc_2024朱雀雕像覆雪.obj	1	2	1	0.15	182	183	184	942
9225	npc_2024玄武雕像覆雪.obj	1	2	1	0.15	182	183	184	943
9226	npc_2024冰雪氛围小新.obj	1	2	1	0.15	182	183	184	937
9227	npc_2024卖冰棒的摊贩女.obj	1	2	1	0.15	182	183	184	937
9228	npc_2024巧克力摊位.obj	1	2	1	0.15	182	183	184	983
9229	npc_2024熊一冰雕.obj	1	2	1	0.15	182	183	184	940
9230	npc_2024熊一原型.obj	1	2	1	0.15	182	183	184	937
9231	npc_2024熊一被打1.obj	1	2	1	0.15	182	183	184	940
9232	npc_2024熊一被打2.obj	1	2	1	0.15	182	183	184	940
9233	npc_2024兔一冰雕.obj	1	2	1	0.15	182	183	184	940
9234	npc_2024兔一原型.obj	1	2	1	0.15	182	183	184	937
9235	npc_2024兔一被打1.obj	1	2	1	0.15	182	183	184	940
9236	npc_2024兔一被打2.obj	1	2	1	0.15	182	183	184	940
9237	npc_2024鸭一冰雕.obj	1	2	1	0.15	182	183	184	940
9238	npc_2024鸭一原型.obj	1	2	1	0.15	182	183	184	937
9239	npc_2024鸭一被打1.obj	1	2	1	0.15	182	183	184	940
9240	npc_2024鸭一被打2.obj	1	2	1	0.15	182	183	184	940
9241	npc_2024温水缸.obj	1	2	1	0.15	182	183	184	983
9242	npc_2024旋转木马八米.obj	1	2	1	0.15	182	183	184	-1
9243	npc_2024转树空npc.obj	1	2	1	0.15	182	183	184	-1
9244	npc_2024旋转木马六米五.obj	1	2	1	0.15	182	183	184	-1
9245	npc_2024转树空npc.obj	1	2	1	0.15	182	183	184	-1
9246	npc_2024仓吏使遁地符.obj	1	2	1	0.15	182	183	184	940
9247	npc_2025割草入口裸男.obj	1	2	1	0.15	182	183	184	940
9248	npc_2025豹小红.obj	1	2	1	0.15	182	183	184	940
9249	npc_2025豹小黄.obj	1	2	1	0.15	182	183	184	940
9250	npc_2025豹小蓝.obj	1	2	1	0.15	182	183	184	940
9251	npc_2025豹小绿.obj	1	2	1	0.15	182	183	184	940
9252	npc_2025豹小紫.obj	1	2	1	0.15	182	183	184	940
9253	npc_2025变身海豹1级.obj	1	2	1	0.15	182	183	184	1415
9254	npc_2025变身海豹2级.obj	1	2	1	0.15	182	183	184	1415
9255	npc_2025变身海豹3级.obj	1	2	1	0.15	182	183	184	1415
9256	npc_2025变身海豹4级.obj	1	2	1	0.15	182	183	184	1415
9257	npc_2025变身海豹5级.obj	1	2	1	0.15	182	183	184	1415
9258	npc_2025椰子汁1级.obj	1	2	0.7	0.15	182	183	184	1416
9259	npc_2025椰子汁2级.obj	1	2	0.7	0.15	182	183	184	1416
9260	npc_2025椰子汁3级.obj	1	2	0.7	0.15	182	183	184	1416
9261	npc_2024战败小墓碑.obj	1	2	1	0.15	182	183	184	1417
9262	npc_2025夏日光环_豹炸啦3米.obj	1	2	1	0.15	182	183	184	1418
9263	npc_2025夏日光环_豹炸啦3米.obj	1	2	1	0.15	182	183	184	1419
9264	npc_2025夏日沙滩躺椅.obj	1	2	1	0.15	182	183	184	983
9265	npc_2024变身水豚.obj	1	2	1	0.15	182	183	184	1420
9266	npc_2024温泉小兔兔.obj	1	2	1	0.15	182	183	184	940
9267	npc_2024狍夫子.obj	1	2	2.3	0.15	182	183	184	1424
9268	boss_2024雪怪憨憨.obj	1	2	1	0.15	182	183	184	1425
9269	npc_2024雪怪憨憨冰锥.obj	1	2	1	0.15	182	183	184	1426
9270	npc_2024冰雕字不.obj	1	2	1	0.15	182	183	184	983
9271	npc_2024冰雕字冰.obj	1	2	1	0.15	182	183	184	983
9272	npc_2024冰雕字城.obj	1	2	1	0.15	182	183	184	983
9273	npc_2024冰雕字夜.obj	1	2	1	0.15	182	183	184	983
9274	npc_2024冰雕字雪.obj	1	2	1	0.15	182	183	184	983
9275	npc_2024冰雪氛围小萌.obj	1	2	1	0.15	182	183	184	1423
9276	npc_2024冰雪氛围小萌搓澡女.obj	1	2	1	0.15	182	183	184	1422
9277	npc_2024冰雪氛围小萌搓澡男.obj	1	2	1	0.15	182	183	184	1422
9278	npc_2024冰雪氛围虎大力.obj	1	2	1	0.15	182	183	184	1423
9279	npc_2024冰雪氛围虎大力搓澡女.obj	1	2	1	0.15	182	183	184	1421
9280	npc_2024冰雪氛围虎大力搓澡男.obj	1	2	1	0.15	182	183	184	1421
9281	npc_2024变身冻住的大笨熊.obj	1	2	1	0.15	182	183	184	983
9282	npc_2024变身冻住的小兔兔.obj	1	2	1	0.15	182	183	184	983
9283	npc_2024变身冻住的飘飘鸭.obj	1	2	1	0.15	182	183	184	983
9284	npc_2025生肖蛇战损版.obj	1	2	1	0.15	182	183	184	1448
9285	HJ_npc变身扛鱼小子24.obj	1	2	1	0.15	182	183	184	937
9286	npc花车_2025十二生肖.obj	1	2	1	0.15	182	183	184	937
9287	npc_2024卖冰棒的摊贩男.obj	1	2	1	0.15	182	183	184	937
9288	npc_2023雪小悠.obj	1	2	1	0.15	182	183	184	940
9289	npc_2023变身舞狮帽小孩.obj	1	2	1	0.15	182	183	184	1428
9290	npc_2024雪怪憨憨冰锥.obj	1	2	1	0.15	182	183	184	1429
9291	npc_冰雪节割草_狂轰乱炸1.obj	1	2	1	0.15	182	183	184	1430
9292	npc_冰雪节割草_狂轰乱炸2.obj	1	2	1	0.15	182	183	184	1431
9293	npc_2024雪堆.obj	1	2	1	0.15	182	183	184	983
9294	npc_2024温泉蛋男一阶段.obj	1	2	1	0.15	182	183	184	1432
9295	npc_2024温泉蛋男二阶段.obj	1	2	1	0.15	182	183	184	1432
9296	npc_2024温泉蛋女一阶段.obj	1	2	1	0.15	182	183	184	1432
9297	npc_2024温泉蛋女二阶段.obj	1	2	1	0.15	182	183	184	1432
9298	HJ_npc2024少杰.obj	1	2	1	0.15	182	183	184	-1
9299	HJ_npc2024天之痕.obj	1	2	1	0.15	182	183	184	-1
9300	HJ_npc2024万疆域.obj	1	2	1	0.15	182	183	184	-1
9301	HJ_npc2024闻人尔羽.obj	1	2	1	0.15	182	183	184	-1
9302	HJ_npc2024星遥月.obj	1	2	1	0.15	182	183	184	-1
9303	HJ_npc2024星域.obj	1	2	1	0.15	182	183	184	-1
9304	HJ_npc2024战神七.obj	1	2	1	0.15	182	183	184	-1
9305	HJ_npc2024长安如梦里.obj	1	2	1	0.15	182	183	184	-1
9306	ride_2025猛兽战车冲浪板.obj	1	2	1	0.15	182	183	184	1392
9307	npc_2024狍跑.obj	1	2	1.3	0.15	182	183	184	940
9308	npc_2024射灯.obj	1	2	1	0.15	182	183	184	983
9309	buff_冰雪节打卡_技能4天熊散花子弹小.obj	1	2	1	0.15	182	183	184	-1
9310	npc_2024采集点冷面水中.obj	1	2	1	0.15	182	183	184	983
9311	npc_2024采集点铁锅炖水中.obj	1	2	1.5	0.15	182	183	184	983
9312	npc_2024空物体卷轴.obj	1	2	1	0.15	182	183	184	1439
9313	HJ_npc抢夺传送段誉24.obj	1	2	1	0.15	182	183	184	1440
9314	HJ_npc休息室梁大志24.obj	1	2	1	0.15	182	183	184	940
9315	HJ_npc运送段誉24.obj	1	2	1	0.15	182	183	184	1149
9316	HJ_npc重开巨狼24.obj	1	2	1	0.15	182	183	184	1114
9317	HJ_npc重开巨猿24.obj	1	2	1	0.15	182	183	184	1114
9318	npc_2024情人节追请宝匣.obj	1	2	1	0.15	182	183	184	1441
9319	npc_2025鉴灵石.obj	1	2	1	0.15	182	183	184	-1
9320	npc_2025长老小狐仙.obj	1	2	1.5	0.15	182	183	184	940
9321	npc_2025诞生地莲花未开.obj	1	2	1	0.15	182	183	184	-1
9322	npc_2025诞生地莲花开.obj	1	2	1	0.15	182	183	184	-1
9323	npc_采集物灵气.obj	1	2	1	0.15	182	183	184	-1
9324	npc怪_2025邪恶灵体.obj	1	2	1	0.15	182	183	184	1114
9325	boss_2025开悟守护兽.obj	1	2	1	0.15	182	183	184	1471
9326	npc_2025中型水晶1.obj	1	2	1	0.15	182	183	184	-1
9327	npc_2025中型水晶2.obj	1	2	1	0.15	182	183	184	-1
9328	npc_2025中型水晶3.obj	1	2	1	0.15	182	183	184	-1
9329	npc_2025中型水晶4.obj	1	2	1	0.15	182	183	184	-1
9330	npc_2025巨大水晶.obj	1	2	1	0.15	182	183	184	-1
9331	HJ_npc开门神柱24黄.obj	1	2	1.5	0.15	182	183	184	-1
9332	HJ_npc开门神柱24绿.obj	1	2	1.5	0.15	182	183	184	-1
9333	HJ_npc开门神柱24红.obj	1	2	1.5	0.15	182	183	184	-1
9334	npc_2024变身一尾狐.obj	1	2	1	0.15	182	183	184	940
9335	npc_2024变身五尾狐.obj	1	2	1	0.15	182	183	184	940
9336	npc_2024变身九尾狐.obj	1	2	1	0.15	182	183	184	940
9337	pet_2024VIP相柳蛇一级.obj	1	2	1	0.15	182	183	184	1447
9338	pet_2024VIP相柳蛇二级.obj	1	2	1	0.15	182	183	184	1447
9339	pet_2024VIP相柳蛇二级01.obj	1	2	1	0.15	182	183	184	1447
9340	pet_2024VIP相柳蛇三级.obj	1	2	1	0.15	182	183	184	1447
9341	pet_2024VIP相柳蛇三级01.obj	1	2	1	0.15	182	183	184	1447
9342	pet_2024VIP相柳蛇四级.obj	1	2	1	0.15	182	183	184	1447
9343	pet_2024VIP相柳蛇四级01.obj	1	2	1	0.15	182	183	184	1447
9344	pet_2024VIP相柳蛇五级01.obj	1	2	1	0.15	182	183	184	1447
9345	pet_2024VIP相柳蛇五级.obj	1	2	1	0.15	182	183	184	1447
9346	生肖故事黑气_空npc.obj	1	2	1	0.15	182	183	184	-1
9347	灰色松鼠.obj	1	2	1	0.15	182	183	184	962
9348	npc变身_2025召唤丹小狐仙.obj	1	2	1	0.15	182	183	184	1465
9349	npc变身_2025召唤丹呆呆牛.obj	1	2	1	0.15	182	183	184	1466
9350	npc变身_2025召唤丹花仙子01.obj	1	2	1	0.15	182	183	184	1467
9351	npc变身_2025召唤丹花仙子02.obj	1	2	1	0.15	182	183	184	1457
9352	npc变身_2025召唤丹神企鹅.obj	1	2	1	0.15	182	183	184	1468
9353	npc变身_2025召唤丹蝴蝶.obj	1	2	1	0.15	182	183	184	1469
9354	npc_2025珍兽打卡鹿蜀.obj	1	2	1	0.15	182	183	184	940
9355	npc_2025珍兽打卡飞天猫好学.obj	1	2	1	0.15	182	183	184	1475
9356	npc_2025珍兽打卡飞天猫胖胖.obj	1	2	1	0.15	182	183	184	1475
9357	npc_2025珍兽打卡飞天狗练拳.obj	1	2	1	0.15	182	183	184	1475
9358	npc_2025珍兽打卡飞天狗猜谜.obj	1	2	1	0.15	182	183	184	1475
9359	npc_2025珍兽打卡企鹅王害羞.obj	1	2	1	0.15	182	183	184	1475
9360	npc_2025珍兽打卡企鹅王旅游.obj	1	2	1	0.15	182	183	184	1475
9361	npc_2025珍兽打卡武林书商.obj	1	2	1	0.15	182	183	184	940
9362	npc_2025珍兽打卡小商贩.obj	1	2	1	0.15	182	183	184	940
9363	npc_2025珍兽打卡泥人匠.obj	1	2	1	0.15	182	183	184	940
9364	npc_2025珍兽打卡墨宝阁掌柜.obj	1	2	1	0.15	182	183	184	940
9365	npc_2025珍兽打卡王秀才.obj	1	2	1	0.15	182	183	184	940
9366	npc_2025珍兽打卡特级厨师.obj	1	2	1	0.15	182	183	184	940
9367	npc变身_2025满载珍兽之友.obj	1	2	1	0.15	182	183	184	1480
9368	npc变身_2025珍兽之友.obj	1	2	1	0.15	182	183	184	1480
9369	npc_2024情人节狼人.obj	1	2	1	0.15	182	183	184	940
9370	npc_2025情人节月神.obj	1	2	1	0.15	182	183	184	940
9371	npc怪_2025精英怪猴子01.obj	1	2	1	0.15	182	183	184	922
9372	npc怪_2025精英怪猴子02.obj	1	2	1	0.15	182	183	184	922
9373	npc怪_2025精英怪人形花.obj	1	2	1	0.15	182	183	184	514
9374	npc怪_2025精英怪五色神牛01.obj	1	2	1	0.15	182	183	184	917
9375	npc怪_2025精英怪五色神牛02.obj	1	2	1	0.15	182	183	184	917
9376	npc怪_2025精英怪礼包虎.obj	1	2	1	0.15	182	183	184	934
9377	npc_2025珍兽主城代币商店.obj	1	2	1	0.15	182	183	184	940
9378	灰色松鼠.obj	1	2	2	0.15	182	183	184	601
9379	HJ_圣兽之魂鹤17.obj	1	2	2.5	0.15	182	183	184	1049
9380	npc_2025精灵升级.obj	1	2	1.5	0.15	182	183	184	940
9381	npc_2025珍兽主城钱庄当铺.obj	1	2	2.5	0.15	182	183	184	940
9382	npc_2025珍兽主城钱庄伙计.obj	1	2	1.8	0.15	182	183	184	940
9383	npc_2025珍兽主城钱庄老板.obj	1	2	1.8	0.15	182	183	184	940
9384	npc_2025珍兽主城医生.obj	1	2	1.5	0.15	182	183	184	940
9385	npc_2025珍兽主城移植云靡靡.obj	1	2	1.5	0.15	182	183	184	940
9386	npc_2025珍兽主城移植云渺渺.obj	1	2	1.5	0.15	182	183	184	940
9387	npc_2025珍兽主城移植云思儿.obj	1	2	1.5	0.15	182	183	184	940
9388	npc_2025珍兽主城驿站.obj	1	2	1.5	0.15	182	183	184	940
9389	npc_2025珍兽主城杂货.obj	1	2	2.5	0.15	182	183	184	940
9390	npc_2025被困灵蛇.obj	1	2	1	0.15	182	183	184	940
9391	npc_2025玉坛仙蟒.obj	1	2	1	0.15	182	183	184	940
9392	npc_2025腾云神蛟.obj	1	2	1	0.15	182	183	184	940
9393	npc_2025藏菊仙灵一级红色.obj	1	2	1	0.15	182	183	184	1460
9394	npc_2025藏菊仙灵二级红色.obj	1	2	1	0.15	182	183	184	1460
9395	npc_2025藏菊仙灵三级红色.obj	1	2	1	0.15	182	183	184	1460
9396	npc_2025奉梅仙灵一级红色.obj	1	2	1	0.15	182	183	184	1460
9397	npc_2025奉梅仙灵二级红色.obj	1	2	1	0.15	182	183	184	1460
9398	npc_2025奉梅仙灵三级红色.obj	1	2	1	0.15	182	183	184	1460
