INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
271	27	Mµt thª h® tông sß	Luy®n khí nh§p Th¬, ðµt phá CØu Trùng.	45	8	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 9Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
272	27	Vang dµi c± kim	Luy®n khí nh§p Th¬, ðµt phá Th§p Trùng.	45	9	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 10Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
273	27	Siêu phàm nh§p thánh	Luy®n khí nh§p Th¬, Dî Trån n½i tuy®t häo.	45	10	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i ðÕt t¾i Ð® 11Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
274	27	Siêu phàm nh§p thánh·Ngû Hành cß¶ng giä	Ngû Hành bäo ði¬n, Dî Trån Chí Cänh.	45	11	-1	Tu luy®n danh hi®u	1	Ngû Hành bäo ði¬n ðích mßu Ti«n cao nh¤t tu luy®n c¤p b§c ðÕt t¾i Ð® 12Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275	27	Siêu phàm nh§p thánh·Vô Nhai cß sî	Vô Nhai di thß, Dî Trån Chí Cänh.	45	11	-1	Tu luy®n danh hi®u	1	Vô Nhai di thß ðích mßu Ti«n cao nh¤t tu luy®n c¤p b§c ðÕt t¾i Ð® 12Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
276	27	Thiên Nhân Hþp Nh¤t	Chí Cänh Vô Cänh, Chí ÐÕo Vô ÐÕo.	45	12	-1	Tu luy®n danh hi®u	1	Trß¾c m£t cao nh¤t tu luy®n cänh gi¾i Ðô ðÕt t¾i Ð® 12Trùng Th¶i, nh§n ðßþc Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
277	28	Giang Nam hi®p sî	Mµ Dung S½ C¤p nam ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
278	28	Phøc qu¯c dûng sî	Mµ Dung Trung C¤p nam ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
279	28	Phø Qu¯c mßu sî	Mµ Dung cao c¤p nam ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
280	28	Yên Hoàng D¸ MÕch	Mµ Dung bí m§t nam ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
281	28	Giang Nam hi®p næ	Mµ Dung S½ C¤p næ ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Næ ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
282	28	Minh Hß½ng hi®p næ	Mµ Dung Trung C¤p næ ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
283	28	Huy«n V§n hi®p næ	Mµ Dung cao c¤p næ ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
284	28	Si tình h°ng nhan	Mµ Dung bí m§t næ ð® tØ.	0	0	-1	Sß môn c¯ng hiªn	0	Mµ Dung Næ ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 5000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
285	29	Mµt kiªm Khuynh thiên hÕ	Ðµc bµ võ lâm, MÕc dám cùng Tranh.	47	1	48	Hoa S½n lu§n kiªm danh hi®u	1	Hoa S½n lu§n kiªm Trung ðoÕt ðßþc môn phái TrÕi, cá nhân TrÕi hai l¾p quán quân Ðích môn phái ð® tØ có th¬ lînh Ðích danh hi®u.	48	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
286	30	Tuy®t Tr¥n giang h°·Thiªu Lâm	Hoa S½n lu§n kiªm, Thiªu Lâm Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
287	30	Tuy®t Tr¥n giang h°·Minh Giáo	Hoa S½n lu§n kiªm, Minh Giáo Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
288	30	Tuy®t Tr¥n giang h°·Cái Bang	Hoa S½n lu§n kiªm, Cái Bang Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
289	30	Tuy®t Tr¥n giang h°·Võ Ðang	Hoa S½n lu§n kiªm, Võ Ðang Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
290	30	Tuy®t Tr¥n giang h°·Nga Mi	Hoa S½n lu§n kiªm, Nga Mi Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
291	30	Tuy®t Tr¥n giang h°·Tinh Túc	Hoa S½n lu§n kiªm, Tinh Túc Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
292	30	Tuy®t Tr¥n giang h°·Thiên Long	Hoa S½n lu§n kiªm, Thiên Long Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
293	30	Tuy®t Tr¥n giang h°·Thiên S½n	Hoa S½n lu§n kiªm, Thiên S½n Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
294	30	Tuy®t Tr¥n giang h°·tiêu dao	Hoa S½n lu§n kiªm, tiêu dao Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
295	30	Tuy®t Tr¥n giang h°·MÕn Ðà	Hoa S½n lu§n kiªm, MÕn Ðà Vi Tiên!	46	1	48	Hoa S½n lu§n kiªm danh hi®u	1	L¤y ðßþc Hoa S½n lu§n kiªm cá nhân TrÕi Ðích ti«n tam danh nh§n ðßþc Ðích danh hi®u.	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
296	31	$Nngß¶i mê bóng	Chuyên Thuµc XÑng Hào, ðáng tin ngß¶i mê bóng cån cÑ chính xác Minh	61	1	-1	Ngß¶i mê bóng ngày hµi hoÕt ðµng danh hi®u	0	Häi ngoÕi World Cup hoÕt ðµng danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
297	32	Nhi®t tâm ngß¶i mê bóng	Quan khán thª gi¾i Xúc Cúc ðÕi tái Ðích nhi®t tâm ngß¶i mê bóng.	62	1	1440	Nam Phi World Cup danh hi®u	1	Thª gi¾i Xúc Cúc ðÕi tái Cánh Xai vi tích phân TÕi 1000~3499trong lúc ðó cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
298	32	Cao Ðoan ngß¶i mê bóng	Nhi®t tình yêu thß½ng thª gi¾i Xúc Cúc ðÕi tái Ðích Cao Ðoan ngß¶i mê bóng.	62	2	1440	Nam Phi World Cup danh hi®u	1	Thª gi¾i Xúc Cúc ðÕi tái Cánh Xai vi tích phân TÕi 3500~5199trong lúc ðó cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
299	32	Bí m§t C¥u Ðª	Bình lu§n thª gi¾i Xúc Cúc ðÕi tái Ðích bí m§t C¥u Ðª.	62	3	1440	Nam Phi World Cup danh hi®u	1	Thª gi¾i Xúc Cúc ðÕi tái Cánh Xai vi tích phân TÕi 5200~10399trong lúc ðó cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
300	32	Hoàng Kim C¥u Th¥n	Giám ð¸nh và thß·ng thÑc thª gi¾i Xúc Cúc ðÕi tái Ðích Hoàng Kim C¥u Th¥n.	62	4	1440	Nam Phi World Cup danh hi®u	1	Thª gi¾i Xúc Cúc ðÕi tái Cánh Xai vi tích phân 10400Ho£c ðã ngoài cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
301	33	Mµng xoay chuy¬n tr¶i ð¤t Long Ngã Vi Tiên	Mµng xoay chuy¬n tr¶i ð¤t Long, Ngã Vi tiên phong.	52	1	-1	Tham gia hoài cñu·Tân Thiên Long Bát Bµ S½ Tâm Thü Tr¡c, vai di­n c¤p b§c ÐÕt C¤p 50 nh§n ðßþc.	1	Tham gia hoài cñu·Tân Thiên Long Bát Bµ S½ Tâm Thü Tr¡c, vai di­n c¤p b§c ÐÕt C¤p 50 nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
302	34	Thiên Long các\u0020hÕ cû·Nh¤t Täi tr· v«	Quen biªt Nh¤t Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Nh¤t Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
303	34	Thiên Long các\u0020hÕ cû·Nh¸ Täi tr· v«	Quen biªt Nh¸ Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Nh¸ Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
304	34	Thiên Long các\u0020hÕ cû·Tam Täi tr· v«	Quen biªt Tam Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Tam Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
305	34	Thiên Long các\u0020hÕ cû·TÑ Täi tr· v«	Quen biªt TÑ Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt TÑ Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
306	34	Thiên Long các\u0020hÕ cû·Ngû Täi tr· v«	Quen biªt Ngû Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Ngû Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
307	34	Thiên Long các\u0020hÕ cû·Løc Täi tr· v«	Quen biªt Løc Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Løc Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
308	34	Thiên Long các\u0020hÕ cû·Th¤t Täi tr· v«	Quen biªt Th¤t Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Th¤t Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
309	34	Thiên Long các\u0020hÕ cû·Bát Täi tr· v«	Quen biªt Bát Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Bát Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
310	34	Thiên Long các\u0020hÕ cû·CØu Täi tr· v«	Quen biªt CØu Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt CØu Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
311	34	Thiên Long các\u0020hÕ cû·Th§p Täi tr· v«	Quen biªt Th§p Täi, tÕm bi®t các\u0020hÕ cû. C¥m tay Tßþng Khan, nói cß¶i Án Án.	51	1	-1	Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	1	Dß Tân Thiên Long Bát Bµ quen biªt Th§p Täi Ðích hi®p sî, tái hi®n Thiên Long giang h° là lúc, S· B¸ trao t£ng Ðích vinh dñ danh hi®u. Thành công sØ døng Thiên Long các\u0020hÕ cû dçy L­ Bao H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
312	34	Có mµt không hai Tung Mê	Âm nhÕc thu¥n túy, Ái Tung tuy®t ð¯i. Thiên Long giang h°, Hæu Nhî Tßþng B°i. HÑa Tung mê ca nhÕc Ðích ðáng yêu b¢ng chÑng.	53	1	-1	SØ døng Ái Tung tuy®t ð¯i L­ HÕp H§u nh§n ðßþc.	1	SØ døng Ái Tung tuy®t ð¯i L­ HÕp H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
313	35	Thì gi¶ trong mµng c¯ nhân Lai	2020Niên Tân Thiên Long Bát Bµ Carnival, ch¶ ngß½i Lai XoÕ ~	54	1	-1	Thành công sØ døng Thiên Long du hi®p C¦m HÕp Ho£c Thiên Long hào hi®p C¦m HÕp H§u nh§n ðßþc.	1	Thành công sØ døng Thiên Long du hi®p C¦m HÕp Ho£c Thiên Long hào hi®p C¦m HÕp H§u nh§n ðßþc.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
314	36	$NðÕi chß·ng quÛ	Sinh ý th¸nh vßþng, tài v§n hanh thông. CØu Châu thß½ng hµi, Dß Quân g£p lÕi.	26	1	-1	ÐÕo cø	1	Thông qua tr· thành CØu Châu thß½ng hµi ðiªm chü mà thu hoÕch Ð¡c Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
315	37	$NðÕi chß·ng quÛ	Sinh ý th¸nh vßþng, tài v§n hanh thông. CØu Châu thß½ng hµi, Dß Quân g£p lÕi.	27	1	-1	Trân Thú	1	Thông qua tr· thành CØu Châu thß½ng hµi ðiªm chü mà thu hoÕch Ð¡c Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
316	38	$Nð® tØ	Th¥y trò danh hi®u.	25	1	-1	Th¥y trò danh hi®u	1	Thông qua bái sß tr· thành ngß¶i ch½i khác ð® tØ mà thu hoÕch Ð¡c Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
317	12	MÕn Ðà hi®p sî	MÕn Ðà S½ C¤p nam ð® tØ.	21	1	-1	Sß môn c¯ng hiªn	1	MÕn Ðà nam ð® tØ cam ch¸u cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
318	12	Ngßng Huy nhÕc công	MÕn Ðà Trung C¤p nam ð® tØ.	21	2	-1	Sß môn c¯ng hiªn	1	MÕn Ðà nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 1000cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
319	12	Täng sáng C¥m Tôn	MÕn Ðà cao c¤p nam ð® tØ.	21	3	-1	Sß môn c¯ng hiªn	1	MÕn Ðà nam ð® tØ sß phø Môn c¯ng hiªn Ðµ ðÕt t¾i 2500cho Ðích danh hi®u.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0
