INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
31056	31056	通法上卷·玄（1级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	5	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31057	31057	通法上卷·玄（2级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	10	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31058	31058	通法上卷·玄（3级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	15	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31059	31059	通法上卷·玄（4级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	20	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31060	31060	通法上卷·玄（5级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	25	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31061	31061	通法上卷·玄（6级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G30%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G30%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	30	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31062	31062	通法上卷·玄（7级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G35%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G35%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	35	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31063	31063	通法上卷·玄（8级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G40%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G40%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	40	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31064	31064	通法上卷·玄（9级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G45%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G45%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	45	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31065	31065	通法上卷·玄（10级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G50%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G50%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	50	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31066	31066	通法上卷·玄（1级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	5	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31067	31067	通法上卷·玄（2级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	10	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31068	31068	通法上卷·玄（3级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	15	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31069	31069	通法上卷·玄（4级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	20	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31070	31070	通法上卷·玄（5级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	25	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31071	31071	通法上卷·玄（6级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G30%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G30%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	30	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31072	31072	通法上卷·玄（7级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G35%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G35%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	35	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31073	31073	通法上卷·玄（8级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G40%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G40%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	40	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31074	31074	通法上卷·玄（9级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G45%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G45%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	45	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31075	31075	通法上卷·玄（10级）	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G50%#W。#r#c5BC257需要装备七情刃	#W运气时间：1秒#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G50%#W。#r#c5BC257需要装备七情刃	702	4000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	50	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31076	31076	通法上卷·玄（1级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	5	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31077	31077	通法上卷·玄（2级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	10	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31078	31078	通法上卷·玄（3级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	15	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31079	31079	通法上卷·玄（4级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	20	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31080	31080	通法上卷·玄（5级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	25	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31081	31081	通法上卷·玄（6级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G30%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G30%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	30	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31082	31082	通法上卷·玄（7级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G35%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G35%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	35	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31083	31083	通法上卷·玄（8级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G40%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G40%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	40	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31084	31084	通法上卷·玄（9级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G45%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G45%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	45	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31085	31085	通法上卷·玄（10级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G50%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G50%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	50	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31086	31086	通法上卷·玄（1级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G5%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	5	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31087	31087	通法上卷·玄（2级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G10%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	10	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31088	31088	通法上卷·玄（3级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G15%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	15	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31089	31089	通法上卷·玄（4级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G20%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	20	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
31090	31090	通法上卷·玄（5级）	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	#W瞬间释放#r冷却时间：4秒#r单体攻击 增加玄攻击#G100#W点，且此次伤害若造成会心一击，则会心一击伤害提高#G25%#W。#r#c5BC257需要装备七情刃	702	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|生效一次的附加效果1	47032	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|增加暴击率（10就是增加10%，实际110%）	25	|是否关心隐身	0	|隐身状态，伤害百分比	0	参数修正（修正参数1）	0		0		0		0		0
