INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
521	滇 域1	192	192	滇 域1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign22	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
522	滇 域2	192	192	滇 域2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign23	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
523	滇 域3	192	192	滇 域3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign24	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
524	滇 域4	192	192	滇 域4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign25	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
525	滇 域5	192	192	滇 域5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign26	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
526	石城  1	192	192	石城  1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign27	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
527	石城  2	192	192	石城  2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign28	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
528	石城  3	192	192	石城  3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign29	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
529	石城  4	192	192	石城  4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign30	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
530	石城  5	192	192	石城  5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign31	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
531	苗域 1	192	192	苗域 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign32	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
532	苗域 2	192	192	苗域 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign33	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
533	苗域 3	192	192	苗域 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign34	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
534	苗域 4	192	192	苗域 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign35	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
535	苗域 5	192	192	苗域 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign36	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
536	辽地 1	192	192	辽地 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign37	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
537	辽地 2	192	192	辽地 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign38	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
538	辽地 3	192	192	辽地 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign39	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
539	辽地 4	192	192	辽地 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign40	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
540	辽地 5	192	192	辽地 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign41	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
541	雁门 1	192	192	雁门 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign42	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
542	雁门 2	192	192	雁门 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign43	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
543	雁门 3	192	192	雁门 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign44	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
544	雁门 4	192	192	雁门 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign45	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
545	雁门 5	192	192	雁门 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	15000	10	Sign46	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
546	生死擂台	64	64	shengsileitai.Scene	shengsileitai.path	shengsileitai.Wcollision	shengsileitai.jpg	2068	60000	shengsileitai	0	0	0	0	15000	10	Sign46	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	玩家城市	0.15;0.1
547	测试	256	256	ceshiyong.Scene	ceshiyong.Path	ceshiyong.Wcollision	ceshiyong.jpg	2108	60000	ceshiyong	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	测试性能场景	0.15;0.1
548	四象天门阵	384	384	songliao_dazhan.Scene	songliao_dazhan.Path	songliao_dazhan.Wcollision	songliao_dazhan.jpg	2098	60000	songliao_dazhan	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	宋辽大战	0.15;0.1
549	水月山庄	256	256	shuiyueshanzhuang.Scene	shuiyueshanzhuang.Path	shuiyueshanzhuang.Wcollision	shuiyueshanzhuang.jpg	2111	60000	shuiyueshanzhuang	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	水月山庄	0.15;0.1
550	阵前休息室	64	64	songliao_xiuxi.Scene	songliao_xiuxi.path	songliao_xiuxi.WCollision	songliao_xiuxi.jpg	2110	60000	songliao_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	宋辽休息室	0.15;0.1
551	阵前休息室	64	64	songliao_xiuxi.Scene	songliao_xiuxi.path	songliao_xiuxi.WCollision	songliao_xiuxi.jpg	2110	60000	songliao_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	宋辽休息室	0.15;0.1
552	阵前休息室	64	64	songliao_xiuxi.Scene	songliao_xiuxi.path	songliao_xiuxi.WCollision	songliao_xiuxi.jpg	2110	60000	songliao_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	宋辽休息室	0.15;0.1
553	夜探水月山庄	256	256	shuiyueshanzhuangye.Scene	shuiyueshanzhuangye.Path	shuiyueshanzhuangye.Wcollision	shuiyueshanzhuangye.jpg	2098	60000	shuiyueshanzhuangye	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	夜探水月山庄	0.15;0.1
554	截杀残党	384	384	songliao_dazhanjq.Scene	songliao_dazhanjq.Path	songliao_dazhanjq.Wcollision	songliao_dazhanjq.jpg	2111	60000	songliao_dazhan	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	宋辽大战	0.15;0.1
555	少林寺洞天	192	192	shaolin_3.scene	shaolin_3.path	shaolin_3.WCollision	shaolin.jpg	105	60000	shaolinfb	0	0	0	0	15000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r少林派总舵	0.15;0.1
556	丐帮总舵洞天	192	192	gaibang_3.scene	gaibang_3.path	gaibang_3.wCollision	gaibang.jpg	102	60000	gaibangfb	0	0	0	0	15000	10	Sign10	CommonStaticImage5	GaiBangZongDuo_Normal	CommonStaticImage5	GaiBangZongDuo_Hover	门派#r丐帮总舵	0.15;0.1
557	光明殿洞天	192	192	mingjiao_3.scene	mingjiao_3.path	mingjiao_3.wCollision	mingjiao.jpg	106	60000	mingjiaofb	0	0	0	0	15000	10	Sign6	MiniMap_Icon	GuangMingDing_Normal	MiniMap_Icon	GuangMingDing_Hover	门派#r明教总舵	0.15;0.1
558	武当山洞天	144	224	wudang_3.scene	wudang_3.path	wudang_3.wCollision	wudang.jpg	102	60000	wudangfb	0	0	0	0	15000	10	Sign6	MiniMap_Icon	WuDangShan_Normal	MiniMap_Icon	WuDangShan_Hover	门派#r武当派总舵	0.15;0.1
559	天龙寺洞天	192	192	tianlong_3.scene	tianlong_3.path	tianlong_3.wCollision	tianlong.jpg	105	60000	tianlongfb	0	0	0	0	15000	10	Sign10	CommonStaticImage5	TianLongSi_Normal	CommonStaticImage5	TianLongSi_Hover	门派#r天龙派总舵	0.15;0.1
560	凌波洞洞天	192	192	xiaoyao_3.scene	xiaoyao_3.path	xiaoyao_3.wCollision	xiaoyao.jpg	107	60000	xiaoyaofb	0	0	0	0	15000	10	Sign6	MiniMap_Icon	LingBoDong_Normal	MiniMap_Icon	LingBoDong_Hover	门派#r逍遥派总舵	0.15;0.1
561	峨嵋山洞天	192	192	emei_3.scene	emei_3.path	emei_3.wCollision	emei.jpg	108	60000	emeifb	0	0	0	0	15000	10	Sign6	MiniMap_Icon	EMeiShan_Normal	MiniMap_Icon	EMeiShan_Hover	门派#r峨嵋派总舵	0.15;0.1
562	星宿海洞天	192	192	xingxiu_3.scene	xingxiu_3.path	xingxiu_3.wCollision	xingxiu.jpg	109	60000	xingxiufb	0	0	0	0	15000	10	Sign8	MiniMap_Icon	XingXiuHai_Normal	MiniMap_Icon	XingXiuHai_Hover	门派#r星宿派总舵	0.15;0.1
563	天山洞天	192	192	tianshan_3.scene	tianshan_3.path	tianshan_3.wCollision	tianshan.jpg	2037	30000	tianshanfb	0	0	0	0	15000	10	Sign6	MiniMap_Icon2	TianShan_Normal	MiniMap_Icon2	TianShan_Hover	门派#r天山派总舵	0.15;0.1
564	少林演武	64	64	tongrenxiang_3.scene	tongrenxiang.path	tongrenxiang.wCollision	tongrenxiang.jpg	148	60000	tongrenxiang	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	塔林	0.15;0.1
565	丐帮演武	64	64	jiujiao_3.scene	jiujiao.path	jiujiao.wCollision	jiujiao.jpg	117	60000	jiujiao	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	丐帮酒窖	0.15;0.1
566	明教演武	64	64	guangmingdong_3.scene	guangmingdong.path	guangmingdong.wCollision	guangmingdong.jpg	117	60000	guangmingdong	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	光明洞	0.15;0.1
567	武当演武	64	64	lingxingfeng_3.scene	lingxingfeng.path	lingxingfeng.wCollision	lingxingfeng.jpg	120	60000	lingxingfeng	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	灵性峰	0.15;0.1
568	天龙演武	64	64	tadi_3.scene	tadi.path	tadi.wCollision	tadi.jpg	416	60000	tadi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	塔底	0.15;0.1
569	逍遥演武	64	64	gudi_3.scene	gudi.path	gudi.wCollision	gudi.jpg	146	60000	gudiscene	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	逍遥谷底	0.15;0.1
570	峨嵋演武	64	64	taohuazhen_3.scene	taohuazhen.path	taohuazhen.wCollision	taohuazhen.jpg	147	60000	taohuazhen	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	桃花阵	0.15;0.1
571	星宿演武	64	64	wushendong_3.scene	wushendong.path	wushendong.wCollision	wushendong.jpg	416	60000	wushendong	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	五神洞	0.15;0.1
572	天山演武	64	64	zhemeifeng_3.scene	zhemeifeng.path	zhemeifeng.wCollision	zhemeifeng.jpg	416	60000	zhemeifeng	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	折梅峰	0.15;0.1
573	长留叠嶂	256	256	changliudiezhang.scene	changliudiezhang.path	changliudiezhang.wCollision	changliudiezhang.jpg	2112	60000	changliudiezhang	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	长留	0.15;0.1
574	虎慑组休息室	256	256	CLS_xiuxi.scene	CLS_xiuxi.path	CLS_xiuxi.wCollision	CLS_xiuxi.jpg	2110	60000	CLS_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	长留	0.15;0.1
575	龙威组休息室	256	256	CLS_xiuxi.scene	CLS_xiuxi.path	CLS_xiuxi.wCollision	CLS_xiuxi.jpg	2110	60000	CLS_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	长留	0.15;0.1
576	鹰扬组休息室	256	256	CLS_xiuxi.scene	CLS_xiuxi.path	CLS_xiuxi.wCollision	CLS_xiuxi.jpg	2110	60000	CLS_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	长留	0.15;0.1
577	青丘	256	256	qingqiu.scene	qingqiu.path	qingqiu.wCollision	qingqiu.jpg	2115	60000	qingqiu	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	青丘	0.15;0.1
578	玄武岛·镜	320	320	petislandHJ.scene	petislandHJ.path	petislandHJ.wCollision	petisland.jpg	2114	60000	petislandHJ	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	玄武岛	0.15;0.1
579	玄武岛·镜	320	320	petislandHJ02.scene	petislandHJ.path	petislandHJ02.wCollision	petisland.jpg	2114	60000	petislandHJ02	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	玄武岛	0.15;0.1
580	洛阳·幻	320	320	luoyang_ZB.Scene	luoyang.path	luoyang_ZB.wCollision	luoyang_HD.jpg	18	60000	luoyang_HD	0	0	0	0	15000	10	Sign5	MiniMap_Icon2	LuoYang_Normal	MiniMap_Icon2	LuoYang_Hover	城市-洛阳	0.15;0.1
581	苏州·幻	320	320	suzhou_ZB.scene	suzhou.path	suzhou_ZB.wCollision	suzhou_HD.jpg	19	60000	suzhou_HD	0	0	0	0	15000	10	Sign7	MiniMap_Icon2	SuZhou_Normal	MiniMap_Icon2	SuZhou_Hover	城市-苏州	0.15;0.1
582	大理·幻	320	320	dali_ZB.Scene	dali.path	dali_ZB.wCollision	dali_HD.jpg	101	60000	dali_HD	0	0	0	0	15000	10	Sign9	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	城市-大理	0.15;0.1
583	雁门关	512	512	Hjyanmenguan_FB.Scene	Hjyanmenguan_FB.path	Hjyanmenguan_FB.wCollision	Hjyanmenguan_FB.jpg	2117	60000	Hjyanmenguan_FB	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	雁门关	0.15;0.1
584	雁门关	512	512	Hjyanmenguan_PVP.Scene	Hjyanmenguan_PVP.path	Hjyanmenguan_PVP.wCollision	Hjyanmenguan_PVP.jpg	2117	60000	Hjyanmenguan_PVP	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	雁门关	0.15;0.1
586	雁门关	512	512	Hjyanmenguan_qiu.Scene	Hjyanmenguan_qiu.path	Hjyanmenguan_qiu.wCollision	Hjyanmenguan_qiu.jpg	2117	60000	Hjyanmenguan_qiu	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	雁门关	0.15;0.1
587	雁门关	512	512	Hjyanmenguan_chun.Scene	Hjyanmenguan_chun.path	Hjyanmenguan_chun.wCollision	Hjyanmenguan_chun.jpg	2117	60000	Hjyanmenguan_chun	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	雁门关	0.15;0.1
588	雁门关	512	512	Hjyanmenguan_xia.Scene	Hjyanmenguan_xia.path	Hjyanmenguan_xia.wCollision	Hjyanmenguan_xia.jpg	2117	60000	Hjyanmenguan_xia	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	雁门关	0.15;0.1
589	青丘寒潭	96	96	qingqiuhantan.Scene	qingqiuhantan.path	qingqiuhantan.Wcollision	qingqiuhantan.jpg	2115	60000	qingqiuhantan	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	青丘寒潭	0.15;0.1
590	琳琅奇阵	192	192	Hjlinlangqizhen_FB.Scene	Hjlinlangqizhen_FB.path	Hjlinlangqizhen_FB.Wcollision	Hjlinlangqizhen_FB.jpg	104	60000	Hjlinlangqizhen_FB	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	琳琅奇阵	0.15;0.1
591	门派挑战休息室	64	64	MenPaiFirstOneRest.Scene	MenPaiFirstOneRest.path	MenPaiFirstOneRest.WCollision	MenPaiFirstOneRest.jpg	18	60000	MenPaiFirstOneRest	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	门派挑战休息室	0.15;0.1
592	曼陀山庄	256	256	mantuoshanzhuang.Scene	mantuoshanzhuang.path	mantuoshanzhuang.WCollision	mantuoshanzhuang.jpg	2118	60000	mantuoshanzhuang	739	467	739	486	35000	10	Sign10	MiniMap_Icon3	Mantuoshanzhuang_Normal	MiniMap_Icon3	Mantuoshanzhuang_Hover	门派#r曼陀山庄	0.25;0.05
593	皓月洲	96	96	mantuofb.scene	mantuofb.path	mantuofb.wCollision	mantuofb.jpg	2119	60000	mantuofb	0	0	0	0	35000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	门派#r曼陀山庄	0.15;0.1
596	曼陀山庄	256	256	mantuoshanzhuang_1.Scene	mantuoshanzhuang_1.path	mantuoshanzhuang_1.WCollision	mantuoshanzhuang_1.jpg	2118	60000	mantuoshanzhuang_1	0	0	0	0	35000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r曼陀山庄	0.25;0.05
597	曼陀山庄	256	256	mantuoshanzhuang_2.Scene	mantuoshanzhuang_2.path	mantuoshanzhuang_2.WCollision	mantuoshanzhuang_2.jpg	2118	60000	mantuoshanzhuang_2	0	0	0	0	35000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r曼陀山庄	0.25;0.05
598	曼陀洞天	256	256	mantuoshanzhuang_3.Scene	mantuoshanzhuang_3.path	mantuoshanzhuang_3.WCollision	mantuoshanzhuang_3.jpg	2118	60000	mantuoshanzhuang_3	0	0	0	0	35000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r曼陀山庄	0.25;0.05
599	曼陀演武	96	96	mantuofb_3.scene	mantuofb_3.path	mantuofb_3.wCollision	mantuofb_3.jpg	2119	60000	mantuofb_3	0	0	0	0	35000	10	Sign1	BaseInterface	Space	BaseInterface	Space	门派#r曼陀山庄	0.15;0.1
600	曼陀福地	128	128	mantuoshanzhuang_YR.Scene	mantuoshanzhuang_YR.path	mantuoshanzhuang_YR.WCollision	mantuoshanzhuang_YR.jpg	2118	60000	mantuoshanzhuang_YR	0	0	0	0	35000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r曼陀山庄	0.15;0.1
601	苍山破煞	128	128	NewShaXing.Scene	NewShaXing.path	NewShaXing.WCollision	NewShaXing.jpg	105	60000	NewShaXing	0	0	0	0	15000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r曼陀山庄	0.15;0.1
602	秦宫秘境一层	256	256	qinhuanggong_1HD.scene	qinhuanggong_1.path	qinhuanggong_1.wCollision	qinhuanggong_1HD.jpg	146	60000	qinhuanggong_1HD	0	0	0	0	15000	10	Sign55	MiniMap_Icon5	qinhuanggong_Normal	MiniMap_Icon5	qinhuanggong_Hover	秦皇地宫#r野外场景#r怪物等级：65-82#r怪物种类：#r盗墓贼、墓穴甲虫、地宫工匠、幽禁守卫、秦皇精兵俑、地宫幽灵、机关石人、幽灵祭祀、秦将护卫、秦将侍卫、机关守卫、秦皇之魄。	0.15;0.1
603	秦宫秘境二层	256	256	qinhuanggong_2HD.scene	qinhuanggong_2.path	qinhuanggong_2.wCollision	qinhuanggong_2HD.jpg	147	60000	qinhuanggong_2HD	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	秦皇地宫二层	0.15;0.1
604	秦宫秘境三层	256	256	qinhuanggong_3HD.scene	qinhuanggong_3.path	qinhuanggong_3.wCollision	qinhuanggong_3HD.jpg	2099	60000	qinhuanggong_3HD	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	秦皇地宫三层	0.15;0.1
605	秦宫秘境四层	256	256	qinhuanggong_4HD.Scene	qinhuanggong_4.path	qinhuanggong_4.wCollision	qinhuanggong_4HD.jpg	148	60000	qinhuanggong_4HD	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	秦皇地宫三层	0.15;0.1
606	休息室·预选赛	256	256	HJZBS_Xiuxi.scene	HJZBS_Xiuxi.path	HJZBS_Xiuxi.wCollision	HJZBS_Xiuxi.jpg	117	60000	HJZBS_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	新争霸赛休息室	0.15;0.1
607	争霸赛赛场	192	192	HJZBS_GameArea.scene	HJZBS_GameArea.path	HJZBS_GameArea.wCollision	HJZBS_GameArea.jpg	120	60000	HJZBS_GameArea	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	团队争霸赛战场	0.15;0.1
608	休息室·晋级赛	96	96	HJZBS_Xiuxi2.scene	HJZBS_Xiuxi2.path	HJZBS_Xiuxi2.wCollision	HJZBS_Xiuxi2.jpg	117	60000	HJZBS_Xiuxi2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	晋级赛休息室A	0.15;0.1
609	休息室·总决赛	192	192	HJZBS_Xiuxi3.Scene	HJZBS_Xiuxi3.path	HJZBS_Xiuxi3.wCollision	HJZBS_Xiuxi3.jpg	2117	60000	HJZBS_Xiuxi3	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	总决赛休息室	0.15;0.1
610	校场	64	64	leitai_3.scene	leitai_3.path	leitai_3.wCollision	leitai_3.jpg	120	60000	leitai_3scene	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	擂台	0.15;0.1
611	藏经阁校场	192	192	HJZBS_Xiuxi3.Scene	HJZBS_Xiuxi3.path	HJZBS_Xiuxi3.wCollision	HJZBS_Xiuxi_T.jpg	2117	60000	HJZBS_Xiuxi_T	0	0	0	0	60000	10	Sign10	MiniMap_Icon2	DaLi_Normal	MiniMap_Icon2	DaLi_Hover	T服校场场景	0.15;0.1
612	争霸赛赛场	192	192	HJZBS_GameArea.scene	HJZBS_GameArea.path	HJZBS_GameArea.wCollision	HJZBS_GameArea_Yuxuan.jpg	120	60000	HJZBS_GameArea_Yuxuan	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	全球争霸赛战场	0.15;0.1
613	白溪湖	256	256	baixihu.Scene	baixihu.path	baixihu.wCollision	baixihu.jpg	2157	60000	baixihu	761	214	765	234	15000	10	Sign3	MiniMap_Icon5	baixihu_Normal	MiniMap_Icon5	baixihu_Hover	野外场景#r怪物等级85#r怪物种类：#r霜月灰狼、狂热的族人。	0.1;0.01
614	蜀南竹海	256	256	shunanzhuhai.Scene	shunanzhuhai.path	shunanzhuhai.wCollision	shunanzhuhai.jpg	2159	60000	shunanzhuhai	222	567	217	586	15000	10	Sign3	MiniMap_Icon5	shunanzhuhai_Normal	MiniMap_Icon5	shunanzhuhai_Hover	野外场景#r怪物等级85#r怪物种类：#r竹海白猿、狂热的族人。	0.15;0.1
615	西凉枫林	256	256	xiliangfenglin.Scene	xiliangfenglin.path	xiliangfenglin.wCollision	xiliangfenglin.jpg	2158	60000	xiliangfenglin	237	186	248	204	15000	10	Sign3	MiniMap_Icon5	xiliangfenglin_Normal	MiniMap_Icon5	xiliangfenglin_Hover	野外场景#r怪物等级85#r怪物种类：#r古道胡狼、狂热的族人。	0.15;0.1
616	长春谷·横崖	256	256	changchungu_hengya.Scene	changchungu_hengya.path	changchungu_hengya.wCollision	changchungu_hengya.jpg	2156	60000	changchungu_hengya	195	522	187	548	25000	10	Sign10	MiniMap_Icon5	bulaochangchungu_Normal	MiniMap_Icon5	bulaochangchungu_Hover	不老长春谷#r野外场景#r怪物等级85#r怪物种类：#r木甲豹、盗宝人、灵猊。	0.15;0.1
617	长春谷·乌衣巷	256	256	changchungu_wuyixiang.Scene	changchungu_wuyixiang.path	changchungu_wuyixiang.wCollision	changchungu_wuyixiang.jpg	2156	60000	changchungu_wuyixiang	0	0	0	0	15000	10	Sign10	BaseInterface	Space	BaseInterface	Space	不老长春谷#r野外场景#r怪物等级85#r怪物种类：#r木甲豹、盗宝人、灵猊。	0.15;0.1
