INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
30999	Thiên Phong Chiªn HÕt cøc cßng	3099	85	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	250	450	150	50	1800000	30990
31000	Trß·ng thành Thiên Phong Chiªn HÕt	3100	95	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31001	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31002	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31003	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1842	921	789	1052	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31004	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1088	1904	952	816	1088	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31005	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1123	1966	983	842	1123	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31006	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1159	2028	1014	869	1159	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31007	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1194	2090	1045	896	1194	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31008	Biªn d¸ Thiên Phong Chiªn HÕt	3100	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31009	Thiên Phong Chiªn HÕt cøc cßng	3100	95	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2188	100	250	450	150	50	1800000	31000
31011	Biªn d¸ Thiên Phong Vß½ng HÕt	3101	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	0	500	500	0	0	1800000	30970
31021	Biªn d¸ Thiên Phong Vß½ng HÕt	3102	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1146	2005	1002	859	1146	1255	1380	1443	1631	1882	0	500	500	0	0	1800000	30980
31031	Biªn d¸ Thiên Phong Vß½ng HÕt	3103	85	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	0	500	500	0	0	1800000	30990
31041	Biªn d¸ Thiên Phong Vß½ng HÕt	3104	95	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2188	0	500	500	0	0	1800000	31000
31070	Trß·ng thành muôn ð¶i H°n	3107	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1800000	31070
31071	Biªn d¸ muôn ð¶i H°n	3107	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1078	539	970	755	846	930	972	1099	1269	100	100	200	100	500	1800000	31070
31072	Biªn d¸ muôn ð¶i H°n	3107	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1219	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	1800000	31070
31079	Muôn ð¶i H°n cøc cßng	3107	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	1800000	31070
31080	Trß·ng thành muôn ð¶i H°n	3108	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1800000	31080
31081	Biªn d¸ muôn ð¶i H°n	3108	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	1076	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	1800000	31080
31082	Biªn d¸ muôn ð¶i H°n	3108	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1174	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	1800000	31080
31083	Biªn d¸ muôn ð¶i H°n	3108	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1781	1272	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	1800000	31080
31089	Muôn ð¶i H°n cøc cßng	3108	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	1800000	31080
31090	Trß·ng thành muôn ð¶i H°n	3109	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1800000	31090
31091	Biªn d¸ muôn ð¶i H°n	3109	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	1800000	31090
31092	Biªn d¸ muôn ð¶i H°n	3109	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	1800000	31090
31093	Biªn d¸ muôn ð¶i H°n	3109	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	1800000	31090
31094	Biªn d¸ muôn ð¶i H°n	3109	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1326	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	1800000	31090
31099	Muôn ð¶i H°n cøc cßng	3109	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	1800000	31090
31100	Trß·ng thành muôn ð¶i H°n	3110	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31101	Biªn d¸ muôn ð¶i H°n	3110	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1124	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31102	Biªn d¸ muôn ð¶i H°n	3110	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1188	594	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31103	Biªn d¸ muôn ð¶i H°n	3110	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1251	625	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31104	Biªn d¸ muôn ð¶i H°n	3110	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1315	657	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31105	Biªn d¸ muôn ð¶i H°n	3110	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1931	1379	689	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31109	Muôn ð¶i H°n cøc cßng	3110	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	1800000	31100
31110	Trß·ng thành muôn ð¶i H°n	3111	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31111	Biªn d¸ muôn ð¶i H°n	3111	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31112	Biªn d¸ muôn ð¶i H°n	3111	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31113	Biªn d¸ muôn ð¶i H°n	3111	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31114	Biªn d¸ muôn ð¶i H°n	3111	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31115	Biªn d¸ muôn ð¶i H°n	3111	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31116	Biªn d¸ muôn ð¶i H°n	3111	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1432	716	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31119	Muôn ð¶i H°n cøc cßng	3111	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	1800000	31110
31120	Trß·ng thành muôn ð¶i H°n	3112	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31121	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31122	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31123	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1288	644	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31124	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1337	668	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31125	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1386	693	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31126	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1435	717	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31127	Biªn d¸ muôn ð¶i H°n	3112	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1484	742	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31129	Muôn ð¶i H°n cøc cßng	3112	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	31120
31130	Trß·ng thành muôn ð¶i H°n	3113	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31131	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31132	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31133	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1316	658	1184	921	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31134	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1360	680	1224	952	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31135	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1404	702	1264	983	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31136	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1449	724	1304	1014	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31137	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1493	746	1344	1045	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31138	Biªn d¸ muôn ð¶i H°n	3113	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1537	768	1384	1076	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31139	Muôn ð¶i H°n cøc cßng	3113	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	31130
31140	Trß·ng thành Hoä Di®m Yêu Ma	3114	5	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	250	450	150	50	1800000	31140
31141	Biªn d¸ Hoä Di®m Yêu Ma	3114	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	250	450	150	50	1800000	31140
31142	Biªn d¸ Hoä Di®m Yêu Ma	3114	5	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	250	450	150	50	1800000	31140
31149	Hoä Di®m Yêu Ma cøc cßng	3114	5	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	250	450	150	50	1800000	31140
31150	Trß·ng thành Hoä Di®m Yêu Ma	3115	45	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	250	450	150	50	1800000	31150
31151	Biªn d¸ Hoä Di®m Yêu Ma	3115	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	250	450	150	50	1800000	31150
31152	Biªn d¸ Hoä Di®m Yêu Ma	3115	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	250	450	150	50	1800000	31150
31153	Biªn d¸ Hoä Di®m Yêu Ma	3115	45	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	250	450	150	50	1800000	31150
31159	Hoä Di®m Yêu Ma cøc cßng	3115	45	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	250	450	150	50	1800000	31150
31160	Trß·ng thành Hoä Di®m Yêu Ma	3116	55	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	31160
31161	Biªn d¸ Hoä Di®m Yêu Ma	3116	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	31160
31162	Biªn d¸ Hoä Di®m Yêu Ma	3116	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	31160
31163	Biªn d¸ Hoä Di®m Yêu Ma	3116	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	31160
31164	Biªn d¸ Hoä Di®m Yêu Ma	3116	55	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	31160
31169	Hoä Di®m Yêu Ma cøc cßng	3116	55	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	31160
31170	Trß·ng thành Hoä Di®m Yêu Ma	3117	65	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31171	Biªn d¸ Hoä Di®m Yêu Ma	3117	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31172	Biªn d¸ Hoä Di®m Yêu Ma	3117	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31173	Biªn d¸ Hoä Di®m Yêu Ma	3117	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1001	1752	876	751	1001	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31174	Biªn d¸ Hoä Di®m Yêu Ma	3117	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1052	1841	920	789	1052	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31175	Biªn d¸ Hoä Di®m Yêu Ma	3117	65	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31179	Hoä Di®m Yêu Ma cøc cßng	3117	65	9	0	1	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	31170
31180	Trß·ng thành Hoä Di®m Yêu Ma	3118	75	9	0	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	250	450	150	50	1800000	31180
31181	Biªn d¸ Hoä Di®m Yêu Ma	3118	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1619	809	694	925	1255	1380	1443	1631	1882	100	250	450	150	50	1800000	31180
31182	Biªn d¸ Hoä Di®m Yêu Ma	3118	75	9	1	0	1000	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	969	1697	848	727	969	1255	1380	1443	1631	1882	100	250	450	150	50	1800000	31180
