INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
412	70503110	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503111	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #GLinh Khí +41#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
413	70503111	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503112	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #GLinh Khí +61#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
414	70503112	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503113	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #GLinh Khí +82#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
415	70503113	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503114	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #GLinh Khí +102#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
416	70503115	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503116	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #GLinh Khí +41#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
417	70503116	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503117	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #GLinh Khí +61#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
418	70503117	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503118	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #GLinh Khí +82#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
419	70503118	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503119	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #GLinh Khí +102#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
420	70503120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503121	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +821#W; #Gnµi công phòng ngñ +821#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
421	70503121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503122	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1232#W; #Gnµi công phòng ngñ +1232#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
422	70503122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503123	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1642#W; #Gnµi công phòng ngñ +1642#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
423	70503123	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503124	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +2053#W; #Gnµi công phòng ngñ +2053#W; #GHuyªt Thßþng HÕn +3820#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
424	70503125	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503126	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +41#W; #GM®nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
425	70503126	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503127	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +61#W; #GM®nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
426	70503127	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503128	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +82#W; #GM®nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
427	70503128	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503129	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +102#W; #GM®nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
428	70503130	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70503131	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #Gthân pháp +41#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
429	70503131	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70503132	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #Gthân pháp +61#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
430	70503132	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70503133	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #Gthân pháp +82#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
431	70503133	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70503134	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #Gthân pháp +102#W; #GHuyªt Thßþng HÕn +3820#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
432	70504000	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504001	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +664#W; #GM®nh Trung +859#W; #Glñc lßþng +33#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(2Tinh sáo trang hi®u quä)#W.
433	70504001	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504002	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +996#W; #GM®nh Trung +1288#W; #Glñc lßþng +49#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(3Tinh sáo trang hi®u quä)#W.
434	70504002	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504003	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1327#W; #GM®nh Trung +1717#W; #Glñc lßþng +66#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(4Tinh sáo trang hi®u quä)#W.
435	70504003	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504004	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1659#W; #GM®nh Trung +2146#W; #Glñc lßþng +82#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(5Tinh sáo trang hi®u quä)#W.
436	70504005	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504006	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #Glñc lßþng +33#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
437	70504006	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504007	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #Glñc lßþng +49#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
438	70504007	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504008	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #Glñc lßþng +66#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
439	70504008	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504009	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #Glñc lßþng +82#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
440	70504010	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504011	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #Glñc lßþng +33#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
441	70504011	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504012	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #Glñc lßþng +49#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
442	70504012	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504013	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #Glñc lßþng +66#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
443	70504013	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504014	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #Glñc lßþng +82#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
444	70504015	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504016	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +664#W; #GM®nh Trung +859#W; #GLinh Khí +33#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(2Tinh sáo trang hi®u quä)#W.
445	70504016	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504017	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +996#W; #GM®nh Trung +1288#W; #GLinh Khí +49#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(3Tinh sáo trang hi®u quä)#W.
446	70504017	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504018	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1327#W; #GM®nh Trung +1717#W; #GLinh Khí +66#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(4Tinh sáo trang hi®u quä)#W.
447	70504018	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504019	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1659#W; #GM®nh Trung +2146#W; #GLinh Khí +82#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(5Tinh sáo trang hi®u quä)#W.
448	70504020	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504021	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #GLinh Khí +33#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
449	70504021	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504022	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #GLinh Khí +49#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
450	70504022	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504023	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #GLinh Khí +66#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
451	70504023	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504024	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #GLinh Khí +82#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
452	70504025	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504026	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #GLinh Khí +33#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
453	70504026	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504027	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #GLinh Khí +49#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
454	70504027	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504028	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #GLinh Khí +66#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
455	70504028	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504029	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #GLinh Khí +82#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
456	70504030	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504031	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +656#W; #Gnµi công phòng ngñ +656#W; #GHuyªt Thßþng HÕn +1217#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
457	70504031	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504032	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +983#W; #Gnµi công phòng ngñ +983#W; #GHuyªt Thßþng HÕn +1825#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
458	70504032	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504033	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1311#W; #Gnµi công phòng ngñ +1311#W; #GHuyªt Thßþng HÕn +2434#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
459	70504033	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504034	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1638#W; #Gnµi công phòng ngñ +1638#W; #GHuyªt Thßþng HÕn +3042#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
460	70504035	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504036	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +33#W; #GM®nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
461	70504036	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504037	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +49#W; #GM®nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
462	70504037	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504038	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +66#W; #GM®nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
463	70504038	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504039	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +82#W; #GM®nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
464	70504040	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504041	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #Gthân pháp +33#W; #GHuyªt Thßþng HÕn +1217#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
465	70504041	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504042	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #Gthân pháp +49#W; #GHuyªt Thßþng HÕn +1825#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
466	70504042	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504043	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #Gthân pháp +66#W; #GHuyªt Thßþng HÕn +2434#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
467	70504043	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70504044	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #Gthân pháp +82#W; #GHuyªt Thßþng HÕn +3042#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
468	70504045	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70504046	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +748#W; #GM®nh Trung +965#W; #Glñc lßþng +37#W; #Ggia tång Mãnh Kích kÛ nång Ðích phóng thích tÖ l®(2Tinh sáo trang hi®u quä)#W.
469	70504046	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70504047	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1122#W; #GM®nh Trung +1447#W; #Glñc lßþng +55#W; #Ggia tång Mãnh Kích kÛ nång Ðích phóng thích tÖ l®(3Tinh sáo trang hi®u quä)#W.
470	70504047	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70504048	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1495#W; #GM®nh Trung +1929#W; #Glñc lßþng +74#W; #Ggia tång Mãnh Kích kÛ nång Ðích phóng thích tÖ l®(4Tinh sáo trang hi®u quä)#W.
