INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10205006	1	2	5	6	0	522	1	-1	-1	Khuyên Thiên MÕch	60	Trên khuyên có kh¡c th¥n thú, v§t t±, nghe nói bên trong ¦n gi¤u thiên cñc, ðªn nay vçn không ai hi¬u rõ.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_7	Khuyên	2079	2002	0
10205007	1	2	5	7	0	525	1	-1	-1	Phong Höa Luân	70	Tß½ng truy«n là vû khí cüa Tam Thái tØ Na Tra ch¯n tiên gi¾i, sau lßu lÕc nhân gian, träi qua tråm tr§n, ðánh ðâu th¡ng ðó.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_10	Khuyên	2080	2002	0
10205008	1	2	5	8	0	531	1	-1	-1	Thanh Giác	80	Toàn thân trong su¯t, ánh sáng, truy«n thuyªt có công hi®u khiªn con ngß¶i t¦y tuÖ thanh c¯t, thoát thai hoán c¯t.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_16	Khuyên	2081	2002	0
10205009	1	2	5	9	0	536	1	-1	-1	Trích Tinh	90	Th¥n khí th¶i thßþng c±, khuyên này h­ xu¤t hi®n, ánh sáng xuyên tr¶i, nh§t nguy®t tranh giành chiªu sáng, Tinh Túc tránh né, quÖ th¥n bi ai kêu khóc.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_5	Khuyên	2082	2002	0
10205010	1	2	5	10	0	541	1	-1	-1	Thái Hoàng	100	Thª hi®u giang h° binh khí phä, thiên niên t¯i th¸nh s¯ thái hoàng.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_10	Khuyên	2083	2002	0
10205011	1	2	5	11	0	502	1	-1	-1	Khuyên BÕch Ngân	10	Vû khí dÕng khuyên làm t× bÕc tr¡ng, thích hþp cho ngß¶i m¾i vào giang h° sØ døng.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_3	Khuyên	2074	2002	0
10205012	1	2	5	12	0	504	1	-1	-1	Khuyên Minh Nguy®t	20	Khuyên to nhß m£t trång, ánh sáng chiªu tÑ phía, khi khua lên gi¯ng nhß trång sáng m÷c trên bi¬n.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_5	Khuyên	2075	2002	0
10205013	1	2	5	13	0	509	1	-1	-1	Ngû Hành Luân	30	Trong khuyên hàm chÑa ðÕo lý Ngû hành, thích hþp sØ døng trong b¯ tr§n.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_10	Khuyên	2076	2002	0
10205014	1	2	5	14	0	513	1	-1	-1	Thiên Ð¸a Kim Cang Khuyên	40	Là v§t tiªn c¯ng cüa Ba Tß, có màu vàng óng, không biªt chª tÕo t× v§t gì, hai khuyên có th¬ cäm Ñng lçn nhau, tß½ng minh tß½ng hþp.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_16	Khuyên	2077	2002	0
10205015	1	2	5	15	0	518	1	-1	-1	Nhiªp Tinh Khuyên	50	Do ðÕo nhân phái Tiêu Dao ðúc nên, không có chiêu thÑc thân pháp c¯ ð¸nh, tâm ðªn ðâu thì khuyên ðªn ðó.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_3	Khuyên	2084	2002	0
10205016	1	2	5	16	0	522	1	-1	-1	Thiên LÕc Khuyên	60	Trên khuyên có kh¡c th¥n thú, v§t t±, nghe nói bên trong ¦n gi¤u thiên cñc, ðªn nay vçn không ai hi¬u rõ.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_7	Khuyên	2085	2002	0
10205017	1	2	5	17	0	526	1	-1	-1	Càn Khôn Khuyên	70	Trong truy«n thuyªt Ðích thßþng c± th¥n binh, ¦n chÑa cß¶ng ðÕi Ðích lñc lßþng, ðäo ngßþc Chuy¬n Càn Khôn, siêu vi®t sinh tØ.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_11	Khuyên	2086	2002	0
10205018	1	2	5	18	0	532	1	-1	-1	V§n M®nh	80	TÕo hình quÖ d¸, phø hæu th¥n lñc, tß½ng truy«n có th¬ khiªn con ngß¶i vßþt ðÕo luân h°i th¤t sinh th¤t gi¾i.#r#GCÓ th¬ ðªn LÕc Dß½ng (280, 322) tìm Bành Hoài Ng÷c, Lâu Lan (279, 198) tìm Kh¡c Lý Mµc, Thúc Hà C± Tr¤n (134, 85) tìm Kinh Khäm Thñc dùng Hàn Ng÷c Tinh Túy ho£c Ði¬m Kim Ti­n ð¬ ðøc l² cao c¤p.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_1	Khuyên	2087	2002	0
10205019	1	2	5	19	0	537	1	-1	-1	Thám Hoa	90	Thßþng c± th¥n khí, ThØ Hoàn v×a ra, hào quang vÕn trßþng, bách hoa Tranh Di®u, vÕn v§t T¸ Thái, yêu ma ði nhanh.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_6	Khuyên	2088	2002	0
10205020	1	2	5	20	0	542	1	-1	-1	Träm Quan	100	Tr¯ng tr½n không có gì Hßu ÐoÕt Tß¾ng, Minh Minh Hæu Khí Hào Träm Quan.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_11	Khuyên	2089	2002	0
10210001	1	2	10	1	1	108	1	51	4	Miên Ma MÕo	2	Väi thô T¯ Ðích mû, thích hþp m¾i vào giang h° Giä sØ døng.	30	144	115	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	-1	-1	Hat1_2	Mão	2090	2002	0
10210002	1	2	10	2	1	108	1	61	4	Vân Trù MÕo	2	Mão b¢ng väi gai, thích hþp v¾i nhæng ngß¶i v×a gia nh§p giang h°.	30	144	115	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	-1	-1	Hat1_2	Mão	2091	2002	0
10210003	1	2	10	3	1	107	1	52	4	Xuân V§n MÕo	12	Mão b¢ng nhung, vô cùng tinh xäo, ð©p ð¨ d­ ch¸u.	109	523	127	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	14	-1	-1	-1	Hat1_5	Mão	2092	2002	0
10210004	1	2	10	4	1	101	1	62	4	Thu Thñc MÕo	12	Mão b¢ng løa, vô cùng tinh xäo, ð©p ð¨ d­ ch¸u.	109	523	127	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	14	-1	-1	-1	Hat1_6	Mão	2093	2002	0
10210005	1	2	10	5	1	119	1	53	4	Châu Ng÷c MÕo	22	C¦m BÕch T¯ Ðích mû, xa hoa, thanh l¸ch ð©p ð¨ quý giá.	169	811	140	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_9	Mão	2094	2002	0
10210006	1	2	10	6	1	225	1	63	4	Bích T¸ch MÕo	22	T½ løa T¯ Ðích mû, xa hoa, thanh l¸ch ð©p ð¨ quý giá.	169	811	140	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	23	-1	-1	-1	Hat1_5	Mão	2095	2002	0
10210007	1	2	10	7	1	111	1	54	4	Nhuy­n H° MÕo	32	Mão khäm nanh sói, v×a xu¤t hi®n ðã lµ rõ sñ s¡c säo, b«n ch¡c.	331	1589	152	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat1_13	Mão	2096	2002	0
10210008	1	2	10	8	1	97	1	64	4	Nguyên Vû MÕo	32	Mão nÕm vu¯t sói, v×a xu¤t hi®n ðã lµ rõ sñ s¡c säo, b«n ch¡c.	331	1589	152	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	32	-1	-1	-1	Hat1_13	Mão	2097	2002	0
10210009	1	2	10	9	1	345	1	55	4	Xích Huyªt Quan	42	Mão nÕm nanh h±, hoàn toàn lµ rõ sñ s¡c säo, tràn ð¥y bá khí.	554	2659	165	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_3	Mão	2098	2002	0
10210010	1	2	10	10	1	93	1	65	4	Tiêu Dß½ng Quan	42	Mão nÕm vu¯t h±, hoàn toàn lµ rõ sñ s¡c säo, tràn ð¥y bá khí.	554	2659	165	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Hat2_4	Mão	2099	2002	0
10210011	1	2	10	11	1	226	1	56	4	Hàn Sß½ng Quan	52	Làm t× da thu°ng lu°ng và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	890	4272	177	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_6	Mão	2100	2002	0
10210012	1	2	10	12	1	227	1	66	4	Nguyên Linh Quan	52	Làm t× t½ t¢m ðen và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	890	4272	177	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	Hat2_9	Mão	2101	2002	0
10210013	1	2	10	13	1	113	1	57	4	Ð¸a Hoàng Quan	62	Trên thân mão có h÷a tiªt Thiên khu tinh ð°, vô cùng huy«n di®u.	1255	6024	190	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_14	Mão	2102	2002	0
10210014	1	2	10	14	1	99	1	67	4	Th¤t Tinh Quan	62	Trên thân mão có h÷a tiªt Thiên c½ tinh ð°, vô cùng huy«n di®u.	1255	6024	190	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	59	-1	-1	-1	Hat2_13	Mão	2103	2002	0
10210015	1	2	10	15	1	234	1	58	4	Mão NgÕo Hoàng	72	Dành riêng cho Tham Lang tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1640	7872	202	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	Hat3_8	Mão	2104	2002	0
10210016	1	2	10	16	1	234	1	68	4	Dçn Phøng Mão	72	Dành riêng cho Th¥n Môn tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1640	7872	202	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	Hat3_8	Mão	2105	2002	0
10210017	1	2	10	17	1	431	1	59	4	Døc Höa Thiên Quán	82	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có phù vân thiên trßþng, danh ðµng thiên hÕ.	2240	10752	215	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Hat4_2	Mão	2106	2002	0
10210018	1	2	10	18	1	436	1	69	4	Mµc Thüy Thiên Quán	82	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có long tß¶ng vÕn lý, danh ðµng thiên hÕ.	2240	10752	215	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Hat4_2	Mão	2107	2002	0
10210019	1	2	10	19	1	397	1	60	4	Huy«n Vû Thánh Cân	92	Làm t× ðá ngû s¡c mà Næ Oa dùng ð¬ vá tr¶i, h¤p thø tinh hoa m£t trång m£t tr¶i, ngu°n lñc linh thiêng vô biên.	3160	15168	227	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	86	-1	-1	-1	Hat4_7	Mão	2108	2002	0
10210020	1	2	10	20	1	393	1	70	4	Huy«n Thª Thánh Cân	92	Ðªn t× âm phü, ðßþc luy®n b·i lØa âm phü mà thành, oán khí ð§m ð£c, ma lñc mÕnh m¨.	3160	15168	227	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	86	-1	-1	-1	Hat4_7	Mão	2109	2002	0
10211001	1	2	11	1	4	48	1	51	4	Giày Miên Ma	4	Väi thô T¯ Ðích gi¥y, thích hþp m¾i vào giang h° Giä sØ døng.	50	240	117	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_3	Hài	2110	2002	0
10211002	1	2	11	2	4	48	1	61	4	Vân Trù Hài	4	Hài ðßþc làm t× väi ðay, thích hþp sØ døng cho ngß¶i m¾i gia nh§p giang h°.	50	240	117	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	9	-1	-1	-1	Shoes1_3	Hài	2111	2002	0
10211003	1	2	11	4	4	47	1	52	4	Xuân V§n Hài	14	Hài ðßþc làm t× väi nhung, tinh xäo vô cùng, hoa mÛ d­ ch¸u.	115	552	130	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	21	-1	-1	-1	Shoes1_6	Hài	2112	2002	0
