INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
459	Mãnh Hoä phá tr§n	151	1	1	13	330	5	120	3	180	6	300	9	480	12	780	15	-1	-1	55	-1	-1	-1	-1	Minh Giáo 3Huyªt L® Y9
460	Lßu HuÏnh Nan Ph÷c	152	1	1	13	335	5	120	100	180	200	300	300	480	400	780	500	457	5	-1	-1	130	43	-1	Minh Giáo 3Huyªt L® Y10
461	Liên S½n Tuy®t M®nh	153	2	0	10	-1	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X1
462	Thß½ng Long Tuý Ý	154	2	0	10	347	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X2
463	Phong Träm Lâu Lan	33	2	0	11	343	5	30	80	45	160	75	240	120	320	195	400	461	5	-1	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X3
464	Rßþu ðøc Chï Qua	155	2	0	11	364	5	30	200	45	400	75	600	120	800	195	1000	-1	-1	45	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X4
465	Mßa rào Tài Quang	79	2	0	11	364	5	30	8000	45	16000	75	24000	120	32000	195	40000	-1	-1	45	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X5
466	Mµ Cänh Tß¾ng T§n	2	2	0	12	344	5	60	3000	105	6000	165	9000	270	12000	435	15000	-1	-1	50	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X6
467	U¯ng tràn Phøc Long	156	2	0	12	347	5	60	40	105	80	165	120	270	160	435	200	-1	-1	50	45930	40	80	-1	Cái Bang 3TØu Cu°ng X7
468	Hàn S½n Tam Ði®p	157	2	0	13	357	5	120	100	180	200	300	300	480	400	780	500	-1	-1	55	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X8
469	Lçm Bång Nh§p H¥u	158	2	0	13	357	5	120	70	180	140	300	210	480	280	780	350	-1	-1	55	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X9
470	Sß½ng Long †m Tuyªt	159	2	0	13	347	5	120	80	180	160	300	240	480	320	780	400	-1	-1	55	-1	-1	-1	-1	Cái Bang 3TØu Cu°ng X10
471	VÕn kiªp Phi Änh	160	2	1	10	-1	5	15	45931	30	45932	45	45933	75	45934	120	45935	-1	-1	40	-1	348	-1	-1	Cái Bang 3hành hi®p Y1
472	M£c Tinh Li­m Nguy®t	116	2	1	10	361	5	15	500	30	1000	45	1500	75	2000	120	2500	-1	-1	40	-1	365	-1	-1	Cái Bang 3hành hi®p Y2
473	Vû Hoan quang âm	161	2	1	11	364	5	30	200	45	400	75	600	120	800	195	1000	471	5	-1	-1	364	2000	-1	Cái Bang 3hành hi®p Y3
474	Møc Di¬u Âm Tiêu	2	2	1	11	348	5	30	5000	45	10000	75	15000	120	20000	195	25000	-1	-1	45	-1	-1	-1	-1	Cái Bang 3hành hi®p Y4
475	Càn Khôn khoänh kh¡c	2	2	1	11	365	5	30	3000	45	6000	75	9000	120	12000	195	15000	472	5	-1	-1	-1	-1	-1	Cái Bang 3hành hi®p Y5
476	Cu°ng phong Trøc Vû	110	2	1	12	342	5	60	30	105	60	165	90	270	120	435	150	-1	-1	50	999	342	60	-1	Cái Bang 3hành hi®p Y6
477	Gió tây Trì Tiªu	34	2	1	12	365	5	60	500	105	1000	165	1500	270	2000	435	3000	-1	-1	50	-1	-1	-1	-1	Cái Bang 3hành hi®p Y7
478	Giang Häi Ðình Châu	162	2	1	13	342	5	120	45936	180	45937	300	45938	480	45939	780	45940	476	5	-1	-1	1	-1	-1	Cái Bang 3hành hi®p Y8
479	Thiên Thø ðiêu linh	163	2	1	13	365	5	120	10	180	20	300	30	480	40	780	50	-1	-1	55	-1	-1	-1	-1	Cái Bang 3hành hi®p Y9
480	Lßþc Änh Phù Quang	164	2	1	13	365	5	120	30	180	60	300	90	480	120	780	150	477	5	-1	-1	-1	-1	-1	Cái Bang 3hành hi®p Y10
481	Kiªm khí tung hoành	165	3	0	10	382	5	15	8	30	16	45	24	75	32	120	40	-1	-1	40	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X1
482	Qui khÑ lai h«	166	3	0	10	383	5	15	45941	30	45942	45	45943	75	45944	120	45945	-1	-1	40	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X2
483	ÐÕo hoá sinh Nguyên	167	3	0	11	392	5	30	150	45	300	75	450	120	600	195	750	481	5	-1	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X3
484	Phong S§u Kiªm Minh	53	3	0	11	377	5	30	100	45	200	75	300	120	400	195	500	-1	-1	45	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X4
485	C¯ B±n quy nguyên	82	3	0	11	394	5	30	45946	45	45947	75	45948	120	45949	195	45950	482	5	-1	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X5
486	Thª nhß chë tre	168	3	0	12	381	5	60	50	105	100	165	150	270	200	435	250	-1	-1	50	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X6
487	Ng÷c Thúc Lång Hàn	21	3	0	12	385	5	60	20	105	40	165	60	270	80	435	100	-1	-1	50	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X7
488	ÐoÕn Không Träm Nguy®t	105	3	0	13	391	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	391	-1	-1	Võ Ðang 3B¢ng Hß X8
489	Th¯n Th¯n Trác	169	3	0	13	378	5	120	45951	180	45952	300	45953	480	45954	780	45955	-1	-1	55	-1	-1	-1	-1	Võ Ðang 3B¢ng Hß X9
490	Kiªm Ý lßu chuy¬n	170	3	0	13	377	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	45956	-1	-1	Võ Ðang 3B¢ng Hß X10
491	Phong S§u Kiªm Minh	53	3	1	10	377	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y1
492	Minh Tâm Kiªn ÐÕo	62	3	1	10	386	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	40	-1	35	-1	-1	Võ Ðang 3Trích Tinh Y2
493	Long tr¶i l· ð¤t	33	3	1	11	377	5	30	70	45	140	75	210	120	280	195	350	491	5	-1	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y3
494	Hàn Tri«n Phá	19	3	1	11	374	5	30	10	45	20	75	30	120	40	195	50	-1	-1	45	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y4
495	Bµc lµ tài nång	19	3	1	11	395	5	30	10	45	20	75	30	120	40	195	50	492	5	-1	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y5
496	Sß½ng Nhçn Toái Không	171	3	1	12	381	5	60	46006	105	46007	165	46008	270	46009	435	46010	-1	-1	50	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y6
497	Kiªm Phá tr¶i cao	1	3	1	12	395	5	60	4000	105	8000	165	12000	270	16000	435	20000	-1	-1	50	-1	2	-1	-1	Võ Ðang 3Trích Tinh Y7
498	C¤m Ðµng v¸ trí	34	3	1	13	391	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y8
499	HÕc Ð« tr¶i cao	172	3	1	13	387	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y9
500	V¡ng l£ng M£c Täi	34	3	1	13	395	5	120	100	180	200	300	300	480	400	780	500	497	5	-1	-1	-1	-1	-1	Võ Ðang 3Trích Tinh Y10
501	Nh§t nguy®t Ð°ng Huy	173	4	0	10	409	5	15	6	30	12	45	18	75	24	120	30	-1	-1	40	-1	-1	-1	-1	Nga Mi 3T¦m Phß½ng X1
502	Kinh Thß¾c Hiªn Phß½ng	174	4	0	10	409	5	15	45957	30	45958	45	45959	75	45960	120	45961	-1	-1	40	-1	-1	-1	-1	Nga Mi 3T¦m Phß½ng X2
503	Thß Tiêu Tàn Sß½ng	53	4	0	11	408	5	30	100	45	200	75	300	120	400	195	500	-1	-1	45	-1	-1	-1	-1	Nga Mi 3T¦m Phß½ng X3
504	Ba nghìn tình ý	175	4	0	11	408	5	30	20	45	40	75	60	120	80	195	100	-1	-1	45	-1	-1	-1	-1	Nga Mi 3T¦m Phß½ng X4
505	Thiên ð¸a góc	176	4	0	11	413	5	30	20	45	40	75	60	120	80	195	100	-1	-1	45	-1	409	-1	-1	Nga Mi 3T¦m Phß½ng X5
506	PhÕn Âm Ðµ Thª	170	4	0	12	424	5	60	10	105	20	165	30	270	40	435	50	-1	-1	50	-1	45962	-1	-1	Nga Mi 3T¦m Phß½ng X6
507	Hoa mai Th¤u	177	4	0	12	411	5	60	100	105	200	165	300	270	400	435	500	98	5	50	-1	-1	-1	-1	Nga Mi 3T¦m Phß½ng X7
508	Thanh liêm	132	4	0	13	424	5	120	20	180	40	300	60	480	80	780	100	506	5	-1	-1	45963	-1	-1	Nga Mi 3T¦m Phß½ng X8
509	Thanh Ðång bÑc tß¶ng	29	4	0	13	406	5	120	45964	180	45965	300	45966	480	45967	780	45968	99	5	55	-1	3829	-1	-1	Nga Mi 3T¦m Phß½ng X9
510	Thu Hoa Xuân Giäi	178	4	0	13	426	5	120	80	180	160	300	240	480	320	780	400	-1	-1	55	-1	46021	-1	-1	Nga Mi 3T¦m Phß½ng X10
511	Canh ba Tuyªt	81	4	1	10	416	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	Nga Mi 3thanh âm Y1
512	ÐoÕn C¯t Liên Cân	179	4	1	10	404	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	40	-1	-1	-1	-1	Nga Mi 3thanh âm Y2
513	Táng Hoa chúc tªt	2	4	1	11	415	5	30	1000	45	2000	75	3000	120	4000	195	5000	-1	-1	45	-1	-1	-1	-1	Nga Mi 3thanh âm Y3
514	V÷ng Kiªn Ph± Hi«n	2	4	1	11	405	5	30	2000	45	4000	75	6000	120	8000	195	10000	-1	-1	45	-1	-1	-1	-1	Nga Mi 3thanh âm Y4
515	Lßþng Tình Chiêu	2	4	1	11	417	5	30	4000	45	8000	75	12000	120	16000	195	20000	-1	-1	45	-1	-1	-1	-1	Nga Mi 3thanh âm Y5
516	Nguy®t Doanh Tây Lâu	19	4	1	12	403	5	60	10	105	20	165	30	270	40	435	50	-1	-1	50	-1	-1	-1	-1	Nga Mi 3thanh âm Y6
517	Vân Khai Kiªn Nh§t	53	4	1	12	403	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	-1	-1	-1	Nga Mi 3thanh âm Y7
518	Tình Trái Truy	98	4	1	13	403	5	120	200	180	400	300	600	480	800	780	1000	516	5	-1	-1	45969	-1	-1	Nga Mi 3thanh âm Y8
519	 Phong LÕc Nguy®t	9	4	1	13	426	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	999	426	-1	-1	Nga Mi 3thanh âm Y9
520	Trß¶ng Giang và Hoàng Hà Nh§p Trän	3	4	1	13	424	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	45995	-1	-1	Nga Mi 3thanh âm Y10
521	Thiên tinh Ngßng Huy	180	5	0	10	3296	5	15	1	30	2	45	3	75	4	120	5	-1	-1	40	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X1
522	Minh Tinh Y¬m Nh§t	181	5	0	10	3296	5	15	1	30	2	45	3	75	4	120	5	-1	-1	40	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X2
523	Thiên Tàn Thü	182	5	0	11	445	5	30	1500	45	3000	75	4500	120	6000	195	7500	521	5	-1	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X3
524	Ðµc Nh§p phª phü	21	5	0	11	441	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X4
525	Hình H°n Câu Di®t	33	5	0	11	432	5	30	80	45	160	75	240	120	320	195	400	522	5	-1	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X5
526	Tr· bàn tay D¸ch Thª	2	5	0	12	451	5	60	20000	105	40000	165	60000	270	80000	435	100000	-1	-1	50	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X6
527	Thñc C¯t ChuÏ Tâm	40	5	0	12	451	5	60	20	105	40	165	60	270	80	435	100	-1	-1	50	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X7
528	Thiên ð¸a Quy Nh¤t	183	5	0	13	450	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X8
529	Thiên tinh Cao Chiªu	184	5	0	13	3296	5	120	45970	180	45971	300	45972	480	45973	780	45974	-1	-1	55	-1	-1	-1	-1	Tinh Túc 3Hàn Minh X9
530	U Minh dçn ðµ	82	5	0	13	433	5	120	51839	180	51840	300	51841	480	51842	780	51843	-1	-1	55	-1	455	-1	-1	Tinh Túc 3Hàn Minh X10
531	Thü Thích Bách Ðµc	9	5	1	10	431	5	15	34	30	38	45	42	75	46	120	50	-1	-1	40	9999	454	435	-1	Tinh Túc 3CØu Ách Y1
532	Phong Kinh Tuy®t MÕch	185	5	1	10	454	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	Tinh Túc 3CØu Ách Y2
533	Vî Châm Phá Chß¾ng	95	5	1	11	434	5	30	45975	45	45976	75	45977	120	45978	195	45979	531	5	-1	-1	100	-1	-1	Tinh Túc 3CØu Ách Y3
534	Ðòi mÕng Thü	171	5	1	11	441	5	30	45980	45	45981	75	45982	120	45983	195	45984	-1	-1	45	-1	-1	-1	-1	Tinh Túc 3CØu Ách Y4
535	Hoá Hü Giäi ¿u	9	5	1	11	451	5	30	100	45	200	75	300	120	400	195	500	532	5	-1	9999	454	-1	-1	Tinh Túc 3CØu Ách Y5
536	Nguy®t Tr¥m Vînh DÕ	186	5	1	12	455	5	60	45985	105	45986	165	45987	270	45988	435	45989	-1	-1	50	-1	-1	-1	-1	Tinh Túc 3CØu Ách Y6
537	L¤y thúng úp voi	187	5	1	12	431	5	60	6000	105	12000	165	18000	270	24000	435	30000	-1	-1	50	100	451	-1	-1	Tinh Túc 3CØu Ách Y7
538	M®nh Huy«n cß¶i	188	5	1	13	454	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	454	-1	-1	Tinh Túc 3CØu Ách Y8
539	Kim tiên Vô CÑu	33	5	1	13	450	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	-1	-1	-1	Tinh Túc 3CØu Ách Y9
540	Th¥n QuÖ Ð°ng Kh¤p	19	5	1	13	450	5	120	12	180	24	300	36	480	48	780	60	-1	-1	55	-1	-1	-1	-1	Tinh Túc 3CØu Ách Y10
541	Càn Khôn Nh¤t Chï	189	6	0	10	463	5	15	50	30	100	45	150	75	200	120	250	-1	-1	40	-1	-1	-1	-1	Thiên Long 3long uy X1
542	Ð¢ng Long gi§n dæ	82	6	0	10	462	5	15	45990	30	45991	45	45992	75	45993	120	45994	-1	-1	40	-1	-1	-1	-1	Thiên Long 3long uy X2
543	Xung Vân Phá Vø	171	6	0	11	471	5	30	46051	45	46052	75	46053	120	46054	195	46055	541	5	-1	-1	-1	-1	-1	Thiên Long 3long uy X3
544	Phong th¥n Tuy®t MÕch	190	6	0	11	475	5	30	40	45	80	75	120	120	160	195	200	-1	-1	45	-1	-1	-1	-1	Thiên Long 3long uy X4
545	Kim ô Thß¶ng Chiªu	191	6	0	11	462	5	30	100	45	200	75	300	120	400	195	500	542	5	-1	-1	-1	-1	-1	Thiên Long 3long uy X5
546	L¸ch huyªt kiªm Khí	186	6	0	12	487	5	60	45996	105	45998	165	46000	270	46002	435	46004	-1	-1	50	-1	-1	-1	-1	Thiên Long 3long uy X6
547	ÐoÕn Kích Tàn Lân	186	6	0	12	481	5	60	46011	105	46012	165	46013	270	46014	435	46015	-1	-1	50	-1	-1	-1	-1	Thiên Long 3long uy X7
548	Kiªm Tâm Th¤u Giáp	95	6	0	13	488	5	120	46016	180	46017	300	46018	480	46019	780	46020	-1	-1	55	-1	100	-1	-1	Thiên Long 3long uy X8
549	Thôi Dß½ng ÐoÕn Nguy®t	150	6	0	13	480	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	Thiên Long 3long uy X9
550	Chính Ni®m H¢ng T°n	34	6	0	13	480	5	120	1000	180	2000	300	3000	480	4000	780	5000	-1	-1	55	-1	-1	-1	-1	Thiên Long 3long uy X10
551	Sát Ni®m vô thß¶ng	192	6	1	10	461	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Thiên Long 3B° Thiên Y1
552	Ð§p n°i dìm thuy«n	193	6	1	10	468	5	15	2	30	4	45	6	75	8	120	10	-1	-1	40	-1	-1	-1	-1	Thiên Long 3B° Thiên Y2
553	TÑ hÕnh tÑ hÕnh tß½ng thông	217	6	1	11	463	5	30	46023	45	46024	75	46025	120	46026	195	46027	551	5	-1	-1	-1	-1	-1	Thiên Long 3B° Thiên Y3
554	Tà dß½ng Chiªu Huyªt	185	6	1	11	487	5	30	300	45	600	75	900	120	1200	195	1500	-1	-1	45	-1	-1	-1	-1	Thiên Long 3B° Thiên Y4
555	Ðiêu Hoa Thñc Anh	186	6	1	11	481	5	30	46028	45	46029	75	46030	120	46031	195	46032	552	5	-1	-1	-1	-1	-1	Thiên Long 3B° Thiên Y5
556	Bóng kiªm Liên T§p	9	6	1	12	461	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	2	488	-1	-1	Thiên Long 3B° Thiên Y6
557	Liên hoàn di®u thü	9	6	1	12	461	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	2	465	-1	-1	Thiên Long 3B° Thiên Y7
558	T§t Chï xuyên tim	188	6	1	13	488	5	120	40	180	80	300	120	480	160	780	200	556	5	-1	-1	488	-1	-1	Thiên Long 3B° Thiên Y8
559	Lâm HÕ Chi Thª	194	6	1	13	461	5	120	140	180	280	300	420	480	560	780	700	-1	-1	55	-1	-1	-1	-1	Thiên Long 3B° Thiên Y9
560	Thái S½n Áp Ðïnh	195	6	1	13	461	5	120	10	180	20	300	30	480	40	780	50	-1	-1	55	-1	-1	-1	-1	Thiên Long 3B° Thiên Y10
561	Hàn quang Ánh Nguy®t	196	7	0	10	491	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X1
562	Cu¯i nåm tr¶i giá rét	197	7	0	10	-1	5	15	400	30	800	45	1200	75	1600	120	2000	-1	-1	40	-1	113	-1	-1	Thiên S½n 3Sß½ng Ngßng X3
563	Sóc Phong Lçm Tuyªt	33	7	0	11	493	5	30	60	45	120	75	180	120	240	195	300	-1	-1	45	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X3
564	T¥m Mai Trøc Änh	62	7	0	11	506	5	30	200	45	400	75	600	120	800	195	1000	-1	-1	45	-1	34	-1	-1	Thiên S½n 3Sß½ng Ngßng X4
565	Chim di«u t×ng ngày	33	7	0	11	492	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X5
566	Hàn Bång Ph÷c Bµ	148	7	0	12	505	5	60	46033	105	46034	165	46035	270	46036	435	46037	-1	-1	50	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X6
567	Thiên thu Hàn Tuyªt	198	7	0	12	501	5	60	46038	105	46039	165	46040	270	46041	435	46042	-1	-1	50	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X7
568	Khúc ngß¶i trong	199	7	0	13	510	5	120	20	180	40	300	60	480	80	780	100	566	5	-1	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X8
569	Sß½ng Ngßng Hàn Tø	200	7	0	13	498	5	120	20	180	40	300	60	480	90	780	120	-1	-1	55	-1	2	-1	-1	Thiên S½n 3Sß½ng Ngßng X9
570	T½ bông Liên Änh	2	7	0	13	498	5	120	2000	180	4000	300	6000	480	8000	780	10000	-1	-1	55	-1	-1	-1	-1	Thiên S½n 3Sß½ng Ngßng X10
571	Sát ý không thôi	197	7	1	10	-1	5	15	300	30	600	45	900	75	1200	120	1500	-1	-1	40	-1	115	-1	-1	Thiên S½n 3Tuyªt †n Y1
572	Phøng Vû Lång Tiêu	19	7	1	10	493	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Thiên S½n 3Tuyªt †n Y3
573	C§p Phong Nhi Thí	201	7	1	11	511	5	30	50	45	60	75	70	120	80	195	90	571	5	-1	-1	30	-1	-1	Thiên S½n 3Tuyªt †n Y3
574	Phá Bång Tài Tuyªt	188	7	1	11	516	5	30	60	45	120	75	180	120	240	195	300	-1	-1	45	-1	516	-1	-1	Thiên S½n 3Tuyªt †n Y4
575	Bång tuyªt không tiªng ðµng	96	7	1	11	505	5	30	80	45	160	75	240	120	320	195	400	572	5	-1	-1	46043	-1	-1	Thiên S½n 3Tuyªt †n Y5
576	Lan Tuyªt bay tán loÕn	116	7	1	12	499	5	60	6000	105	12000	165	18000	270	24000	435	30000	-1	-1	50	-1	499	-1	-1	Thiên S½n 3Tuyªt †n Y6
577	Liên Hàn mùa ðông	2	7	1	12	515	5	60	8000	105	16000	165	24000	270	32000	435	40000	-1	-1	50	-1	-1	-1	-1	Thiên S½n 3Tuyªt †n Y7
578	Ung Trung Tróc Biªt	219	7	1	13	-1	5	120	6	180	12	300	18	480	24	780	30	576	5	-1	-1	499	511	-1	Thiên S½n 3Tuyªt †n Y8
579	Sát tâm Th¤u C¯t	202	7	1	13	-1	5	120	10	180	20	300	30	480	50	780	70	-1	-1	55	-1	-1	-1	-1	Thiên S½n 3Tuyªt †n Y9
580	Bi ca Kích Trúc	203	7	1	13	510	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	-1	-1	-1	Thiên S½n 3Tuyªt †n Y10
581	LÕc Anh Ði¬m Tinh	204	8	0	10	521	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X1
582	Thß½ng Häi Thång Ðào	72	8	0	10	544	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	40	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X2
583	Chï Tø Phß½ng Hoa	33	8	0	11	523	5	30	50	45	100	75	150	120	200	195	250	581	5	-1	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X3
584	Mßa to Lung Nguy®t	190	8	0	11	533	5	30	50	45	100	75	150	120	200	195	250	-1	-1	45	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X4
585	Uyên Tâm t×ng bß¾c	2	8	0	11	541	5	30	30000	45	60000	75	90000	120	120000	195	150000	582	5	-1	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X5
586	Hoa r½i Th¶i Tiên	9	8	0	12	521	5	60	80	105	160	165	240	270	320	435	400	-1	-1	50	2	535	-1	-1	Tiêu dao 3D§t Tiên X6
587	Trong nháy m¡t Phá Vân	97	8	0	12	523	5	60	120	105	240	165	360	270	480	435	600	-1	-1	50	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X7
588	Tri«u Âm b®nh kinh phong	190	8	0	13	535	5	120	30	180	60	300	90	480	120	780	150	586	5	-1	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X8
589	Häi ðß¶ng Thôi Thø	21	8	0	13	535	5	120	6	180	12	300	18	480	24	780	30	-1	-1	55	-1	-1	-1	-1	Tiêu dao 3D§t Tiên X9
590	B¢ng Phong Thi®t Li­u	9	8	0	13	523	5	120	100	180	200	300	300	480	400	780	500	-1	-1	55	999	523	-1	-1	Tiêu dao 3D§t Tiên X10
591	Døc Quan mßa bøi	205	8	1	10	521	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	Tiêu dao 3Minh QuÖ Y1
592	CØu Phø Vãn Tình	206	8	1	10	536	5	15	1000	30	2000	45	3000	75	4000	120	5000	-1	-1	40	-1	-1	-1	-1	Tiêu dao 3Minh QuÖ Y2
593	N½i ðây s¾m chi«u	53	8	1	11	527	5	30	100	45	200	75	300	120	400	195	500	591	5	-1	-1	-1	-1	-1	Tiêu dao 3Minh QuÖ Y3
594	Chï Tø Phß½ng Hoa	33	8	1	11	523	5	30	50	45	100	75	150	120	200	195	250	-1	-1	45	-1	-1	-1	-1	Tiêu dao 3Minh QuÖ Y4
595	Ðào ch£t cøt chân tay Ý	53	8	1	11	522	5	30	100	45	200	75	300	120	400	195	500	592	5	-1	-1	-1	-1	-1	Tiêu dao 3Minh QuÖ Y5
596	Nguy®t ÐoÕ Xuân Quy	9	8	1	12	521	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	50	3	545	525	-1	Tiêu dao 3Minh QuÖ Y6
597	Tùng Phong Hám NhÕc	97	8	1	12	535	5	60	140	105	280	165	420	270	560	435	700	-1	-1	50	-1	-1	-1	-1	Tiêu dao 3Minh QuÖ Y7
598	Mµ Tuyªt Tr× Quang	95	8	1	13	525	5	120	46056	180	46057	300	46058	480	46059	780	46060	596	5	-1	-1	100	-1	-1	Tiêu dao 3Minh QuÖ Y8
599	Thanh Liên Tri«n Bµ	207	8	1	13	545	5	120	60	180	120	300	180	480	240	780	300	596	5	-1	-1	46044	-1	-1	Tiêu dao 3Minh QuÖ Y9
600	ThuÏ Vân LÕc Tñ	208	8	1	13	535	5	120	30	180	70	300	100	480	140	780	180	597	5	-1	-1	350	-1	-1	Tiêu dao 3Minh QuÖ Y10
601	Xuân s¡c Liêu Nhân	209	10	0	10	-1	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X1
602	Nghênh Hàn H°i Tuyªt	2	10	0	10	761	5	15	4000	30	8000	45	12000	75	16000	120	20000	-1	-1	40	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X2
603	Cô Phß½ng Xuyªt Chi	210	10	0	11	768	5	30	70	45	140	75	210	120	280	195	350	601	5	-1	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X3
604	Ngâm Khô Mµc	21	10	0	11	784	5	30	40	45	80	75	120	120	160	195	200	-1	-1	45	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X4
605	Ng÷c Ch¤n Kim Thanh	97	10	0	11	763	5	30	120	45	240	75	360	120	480	195	600	602	5	-1	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X5
606	Thu ba gþn sóng	34	10	0	12	767	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	50	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X6
607	H°i Phong trång r¢m	2	10	0	12	764	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	50	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X7
608	Lân Xuân Th¶i	2	10	0	13	768	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X8
609	Xuân phong T¯ng Noãn	2	10	0	13	773	5	120	2000	180	4000	300	6000	480	8000	780	10000	-1	-1	55	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X9
610	Phøng Kh¤p Côn S½n	211	10	0	13	780	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	MÕn Ðà 3Vãn LÕi X10
611	Xuân hàn chßa xong	197	10	1	10	-1	5	15	1000	30	2000	45	4000	75	6000	120	8000	-1	-1	40	-1	117	-1	-1	MÕn Ðà 3Chiêu Minh Y1
