INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10443636	1	4	43	636	2	128	1	-1	-1	Ði¬n Vi Chi Nhß Mµng Y	66	Ði¬n Vi Chi Nhß Mµng Y	1395	5580	195	3	3	-1	-1	Cloth5_15	Y Phøc	1924	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	2001	0
10443637	1	4	43	637	2	128	1	-1	-1	Ði¬n Vi Chi Nhß Mµng Y	67	Ði¬n Vi Chi Nhß Mµng Y	1430	5720	196	3	3	-1	-1	Cloth5_15	Y Phøc	1924	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	-1	171	-1	-1	-1	2001	0
10443638	1	4	43	638	2	128	1	-1	-1	Ði¬n Vi Chi Nhß Mµng Y	68	Ði¬n Vi Chi Nhß Mµng Y	1465	5860	197	3	3	-1	-1	Cloth5_15	Y Phøc	1924	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	2001	0
10443639	1	4	43	639	2	128	1	-1	-1	Ði¬n Vi Chi Nhß Mµng Y	69	Ði¬n Vi Chi Nhß Mµng Y	1500	6000	199	3	3	-1	-1	Cloth5_15	Y Phøc	1924	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	2001	0
10443640	1	4	43	640	2	128	1	-1	-1	Ði¬n Vi Chi Nhß Mµng Y	70	Ði¬n Vi Chi Nhß Mµng Y	1595	6380	200	3	3	-1	-1	Cloth5_15	Y Phøc	1924	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	2001	0
10443641	1	4	43	641	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	61	Mã Siêu Chi Nhß Mµng Y	1220	4880	189	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	-1	157	-1	-1	-1	2001	0
10443642	1	4	43	642	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	62	Mã Siêu Chi Nhß Mµng Y	1255	5020	190	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	-1	159	-1	-1	-1	2001	0
10443643	1	4	43	643	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	63	Mã Siêu Chi Nhß Mµng Y	1290	5160	191	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	161	-1	161	-1	-1	-1	2001	0
10443644	1	4	43	644	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	64	Mã Siêu Chi Nhß Mµng Y	1325	5300	192	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	-1	164	-1	-1	-1	2001	0
10443645	1	4	43	645	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	65	Mã Siêu Chi Nhß Mµng Y	1360	5440	194	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	166	-1	166	-1	-1	-1	2001	0
10443646	1	4	43	646	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	66	Mã Siêu Chi Nhß Mµng Y	1395	5580	195	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	2001	0
10443647	1	4	43	647	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	67	Mã Siêu Chi Nhß Mµng Y	1430	5720	196	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	-1	171	-1	-1	-1	2001	0
10443648	1	4	43	648	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	68	Mã Siêu Chi Nhß Mµng Y	1465	5860	197	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	2001	0
10443649	1	4	43	649	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	69	Mã Siêu Chi Nhß Mµng Y	1500	6000	199	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	2001	0
10443650	1	4	43	650	2	246	1	-1	-1	Mã Siêu Chi Nhß Mµng Y	70	Mã Siêu Chi Nhß Mµng Y	1595	6380	200	3	3	-1	-1	Cloth6_3	Y Phøc	1925	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	2001	0
10443651	1	4	43	651	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	61	Trß½ng Liêu Chi Nhß Mµng Y	1220	4880	189	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	-1	157	-1	-1	-1	2001	0
10443652	1	4	43	652	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	62	Trß½ng Liêu Chi Nhß Mµng Y	1255	5020	190	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	-1	159	-1	-1	-1	2001	0
10443653	1	4	43	653	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	63	Trß½ng Liêu Chi Nhß Mµng Y	1290	5160	191	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	161	-1	161	-1	-1	-1	2001	0
10443654	1	4	43	654	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	64	Trß½ng Liêu Chi Nhß Mµng Y	1325	5300	192	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	-1	164	-1	-1	-1	2001	0
10443655	1	4	43	655	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	65	Trß½ng Liêu Chi Nhß Mµng Y	1360	5440	194	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	166	-1	166	-1	-1	-1	2001	0
10443656	1	4	43	656	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	66	Trß½ng Liêu Chi Nhß Mµng Y	1395	5580	195	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	2001	0
10443657	1	4	43	657	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	67	Trß½ng Liêu Chi Nhß Mµng Y	1430	5720	196	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	-1	171	-1	-1	-1	2001	0
10443658	1	4	43	658	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	68	Trß½ng Liêu Chi Nhß Mµng Y	1465	5860	197	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	2001	0
10443659	1	4	43	659	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	69	Trß½ng Liêu Chi Nhß Mµng Y	1500	6000	199	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	2001	0
10443660	1	4	43	660	2	140	1	-1	-1	Trß½ng Liêu Chi Nhß Mµng Y	70	Trß½ng Liêu Chi Nhß Mµng Y	1595	6380	200	3	3	-1	-1	Cloth6_4	Y Phøc	1926	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	2001	0
10443661	1	4	43	661	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	61	Giä Hü Chi Nhß Mµng Y	1220	4880	189	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	-1	157	-1	-1	-1	2001	0
10443662	1	4	43	662	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	62	Giä Hü Chi Nhß Mµng Y	1255	5020	190	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	-1	159	-1	-1	-1	2001	0
10443663	1	4	43	663	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	63	Giä Hü Chi Nhß Mµng Y	1290	5160	191	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	161	-1	161	-1	-1	-1	2001	0
10443664	1	4	43	664	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	64	Giä Hü Chi Nhß Mµng Y	1325	5300	192	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	-1	164	-1	-1	-1	2001	0
10443665	1	4	43	665	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	65	Giä Hü Chi Nhß Mµng Y	1360	5440	194	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	166	-1	166	-1	-1	-1	2001	0
10443666	1	4	43	666	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	66	Giä Hü Chi Nhß Mµng Y	1395	5580	195	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	2001	0
10443667	1	4	43	667	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	67	Giä Hü Chi Nhß Mµng Y	1430	5720	196	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	-1	171	-1	-1	-1	2001	0
10443668	1	4	43	668	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	68	Giä Hü Chi Nhß Mµng Y	1465	5860	197	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	2001	0
10443669	1	4	43	669	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	69	Giä Hü Chi Nhß Mµng Y	1500	6000	199	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	2001	0
10443670	1	4	43	670	2	27	1	-1	-1	Giä Hü Chi Nhß Mµng Y	70	Giä Hü Chi Nhß Mµng Y	1595	6380	200	3	3	-1	-1	Cloth5_10	Y Phøc	1927	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	2001	0
10443671	1	4	43	671	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	61	T¥n QuÏnh Chi Nhß Mµng Y	1220	4880	189	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	-1	157	-1	-1	-1	2001	0
10443672	1	4	43	672	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	62	T¥n QuÏnh Chi Nhß Mµng Y	1255	5020	190	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	-1	159	-1	-1	-1	2001	0
10443673	1	4	43	673	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	63	T¥n QuÏnh Chi Nhß Mµng Y	1290	5160	191	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	161	-1	161	-1	-1	-1	2001	0
10443674	1	4	43	674	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	64	T¥n QuÏnh Chi Nhß Mµng Y	1325	5300	192	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	164	-1	164	-1	-1	-1	2001	0
10443675	1	4	43	675	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	65	T¥n QuÏnh Chi Nhß Mµng Y	1360	5440	194	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	166	-1	166	-1	-1	-1	2001	0
10443676	1	4	43	676	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	66	T¥n QuÏnh Chi Nhß Mµng Y	1395	5580	195	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	2001	0
10443677	1	4	43	677	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	67	T¥n QuÏnh Chi Nhß Mµng Y	1430	5720	196	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	-1	171	-1	-1	-1	2001	0
10443678	1	4	43	678	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	68	T¥n QuÏnh Chi Nhß Mµng Y	1465	5860	197	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	2001	0
10443679	1	4	43	679	2	134	1	-1	-1	T¥n QuÏnh Chi Nhß Mµng Y	69	T¥n QuÏnh Chi Nhß Mµng Y	1500	6000	199	3	3	-1	-1	Cloth5_12	Y Phøc	1928	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	2001	0
