INT	INT	INT	INT
221328	1315	99	144
221329	1315	125	13
221330	1315	126	14
221331	1315	127	15
221332	1315	128	16
221333	1315	129	750
221334	1315	130	750
221335	1315	131	750
221336	1315	132	750
221337	1315	133	750
221338	1315	134	750
221339	1315	135	750
221340	1315	136	750
221341	1315	137	750
221342	1315	138	750
221343	1315	139	750
221344	1315	140	750
221345	1315	141	750
221346	1315	142	750
221347	1315	143	750
221348	1315	144	750
221349	1315	145	750
221350	1315	146	751
221351	1315	147	751
221352	1315	148	751
221353	1315	149	751
221354	1315	150	751
221355	1315	151	751
221356	1315	152	752
221357	1315	153	752
221358	1315	154	752
221359	1315	155	752
221360	1315	156	752
221361	1315	157	752
221362	1315	158	752
221363	1315	159	752
221364	1315	160	752
221365	1315	161	752
221366	1315	162	5626
221367	1315	163	5627
221368	1315	164	5628
221369	1315	165	751
221370	1315	166	751
221371	1315	167	751
221372	1315	168	751
221373	1315	169	751
221374	1315	170	751
221375	1315	171	751
221376	1315	172	751
221377	1315	173	751
221378	1315	174	751
221379	1315	175	751
221380	1315	176	751
221381	1315	177	751
221382	1315	178	751
221383	1315	179	751
221384	1315	180	751
221385	1315	181	751
221386	1315	182	751
221387	1315	183	751
221388	1315	184	751
221389	1315	185	751
221390	1315	186	751
221391	1315	187	751
221392	1315	188	751
221393	1315	189	751
221394	1315	190	751
221395	1315	191	751
221396	1315	192	751
221397	1315	193	81
221398	1315	194	82
221399	1315	195	83
221400	1315	196	84
221401	1315	197	85
221402	1315	198	751
221403	1315	199	751
221404	1315	200	751
221405	1315	201	751
221406	1315	202	751
221407	1315	203	751
221408	1315	204	751
221409	1315	205	751
221410	1315	206	751
221411	1315	450	753
221412	1315	451	751
221413	1315	452	754
221414	1315	453	755
221415	1315	454	756
221416	1315	455	757
221417	1315	456	758
221418	1315	457	759
221419	1315	458	760
221420	1315	459	761
221421	1315	460	762
221422	1315	461	763
221423	1315	462	762
221424	1315	463	764
221425	1315	464	765
221426	1315	465	765
221427	1315	466	765
221428	1315	467	765
221429	1315	468	765
221430	1315	469	765
221431	1315	470	765
221432	1315	471	765
221433	1315	472	765
221434	1315	473	765
221435	1315	474	765
221436	1315	475	765
221437	1315	476	765
221438	1315	477	765
221439	1315	478	765
221440	1315	479	765
221441	1315	480	755
221442	1315	481	757
221443	1315	482	766
221444	1315	483	767
221445	1315	484	768
221446	1315	485	767
221447	1315	486	769
221448	1315	487	757
221449	1315	488	770
221450	1315	489	762
221451	1315	490	766
221452	1315	491	771
221453	1315	492	769
221454	1315	493	772
221455	1315	494	757
221456	1315	495	762
221457	1315	496	766
221458	1315	497	757
221459	1315	498	761
221460	1315	499	754
221461	1315	500	765
221462	1315	501	772
221463	1315	502	773
221464	1315	503	772
221465	1315	504	774
221466	1315	505	775
221467	1315	506	771
221468	1315	507	774
221469	1315	508	776
221470	1315	509	777
221471	1315	510	762
221472	1315	511	778
221473	1315	512	765
221474	1315	513	765
221475	1315	514	770
221476	1315	515	779
221477	1315	516	780
221478	1315	517	751
221479	1315	518	751
221480	1315	519	751
221481	1315	520	751
221482	1315	521	781
221483	1315	522	782
221484	1315	523	765
221485	1315	524	755
221486	1315	525	757
221487	1315	526	774
221488	1315	527	783
221489	1315	528	768
221490	1315	529	768
221491	1315	530	768
221492	1315	531	768
221493	1315	532	768
221494	1315	533	768
221495	1315	534	768
221496	1315	535	768
221497	1315	536	768
221498	1315	537	768
221499	1315	538	768
221500	1315	539	768
221501	1315	540	768
221502	1315	541	768
221503	1315	542	768
221504	1315	543	768
221505	1315	544	768
221506	1315	545	768
221507	1315	546	768
221508	1315	547	768
221509	1315	548	785
221510	1315	549	786
221511	1315	550	787
221512	1315	551	788
221513	1315	552	778
221514	1315	553	778
221515	1315	554	776
221516	1315	555	776
221517	1315	556	758
221518	1315	557	758
221519	1315	558	767
221520	1315	559	767
221521	1315	560	768
221522	1315	561	768
221523	1315	562	789
221524	1315	563	789
221525	1315	564	766
221526	1315	565	766
221527	1315	566	789
221528	1315	567	789
221529	1315	568	768
221530	1315	569	768
221531	1315	570	768
221532	1315	571	768
221533	1315	572	790
221534	1315	573	790
221535	1315	574	768
221536	1315	575	768
221537	1315	576	783
221538	1315	577	783
221539	1315	578	785
221540	1315	579	786
221541	1315	580	787
221542	1315	581	788
221543	1315	582	791
221544	1315	583	791
221545	1315	584	792
221546	1315	585	792
221547	1315	586	793
221548	1315	587	793
221549	1315	588	794
221550	1315	589	794
221551	1315	590	795
221552	1315	591	795
221553	1315	592	796
221554	1315	593	796
221555	1315	594	797
221556	1315	595	797
221557	1315	596	768
221558	1315	597	768
221559	1315	598	770
221560	1315	599	770
221561	1315	600	768
221562	1315	601	768
221563	1315	602	798
221564	1315	603	798
221565	1315	604	773
221566	1315	605	773
221567	1315	606	765
221568	1315	607	765
221569	1315	608	765
221570	1315	609	765
221571	1315	610	765
221572	1315	611	765
221573	1315	612	767
221574	1315	613	767
221575	1315	614	767
221576	1315	615	767
221577	1315	616	767
221578	1315	617	767
221579	1315	618	799
221580	1315	619	5041
221581	1315	620	5042
221582	1315	621	5043
221583	1315	622	331
221584	1316	0	4
221585	1316	1	233
221586	1316	2	843
221587	1316	3	5062
221588	1316	4	6
221589	1316	5	573
221590	1316	6	573
221591	1316	7	573
221592	1316	14	4
221593	1316	15	5062
221594	1316	16	6
221595	1316	23	214
221596	1316	24	149
221597	1316	25	9
221598	1316	51	4
221599	1316	53	6
221600	1316	99	144
221601	1316	125	13
221602	1316	126	14
221603	1316	127	15
221604	1316	128	16
221605	1316	129	750
221606	1316	130	750
221607	1316	131	750
221608	1316	132	750
221609	1316	133	750
221610	1316	134	750
221611	1316	135	750
221612	1316	136	750
221613	1316	137	750
221614	1316	138	750
221615	1316	139	750
221616	1316	140	750
221617	1316	141	750
221618	1316	142	750
221619	1316	143	750
221620	1316	144	750
221621	1316	145	750
221622	1316	146	751
221623	1316	147	751
221624	1316	148	751
221625	1316	149	751
221626	1316	150	751
221627	1316	151	751
221628	1316	152	752
221629	1316	153	752
221630	1316	154	752
221631	1316	155	752
221632	1316	156	752
221633	1316	157	752
221634	1316	158	752
221635	1316	159	752
221636	1316	160	752
221637	1316	161	752
221638	1316	162	5629
221639	1316	163	5630
221640	1316	164	5631
221641	1316	165	751
221642	1316	166	751
221643	1316	167	751
221644	1316	168	751
221645	1316	169	751
221646	1316	170	751
221647	1316	171	751
221648	1316	172	751
221649	1316	173	751
221650	1316	174	751
221651	1316	175	751
221652	1316	176	751
221653	1316	177	751
221654	1316	178	751
221655	1316	179	751
221656	1316	180	751
221657	1316	181	751
221658	1316	182	751
221659	1316	183	751
221660	1316	184	751
221661	1316	185	751
221662	1316	186	751
221663	1316	187	751
221664	1316	188	751
221665	1316	189	751
221666	1316	190	751
221667	1316	191	751
221668	1316	192	751
221669	1316	193	81
221670	1316	194	82
221671	1316	195	83
221672	1316	196	84
221673	1316	197	85
221674	1316	198	751
221675	1316	199	751
221676	1316	200	751
221677	1316	201	751
221678	1316	202	751
221679	1316	203	751
221680	1316	204	751
221681	1316	205	751
221682	1316	206	751
221683	1316	450	753
221684	1316	451	751
221685	1316	452	754
221686	1316	453	755
221687	1316	454	756
221688	1316	455	757
221689	1316	456	758
221690	1316	457	759
221691	1316	458	760
221692	1316	459	761
221693	1316	460	762
221694	1316	461	763
221695	1316	462	762
221696	1316	463	764
221697	1316	464	765
221698	1316	465	765
221699	1316	466	765
221700	1316	467	765
221701	1316	468	765
221702	1316	469	765
221703	1316	470	765
221704	1316	471	765
221705	1316	472	765
221706	1316	473	765
221707	1316	474	765
221708	1316	475	765
221709	1316	476	765
221710	1316	477	765
221711	1316	478	765
221712	1316	479	765
221713	1316	480	755
221714	1316	481	757
221715	1316	482	766
221716	1316	483	767
221717	1316	484	768
221718	1316	485	767
221719	1316	486	769
221720	1316	487	757
221721	1316	488	770
221722	1316	489	762
221723	1316	490	766
221724	1316	491	771
221725	1316	492	769
221726	1316	493	772
221727	1316	494	757
221728	1316	495	762
221729	1316	496	766
221730	1316	497	757
221731	1316	498	761
221732	1316	499	754
221733	1316	500	765
221734	1316	501	772
221735	1316	502	773
221736	1316	503	772
221737	1316	504	774
221738	1316	505	775
221739	1316	506	771
221740	1316	507	774
221741	1316	508	776
221742	1316	509	777
221743	1316	510	762
221744	1316	511	778
221745	1316	512	765
221746	1316	513	765
221747	1316	514	770
221748	1316	515	779
221749	1316	516	780
221750	1316	517	751
221751	1316	518	751
221752	1316	519	751
221753	1316	520	751
221754	1316	521	781
221755	1316	522	782
221756	1316	523	765
221757	1316	524	755
221758	1316	525	757
221759	1316	526	774
221760	1316	527	783
221761	1316	528	768
221762	1316	529	768
221763	1316	530	768
221764	1316	531	768
221765	1316	532	768
221766	1316	533	768
221767	1316	534	768
221768	1316	535	768
221769	1316	536	768
221770	1316	537	768
221771	1316	538	768
221772	1316	539	768
221773	1316	540	768
221774	1316	541	768
221775	1316	542	768
221776	1316	543	768
221777	1316	544	768
221778	1316	545	768
221779	1316	546	768
221780	1316	547	768
221781	1316	548	785
221782	1316	549	786
221783	1316	550	787
221784	1316	551	788
221785	1316	552	778
221786	1316	553	778
221787	1316	554	776
221788	1316	555	776
221789	1316	556	758
221790	1316	557	758
221791	1316	558	767
221792	1316	559	767
221793	1316	560	768
221794	1316	561	768
221795	1316	562	789
221796	1316	563	789
221797	1316	564	766
221798	1316	565	766
221799	1316	566	789
221800	1316	567	789
221801	1316	568	768
221802	1316	569	768
221803	1316	570	768
221804	1316	571	768
221805	1316	572	790
221806	1316	573	790
221807	1316	574	768
221808	1316	575	768
221809	1316	576	783
221810	1316	577	783
221811	1316	578	785
221812	1316	579	786
221813	1316	580	787
221814	1316	581	788
221815	1316	582	791
221816	1316	583	791
221817	1316	584	792
221818	1316	585	792
221819	1316	586	793
221820	1316	587	793
221821	1316	588	794
221822	1316	589	794
221823	1316	590	795
221824	1316	591	795
221825	1316	592	796
221826	1316	593	796
221827	1316	594	797
221828	1316	595	797
221829	1316	596	768
221830	1316	597	768
221831	1316	598	770
221832	1316	599	770
221833	1316	600	768
221834	1316	601	768
221835	1316	602	798
221836	1316	603	798
221837	1316	604	773
221838	1316	605	773
221839	1316	606	765
221840	1316	607	765
221841	1316	608	765
221842	1316	609	765
221843	1316	610	765
221844	1316	611	765
221845	1316	612	767
221846	1316	613	767
221847	1316	614	767
221848	1316	615	767
221849	1316	616	767
221850	1316	617	767
221851	1316	618	799
221852	1316	619	5041
221853	1316	620	5042
221854	1316	621	5043
221855	1316	622	331
221856	1317	0	4
221857	1317	1	233
221858	1317	2	233
221859	1317	3	6
221860	1317	4	6
221861	1317	5	573
221862	1317	6	573
221863	1317	7	573
221864	1317	14	4
221865	1317	15	6
221866	1317	16	6
221867	1317	23	214
221868	1317	24	149
221869	1317	25	149
221870	1317	162	5632
221871	1317	163	5633
221872	1317	164	5632
221873	1317	165	5634
221874	1317	166	5635
221875	1317	167	5636
221876	1317	168	5637
221877	1317	169	5638
221878	1318	0	4
221879	1318	1	233
221880	1318	2	843
221881	1318	3	5639
221882	1318	4	5639
221883	1318	5	10
221884	1318	6	10
221885	1318	7	10
221886	1318	8	10
221887	1318	9	233
221888	1318	10	10
221889	1318	11	10
221890	1318	12	5639
221891	1318	13	10
221892	1318	14	4
221893	1318	15	5639
221894	1318	16	5639
221895	1318	17	10
221896	1318	18	233
221897	1318	19	10
221898	1318	20	10
221899	1318	21	5639
221900	1318	22	10
221901	1318	24	149
221902	1318	25	9
221903	1319	0	4
221904	1319	1	233
221905	1319	2	843
221906	1319	3	5640
221907	1319	4	5640
221908	1319	5	10
221909	1319	6	10
221910	1319	7	10
221911	1319	8	10
221912	1319	9	233
221913	1319	10	10
221914	1319	11	10
221915	1319	12	5641
221916	1319	13	10
221917	1319	14	4
221918	1319	15	5640
221919	1319	16	5640
221920	1319	17	10
221921	1319	18	233
221922	1319	19	10
221923	1319	20	10
221924	1319	21	5641
221925	1319	22	10
221926	1319	24	149
221927	1319	25	9
221928	1320	0	4
221929	1320	1	233
221930	1320	2	843
221931	1320	3	5642
221932	1320	4	5642
221933	1320	5	10
221934	1320	6	10
221935	1320	7	10
221936	1320	8	10
221937	1320	9	233
221938	1320	10	10
221939	1320	11	10
221940	1320	12	5642
221941	1320	13	10
221942	1320	14	4
221943	1320	15	5642
221944	1320	16	5642
221945	1320	17	10
221946	1320	18	233
221947	1320	19	10
221948	1320	20	10
221949	1320	21	5642
221950	1320	22	10
221951	1320	24	149
221952	1320	25	9
221953	1321	0	4
221954	1321	1	233
221955	1321	2	843
221956	1321	3	5643
221957	1321	4	5643
221958	1321	5	10
221959	1321	6	10
221960	1321	7	10
221961	1321	8	10
221962	1321	9	233
221963	1321	10	10
221964	1321	11	10
221965	1321	12	5643
221966	1321	13	10
221967	1321	14	4
221968	1321	15	5643
221969	1321	16	5643
221970	1321	17	10
221971	1321	18	233
221972	1321	19	10
221973	1321	20	10
221974	1321	21	5643
221975	1321	22	10
221976	1321	24	149
221977	1321	25	9
221978	1322	0	4
221979	1322	1	233
221980	1322	2	843
221981	1322	3	5644
221982	1322	4	5644
221983	1322	5	10
221984	1322	6	10
221985	1322	7	10
221986	1322	8	10
221987	1322	9	233
221988	1322	10	10
221989	1322	11	10
221990	1322	12	5644
221991	1322	13	10
221992	1322	14	4
221993	1322	15	5644
221994	1322	16	5644
221995	1322	17	10
221996	1322	18	233
221997	1322	19	10
221998	1322	20	10
221999	1322	21	5644
222000	1322	22	10
222001	1322	24	149
222002	1322	25	9
222003	1323	0	4
222004	1323	1	233
222005	1323	2	233
222006	1323	3	5645
222007	1323	4	5645
222008	1323	5	4
222009	1323	6	4
222010	1323	7	4
222011	1323	14	4
222012	1323	15	5645
222013	1323	16	5645
222014	1323	23	4
222015	1323	24	4
222016	1323	25	4
222017	1323	26	5646
222018	1323	27	5647
222019	1324	0	4
222020	1324	1	4
222021	1324	2	4
222022	1324	3	4
222023	1324	4	4
222024	1324	5	573
222025	1324	6	573
222026	1324	7	573
222027	1324	14	4
222028	1324	15	4
222029	1324	16	4
222030	1324	23	4
222031	1324	24	4
222032	1324	25	4
222033	1324	162	4
222034	1324	163	4
222035	1324	164	4
222036	1324	165	5648
222037	1324	166	5649
222038	1324	167	5650
222039	1324	168	5651
222040	1325	0	4
222041	1325	1	233
222042	1325	2	233
222043	1325	3	6
222044	1325	4	6
222045	1325	5	573
222046	1325	6	573
222047	1325	7	573
222048	1325	14	4
222049	1325	15	6
222050	1325	16	6
222051	1325	23	214
222052	1325	24	149
222053	1325	25	149
222054	1325	162	5652
222055	1325	163	5653
222056	1325	164	5654
222057	1325	165	5655
222058	1325	166	5656
222059	1325	167	5657
222060	1325	168	5658
222061	1326	0	4
222062	1326	1	233
222063	1326	2	233
222064	1326	3	6
222065	1326	4	6
222066	1326	5	4
222067	1326	6	4
222068	1326	7	4
222069	1326	14	4
222070	1326	15	6
222071	1326	16	6
222072	1326	23	214
222073	1326	24	149
222074	1326	25	149
222075	1326	26	5659
222076	1327	0	4
222077	1327	1	233
222078	1327	2	233
222079	1327	3	6
222080	1327	4	6
222081	1327	5	4
222082	1327	6	4
222083	1327	7	4
222084	1327	14	4
222085	1327	15	6
222086	1327	16	6
222087	1327	23	4
222088	1327	24	4
222089	1327	25	4
222090	1327	26	5660
222091	1328	0	5661
222092	1328	1	5661
222093	1328	2	5661
222094	1328	3	6
222095	1328	4	6
222096	1328	5	5661
222097	1328	6	5661
222098	1328	7	5661
222099	1328	14	5661
222100	1328	15	6
222101	1328	16	6
222102	1328	23	214
222103	1328	24	149
222104	1328	25	149
222105	1328	162	750
222106	1328	163	903
222107	1328	164	750
222108	1328	165	5661
222109	1329	0	5662
222110	1329	1	5662
222111	1329	2	5662
222112	1329	3	5662
222113	1329	4	5662
222114	1329	5	5662
222115	1329	6	5662
222116	1329	7	5662
222117	1329	8	5662
222118	1329	9	5662
222119	1329	10	5662
222120	1329	11	5662
222121	1329	12	5662
222122	1329	13	5662
222123	1329	14	5662
222124	1329	15	5662
222125	1329	16	5662
222126	1329	17	5662
222127	1329	18	5662
222128	1329	19	5662
222129	1329	20	5662
222130	1329	21	5662
222131	1329	22	5662
222132	1329	24	5662
222133	1329	25	5662
222134	1329	143	5662
222135	1330	0	4
222136	1330	1	233
222137	1330	2	843
222138	1330	3	6
222139	1330	4	6
222140	1330	5	4
222141	1330	6	4
222142	1330	7	4
222143	1330	9	844
222144	1330	12	844
222145	1330	14	4
222146	1330	15	6
222147	1330	16	6
222148	1330	23	4
222149	1330	24	4
222150	1330	25	4
222151	1330	51	4
222152	1330	53	6
222153	1331	0	5663
222154	1331	1	5663
222155	1331	2	5663
222156	1331	3	5663
222157	1331	4	5663
222158	1331	5	5663
222159	1331	6	5663
222160	1331	7	5663
222161	1331	8	4567
222162	1331	9	5663
222163	1331	10	4567
222164	1331	11	4567
222165	1331	12	5663
222166	1331	13	4567
222167	1331	14	5663
222168	1331	15	5663
222169	1331	16	5663
222170	1331	17	4567
222171	1331	18	5663
222172	1331	19	4567
222173	1331	20	4567
222174	1331	21	5663
222175	1331	22	4567
222176	1331	24	5663
222177	1331	25	5663
222178	1331	143	5663
222179	1332	0	5663
222180	1332	1	5663
222181	1332	2	5663
222182	1332	3	5663
222183	1332	4	5663
222184	1332	5	5663
222185	1332	6	5663
222186	1332	7	5663
222187	1332	8	4567
222188	1332	9	5663
222189	1332	10	4567
222190	1332	11	4567
222191	1332	12	5663
222192	1332	13	4567
222193	1332	14	5663
222194	1332	15	5663
222195	1332	16	5663
222196	1332	17	4567
222197	1332	18	5663
222198	1332	19	4567
222199	1332	20	4567
222200	1332	21	5663
222201	1332	22	4567
222202	1332	24	5663
222203	1332	25	5663
222204	1332	143	5663
222205	1333	0	5664
222206	1333	1	5665
222207	1333	2	5665
222208	1333	3	5666
222209	1333	4	5666
222210	1333	5	5664
222211	1333	6	5664
222212	1333	7	5664
222213	1333	14	5664
222214	1333	15	5666
222215	1333	16	5666
222216	1333	23	5664
222217	1333	24	5664
222218	1333	25	5664
222219	1334	0	4
222220	1334	1	233
222221	1334	2	233
222222	1334	3	572
222223	1334	4	5667
222224	1334	5	4
222225	1334	6	4
222226	1334	7	4
222227	1334	14	4
222228	1334	15	572
222229	1334	16	5667
222230	1334	23	4
222231	1334	24	4
222232	1334	25	4
222233	1334	165	5668
222234	1334	166	5669
222235	1334	167	5670
222236	1335	0	4
222237	1335	1	233
222238	1335	2	233
222239	1335	3	572
222240	1335	4	572
222241	1335	5	4
222242	1335	6	4
222243	1335	7	4
222244	1335	14	4
222245	1335	15	572
222246	1335	16	572
222247	1335	23	4
222248	1335	24	4
222249	1335	25	4
222250	1335	165	5671
222251	1335	166	5672
222252	1335	167	5673
222253	1336	0	4
222254	1336	1	233
222255	1336	2	233
222256	1336	3	6
222257	1336	4	5674
222258	1336	5	4
222259	1336	6	4
222260	1336	7	4
222261	1336	14	4
222262	1336	15	6
222263	1336	16	5674
222264	1336	23	4
222265	1336	24	4
222266	1336	25	4
222267	1337	0	4
222268	1337	1	233
222269	1337	2	233
222270	1337	3	6
222271	1337	4	6
222272	1337	5	4
222273	1337	6	4
222274	1337	7	4
222275	1337	14	4
222276	1337	15	6
222277	1337	16	6
222278	1337	23	214
222279	1337	24	149
222280	1337	25	149
222281	1337	162	750
222282	1337	163	903
222283	1337	164	750
222284	1337	165	5675
222285	1337	166	5676
222286	1338	0	4
222287	1338	1	233
222288	1338	2	233
222289	1338	3	6
222290	1338	4	6
222291	1338	5	4
222292	1338	6	4
222293	1338	7	4
222294	1338	14	4
222295	1338	15	6
222296	1338	16	6
222297	1338	23	214
222298	1338	24	149
222299	1338	25	149
222300	1338	162	750
222301	1338	163	903
222302	1338	164	3434
222303	1338	165	5677
222304	1338	166	5678
222305	1338	167	5679
222306	1338	168	5680
222307	1339	0	4
222308	1339	1	233
222309	1339	2	233
222310	1339	3	6
222311	1339	4	6
222312	1339	5	4
222313	1339	6	4
222314	1339	7	4
222315	1339	14	4
222316	1339	15	6
222317	1339	16	6
222318	1339	23	214
222319	1339	24	149
222320	1339	25	149
222321	1339	162	750
222322	1339	163	903
222323	1339	164	3434
222324	1339	165	5681
222325	1340	0	4
222326	1340	1	233
222327	1340	2	233
222328	1340	3	6
222329	1340	4	6
222330	1340	5	573
222331	1340	6	573
222332	1340	7	573
222333	1340	14	4
222334	1340	15	6
222335	1340	16	6
222336	1340	23	214
222337	1340	24	149
222338	1340	25	149
222339	1340	162	750
222340	1340	163	903
222341	1340	164	903
222342	1340	165	5682
222343	1340	166	5683
222344	1341	0	4
222345	1341	1	233
222346	1341	2	843
222347	1341	3	6
222348	1341	4	6
222349	1341	5	4
222350	1341	6	4
222351	1341	7	4
222352	1341	14	4
222353	1341	15	6
222354	1341	16	6
222355	1341	23	214
222356	1341	24	149
222357	1341	25	149
222358	1341	162	5684
222359	1341	163	5685
222360	1341	164	5686
222361	1341	165	5687
222362	1341	166	5688
222363	1341	167	5689
222364	1341	168	5690
222365	1341	169	5691
222366	1341	170	5692
222367	1341	171	5693
222368	1341	176	5694
222369	1341	177	5695
222370	1341	178	5696
222371	1341	179	5697
222372	1342	0	5695
222373	1342	1	5695
222374	1342	2	5695
222375	1342	3	5695
222376	1342	4	5695
222377	1342	5	5695
222378	1342	6	5695
222379	1342	7	5695
222380	1342	14	5695
222381	1342	15	5695
222382	1342	16	5695
222383	1342	23	5695
222384	1342	24	5695
222385	1342	25	5695
222386	1342	162	5684
222387	1342	163	5685
222388	1342	164	5686
222389	1342	165	5698
222390	1342	166	5699
222391	1342	167	5700
222392	1342	168	5701
222393	1342	169	5702
222394	1342	170	5703
222395	1342	171	5704
222396	1342	176	5694
222397	1342	177	5695
222398	1342	178	5696
222399	1343	0	4
222400	1343	1	233
222401	1343	2	843
222402	1343	3	6
222403	1343	4	6
222404	1343	5	4
222405	1343	6	4
222406	1343	7	4
222407	1343	14	4
222408	1343	15	6
222409	1343	16	6
222410	1343	23	214
222411	1343	24	149
222412	1343	25	149
222413	1343	162	5705
222414	1343	163	5706
222415	1343	164	5707
222416	1343	165	5708
222417	1343	166	5709
222418	1343	167	5710
222419	1343	168	5711
222420	1343	169	5712
222421	1343	170	5713
222422	1344	0	4
222423	1344	1	4
222424	1344	2	4
222425	1344	3	4
222426	1344	4	4
222427	1344	5	4
222428	1344	6	4
222429	1344	7	4
222430	1344	14	4
222431	1344	15	4
222432	1344	16	4
222433	1344	23	4
222434	1344	24	4
222435	1344	25	4
222436	1344	162	4
222437	1344	163	4
222438	1344	164	4
222439	1344	165	5714
222440	1344	166	5715
222441	1345	0	4
222442	1345	1	233
222443	1345	2	233
222444	1345	3	5682
222445	1345	4	5682
222446	1345	5	4
222447	1345	6	4
222448	1345	7	4
222449	1345	14	4
222450	1345	15	5682
222451	1345	16	5682
222452	1345	23	214
222453	1345	24	149
222454	1345	25	149
222455	1345	162	750
222456	1345	163	903
222457	1345	164	903
222458	1345	165	5682
222459	1345	166	5683
222460	1346	0	4
222461	1346	1	233
222462	1346	2	233
222463	1346	3	6
222464	1346	4	6
222465	1346	5	4
222466	1346	6	4
222467	1346	7	4
222468	1346	14	4
222469	1346	15	6
222470	1346	16	6
222471	1346	23	214
222472	1346	24	149
222473	1346	25	149
222474	1346	162	750
222475	1346	163	903
222476	1346	164	750
222477	1346	165	5716
222478	1346	166	5717
222479	1347	0	4
222480	1347	1	233
222481	1347	2	233
222482	1347	3	6
222483	1347	4	6
222484	1347	5	573
222485	1347	6	573
222486	1347	7	573
222487	1347	14	4
222488	1347	15	6
222489	1347	16	6
222490	1347	23	214
222491	1347	24	149
222492	1347	25	149
222493	1347	162	750
222494	1347	163	903
222495	1347	164	3434
222496	1347	165	5718
222497	1347	166	5719
222498	1349	0	4
222499	1349	1	233
222500	1349	2	233
222501	1349	3	6
222502	1349	4	6
222503	1349	5	4
222504	1349	6	4
222505	1349	7	4
222506	1349	14	4
222507	1349	15	6
222508	1349	16	6
222509	1349	23	214
222510	1349	24	149
222511	1349	25	149
222512	1349	162	5720
222513	1349	163	5721
222514	1349	164	5722
222515	1349	165	5723
222516	1349	166	5724
222517	1349	167	5725
222518	1349	168	5726
222519	1349	169	5727
222520	1349	170	5728
222521	1349	171	5729
222522	1350	0	5730
222523	1350	1	5730
222524	1350	2	5730
222525	1350	3	5730
222526	1350	4	5730
222527	1350	5	5730
222528	1350	6	5730
222529	1350	7	5730
222530	1350	14	5730
222531	1350	15	5730
222532	1350	16	5730
222533	1350	23	5730
222534	1350	24	5730
222535	1350	25	5730
222536	1350	162	5730
222537	1350	163	5730
222538	1350	164	5730
222539	1351	0	4
222540	1351	1	233
222541	1351	2	233
222542	1351	3	6
222543	1351	4	6
222544	1351	5	573
222545	1351	6	573
222546	1351	7	573
222547	1351	14	4
222548	1351	15	6
222549	1351	16	6
222550	1351	23	214
222551	1351	24	149
222552	1351	25	149
222553	1351	162	5731
222554	1351	163	5732
222555	1351	164	5733
222556	1351	165	5734
222557	1351	166	5735
222558	1351	167	5736
222559	1352	0	4
222560	1352	1	233
222561	1352	2	233
222562	1352	3	6
222563	1352	4	6
222564	1352	5	573
222565	1352	6	573
222566	1352	7	573
222567	1352	14	4
222568	1352	15	6
222569	1352	16	6
222570	1352	23	214
222571	1352	24	149
222572	1352	25	149
222573	1352	162	5737
222574	1352	163	5738
222575	1352	164	5739
222576	1352	165	5740
222577	1352	166	5741
222578	1352	167	5742
222579	1353	0	4
222580	1353	1	233
222581	1353	2	233
222582	1353	3	6
222583	1353	4	6
222584	1353	5	573
222585	1353	6	573
222586	1353	7	573
222587	1353	14	4
222588	1353	15	6
222589	1353	16	6
222590	1353	23	214
222591	1353	24	149
222592	1353	25	149
222593	1353	162	5743
222594	1353	163	5744
222595	1353	164	5745
222596	1354	0	4912
222597	1354	1	4913
222598	1354	2	4914
222599	1354	3	4915
222600	1354	4	4916
222601	1354	5	4917
222602	1354	6	4918
222603	1354	7	4919
222604	1354	14	4920
222605	1354	15	4915
222606	1354	16	6
222607	1354	23	4921
222608	1354	24	149
222609	1354	25	4922
222610	1354	51	4920
222611	1354	53	4923
222612	1354	99	144
222613	1354	125	13
222614	1354	126	14
222615	1354	127	15
222616	1354	128	16
222617	1354	129	4924
222618	1354	130	4925
222619	1354	131	4926
222620	1354	132	4927
222621	1354	133	4928
222622	1354	134	4929
222623	1354	135	4930
222624	1354	136	4931
222625	1354	137	4932
222626	1354	138	4933
222627	1354	139	4934
222628	1354	140	4935
222629	1354	141	4936
222630	1354	142	4937
222631	1354	143	4938
222632	1354	144	4939
222633	1354	145	4940
222634	1354	146	4941
222635	1354	147	4942
222636	1354	148	4943
222637	1354	149	4944
222638	1354	150	4945
222639	1354	151	4946
222640	1354	152	4947
222641	1354	153	4948
222642	1354	154	4949
222643	1354	155	4950
222644	1354	156	4951
222645	1354	157	4952
222646	1354	158	4953
222647	1354	159	4954
222648	1354	160	4955
222649	1354	161	4956
222650	1354	162	5746
222651	1354	163	5747
222652	1354	164	5748
222653	1354	165	4960
222654	1354	166	4961
222655	1354	167	4962
222656	1354	168	4963
222657	1354	169	4964
222658	1354	170	4965
222659	1354	171	4966
222660	1354	172	4967
222661	1354	173	4968
222662	1354	174	4969
222663	1354	175	4970
222664	1354	176	4971
222665	1354	177	4972
222666	1354	178	4973
222667	1354	179	4974
222668	1354	180	4975
222669	1354	181	4976
222670	1354	182	4977
222671	1354	183	4978
222672	1354	184	4979
222673	1354	185	4980
222674	1354	186	4981
222675	1354	187	4982
222676	1354	188	4983
222677	1354	189	4984
222678	1354	190	4985
222679	1354	191	4986
222680	1354	192	4987
222681	1354	193	81
222682	1354	194	82
222683	1354	195	83
222684	1354	196	84
222685	1354	197	85
222686	1354	198	4988
222687	1354	199	4989
222688	1354	200	4990
